county,office,district,party,candidate,votes
Del Norte,State Assembly,1,DEM,Patty Berg,4466
Del Norte,State Assembly,1,REP,Ray Tyrone,4244
Del Norte,State Assembly,1,LIB,Ken Anton,303
Humboldt,State Assembly,1,DEM,Patty Berg,38986
Humboldt,State Assembly,1,REP,Ray Tyrone,21005
Humboldt,State Assembly,1,LIB,Ken Anton,3763
Lake,State Assembly,1,DEM,Patty Berg,13625
Lake,State Assembly,1,REP,Ray Tyrone,9273
Lake,State Assembly,1,LIB,Ken Anton,1069
Mendocino,State Assembly,1,DEM,Patty Berg,23257
Mendocino,State Assembly,1,REP,Ray Tyrone,11195
Mendocino,State Assembly,1,LIB,Ken Anton,2352
Sonoma,State Assembly,1,DEM,Patty Berg,36514
Sonoma,State Assembly,1,REP,Ray Tyrone,16158
Sonoma,State Assembly,1,LIB,Ken Anton,3062
Trinity,State Assembly,1,DEM,Patty Berg,3309
Trinity,State Assembly,1,REP,Ray Tyrone,2712
Trinity,State Assembly,1,LIB,Ken Anton,268
Butte,State Assembly,2,DEM,Barbara McIver,2212
Butte,State Assembly,2,REP,Doug La Malfa,5587
Colusa,State Assembly,2,DEM,Barbara McIver,1769
Colusa,State Assembly,2,REP,Doug La Malfa,3949
Glenn,State Assembly,2,DEM,Barbara McIver,2899
Glenn,State Assembly,2,REP,Doug La Malfa,6091
Modoc,State Assembly,2,DEM,Barbara McIver,1243
Modoc,State Assembly,2,REP,Doug La Malfa,3073
Shasta,State Assembly,2,DEM,Barbara McIver,27290
Shasta,State Assembly,2,REP,Doug La Malfa,48500
Siskiyou,State Assembly,2,DEM,Barbara McIver,7533
Siskiyou,State Assembly,2,REP,Doug La Malfa,12482
Sutter,State Assembly,2,DEM,Barbara McIver,8893
Sutter,State Assembly,2,REP,Doug La Malfa,19352
Tehama,State Assembly,2,DEM,Barbara McIver,9061
Tehama,State Assembly,2,REP,Doug La Malfa,13982
Yolo,State Assembly,2,DEM,Barbara McIver,1743
Yolo,State Assembly,2,REP,Doug La Malfa,2635
Butte,State Assembly,3,DEM,Robert A. Woods,32650
Butte,State Assembly,3,REP,Rick Keene,47989
Butte,State Assembly,3,LIB,Robert Burk,2743
Lassen,State Assembly,3,DEM,Robert A. Woods,3013
Lassen,State Assembly,3,REP,Rick Keene,7664
Lassen,State Assembly,3,LIB,Robert Burk,356
Nevada,State Assembly,3,DEM,Robert A. Woods,20433
Nevada,State Assembly,3,REP,Rick Keene,28630
Nevada,State Assembly,3,LIB,Robert Burk,1824
Placer,State Assembly,3,DEM,Robert A. Woods,4645
Placer,State Assembly,3,REP,Rick Keene,8498
Placer,State Assembly,3,LIB,Robert Burk,534
Plumas,State Assembly,3,DEM,Robert A. Woods,3390
Plumas,State Assembly,3,REP,Rick Keene,6932
Plumas,State Assembly,3,LIB,Robert Burk,333
Sierra,State Assembly,3,DEM,Robert A. Woods,556
Sierra,State Assembly,3,REP,Rick Keene,1211
Sierra,State Assembly,3,LIB,Robert Burk,105
Yuba,State Assembly,3,DEM,Robert A. Woods,5439
Yuba,State Assembly,3,REP,Rick Keene,10823
Yuba,State Assembly,3,LIB,Robert Burk,526
Alpine,State Assembly,4,DEM,Todd W. Schwenk,303
Alpine,State Assembly,4,REP,Tim Leslie,353
El Dorado,State Assembly,4,DEM,Todd W. Schwenk,22590
El Dorado,State Assembly,4,REP,Tim Leslie,41227
Placer,State Assembly,4,DEM,Todd W. Schwenk,36881
Placer,State Assembly,4,REP,Tim Leslie,82289
Sacramento,State Assembly,4,DEM,Todd W. Schwenk,10234
Sacramento,State Assembly,4,REP,Tim Leslie,16236
Placer,State Assembly,5,DEM,Sandra A. Carey,2453
Placer,State Assembly,5,REP,Roger Niello,8158
Placer,State Assembly,5,LIB,Melissa Manfre,336
Sacramento,State Assembly,5,DEM,Sandra A. Carey,60257
Sacramento,State Assembly,5,REP,Roger Niello,96737
Sacramento,State Assembly,5,LIB,Melissa Manfre,6188
Marin,State Assembly,6,DEM,Joe Nation,93368
Marin,State Assembly,6,REP,Carolyn F. Patrick,32406
Sonoma,State Assembly,6,DEM,Joe Nation,55188
Sonoma,State Assembly,6,REP,Carolyn F. Patrick,23905
Napa,State Assembly,7,DEM,Noreen Evans,28448
Napa,State Assembly,7,REP,Pat Krueger,23714
Napa,State Assembly,7,LIB,F. Aaron Smith,1411
Solano,State Assembly,7,DEM,Noreen Evans,25567
Solano,State Assembly,7,REP,Pat Krueger,13144
Solano,State Assembly,7,LIB,F. Aaron Smith,918
Sonoma,State Assembly,7,DEM,Noreen Evans,47115
Sonoma,State Assembly,7,REP,Pat Krueger,25177
Sonoma,State Assembly,7,LIB,F. Aaron Smith,2722
Solano,State Assembly,8,DEM,Lois Wolk,58282
Solano,State Assembly,8,REP,John R. Munn,38888
Yolo,State Assembly,8,DEM,Lois Wolk,42889
Yolo,State Assembly,8,REP,John R. Munn,20954
Sacramento,State Assembly,9,DEM,Dave Jones,77880
Sacramento,State Assembly,9,REP,Gaspar Garcia,32734
Sacramento,State Assembly,9,LIB,Gale Morgan,6098
Amador,State Assembly,10,REP,Alan Nakanishi,12185
Amador,State Assembly,10,LIB,Cullene Lang,3670
El Dorado,State Assembly,10,REP,Alan Nakanishi,12914
El Dorado,State Assembly,10,LIB,Cullene Lang,2929
Sacramento,State Assembly,10,REP,Alan Nakanishi,62379
Sacramento,State Assembly,10,LIB,Cullene Lang,22970
San Joaquin,State Assembly,10,REP,Alan Nakanishi,34263
San Joaquin,State Assembly,10,LIB,Cullene Lang,9639
Contra Costa,State Assembly,11,DEM,Joe Canciamilla,95912
Contra Costa,State Assembly,11,REP,Paul Santiago,40438
Contra Costa,State Assembly,11,LIB,Frank Manske,7162
San Francisco,State Assembly,12,DEM,Leland Y. Yee,98468
San Francisco,State Assembly,12,REP,Howard Epstein,20737
San Francisco,State Assembly,12,LIB,Chris Maden,7940
San Mateo,State Assembly,12,DEM,Leland Y. Yee,13532
San Mateo,State Assembly,12,REP,Howard Epstein,3066
San Mateo,State Assembly,12,LIB,Chris Maden,620
San Francisco,State Assembly,13,DEM,Mark Leno,148863
San Francisco,State Assembly,13,REP,Gail E. Neira,23900
San Francisco,State Assembly,13,LIB,Jonathan Scott Marvin,8980
Alameda,State Assembly,14,DEM,Loni Hancock,71532
Alameda,State Assembly,14,REP,Lance Montauk,7870
Alameda,State Assembly,14,LIB,Kevin O'Neal,3546
Contra Costa,State Assembly,14,DEM,Loni Hancock,69652
Contra Costa,State Assembly,14,REP,Lance Montauk,24661
Contra Costa,State Assembly,14,LIB,Kevin O'Neal,5086
Alameda,State Assembly,15,DEM,Elaine D. Shaw,15748
Alameda,State Assembly,15,REP,Guy S. Houston,20870
Contra Costa,State Assembly,15,DEM,Elaine D. Shaw,58926
Contra Costa,State Assembly,15,REP,Guy S. Houston,68652
Sacramento,State Assembly,15,DEM,Elaine D. Shaw,13644
Sacramento,State Assembly,15,REP,Guy S. Houston,20930
San Joaquin,State Assembly,15,DEM,Elaine D. Shaw,3391
San Joaquin,State Assembly,15,REP,Guy S. Houston,2627
Alameda,State Assembly,16,DEM,Wilma Chan,126292
Alameda,State Assembly,16,REP,Jerald Udinsky,16903
Merced,State Assembly,17,DEM,Barbara S. Matthews,30446
Merced,State Assembly,17,REP,Nellie McGarry,25060
Merced,State Assembly,17,(W/I),Jennet C. Stebbins,0
San Joaquin,State Assembly,17,DEM,Barbara S. Matthews,34895
San Joaquin,State Assembly,17,REP,Nellie McGarry,17350
San Joaquin,State Assembly,17,(W/I),Jennet C. Stebbins,2
Stanislaus,State Assembly,17,DEM,Barbara S. Matthews,1585
Stanislaus,State Assembly,17,REP,Nellie McGarry,1254
Stanislaus,State Assembly,17,(W/I),Jennet C. Stebbins,0
Alameda,State Assembly,18,DEM,Johan Klehs,106365
Alameda,State Assembly,18,(W/I),Lou Filipovich,17
Alameda,State Assembly,18,LIB,Ronald J. Colfer,20888
San Mateo,State Assembly,19,DEM,Gene Mullin,114277
San Mateo,State Assembly,19,REP,Catherine Brinkman,41513
San Mateo,State Assembly,19,LIB,Miles C. Gilster,4465
Alameda,State Assembly,20,DEM,Alberto Torrico,76548
Alameda,State Assembly,20,REP,Cliff Williams,33530
Santa Clara,State Assembly,20,DEM,Alberto Torrico,11176
Santa Clara,State Assembly,20,REP,Cliff Williams,6584
San Mateo,State Assembly,21,DEM,Ira Ruskin,47713
San Mateo,State Assembly,21,REP,Steve Poizner,38065
Santa Clara,State Assembly,21,DEM,Ira Ruskin,50289
Santa Clara,State Assembly,21,REP,Steve Poizner,54053
Santa Clara,State Assembly,22,DEM,Sally J. Lieber,91561
Santa Clara,State Assembly,22,REP,Marie Dominguez-Gasson,38746
Santa Clara,State Assembly,23,DEM,Joe Coto,62569
