county,precinct,office,district,party,candidate,votes,election_day,mail
Monterey,1005,Ballots Cast,,,,632,65,567
Monterey,1006,Ballots Cast,,,,1172,161,1011
Monterey,1007,Ballots Cast,,,,799,91,708
Monterey,1008,Ballots Cast,,,,1010,123,887
Monterey,1009,Ballots Cast,,,,1103,90,1013
Monterey,1010,Ballots Cast,,,,588,59,529
Monterey,1011,Ballots Cast,,,,761,76,685
Monterey,1012,Ballots Cast,,,,1377,109,1268
Monterey,1013,Ballots Cast,,,,1058,95,963
Monterey,1014,Ballots Cast,,,,808,81,727
Monterey,1015,Ballots Cast,,,,674,34,640
Monterey,1016,Ballots Cast,,,,1069,129,940
Monterey,1017,Ballots Cast,,,,617,46,571
Monterey,1018,Ballots Cast,,,,1024,73,951
Monterey,1019,Ballots Cast,,,,607,52,555
Monterey,1020,Ballots Cast,,,,473,36,437
Monterey,1021,Ballots Cast,,,,759,43,716
Monterey,1022,Ballots Cast,,,,888,85,803
Monterey,2023,Ballots Cast,,,,438,61,377
Monterey,2024,Ballots Cast,,,,995,100,895
Monterey,2025,Ballots Cast,,,,1143,110,1033
Monterey,2026,Ballots Cast,,,,1572,85,1487
Monterey,2027,Ballots Cast,,,,1238,115,1123
Monterey,2028,Ballots Cast,,,,1748,102,1646
Monterey,2029,Ballots Cast,,,,1348,104,1244
Monterey,2030,Ballots Cast,,,,396,37,359
Monterey,2031,Ballots Cast,,,,1326,123,1203
Monterey,2032,Ballots Cast,,,,1193,80,1113
Monterey,2033,Ballots Cast,,,,1454,92,1362
Monterey,2034,Ballots Cast,,,,1497,130,1367
Monterey,2035,Ballots Cast,,,,795,75,720
Monterey,2036,Ballots Cast,,,,1029,93,936
Monterey,2037,Ballots Cast,,,,560,61,499
Monterey,2038,Ballots Cast,,,,900,54,846
Monterey,2039,Ballots Cast,,,,1208,90,1118
Monterey,2040,Ballots Cast,,,,636,51,585
Monterey,2041,Ballots Cast,,,,1299,154,1145
Monterey,2042,Ballots Cast,,,,1121,99,1022
Monterey,2043,Ballots Cast,,,,710,37,673
Monterey,2044,Ballots Cast,,,,1235,98,1137
Monterey,2045,Ballots Cast,,,,746,56,690
Monterey,2046,Ballots Cast,,,,989,52,937
Monterey,2047,Ballots Cast,,,,1181,101,1080
Monterey,2048,Ballots Cast,,,,1068,94,974
Monterey,2049,Ballots Cast,,,,867,74,793
Monterey,2050,Ballots Cast,,,,1458,89,1369
Monterey,2051,Ballots Cast,,,,1271,105,1166
Monterey,2052,Ballots Cast,,,,607,47,560
Monterey,3053,Ballots Cast,,,,766,62,704
Monterey,3054,Ballots Cast,,,,980,102,878
Monterey,3055,Ballots Cast,,,,1241,76,1165
Monterey,3056,Ballots Cast,,,,1018,99,919
Monterey,3057,Ballots Cast,,,,1390,112,1278
Monterey,3058,Ballots Cast,,,,1184,122,1062
Monterey,3059,Ballots Cast,,,,916,94,822
Monterey,3060,Ballots Cast,,,,1583,211,1372
Monterey,3061,Ballots Cast,,,,1447,135,1312
Monterey,3062,Ballots Cast,,,,1438,119,1319
Monterey,3063,Ballots Cast,,,,1053,125,928
Monterey,3064,Ballots Cast,,,,1446,153,1293
Monterey,3065,Ballots Cast,,,,1357,155,1202
Monterey,3066,Ballots Cast,,,,1084,130,954
Monterey,3067,Ballots Cast,,,,618,101,517
Monterey,3068,Ballots Cast,,,,744,120,624
Monterey,3069,Ballots Cast,,,,535,77,458
Monterey,3070,Ballots Cast,,,,527,80,447
Monterey,4071,Ballots Cast,,,,1110,71,1039
Monterey,4072,Ballots Cast,,,,1517,116,1401
Monterey,4073,Ballots Cast,,,,821,73,748
Monterey,4074,Ballots Cast,,,,1126,39,1087
Monterey,4075,Ballots Cast,,,,1467,111,1356
Monterey,4076,Ballots Cast,,,,1214,52,1162
Monterey,4077,Ballots Cast,,,,1148,82,1066
Monterey,4078,Ballots Cast,,,,1292,61,1231
Monterey,4079,Ballots Cast,,,,1280,63,1217
Monterey,4080,Ballots Cast,,,,828,47,781
Monterey,4081,Ballots Cast,,,,1224,69,1155
Monterey,4082,Ballots Cast,,,,1485,71,1414
Monterey,4083,Ballots Cast,,,,907,61,846
Monterey,4084,Ballots Cast,,,,910,53,857
Monterey,4085,Ballots Cast,,,,1577,104,1473
Monterey,4086,Ballots Cast,,,,1282,99,1183
Monterey,4087,Ballots Cast,,,,1446,102,1344
Monterey,4088,Ballots Cast,,,,1332,90,1242
Monterey,4089,Ballots Cast,,,,1210,54,1156
Monterey,4090,Ballots Cast,,,,1315,80,1235
Monterey,4091,Ballots Cast,,,,992,84,908
Monterey,4092,Ballots Cast,,,,785,43,742
Monterey,4093,Ballots Cast,,,,1552,88,1464
Monterey,4094,Ballots Cast,,,,1076,41,1035
Monterey,4095,Ballots Cast,,,,809,60,749
Monterey,4096,Ballots Cast,,,,1304,71,1233
Monterey,4097,Ballots Cast,,,,868,37,831
Monterey,4098,Ballots Cast,,,,1215,72,1143
Monterey,4099,Ballots Cast,,,,1130,47,1083
Monterey,4188,Ballots Cast,,,,1028,54,974
Monterey,5100,Ballots Cast,,,,1406,68,1338
Monterey,5101,Ballots Cast,,,,1604,125,1479
Monterey,5102,Ballots Cast,,,,1853,104,1749
Monterey,5103,Ballots Cast,,,,1426,79,1347
Monterey,5104,Ballots Cast,,,,1449,111,1338
Monterey,5105,Ballots Cast,,,,902,28,874
Monterey,5106,Ballots Cast,,,,1086,39,1047
Monterey,5107,Ballots Cast,,,,1306,44,1262
Monterey,5108,Ballots Cast,,,,1181,65,1116
Monterey,5109,Ballots Cast,,,,996,74,922
Monterey,5110,Ballots Cast,,,,1060,54,1006
Monterey,5111,Ballots Cast,,,,1440,66,1374
Monterey,5112,Ballots Cast,,,,1492,64,1428
Monterey,5113,Ballots Cast,,,,1454,88,1366
Monterey,5114,Ballots Cast,,,,1329,76,1253
Monterey,5115,Ballots Cast,,,,1269,63,1206
Monterey,5116,Ballots Cast,,,,1465,80,1385
Monterey,5117,Ballots Cast,,,,1228,57,1171
Monterey,5118,Ballots Cast,,,,1792,102,1690
Monterey,5119,Ballots Cast,,,,1307,109,1198
Monterey,5120,Ballots Cast,,,,1306,91,1215
Monterey,5121,Ballots Cast,,,,1143,93,1050
Monterey,5122,Ballots Cast,,,,1124,65,1059
Monterey,5123,Ballots Cast,,,,1634,110,1524
Monterey,5124,Ballots Cast,,,,1234,81,1153
Monterey,5125,Ballots Cast,,,,749,43,706
Monterey,5126,Ballots Cast,,,,1124,63,1061
Monterey,5127,Ballots Cast,,,,1371,75,1296
Monterey,5128,Ballots Cast,,,,1224,67,1157
Monterey,5129,Ballots Cast,,,,976,60,916
Monterey,5130,Ballots Cast,,,,1176,78,1098
Monterey,5131,Ballots Cast,,,,452,60,392
Monterey,5132,Ballots Cast,,,,556,51,505
Monterey,5133,Ballots Cast,,,,1136,53,1083
Monterey,5134,Ballots Cast,,,,1784,102,1682
Monterey,5135,Ballots Cast,,,,1500,73,1427
Monterey,5136,Ballots Cast,,,,1670,73,1597
Monterey,5137,Ballots Cast,,,,1310,95,1215
Monterey,9101,Ballots Cast,,,,35,0,35
Monterey,9102,Ballots Cast,,,,250,0,250
Monterey,9103,Ballots Cast,,,,89,0,89
Monterey,9204,Ballots Cast,,,,9,0,9
Monterey,9205,Ballots Cast,,,,1,0,1
Monterey,9206,Ballots Cast,,,,699,0,699
Monterey,9207,Ballots Cast,,,,510,0,510
Monterey,9208,Ballots Cast,,,,347,0,347
Monterey,9209,Ballots Cast,,,,52,0,52
Monterey,9210,Ballots Cast,,,,101,0,101
Monterey,9211,Ballots Cast,,,,57,0,57
Monterey,9212,Ballots Cast,,,,41,0,41
Monterey,9213,Ballots Cast,,,,289,0,289
Monterey,9214,Ballots Cast,,,,34,0,34
Monterey,9215,Ballots Cast,,,,73,0,73
Monterey,9216,Ballots Cast,,,,40,0,40
Monterey,9318,Ballots Cast,,,,462,0,462
Monterey,9320,Ballots Cast,,,,16,0,16
Monterey,9321,Ballots Cast,,,,192,0,192
Monterey,9322,Ballots Cast,,,,113,0,113
Monterey,9323,Ballots Cast,,,,259,0,259
Monterey,9324,Ballots Cast,,,,227,0,227
Monterey,9325,Ballots Cast,,,,93,0,93
Monterey,9326,Ballots Cast,,,,409,0,409
Monterey,9327,Ballots Cast,,,,390,0,390
Monterey,9328,Ballots Cast,,,,13,0,13
Monterey,9329,Ballots Cast,,,,239,0,239
Monterey,9330,Ballots Cast,,,,314,0,314
Monterey,9331,Ballots Cast,,,,491,0,491
Monterey,9432,Ballots Cast,,,,29,0,29
Monterey,9433,Ballots Cast,,,,41,0,41
Monterey,9434,Ballots Cast,,,,96,0,96
Monterey,9436,Ballots Cast,,,,1295,0,1295
Monterey,9437,Ballots Cast,,,,202,0,202
Monterey,9438,Ballots Cast,,,,3,0,3
Monterey,9439,Ballots Cast,,,,4,0,4
Monterey,9540,Ballots Cast,,,,312,0,312
Monterey,9541,Ballots Cast,,,,469,0,469
Monterey,9542,Ballots Cast,,,,296,0,296
Monterey,9543,Ballots Cast,,,,527,0,527
Monterey,9544,Ballots Cast,,,,742,0,742
Monterey,9545,Ballots Cast,,,,460,0,460
Monterey,9546,Ballots Cast,,,,803,0,803
Monterey,9547,Ballots Cast,,,,301,0,301
Monterey,9548,Ballots Cast,,,,176,0,176
Monterey,9549,Ballots Cast,,,,108,0,108
Monterey,9550,Ballots Cast,,,,12,0,12
Monterey,9551,Ballots Cast,,,,63,0,63
Monterey,9552,Ballots Cast,,,,80,0,80
Monterey,9553,Ballots Cast,,,,159,0,159
Monterey,MONTEREY CO CA,Ballots Cast,,,,165976,11392,154584
Monterey,1001,President,,DEM,Joe Biden,798,121,677
Monterey,1002,President,,DEM,Joe Biden,902,88,814
Monterey,1003,President,,DEM,Joe Biden,674,57,617
Monterey,1004,President,,DEM,Joe Biden,426,48,378
Monterey,1005,President,,DEM,Joe Biden,513,55,458
Monterey,1006,President,,DEM,Joe Biden,964,125,839
Monterey,1007,President,,DEM,Joe Biden,573,46,527
Monterey,1008,President,,DEM,Joe Biden,735,77,658
Monterey,1009,President,,DEM,Joe Biden,739,54,685
Monterey,1010,President,,DEM,Joe Biden,467,41,426
Monterey,1011,President,,DEM,Joe Biden,580,53,527
Monterey,1012,President,,DEM,Joe Biden,1121,76,1045
Monterey,1013,President,,DEM,Joe Biden,811,71,740
Monterey,1014,President,,DEM,Joe Biden,578,41,537
Monterey,1015,President,,DEM,Joe Biden,431,16,415
Monterey,1016,President,,DEM,Joe Biden,778,77,701
Monterey,1017,President,,DEM,Joe Biden,469,29,440
Monterey,1018,President,,DEM,Joe Biden,747,39,708
Monterey,1019,President,,DEM,Joe Biden,440,36,404
Monterey,1020,President,,DEM,Joe Biden,331,22,309
Monterey,1021,President,,DEM,Joe Biden,500,27,473
Monterey,1022,President,,DEM,Joe Biden,626,50,576
Monterey,2023,President,,DEM,Joe Biden,371,46,325
Monterey,2024,President,,DEM,Joe Biden,779,82,697
Monterey,2025,President,,DEM,Joe Biden,831,78,753
Monterey,2026,President,,DEM,Joe Biden,951,44,907
Monterey,2027,President,,DEM,Joe Biden,860,47,813
Monterey,2028,President,,DEM,Joe Biden,1061,42,1019
Monterey,2029,President,,DEM,Joe Biden,1085,76,1009
Monterey,2030,President,,DEM,Joe Biden,312,31,281
Monterey,2031,President,,DEM,Joe Biden,848,67,781
Monterey,2032,President,,DEM,Joe Biden,630,21,609
Monterey,2033,President,,DEM,Joe Biden,752,35,717
Monterey,2034,President,,DEM,Joe Biden,890,44,846
Monterey,2035,President,,DEM,Joe Biden,448,36,412
Monterey,2036,President,,DEM,Joe Biden,642,50,592
Monterey,2037,President,,DEM,Joe Biden,425,42,383
Monterey,2038,President,,DEM,Joe Biden,649,34,615
Monterey,2039,President,,DEM,Joe Biden,944,56,888
Monterey,2040,President,,DEM,Joe Biden,453,37,416
Monterey,2041,President,,DEM,Joe Biden,986,96,890
Monterey,2042,President,,DEM,Joe Biden,771,59,712
Monterey,2043,President,,DEM,Joe Biden,409,18,391
Monterey,2044,President,,DEM,Joe Biden,942,66,876
Monterey,2045,President,,DEM,Joe Biden,541,31,510
Monterey,2046,President,,DEM,Joe Biden,700,23,677
Monterey,2047,President,,DEM,Joe Biden,831,66,765
Monterey,2048,President,,DEM,Joe Biden,746,58,688
Monterey,2049,President,,DEM,Joe Biden,610,40,570
Monterey,2050,President,,DEM,Joe Biden,1077,51,1026
Monterey,2051,President,,DEM,Joe Biden,903,43,860
Monterey,2052,President,,DEM,Joe Biden,416,25,391
Monterey,3053,President,,DEM,Joe Biden,596,50,546
Monterey,3054,President,,DEM,Joe Biden,797,79,718
Monterey,3055,President,,DEM,Joe Biden,972,59,913
Monterey,3056,President,,DEM,Joe Biden,663,64,599
Monterey,3057,President,,DEM,Joe Biden,1050,66,984
Monterey,3058,President,,DEM,Joe Biden,851,77,774
Monterey,3059,President,,DEM,Joe Biden,708,70,638
Monterey,3060,President,,DEM,Joe Biden,1145,134,1011
Monterey,3061,President,,DEM,Joe Biden,1084,77,1007
Monterey,3062,President,,DEM,Joe Biden,1098,86,1012
Monterey,3063,President,,DEM,Joe Biden,799,77,722
Monterey,3064,President,,DEM,Joe Biden,1129,107,1022
Monterey,3065,President,,DEM,Joe Biden,1077,123,954
Monterey,3066,President,,DEM,Joe Biden,494,54,440
Monterey,3067,President,,DEM,Joe Biden,164,11,153
Monterey,3068,President,,DEM,Joe Biden,492,62,430
Monterey,3069,President,,DEM,Joe Biden,329,43,286
Monterey,3070,President,,DEM,Joe Biden,403,66,337
Monterey,4071,President,,DEM,Joe Biden,727,28,699
Monterey,4072,President,,DEM,Joe Biden,1017,55,962
Monterey,4073,President,,DEM,Joe Biden,562,39,523
Monterey,4074,President,,DEM,Joe Biden,762,18,744
Monterey,4075,President,,DEM,Joe Biden,1087,72,1015
Monterey,4076,President,,DEM,Joe Biden,901,32,869
Monterey,4077,President,,DEM,Joe Biden,876,56,820
Monterey,4078,President,,DEM,Joe Biden,1052,32,1020
Monterey,4079,President,,DEM,Joe Biden,957,46,911
Monterey,4080,President,,DEM,Joe Biden,580,24,556
Monterey,4081,President,,DEM,Joe Biden,841,32,809
Monterey,4082,President,,DEM,Joe Biden,948,29,919
Monterey,4083,President,,DEM,Joe Biden,624,35,589
Monterey,4084,President,,DEM,Joe Biden,662,31,631
Monterey,4085,President,,DEM,Joe Biden,1138,52,1086
Monterey,4086,President,,DEM,Joe Biden,881,51,830
Monterey,4087,President,,DEM,Joe Biden,977,54,923
Monterey,4088,President,,DEM,Joe Biden,922,47,875
Monterey,4089,President,,DEM,Joe Biden,1021,40,981
Monterey,4090,President,,DEM,Joe Biden,882,44,838
Monterey,4091,President,,DEM,Joe Biden,682,47,635
Monterey,4092,President,,DEM,Joe Biden,480,18,462
Monterey,4093,President,,DEM,Joe Biden,942,39,903
Monterey,4094,President,,DEM,Joe Biden,622,19,603
Monterey,4095,President,,DEM,Joe Biden,492,28,464
Monterey,4096,President,,DEM,Joe Biden,867,36,831
Monterey,4097,President,,DEM,Joe Biden,552,17,535
Monterey,4098,President,,DEM,Joe Biden,715,35,680
Monterey,4099,President,,DEM,Joe Biden,668,27,641
Monterey,4188,President,,DEM,Joe Biden,730,29,701
Monterey,5100,President,,DEM,Joe Biden,1038,32,1006
Monterey,5101,President,,DEM,Joe Biden,1210,63,1147
Monterey,5102,President,,DEM,Joe Biden,1427,53,1374
Monterey,5103,President,,DEM,Joe Biden,983,31,952
Monterey,5104,President,,DEM,Joe Biden,1014,56,958
Monterey,5105,President,,DEM,Joe Biden,596,11,585
Monterey,5106,President,,DEM,Joe Biden,776,9,767
Monterey,5107,President,,DEM,Joe Biden,933,22,911
Monterey,5108,President,,DEM,Joe Biden,859,27,832
Monterey,5109,President,,DEM,Joe Biden,744,43,701
Monterey,5110,President,,DEM,Joe Biden,702,23,679
Monterey,5111,President,,DEM,Joe Biden,1052,26,1026
Monterey,5112,President,,DEM,Joe Biden,1117,31,1086
Monterey,5113,President,,DEM,Joe Biden,1128,43,1085
Monterey,5114,President,,DEM,Joe Biden,996,37,959
Monterey,5115,President,,DEM,Joe Biden,1002,21,981
Monterey,5116,President,,DEM,Joe Biden,1050,43,1007
Monterey,5117,President,,DEM,Joe Biden,953,23,930
Monterey,5118,President,,DEM,Joe Biden,1081,34,1047
Monterey,5119,President,,DEM,Joe Biden,725,36,689
Monterey,5120,President,,DEM,Joe Biden,882,34,848
Monterey,5121,President,,DEM,Joe Biden,764,49,715
Monterey,5122,President,,DEM,Joe Biden,796,23,773
Monterey,5123,President,,DEM,Joe Biden,1103,61,1042
Monterey,5124,President,,DEM,Joe Biden,812,36,776
Monterey,5125,President,,DEM,Joe Biden,513,20,493
Monterey,5126,President,,DEM,Joe Biden,702,32,670
Monterey,5127,President,,DEM,Joe Biden,905,24,881
Monterey,5128,President,,DEM,Joe Biden,850,23,827
Monterey,5129,President,,DEM,Joe Biden,698,26,672
Monterey,5130,President,,DEM,Joe Biden,868,43,825
Monterey,5131,President,,DEM,Joe Biden,387,46,341
Monterey,5132,President,,DEM,Joe Biden,354,21,333
Monterey,5133,President,,DEM,Joe Biden,561,22,539
Monterey,5134,President,,DEM,Joe Biden,988,41,947
Monterey,5135,President,,DEM,Joe Biden,741,22,719
Monterey,5136,President,,DEM,Joe Biden,915,29,886
Monterey,5137,President,,DEM,Joe Biden,588,22,566
Monterey,9101,President,,DEM,Joe Biden,20,0,20
Monterey,9102,President,,DEM,Joe Biden,191,0,191
Monterey,9103,President,,DEM,Joe Biden,54,0,54
Monterey,9204,President,,DEM,Joe Biden,4,0,4
Monterey,9205,President,,DEM,Joe Biden,0,0,0
Monterey,9206,President,,DEM,Joe Biden,459,0,459
Monterey,9207,President,,DEM,Joe Biden,335,0,335
Monterey,9208,President,,DEM,Joe Biden,238,0,238
Monterey,9209,President,,DEM,Joe Biden,30,0,30
Monterey,9210,President,,DEM,Joe Biden,59,0,59
Monterey,9211,President,,DEM,Joe Biden,36,0,36
Monterey,9212,President,,DEM,Joe Biden,22,0,22
Monterey,9213,President,,DEM,Joe Biden,166,0,166
Monterey,9214,President,,DEM,Joe Biden,21,0,21
Monterey,9215,President,,DEM,Joe Biden,27,0,27
Monterey,9216,President,,DEM,Joe Biden,15,0,15
Monterey,9318,President,,DEM,Joe Biden,249,0,249
Monterey,9320,President,,DEM,Joe Biden,2,0,2
Monterey,9321,President,,DEM,Joe Biden,83,0,83
Monterey,9322,President,,DEM,Joe Biden,32,0,32
Monterey,9323,President,,DEM,Joe Biden,130,0,130
Monterey,9324,President,,DEM,Joe Biden,105,0,105
Monterey,9325,President,,DEM,Joe Biden,55,0,55
Monterey,9326,President,,DEM,Joe Biden,165,0,165
Monterey,9327,President,,DEM,Joe Biden,108,0,108
Monterey,9328,President,,DEM,Joe Biden,6,0,6
Monterey,9329,President,,DEM,Joe Biden,60,0,60
Monterey,9330,President,,DEM,Joe Biden,207,0,207
Monterey,9331,President,,DEM,Joe Biden,290,0,290
Monterey,9432,President,,DEM,Joe Biden,16,0,16
