county,precinct,office,district,party,candidate,votes,election_day,mail
Mono,01 Antelope,,,,Registered,627,,
Mono,03 Bridgeport,,,,Registered,446,,
Mono,04 Tri-Valle,,,,Registered,731,,
Mono,05 June Lake,,,,Registered,425,,
Mono,06 Lee Vinig,,,,Registered,310,,
Mono,07 Long Valley,,,,Registered,909,,
Mono,08 Mammoth Meadow,,,,Registered,543,,
Mono,09 Mammoth Minaret,,,,Registered,1059,,
Mono,10 Mammoth Pinecrest,,,,Registered,754,,
Mono,11 Swall Meadows,,,,Registered,302,,
Mono,12 Mammoth View,,,,Registered,1080,,
Mono,13 Old Mammoth,,,,Registered,654,,
Mono,MONO CA,,,,Registered,7840,,
Mono,01 Antelope,,,,Ballots Cast,542,136,406
Mono,03 Bridgeport,,,,Ballots Cast,388,94,294
Mono,04 Tri-Valle,,,,Ballots Cast,649,106,543
Mono,05 June Lake,,,,Ballots Cast,392,83,309
Mono,06 Lee Vinig,,,,Ballots Cast,270,2,268
Mono,07 Long Valley,,,,Ballots Cast,816,170,646
Mono,08 Mammoth Meadow,,,,Ballots Cast,473,81,392
Mono,09 Mammoth Minaret,,,,Ballots Cast,927,117,810
Mono,10 Mammoth Pinecrest,,,,Ballots Cast,644,84,560
Mono,11 Swall Meadows,,,,Ballots Cast,279,3,276
Mono,12 Mammoth View,,,,Ballots Cast,889,179,710
Mono,13 Old Mammoth,,,,Ballots Cast,559,88,471
Mono,MONO CA,,,,Ballots Cast,6828,1143,5685
Mono,01 Antelope,President,,DEM,Joe Biden,210,36,174
Mono,03 Bridgeport,President,,DEM,Joe Biden,149,25,124
Mono,04 Tri-Valle,President,,DEM,Joe Biden,234,24,210
Mono,05 June Lake,President,,DEM,Joe Biden,223,26,197
Mono,06 Lee Vinig,President,,DEM,Joe Biden,179,2,177
Mono,07 Long Valley,President,,DEM,Joe Biden,470,61,409
Mono,08 Mammoth Meadow,President,,DEM,Joe Biden,320,49,271
Mono,09 Mammoth Minaret,President,,DEM,Joe Biden,587,54,533
Mono,10 Mammoth Pinecrest,President,,DEM,Joe Biden,443,44,399
Mono,11 Swall Meadows,President,,DEM,Joe Biden,198,3,195
Mono,12 Mammoth View,President,,DEM,Joe Biden,619,92,527
Mono,13 Old Mammoth,President,,DEM,Joe Biden,381,46,335
Mono,MONO CA,President,,DEM,Joe Biden,4013,462,3551
Mono,01 Antelope,President,,REP,Donald Trump,301,95,206
Mono,03 Bridgeport,President,,REP,Donald Trump,223,66,157
Mono,04 Tri-Valle,President,,REP,Donald Trump,394,80,314
Mono,05 June Lake,President,,REP,Donald Trump,153,57,96
Mono,06 Lee Vinig,President,,REP,Donald Trump,76,0,76
Mono,07 Long Valley,President,,REP,Donald Trump,305,98,207
Mono,08 Mammoth Meadow,President,,REP,Donald Trump,125,28,97
Mono,09 Mammoth Minaret,President,,REP,Donald Trump,297,60,237
Mono,10 Mammoth Pinecrest,President,,REP,Donald Trump,180,38,142
Mono,11 Swall Meadows,President,,REP,Donald Trump,73,0,73
Mono,12 Mammoth View,President,,REP,Donald Trump,236,83,153
Mono,13 Old Mammoth,President,,REP,Donald Trump,150,40,110
Mono,MONO CA,President,,REP,Donald Trump,2513,645,1868
Mono,01 Antelope,President,,PFP,Gloria LaRiva,1,0,1
Mono,03 Bridgeport,President,,PFP,Gloria LaRiva,1,1,0
Mono,04 Tri-Valle,President,,PFP,Gloria LaRiva,0,0,0
Mono,05 June Lake,President,,PFP,Gloria LaRiva,0,0,0
Mono,06 Lee Vinig,President,,PFP,Gloria LaRiva,2,0,2
Mono,07 Long Valley,President,,PFP,Gloria LaRiva,6,3,3
Mono,08 Mammoth Meadow,President,,PFP,Gloria LaRiva,0,0,0
Mono,09 Mammoth Minaret,President,,PFP,Gloria LaRiva,2,0,2
Mono,10 Mammoth Pinecrest,President,,PFP,Gloria LaRiva,3,0,3
Mono,11 Swall Meadows,President,,PFP,Gloria LaRiva,0,0,0
Mono,12 Mammoth View,President,,PFP,Gloria LaRiva,2,0,2
Mono,13 Old Mammoth,President,,PFP,Gloria LaRiva,1,0,1
Mono,MONO CA,President,,PFP,Gloria LaRiva,18,4,14
Mono,01 Antelope,President,,AIP,Rocky de la Fuente Guerra,0,0,0
Mono,03 Bridgeport,President,,AIP,Rocky de la Fuente Guerra,3,0,3
Mono,04 Tri-Valle,President,,AIP,Rocky de la Fuente Guerra,2,0,2
Mono,05 June Lake,President,,AIP,Rocky de la Fuente Guerra,3,0,3
Mono,06 Lee Vinig,President,,AIP,Rocky de la Fuente Guerra,2,0,2
Mono,07 Long Valley,President,,AIP,Rocky de la Fuente Guerra,1,1,0
Mono,08 Mammoth Meadow,President,,AIP,Rocky de la Fuente Guerra,1,1,0
Mono,09 Mammoth Minaret,President,,AIP,Rocky de la Fuente Guerra,3,3,0
Mono,10 Mammoth Pinecrest,President,,AIP,Rocky de la Fuente Guerra,1,1,0
Mono,11 Swall Meadows,President,,AIP,Rocky de la Fuente Guerra,0,0,0
Mono,12 Mammoth View,President,,AIP,Rocky de la Fuente Guerra,8,2,6
Mono,13 Old Mammoth,President,,AIP,Rocky de la Fuente Guerra,1,0,1
Mono,MONO CA,President,,AIP,Rocky de la Fuente Guerra,25,8,17
Mono,01 Antelope,President,,GRN,Howie Hawkins,1,1,0
Mono,03 Bridgeport,President,,GRN,Howie Hawkins,2,0,2
Mono,04 Tri-Valle,President,,GRN,Howie Hawkins,4,0,4
