county,precinct,office,district,party,candidate,votes,election_day,mail
Yuba,8101,Registered Voters,,,,1721,,
Yuba,8102,Registered Voters,,,,2419,,
Yuba,8103,Registered Voters,,,,2919,,
Yuba,8201,Registered Voters,,,,2235,,
Yuba,8202,Registered Voters,,,,1749,,
Yuba,8203,Registered Voters,,,,2099,,
Yuba,8204,Registered Voters,,,,1007,,
Yuba,8301,Registered Voters,,,,1892,,
Yuba,8302,Registered Voters,,,,2235,,
Yuba,8303,Registered Voters,,,,1807,,
Yuba,8401,Registered Voters,,,,2861,,
Yuba,8402,Registered Voters,,,,2882,,
Yuba,8403,Registered Voters,,,,2069,,
Yuba,8404,Registered Voters,,,,913,,
Yuba,8501,Registered Voters,,,,1432,,
Yuba,8502,Registered Voters,,,,903,,
Yuba,8503,Registered Voters,,,,750,,
Yuba,8504,Registered Voters,,,,1505,,
Yuba,8505,Registered Voters,,,,740,,
Yuba,8506,Registered Voters,,,,2028,,
Yuba,8507,Registered Voters,,,,834,,
Yuba,8508,Registered Voters,,,,467,,
Yuba,9104,Registered Voters,,,,161,,
Yuba,9304,Registered Voters,,,,193,,
Yuba,9305,Registered Voters,,,,100,,
Yuba,9306,Registered Voters,,,,95,,
Yuba,9307,Registered Voters,,,,298,,
Yuba,9405,Registered Voters,,,,236,,
Yuba,9406,Registered Voters,,,,214,,
Yuba,9509,Registered Voters,,,,244,,
Yuba,9510,Registered Voters,,,,182,,
Yuba,9511,Registered Voters,,,,236,,
Yuba,9512,Registered Voters,,,,130,,
Yuba,9513,Registered Voters,,,,70,,
Yuba,8101,Ballots Cast,,,,1016,173,843
Yuba,8102,Ballots Cast,,,,1529,206,1323
Yuba,8103,Ballots Cast,,,,2339,316,2023
Yuba,8201,Ballots Cast,,,,1592,239,1353
Yuba,8202,Ballots Cast,,,,1499,168,1331
Yuba,8203,Ballots Cast,,,,1432,180,1252
Yuba,8204,Ballots Cast,,,,585,107,478
Yuba,8301,Ballots Cast,,,,1184,198,986
Yuba,8302,Ballots Cast,,,,1613,242,1371
Yuba,8303,Ballots Cast,,,,1262,175,1087
Yuba,8401,Ballots Cast,,,,2456,317,2139
Yuba,8402,Ballots Cast,,,,2435,316,2119
Yuba,8403,Ballots Cast,,,,1656,261,1395
Yuba,8404,Ballots Cast,,,,773,126,647
Yuba,8501,Ballots Cast,,,,1195,207,988
Yuba,8502,Ballots Cast,,,,711,117,594
Yuba,8503,Ballots Cast,,,,596,92,504
Yuba,8504,Ballots Cast,,,,1290,221,1069
Yuba,8505,Ballots Cast,,,,618,145,473
Yuba,8506,Ballots Cast,,,,1780,269,1511
Yuba,8507,Ballots Cast,,,,600,92,508
Yuba,8508,Ballots Cast,,,,360,19,341
Yuba,9104,Ballots Cast,,,,124,0,124
Yuba,9304,Ballots Cast,,,,146,0,146
Yuba,9305,Ballots Cast,,,,64,0,64
Yuba,9306,Ballots Cast,,,,81,0,81
Yuba,9307,Ballots Cast,,,,243,0,243
Yuba,9405,Ballots Cast,,,,191,0,191
Yuba,9406,Ballots Cast,,,,151,0,151
Yuba,9509,Ballots Cast,,,,188,0,188
Yuba,9510,Ballots Cast,,,,139,0,139
Yuba,9511,Ballots Cast,,,,197,0,197
Yuba,9512,Ballots Cast,,,,105,0,105
Yuba,9513,Ballots Cast,,,,51,0,51
Yuba,8101,President,,DEM,Joe Biden,449,47,402
Yuba,8102,President,,DEM,Joe Biden,666,53,613
Yuba,8103,President,,DEM,Joe Biden,1032,89,943
Yuba,8201,President,,DEM,Joe Biden,592,58,534
Yuba,8202,President,,DEM,Joe Biden,543,30,513
Yuba,8203,President,,DEM,Joe Biden,641,42,599
Yuba,8204,President,,DEM,Joe Biden,244,22,222
Yuba,8301,President,,DEM,Joe Biden,455,40,415
Yuba,8302,President,,DEM,Joe Biden,667,72,595
Yuba,8303,President,,DEM,Joe Biden,542,48,494
Yuba,8401,President,,DEM,Joe Biden,1055,75,980
Yuba,8402,President,,DEM,Joe Biden,958,63,895
Yuba,8403,President,,DEM,Joe Biden,490,47,443
Yuba,8404,President,,DEM,Joe Biden,160,14,146
Yuba,8501,President,,DEM,Joe Biden,633,65,568
Yuba,8502,President,,DEM,Joe Biden,220,16,204
Yuba,8503,President,,DEM,Joe Biden,170,15,155
Yuba,8504,President,,DEM,Joe Biden,255,22,233
Yuba,8505,President,,DEM,Joe Biden,70,8,62
Yuba,8506,President,,DEM,Joe Biden,457,26,431
Yuba,8507,President,,DEM,Joe Biden,199,11,188
Yuba,8508,President,,DEM,Joe Biden,201,6,195
Yuba,9104,President,,DEM,Joe Biden,38,0,38
Yuba,9304,President,,DEM,Joe Biden,37,0,37
Yuba,9305,President,,DEM,Joe Biden,9,0,9
Yuba,9306,President,,DEM,Joe Biden,19,0,19
Yuba,9307,President,,DEM,Joe Biden,82,0,82
Yuba,9405,President,,DEM,Joe Biden,51,0,51
Yuba,9406,President,,DEM,Joe Biden,78,0,78
Yuba,9509,President,,DEM,Joe Biden,65,0,65
Yuba,9510,President,,DEM,Joe Biden,44,0,44
Yuba,9511,President,,DEM,Joe Biden,64,0,64
Yuba,9512,President,,DEM,Joe Biden,25,0,25
Yuba,9513,President,,DEM,Joe Biden,19,0,19
Yuba,8101,President,,REP,Donald Trump,528,120,408
Yuba,8102,President,,REP,Donald Trump,784,150,634
Yuba,8103,President,,REP,Donald Trump,1190,218,972
Yuba,8201,President,,REP,Donald Trump,913,174,739
Yuba,8202,President,,REP,Donald Trump,898,130,768
Yuba,8203,President,,REP,Donald Trump,720,132,588
Yuba,8204,President,,REP,Donald Trump,307,80,227
Yuba,8301,President,,REP,Donald Trump,690,151,539
Yuba,8302,President,,REP,Donald Trump,867,162,705
Yuba,8303,President,,REP,Donald Trump,651,122,529
Yuba,8401,President,,REP,Donald Trump,1287,231,1056
Yuba,8402,President,,REP,Donald Trump,1370,244,1126
Yuba,8403,President,,REP,Donald Trump,1090,201,889
Yuba,8404,President,,REP,Donald Trump,588,112,476
Yuba,8501,President,,REP,Donald Trump,514,133,381
Yuba,8502,President,,REP,Donald Trump,457,98,359
Yuba,8503,President,,REP,Donald Trump,406,75,331
Yuba,8504,President,,REP,Donald Trump,998,191,807
Yuba,8505,President,,REP,Donald Trump,534,137,397
Yuba,8506,President,,REP,Donald Trump,1282,237,1045
Yuba,8507,President,,REP,Donald Trump,376,75,301
Yuba,8508,President,,REP,Donald Trump,144,10,134
Yuba,9104,President,,REP,Donald Trump,82,0,82
Yuba,9304,President,,REP,Donald Trump,104,0,104
Yuba,9305,President,,REP,Donald Trump,54,0,54
