county,precinct,office,district,party,candidate,votes,early voting,election day,provisional,mail
Siskiyou,M5025 WALKER CONS,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,M5026 COTTONWOOD CONS,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,M5038 GREENHORN 5,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P1000 MCCLOUD CONS,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P1002 MONTAGUE 2,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P1003 WILLOW CREEK,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P1026 BIG SPRINGS,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P1105 DORRIS 1,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P1110 MONTAGUE 1,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P2009 DUNSMUIR 3,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P2014 MT SHASTA 3,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P2015 MT SHASTA 5,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P2019 KINSTREY,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P2100 DUNSMUIR CONS,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P2110 MT SHASTA 1,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P2111 MT SHASTA 2,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P2115 MT SHASTA 4,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P3000 BUTTEVILLE,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P3004 GRENADA,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P3006 LAKE SHASTINA M,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P3007 LAKE SHASTINA E,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P3009 MAYTEN,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P3014 SISSON,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P3111 WEED 1,President,,GRN,"DAVID ROLDE",1,0,1,0,0
Siskiyou,P3112 WEED 2,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P4030 FOREST MTN,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P4110 YREKA 1,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P4112 YREKA 2,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P4115 YREKA 3,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P4116 YREKA 4,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P4118 YREKA 5,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P4121 YREKA 6,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P5003 GREENVIEW CONS,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P5005 ETNA 2,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P5008 FT JONES 2,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P5011 HAPPY CAMP,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P5103 ETNA 1,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,P5107 FT JONES 1,President,,GRN,"DAVID ROLDE",0,0,0,0,0
Siskiyou,M1001 BOGUS,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M1006 SHASTA CONS,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M1009 MACDOEL,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M1014 PONDOSA CONS,President,,GRN,"HOWIE HAWKINS",2,2,0,0,2
Siskiyou,M1015 MCCLOUD 3,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M1060 BUTTE CONS,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M1117 TULELAKE 1,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M3002 GAZELLE CONS,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M3013 WARREN,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M4001 DELPHIC CONS,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M4032 GREENHORN CONS,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M5000 HENLEY,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M5001 CALLAHAN CONS,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M5009 KLAMATH CONS,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M5012 HORNBROOK,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M5018 SEIAD,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M5025 WALKER CONS,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M5026 COTTONWOOD CONS,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M5038 GREENHORN 5,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P1000 MCCLOUD CONS,President,,GRN,"HOWIE HAWKINS",1,1,0,0,1
Siskiyou,P1002 MONTAGUE 2,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P1003 WILLOW CREEK,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P1026 BIG SPRINGS,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P1105 DORRIS 1,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P1110 MONTAGUE 1,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P2009 DUNSMUIR 3,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P2014 MT SHASTA 3,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P2015 MT SHASTA 5,President,,GRN,"HOWIE HAWKINS",1,1,0,0,1
Siskiyou,P2019 KINSTREY,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P2100 DUNSMUIR CONS,President,,GRN,"HOWIE HAWKINS",2,1,1,0,1
Siskiyou,P2110 MT SHASTA 1,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P2111 MT SHASTA 2,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P2115 MT SHASTA 4,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P3000 BUTTEVILLE,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P3004 GRENADA,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P3006 LAKE SHASTINA M,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P3007 LAKE SHASTINA E,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P3009 MAYTEN,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P3014 SISSON,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P3111 WEED 1,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P3112 WEED 2,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P4030 FOREST MTN,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P4110 YREKA 1,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P4112 YREKA 2,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P4115 YREKA 3,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P4116 YREKA 4,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P4118 YREKA 5,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P4121 YREKA 6,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P5003 GREENVIEW CONS,President,,GRN,"HOWIE HAWKINS",2,2,0,0,2
Siskiyou,P5005 ETNA 2,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P5008 FT JONES 2,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P5011 HAPPY CAMP,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P5103 ETNA 1,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,P5107 FT JONES 1,President,,GRN,"HOWIE HAWKINS",0,0,0,0,0
Siskiyou,M1001 BOGUS,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M1006 SHASTA CONS,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M1009 MACDOEL,President,,GRN,"DARIO HUNTER",1,1,0,0,1
Siskiyou,M1014 PONDOSA CONS,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M1015 MCCLOUD 3,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M1060 BUTTE CONS,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M1117 TULELAKE 1,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M3002 GAZELLE CONS,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M3013 WARREN,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M4001 DELPHIC CONS,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M4032 GREENHORN CONS,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M5000 HENLEY,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M5001 CALLAHAN CONS,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M5009 KLAMATH CONS,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M5012 HORNBROOK,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M5018 SEIAD,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M5025 WALKER CONS,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M5026 COTTONWOOD CONS,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M5038 GREENHORN 5,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P1000 MCCLOUD CONS,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P1002 MONTAGUE 2,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P1003 WILLOW CREEK,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P1026 BIG SPRINGS,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P1105 DORRIS 1,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P1110 MONTAGUE 1,President,,GRN,"DARIO HUNTER",1,1,0,0,1
Siskiyou,P2009 DUNSMUIR 3,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P2014 MT SHASTA 3,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P2015 MT SHASTA 5,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P2019 KINSTREY,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P2100 DUNSMUIR CONS,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P2110 MT SHASTA 1,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P2111 MT SHASTA 2,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P2115 MT SHASTA 4,President,,GRN,"DARIO HUNTER",2,2,0,0,2
Siskiyou,P3000 BUTTEVILLE,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P3004 GRENADA,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P3006 LAKE SHASTINA M,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P3007 LAKE SHASTINA E,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P3009 MAYTEN,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P3014 SISSON,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P3111 WEED 1,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P3112 WEED 2,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P4030 FOREST MTN,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P4110 YREKA 1,President,,GRN,"DARIO HUNTER",1,1,0,0,1
Siskiyou,P4112 YREKA 2,President,,GRN,"DARIO HUNTER",1,0,1,0,0
Siskiyou,P4115 YREKA 3,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P4116 YREKA 4,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P4118 YREKA 5,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P4121 YREKA 6,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P5003 GREENVIEW CONS,President,,GRN,"DARIO HUNTER",1,1,0,0,1
Siskiyou,P5005 ETNA 2,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P5008 FT JONES 2,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P5011 HAPPY CAMP,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P5103 ETNA 1,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,P5107 FT JONES 1,President,,GRN,"DARIO HUNTER",0,0,0,0,0
Siskiyou,M1001 BOGUS,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M1006 SHASTA CONS,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M1009 MACDOEL,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M1014 PONDOSA CONS,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M1015 MCCLOUD 3,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M1060 BUTTE CONS,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M1117 TULELAKE 1,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M3002 GAZELLE CONS,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M3013 WARREN,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M4001 DELPHIC CONS,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M4032 GREENHORN CONS,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M5000 HENLEY,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M5001 CALLAHAN CONS,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M5009 KLAMATH CONS,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M5012 HORNBROOK,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M5018 SEIAD,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M5025 WALKER CONS,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M5026 COTTONWOOD CONS,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M5038 GREENHORN 5,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P1000 MCCLOUD CONS,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P1002 MONTAGUE 2,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P1003 WILLOW CREEK,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P1026 BIG SPRINGS,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P1105 DORRIS 1,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P1110 MONTAGUE 1,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P2009 DUNSMUIR 3,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P2014 MT SHASTA 3,President,,GRN,"DENNIS LAMBERT",1,1,0,0,1
Siskiyou,P2015 MT SHASTA 5,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P2019 KINSTREY,President,,GRN,"DENNIS LAMBERT",1,1,0,0,1
Siskiyou,P2100 DUNSMUIR CONS,President,,GRN,"DENNIS LAMBERT",1,0,1,0,0
Siskiyou,P2110 MT SHASTA 1,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P2111 MT SHASTA 2,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P2115 MT SHASTA 4,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P3000 BUTTEVILLE,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P3004 GRENADA,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P3006 LAKE SHASTINA M,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P3007 LAKE SHASTINA E,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P3009 MAYTEN,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P3014 SISSON,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P3111 WEED 1,President,,GRN,"DENNIS LAMBERT",1,1,0,0,1
Siskiyou,P3112 WEED 2,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P4030 FOREST MTN,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P4110 YREKA 1,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P4112 YREKA 2,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P4115 YREKA 3,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P4116 YREKA 4,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P4118 YREKA 5,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P4121 YREKA 6,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P5003 GREENVIEW CONS,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P5005 ETNA 2,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P5008 FT JONES 2,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P5011 HAPPY CAMP,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P5103 ETNA 1,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,P5107 FT JONES 1,President,,GRN,"DENNIS LAMBERT",0,0,0,0,0
Siskiyou,M1001 BOGUS,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M1006 SHASTA CONS,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M1009 MACDOEL,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M1014 PONDOSA CONS,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M1015 MCCLOUD 3,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M1060 BUTTE CONS,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M1117 TULELAKE 1,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M3002 GAZELLE CONS,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M3013 WARREN,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M4001 DELPHIC CONS,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M4032 GREENHORN CONS,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M5000 HENLEY,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M5001 CALLAHAN CONS,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M5009 KLAMATH CONS,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M5012 HORNBROOK,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M5018 SEIAD,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M5025 WALKER CONS,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M5026 COTTONWOOD CONS,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M5038 GREENHORN 5,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P1000 MCCLOUD CONS,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P1002 MONTAGUE 2,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P1003 WILLOW CREEK,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P1026 BIG SPRINGS,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",2,1,1,0,1
Siskiyou,P1105 DORRIS 1,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P1110 MONTAGUE 1,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P2009 DUNSMUIR 3,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P2014 MT SHASTA 3,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P2015 MT SHASTA 5,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P2019 KINSTREY,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P2100 DUNSMUIR CONS,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",1,0,1,0,0
Siskiyou,P2110 MT SHASTA 1,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",1,1,0,0,1
Siskiyou,P2111 MT SHASTA 2,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P2115 MT SHASTA 4,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P3000 BUTTEVILLE,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P3004 GRENADA,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P3006 LAKE SHASTINA M,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P3007 LAKE SHASTINA E,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",1,0,1,0,0
Siskiyou,P3009 MAYTEN,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P3014 SISSON,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P3111 WEED 1,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",1,0,1,0,0
Siskiyou,P3112 WEED 2,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",1,1,0,0,1
Siskiyou,P4030 FOREST MTN,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",1,1,0,0,1
Siskiyou,P4110 YREKA 1,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P4112 YREKA 2,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P4115 YREKA 3,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P4116 YREKA 4,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P4118 YREKA 5,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P4121 YREKA 6,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P5003 GREENVIEW CONS,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P5005 ETNA 2,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P5008 FT JONES 2,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P5011 HAPPY CAMP,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P5103 ETNA 1,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,P5107 FT JONES 1,President,,GRN,"SEDINAM MOYOWASIFZA-CURRY",0,0,0,0,0
Siskiyou,M1001 BOGUS,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M1006 SHASTA CONS,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M1009 MACDOEL,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M1014 PONDOSA CONS,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M1015 MCCLOUD 3,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M1060 BUTTE CONS,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M1117 TULELAKE 1,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M3002 GAZELLE CONS,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M3013 WARREN,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M4001 DELPHIC CONS,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M4032 GREENHORN CONS,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M5000 HENLEY,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M5001 CALLAHAN CONS,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M5009 KLAMATH CONS,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M5012 HORNBROOK,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M5018 SEIAD,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M5025 WALKER CONS,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M5026 COTTONWOOD CONS,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,M5038 GREENHORN 5,President,,GRN,"KENT MESPLAY",0,0,0,0,0
Siskiyou,P1000 MCCLOUD CONS,President,,GRN,"KENT MESPLAY",0,0,0,0,0
