county,precinct,office,district,party,candidate,votes,election_day,mail
Santa Cruz,20161,Registered Voters,,,,745,,
Santa Cruz,20162,Registered Voters,,,,0,,
Santa Cruz,20221,Registered Voters,,,,10320,,
Santa Cruz,20222,Registered Voters,,,,1502,,
Santa Cruz,20330,Registered Voters,,,,4155,,
Santa Cruz,20351,Registered Voters,,,,1517,,
Santa Cruz,20352,Registered Voters,,,,4,,
Santa Cruz,20383,Registered Voters,,,,536,,
Santa Cruz,20402,Registered Voters,,,,1649,,
Santa Cruz,20481,Registered Voters,,,,778,,
Santa Cruz,20551,Registered Voters,,,,1254,,
Santa Cruz,20591,Registered Voters,,,,0,,
Santa Cruz,20600,Registered Voters,,,,192,,
Santa Cruz,20622,Registered Voters,,,,0,,
Santa Cruz,20690,Registered Voters,,,,273,,
Santa Cruz,22010,Registered Voters,,,,4280,,
Santa Cruz,23190,Registered Voters,,,,0,,
Santa Cruz,23311,Registered Voters,,,,1112,,
Santa Cruz,23312,Registered Voters,,,,1375,,
Santa Cruz,23351,Registered Voters,,,,0,,
Santa Cruz,23360,Registered Voters,,,,795,,
Santa Cruz,23410,Registered Voters,,,,188,,
Santa Cruz,23431,Registered Voters,,,,219,,
Santa Cruz,23492,Registered Voters,,,,0,,
Santa Cruz,23660,Registered Voters,,,,2,,
Santa Cruz,30010,Registered Voters,,,,433,,
Santa Cruz,30020,Registered Voters,,,,492,,
Santa Cruz,30030,Registered Voters,,,,984,,
Santa Cruz,30041,Registered Voters,,,,1060,,
Santa Cruz,30042,Registered Voters,,,,2,,
Santa Cruz,30044,Registered Voters,,,,0,,
Santa Cruz,30046,Registered Voters,,,,0,,
Santa Cruz,30047,Registered Voters,,,,0,,
Santa Cruz,30049,Registered Voters,,,,2,,
Santa Cruz,30051,Registered Voters,,,,12,,
Santa Cruz,30052,Registered Voters,,,,1,,
Santa Cruz,30074,Registered Voters,,,,10,,
Santa Cruz,30076,Registered Voters,,,,3,,
Santa Cruz,30080,Registered Voters,,,,476,,
Santa Cruz,31010,Registered Voters,,,,4507,,
Santa Cruz,31011,Registered Voters,,,,2247,,
Santa Cruz,31012,Registered Voters,,,,0,,
Santa Cruz,31015,Registered Voters,,,,1653,,
Santa Cruz,31020,Registered Voters,,,,3180,,
Santa Cruz,31050,Registered Voters,,,,3092,,
Santa Cruz,31160,Registered Voters,,,,1206,,
Santa Cruz,31210,Registered Voters,,,,1164,,
Santa Cruz,31240,Registered Voters,,,,1745,,
Santa Cruz,31301,Registered Voters,,,,1661,,
Santa Cruz,31320,Registered Voters,,,,2809,,
Santa Cruz,31360,Registered Voters,,,,2399,,
Santa Cruz,31480,Registered Voters,,,,1423,,
Santa Cruz,31560,Registered Voters,,,,1027,,
Santa Cruz,31600,Registered Voters,,,,589,,
Santa Cruz,31650,Registered Voters,,,,648,,
Santa Cruz,31730,Registered Voters,,,,1076,,
Santa Cruz,31810,Registered Voters,,,,641,,
Santa Cruz,40010,Registered Voters,,,,63,,
Santa Cruz,40080,Registered Voters,,,,1429,,
Santa Cruz,40180,Registered Voters,,,,629,,
Santa Cruz,40211,Registered Voters,,,,1080,,
Santa Cruz,40230,Registered Voters,,,,85,,
Santa Cruz,40262,Registered Voters,,,,885,,
Santa Cruz,40270,Registered Voters,,,,708,,
Santa Cruz,40310,Registered Voters,,,,0,,
Santa Cruz,43100,Registered Voters,,,,230,,
Santa Cruz,43110,Registered Voters,,,,1469,,
Santa Cruz,43141,Registered Voters,,,,228,,
Santa Cruz,43150,Registered Voters,,,,325,,
Santa Cruz,43151,Registered Voters,,,,26,,
Santa Cruz,43200,Registered Voters,,,,1112,,
Santa Cruz,43210,Registered Voters,,,,172,,
Santa Cruz,43221,Registered Voters,,,,599,,
Santa Cruz,43251,Registered Voters,,,,334,,
Santa Cruz,43260,Registered Voters,,,,119,,
Santa Cruz,43410,Registered Voters,,,,1246,,
Santa Cruz,43441,Registered Voters,,,,1040,,
Santa Cruz,43451,Registered Voters,,,,666,,
Santa Cruz,43452,Registered Voters,,,,119,,
Santa Cruz,43501,Registered Voters,,,,441,,
Santa Cruz,43503,Registered Voters,,,,935,,
Santa Cruz,43540,Registered Voters,,,,851,,
Santa Cruz,43541,Registered Voters,,,,99,,
Santa Cruz,43550,Registered Voters,,,,374,,
Santa Cruz,43610,Registered Voters,,,,1644,,
Santa Cruz,43631,Registered Voters,,,,815,,
Santa Cruz,43632,Registered Voters,,,,633,,
Santa Cruz,43660,Registered Voters,,,,249,,
Santa Cruz,43710,Registered Voters,,,,788,,
Santa Cruz,43711,Registered Voters,,,,167,,
Santa Cruz,43731,Registered Voters,,,,3044,,
Santa Cruz,50011,Registered Voters,,,,6,,
Santa Cruz,50015,Registered Voters,,,,4,,
Santa Cruz,50017,Registered Voters,,,,896,,
Santa Cruz,50021,Registered Voters,,,,742,,
Santa Cruz,50023,Registered Voters,,,,708,,
Santa Cruz,50040,Registered Voters,,,,1022,,
Santa Cruz,50041,Registered Voters,,,,2191,,
Santa Cruz,50083,Registered Voters,,,,23,,
Santa Cruz,50091,Registered Voters,,,,1854,,
Santa Cruz,50099,Registered Voters,,,,493,,
Santa Cruz,50111,Registered Voters,,,,1407,,
Santa Cruz,50115,Registered Voters,,,,43,,
Santa Cruz,50121,Registered Voters,,,,886,,
Santa Cruz,50141,Registered Voters,,,,637,,
Santa Cruz,50144,Registered Voters,,,,197,,
Santa Cruz,50157,Registered Voters,,,,1003,,
Santa Cruz,50161,Registered Voters,,,,1677,,
Santa Cruz,50181,Registered Voters,,,,2249,,
Santa Cruz,50183,Registered Voters,,,,894,,
Santa Cruz,50204,Registered Voters,,,,708,,
Santa Cruz,50221,Registered Voters,,,,852,,
Santa Cruz,50232,Registered Voters,,,,819,,
Santa Cruz,50241,Registered Voters,,,,653,,
Santa Cruz,50261,Registered Voters,,,,566,,
Santa Cruz,50271,Registered Voters,,,,870,,
Santa Cruz,50341,Registered Voters,,,,647,,
Santa Cruz,50342,Registered Voters,,,,825,,
Santa Cruz,50480,Registered Voters,,,,888,,
Santa Cruz,50491,Registered Voters,,,,463,,
Santa Cruz,50521,Registered Voters,,,,741,,
Santa Cruz,50543,Registered Voters,,,,11,,
Santa Cruz,51010,Registered Voters,,,,782,,
Santa Cruz,51080,Registered Voters,,,,2709,,
Santa Cruz,51090,Registered Voters,,,,1446,,
Santa Cruz,51420,Registered Voters,,,,525,,
Santa Cruz,54010,Registered Voters,,,,1633,,
Santa Cruz,54030,Registered Voters,,,,5405,,
Santa Cruz,Santa Cruz,Registered Voters,,,,170514,,
Santa Cruz,10020,Ballots Cast,,,,3093,308,2785
Santa Cruz,10091,Ballots Cast,,,,2955,220,2735
Santa Cruz,10120,Ballots Cast,,,,3217,257,2960
Santa Cruz,10142,Ballots Cast,,,,2320,147,2173
Santa Cruz,10151,Ballots Cast,,,,37,2,35
Santa Cruz,10164,Ballots Cast,,,,200,7,193
Santa Cruz,10231,Ballots Cast,,,,135,3,132
Santa Cruz,10232,Ballots Cast,,,,9,0,9
Santa Cruz,10236,Ballots Cast,,,,26,2,24
Santa Cruz,10260,Ballots Cast,,,,3115,297,2818
Santa Cruz,10280,Ballots Cast,,,,305,9,296
Santa Cruz,10281,Ballots Cast,,,,807,100,707
Santa Cruz,10291,Ballots Cast,,,,2500,188,2312
Santa Cruz,10310,Ballots Cast,,,,3089,254,2835
Santa Cruz,10351,Ballots Cast,,,,790,60,730
Santa Cruz,10381,Ballots Cast,,,,1879,130,1749
Santa Cruz,10382,Ballots Cast,,,,67,1,66
Santa Cruz,10451,Ballots Cast,,,,2363,231,2132
Santa Cruz,10490,Ballots Cast,,,,532,28,504
Santa Cruz,10521,Ballots Cast,,,,218,8,210
Santa Cruz,10541,Ballots Cast,,,,192,17,175
Santa Cruz,10550,Ballots Cast,,,,0,0,0
Santa Cruz,10551,Ballots Cast,,,,17,3,14
Santa Cruz,10552,Ballots Cast,,,,1,0,1
Santa Cruz,11030,Ballots Cast,,,,2359,135,2224
Santa Cruz,12010,Ballots Cast,,,,846,65,781
Santa Cruz,12024,Ballots Cast,,,,1694,148,1546
Santa Cruz,14110,Ballots Cast,,,,5,2,3
Santa Cruz,14123,Ballots Cast,,,,1,1,0
Santa Cruz,14132,Ballots Cast,,,,1474,120,1354
Santa Cruz,20011,Ballots Cast,,,,841,95,746
Santa Cruz,20013,Ballots Cast,,,,245,26,219
Santa Cruz,20020,Ballots Cast,,,,3,0,3
Santa Cruz,20041,Ballots Cast,,,,2174,169,2005
Santa Cruz,20080,Ballots Cast,,,,601,49,552
Santa Cruz,20093,Ballots Cast,,,,0,0,0
Santa Cruz,20096,Ballots Cast,,,,9,0,9
Santa Cruz,20101,Ballots Cast,,,,1098,93,1005
Santa Cruz,20102,Ballots Cast,,,,8,0,8
Santa Cruz,20120,Ballots Cast,,,,327,38,289
Santa Cruz,20161,Ballots Cast,,,,655,60,595
Santa Cruz,20162,Ballots Cast,,,,0,0,0
Santa Cruz,20221,Ballots Cast,,,,9301,667,8634
Santa Cruz,20222,Ballots Cast,,,,1337,95,1242
Santa Cruz,20330,Ballots Cast,,,,3798,256,3542
Santa Cruz,20351,Ballots Cast,,,,1373,201,1172
Santa Cruz,20352,Ballots Cast,,,,3,2,1
Santa Cruz,20383,Ballots Cast,,,,470,58,412
Santa Cruz,20402,Ballots Cast,,,,1461,112,1349
Santa Cruz,20481,Ballots Cast,,,,714,52,662
Santa Cruz,20551,Ballots Cast,,,,1133,75,1058
Santa Cruz,20591,Ballots Cast,,,,0,0,0
Santa Cruz,20600,Ballots Cast,,,,162,9,153
Santa Cruz,20622,Ballots Cast,,,,0,0,0
Santa Cruz,20690,Ballots Cast,,,,210,26,184
Santa Cruz,22010,Ballots Cast,,,,3851,379,3472
Santa Cruz,23190,Ballots Cast,,,,0,0,0
Santa Cruz,23311,Ballots Cast,,,,903,98,805
Santa Cruz,23312,Ballots Cast,,,,1071,119,952
Santa Cruz,23351,Ballots Cast,,,,0,0,0
Santa Cruz,23360,Ballots Cast,,,,612,43,569
Santa Cruz,23410,Ballots Cast,,,,170,12,158
Santa Cruz,23431,Ballots Cast,,,,176,28,148
Santa Cruz,23492,Ballots Cast,,,,0,0,0
Santa Cruz,23660,Ballots Cast,,,,1,0,1
Santa Cruz,30010,Ballots Cast,,,,381,21,360
Santa Cruz,30020,Ballots Cast,,,,453,50,403
Santa Cruz,30030,Ballots Cast,,,,891,122,769
Santa Cruz,30041,Ballots Cast,,,,927,138,789
Santa Cruz,30042,Ballots Cast,,,,1,0,1
Santa Cruz,30044,Ballots Cast,,,,0,0,0
Santa Cruz,30046,Ballots Cast,,,,0,0,0
Santa Cruz,30047,Ballots Cast,,,,0,0,0
Santa Cruz,30049,Ballots Cast,,,,2,0,2
Santa Cruz,30051,Ballots Cast,,,,10,4,6
Santa Cruz,30052,Ballots Cast,,,,1,0,1
Santa Cruz,30074,Ballots Cast,,,,8,1,7
Santa Cruz,30076,Ballots Cast,,,,1,0,1
Santa Cruz,30080,Ballots Cast,,,,418,31,387
Santa Cruz,31010,Ballots Cast,,,,4013,230,3783
Santa Cruz,31011,Ballots Cast,,,,1933,148,1785
Santa Cruz,31012,Ballots Cast,,,,0,0,0
Santa Cruz,31015,Ballots Cast,,,,1442,98,1344
Santa Cruz,31020,Ballots Cast,,,,2822,206,2616
Santa Cruz,31050,Ballots Cast,,,,2749,196,2553
Santa Cruz,31160,Ballots Cast,,,,1017,80,937
Santa Cruz,31210,Ballots Cast,,,,946,94,852
Santa Cruz,31240,Ballots Cast,,,,1379,129,1250
Santa Cruz,31301,Ballots Cast,,,,1366,159,1207
Santa Cruz,31320,Ballots Cast,,,,2466,183,2283
Santa Cruz,31360,Ballots Cast,,,,2122,124,1998
Santa Cruz,31480,Ballots Cast,,,,1156,107,1049
Santa Cruz,31560,Ballots Cast,,,,887,74,813
Santa Cruz,31600,Ballots Cast,,,,339,74,265
Santa Cruz,31650,Ballots Cast,,,,267,54,213
Santa Cruz,31730,Ballots Cast,,,,975,77,898
Santa Cruz,31810,Ballots Cast,,,,551,56,495
Santa Cruz,40010,Ballots Cast,,,,49,3,46
Santa Cruz,40080,Ballots Cast,,,,1073,100,973
Santa Cruz,40180,Ballots Cast,,,,495,40,455
Santa Cruz,40211,Ballots Cast,,,,884,119,765
Santa Cruz,40230,Ballots Cast,,,,59,4,55
Santa Cruz,40262,Ballots Cast,,,,714,88,626
Santa Cruz,40270,Ballots Cast,,,,608,48,560
Santa Cruz,40310,Ballots Cast,,,,0,0,0
Santa Cruz,43100,Ballots Cast,,,,154,29,125
Santa Cruz,43110,Ballots Cast,,,,1091,137,954
Santa Cruz,43141,Ballots Cast,,,,142,26,116
Santa Cruz,43150,Ballots Cast,,,,232,47,185
Santa Cruz,43151,Ballots Cast,,,,19,1,18
Santa Cruz,43200,Ballots Cast,,,,782,115,667
Santa Cruz,43210,Ballots Cast,,,,134,24,110
Santa Cruz,43221,Ballots Cast,,,,484,38,446
Santa Cruz,43251,Ballots Cast,,,,223,25,198
Santa Cruz,43260,Ballots Cast,,,,91,9,82
Santa Cruz,43410,Ballots Cast,,,,954,103,851
Santa Cruz,43441,Ballots Cast,,,,846,82,764
Santa Cruz,43451,Ballots Cast,,,,493,46,447
Santa Cruz,43452,Ballots Cast,,,,88,6,82
Santa Cruz,43501,Ballots Cast,,,,358,35,323
Santa Cruz,43503,Ballots Cast,,,,709,65,644
Santa Cruz,43540,Ballots Cast,,,,600,64,536
Santa Cruz,43541,Ballots Cast,,,,78,13,65
Santa Cruz,43550,Ballots Cast,,,,270,33,237
Santa Cruz,43610,Ballots Cast,,,,1255,123,1132
Santa Cruz,43631,Ballots Cast,,,,667,78,589
Santa Cruz,43632,Ballots Cast,,,,499,67,432
Santa Cruz,43660,Ballots Cast,,,,200,27,173
Santa Cruz,43710,Ballots Cast,,,,657,72,585
Santa Cruz,43711,Ballots Cast,,,,136,5,131
Santa Cruz,43731,Ballots Cast,,,,2492,201,2291
Santa Cruz,50011,Ballots Cast,,,,8,1,7
Santa Cruz,50015,Ballots Cast,,,,5,1,4
Santa Cruz,50017,Ballots Cast,,,,792,86,706
Santa Cruz,50021,Ballots Cast,,,,664,75,589
Santa Cruz,50023,Ballots Cast,,,,643,66,577
Santa Cruz,50040,Ballots Cast,,,,907,98,809
Santa Cruz,50041,Ballots Cast,,,,1968,193,1775
Santa Cruz,50083,Ballots Cast,,,,19,2,17
Santa Cruz,50091,Ballots Cast,,,,1622,181,1441
Santa Cruz,50099,Ballots Cast,,,,455,48,407
Santa Cruz,50111,Ballots Cast,,,,1209,137,1072
Santa Cruz,50115,Ballots Cast,,,,38,0,38
Santa Cruz,50121,Ballots Cast,,,,781,90,691
Santa Cruz,50141,Ballots Cast,,,,562,42,520
Santa Cruz,50144,Ballots Cast,,,,180,12,168
Santa Cruz,50157,Ballots Cast,,,,891,100,791
Santa Cruz,50161,Ballots Cast,,,,1487,174,1313
Santa Cruz,50181,Ballots Cast,,,,1950,260,1690
Santa Cruz,50183,Ballots Cast,,,,758,104,654
Santa Cruz,50204,Ballots Cast,,,,627,24,603
Santa Cruz,50221,Ballots Cast,,,,781,32,749
Santa Cruz,50232,Ballots Cast,,,,748,62,686
Santa Cruz,50241,Ballots Cast,,,,591,50,541
Santa Cruz,50261,Ballots Cast,,,,466,76,390
Santa Cruz,50271,Ballots Cast,,,,738,81,657
Santa Cruz,50341,Ballots Cast,,,,599,59,540
Santa Cruz,50342,Ballots Cast,,,,748,41,707
Santa Cruz,50480,Ballots Cast,,,,827,43,784
Santa Cruz,50491,Ballots Cast,,,,406,63,343
Santa Cruz,50521,Ballots Cast,,,,649,34,615
Santa Cruz,50543,Ballots Cast,,,,10,1,9
Santa Cruz,51010,Ballots Cast,,,,388,66,322
Santa Cruz,51080,Ballots Cast,,,,2300,193,2107
Santa Cruz,51090,Ballots Cast,,,,1227,76,1151
Santa Cruz,51420,Ballots Cast,,,,491,23,468
Santa Cruz,54010,Ballots Cast,,,,1445,111,1334
Santa Cruz,54030,Ballots Cast,,,,4865,536,4329
Santa Cruz,SANTA CRUZ CO CA,Ballots Cast,,,,146857,13075,133782
Santa Cruz,10020,President,,DEM,Joe Biden,2487,193,2294
Santa Cruz,10091,President,,DEM,Joe Biden,2393,146,2247
Santa Cruz,10120,President,,DEM,Joe Biden,2524,149,2375
Santa Cruz,10142,President,,DEM,Joe Biden,1756,73,1683
Santa Cruz,10151,President,,DEM,Joe Biden,29,2,27
Santa Cruz,10164,President,,DEM,Joe Biden,142,,142
Santa Cruz,10231,President,,DEM,Joe Biden,102,3,99
Santa Cruz,10232,President,,DEM,Joe Biden,9,,9
Santa Cruz,10236,President,,DEM,Joe Biden,21,2,19
Santa Cruz,10260,President,,DEM,Joe Biden,2458,187,2271
Santa Cruz,10280,President,,DEM,Joe Biden,227,4,223
Santa Cruz,10281,President,,DEM,Joe Biden,595,57,538
Santa Cruz,10291,President,,DEM,Joe Biden,1910,91,1819
Santa Cruz,10310,President,,DEM,Joe Biden,2527,168,2359
Santa Cruz,10351,President,,DEM,Joe Biden,595,29,566
Santa Cruz,10381,President,,DEM,Joe Biden,1374,68,1306
Santa Cruz,10382,President,,DEM,Joe Biden,48,,48
Santa Cruz,10451,President,,DEM,Joe Biden,1814,151,1663
Santa Cruz,10490,President,,DEM,Joe Biden,420,13,407
Santa Cruz,10521,President,,DEM,Joe Biden,158,4,154
Santa Cruz,10541,President,,DEM,Joe Biden,124,10,114
Santa Cruz,10550,President,,DEM,Joe Biden,,,
Santa Cruz,10551,President,,DEM,Joe Biden,11,2,9
Santa Cruz,10552,President,,DEM,Joe Biden,,,
Santa Cruz,11030,President,,DEM,Joe Biden,1862,88,1774
Santa Cruz,12010,President,,DEM,Joe Biden,626,30,596
Santa Cruz,12024,President,,DEM,Joe Biden,1361,88,1273
Santa Cruz,14110,President,,DEM,Joe Biden,,,
Santa Cruz,14123,President,,DEM,Joe Biden,1,1,
Santa Cruz,14132,President,,DEM,Joe Biden,983,57,926
Santa Cruz,20011,President,,DEM,Joe Biden,647,62,585
Santa Cruz,20013,President,,DEM,Joe Biden,171,14,157
Santa Cruz,20020,President,,DEM,Joe Biden,2,,2
Santa Cruz,20041,President,,DEM,Joe Biden,1451,69,1382
Santa Cruz,20080,President,,DEM,Joe Biden,434,31,403
Santa Cruz,20093,President,,DEM,Joe Biden,,,
Santa Cruz,20096,President,,DEM,Joe Biden,4,,4
Santa Cruz,20101,President,,DEM,Joe Biden,757,52,705
Santa Cruz,20102,President,,DEM,Joe Biden,8,,8
Santa Cruz,20120,President,,DEM,Joe Biden,257,30,227
Santa Cruz,20161,President,,DEM,Joe Biden,448,31,417
Santa Cruz,20162,President,,DEM,Joe Biden,,,
Santa Cruz,20221,President,,DEM,Joe Biden,7135,364,6771
Santa Cruz,20222,President,,DEM,Joe Biden,981,44,937
Santa Cruz,20330,President,,DEM,Joe Biden,2753,115,2638
Santa Cruz,20351,President,,DEM,Joe Biden,1056,106,950
Santa Cruz,20352,President,,DEM,Joe Biden,1,1,
Santa Cruz,20383,President,,DEM,Joe Biden,307,32,275
Santa Cruz,20402,President,,DEM,Joe Biden,999,53,946
Santa Cruz,20481,President,,DEM,Joe Biden,566,23,543
Santa Cruz,20551,President,,DEM,Joe Biden,846,47,799
Santa Cruz,20591,President,,DEM,Joe Biden,,,
Santa Cruz,20600,President,,DEM,Joe Biden,125,5,120
Santa Cruz,20622,President,,DEM,Joe Biden,,,
Santa Cruz,20690,President,,DEM,Joe Biden,175,20,155
Santa Cruz,22010,President,,DEM,Joe Biden,2894,173,2721
Santa Cruz,23190,President,,DEM,Joe Biden,,,
Santa Cruz,23311,President,,DEM,Joe Biden,714,68,646
Santa Cruz,23312,President,,DEM,Joe Biden,913,81,832
Santa Cruz,23351,President,,DEM,Joe Biden,,,
Santa Cruz,23360,President,,DEM,Joe Biden,498,29,469
Santa Cruz,23410,President,,DEM,Joe Biden,133,9,124
Santa Cruz,23431,President,,DEM,Joe Biden,142,22,120
Santa Cruz,23492,President,,DEM,Joe Biden,,,
Santa Cruz,23660,President,,DEM,Joe Biden,,,
Santa Cruz,30010,President,,DEM,Joe Biden,294,17,277
Santa Cruz,30020,President,,DEM,Joe Biden,372,32,340
Santa Cruz,30030,President,,DEM,Joe Biden,741,82,659
Santa Cruz,30041,President,,DEM,Joe Biden,719,90,629
Santa Cruz,30042,President,,DEM,Joe Biden,,,
Santa Cruz,30044,President,,DEM,Joe Biden,,,
Santa Cruz,30046,President,,DEM,Joe Biden,,,
Santa Cruz,30047,President,,DEM,Joe Biden,,,
Santa Cruz,30049,President,,DEM,Joe Biden,,,
Santa Cruz,30051,President,,DEM,Joe Biden,7,3,4
Santa Cruz,30052,President,,DEM,Joe Biden,1,,1
Santa Cruz,30074,President,,DEM,Joe Biden,8,1,7
Santa Cruz,30076,President,,DEM,Joe Biden,1,,1
Santa Cruz,30080,President,,DEM,Joe Biden,331,17,314
Santa Cruz,31010,President,,DEM,Joe Biden,3395,150,3245
Santa Cruz,31011,President,,DEM,Joe Biden,1636,100,1536
Santa Cruz,31012,President,,DEM,Joe Biden,,,
Santa Cruz,31015,President,,DEM,Joe Biden,1257,77,1180
Santa Cruz,31020,President,,DEM,Joe Biden,2395,147,2248
Santa Cruz,31050,President,,DEM,Joe Biden,2431,150,2281
Santa Cruz,31160,President,,DEM,Joe Biden,920,59,861
Santa Cruz,31210,President,,DEM,Joe Biden,856,71,785
Santa Cruz,31240,President,,DEM,Joe Biden,1148,94,1054
Santa Cruz,31301,President,,DEM,Joe Biden,1176,112,1064
Santa Cruz,31320,President,,DEM,Joe Biden,2112,128,1984
Santa Cruz,31360,President,,DEM,Joe Biden,1816,100,1716
Santa Cruz,31480,President,,DEM,Joe Biden,976,85,891
Santa Cruz,31560,President,,DEM,Joe Biden,775,57,718
Santa Cruz,31600,President,,DEM,Joe Biden,304,61,243
Santa Cruz,31650,President,,DEM,Joe Biden,245,46,199
Santa Cruz,31730,President,,DEM,Joe Biden,821,55,766
Santa Cruz,31810,President,,DEM,Joe Biden,490,44,446
Santa Cruz,40010,President,,DEM,Joe Biden,40,3,37
Santa Cruz,40080,President,,DEM,Joe Biden,873,69,804
Santa Cruz,40180,President,,DEM,Joe Biden,387,26,361
Santa Cruz,40211,President,,DEM,Joe Biden,653,63,590
Santa Cruz,40230,President,,DEM,Joe Biden,39,2,37
Santa Cruz,40262,President,,DEM,Joe Biden,446,43,403
Santa Cruz,40270,President,,DEM,Joe Biden,365,25,340
Santa Cruz,40310,President,,DEM,Joe Biden,,,
Santa Cruz,43100,President,,DEM,Joe Biden,132,25,107
Santa Cruz,43110,President,,DEM,Joe Biden,877,94,783
Santa Cruz,43141,President,,DEM,Joe Biden,118,18,100
Santa Cruz,43150,President,,DEM,Joe Biden,175,32,143
Santa Cruz,43151,President,,DEM,Joe Biden,17,,17
Santa Cruz,43200,President,,DEM,Joe Biden,657,77,580
Santa Cruz,43210,President,,DEM,Joe Biden,120,18,102
Santa Cruz,43221,President,,DEM,Joe Biden,415,20,395
Santa Cruz,43251,President,,DEM,Joe Biden,191,20,171
Santa Cruz,43260,President,,DEM,Joe Biden,78,7,71
Santa Cruz,43410,President,,DEM,Joe Biden,785,68,717
Santa Cruz,43441,President,,DEM,Joe Biden,628,52,576
Santa Cruz,43451,President,,DEM,Joe Biden,370,30,340
Santa Cruz,43452,President,,DEM,Joe Biden,68,2,66
Santa Cruz,43501,President,,DEM,Joe Biden,287,28,259
Santa Cruz,43503,President,,DEM,Joe Biden,584,44,540
Santa Cruz,43540,President,,DEM,Joe Biden,471,48,423
Santa Cruz,43541,President,,DEM,Joe Biden,63,8,55
Santa Cruz,43550,President,,DEM,Joe Biden,230,25,205
Santa Cruz,43610,President,,DEM,Joe Biden,1028,93,935
Santa Cruz,43631,President,,DEM,Joe Biden,474,39,435
Santa Cruz,43632,President,,DEM,Joe Biden,396,55,341
Santa Cruz,43660,President,,DEM,Joe Biden,167,18,149
Santa Cruz,43710,President,,DEM,Joe Biden,489,47,442
Santa Cruz,43711,President,,DEM,Joe Biden,116,5,111
Santa Cruz,43731,President,,DEM,Joe Biden,1936,140,1796
Santa Cruz,50011,President,,DEM,Joe Biden,7,1,6
Santa Cruz,50015,President,,DEM,Joe Biden,5,1,4
Santa Cruz,50017,President,,DEM,Joe Biden,472,29,443
Santa Cruz,50021,President,,DEM,Joe Biden,522,50,472
Santa Cruz,50023,President,,DEM,Joe Biden,492,31,461
Santa Cruz,50040,President,,DEM,Joe Biden,704,52,652
Santa Cruz,50041,President,,DEM,Joe Biden,1430,94,1336
Santa Cruz,50083,President,,DEM,Joe Biden,11,,11
Santa Cruz,50091,President,,DEM,Joe Biden,1228,102,1126
Santa Cruz,50099,President,,DEM,Joe Biden,344,18,326
Santa Cruz,50111,President,,DEM,Joe Biden,899,75,824
Santa Cruz,50115,President,,DEM,Joe Biden,35,,35
Santa Cruz,50121,President,,DEM,Joe Biden,547,46,501
Santa Cruz,50141,President,,DEM,Joe Biden,430,21,409
Santa Cruz,50144,President,,DEM,Joe Biden,117,4,113
Santa Cruz,50157,President,,DEM,Joe Biden,627,48,579
Santa Cruz,50161,President,,DEM,Joe Biden,1105,84,1021
Santa Cruz,50181,President,,DEM,Joe Biden,1467,157,1310
Santa Cruz,50183,President,,DEM,Joe Biden,563,47,516
Santa Cruz,50204,President,,DEM,Joe Biden,468,14,454
Santa Cruz,50221,President,,DEM,Joe Biden,610,14,596
Santa Cruz,50232,President,,DEM,Joe Biden,531,24,507
Santa Cruz,50241,President,,DEM,Joe Biden,434,23,411
Santa Cruz,50261,President,,DEM,Joe Biden,362,49,313
