county,office,district,party,candidate,votes
Del Norte,U.S. House,1,DEM,Mike Thompson,5496
Del Norte,U.S. House,1,REP,Zane Starkewolf,3205
Del Norte,U.S. House,1,GRN,Carol Wolman,577
Del Norte,U.S. House,1,GRN (W/I),Pamela Elizondo,0
Humboldt,U.S. House,1,DEM,Mike Thompson,41113
Humboldt,U.S. House,1,REP,Zane Starkewolf,13949
Humboldt,U.S. House,1,GRN,Carol Wolman,6303
Humboldt,U.S. House,1,GRN (W/I),Pamela Elizondo,8
Lake,U.S. House,1,DEM,Mike Thompson,16531
Lake,U.S. House,1,REP,Zane Starkewolf,6562
Lake,U.S. House,1,GRN,Carol Wolman,1946
Lake,U.S. House,1,GRN (W/I),Pamela Elizondo,0
Mendocino,U.S. House,1,DEM,Mike Thompson,26351
Mendocino,U.S. House,1,REP,Zane Starkewolf,7435
Mendocino,U.S. House,1,GRN,Carol Wolman,4708
Mendocino,U.S. House,1,GRN (W/I),Pamela Elizondo,6
Napa,U.S. House,1,DEM,Mike Thompson,40346
Napa,U.S. House,1,REP,Zane Starkewolf,12881
Napa,U.S. House,1,GRN,Carol Wolman,3494
Napa,U.S. House,1,GRN (W/I),Pamela Elizondo,0
Sonoma,U.S. House,1,DEM,Mike Thompson,23766
Sonoma,U.S. House,1,REP,Zane Starkewolf,8354
Sonoma,U.S. House,1,GRN,Carol Wolman,2609
Sonoma,U.S. House,1,GRN (W/I),Pamela Elizondo,0
Yolo,U.S. House,1,DEM,Mike Thompson,44209
Yolo,U.S. House,1,REP,Zane Starkewolf,15467
Yolo,U.S. House,1,GRN,Carol Wolman,5156
Yolo,U.S. House,1,GRN (W/I),Pamela Elizondo,0
Butte,U.S. House,2,DEM,Jeff Morris,38840
Butte,U.S. House,2,REP,Wally Herger,38753
Colusa,U.S. House,2,DEM,Jeff Morris,2086
Colusa,U.S. House,2,REP,Wally Herger,4056
Glenn,U.S. House,2,DEM,Jeff Morris,3331
Glenn,U.S. House,2,REP,Wally Herger,6318
Shasta,U.S. House,2,DEM,Jeff Morris,31039
Shasta,U.S. House,2,REP,Wally Herger,46472
Siskiyou,U.S. House,2,DEM,Jeff Morris,9056
Siskiyou,U.S. House,2,REP,Wally Herger,11701
Sutter,U.S. House,2,DEM,Jeff Morris,10980
Sutter,U.S. House,2,REP,Wally Herger,20456
Tehama,U.S. House,2,DEM,Jeff Morris,8445
Tehama,U.S. House,2,REP,Wally Herger,15291
Trinity,U.S. House,2,DEM,Jeff Morris,3586
Trinity,U.S. House,2,REP,Wally Herger,2664
Yolo,U.S. House,2,DEM,Jeff Morris,3696
Yolo,U.S. House,2,REP,Wally Herger,5188
