county,precinct,candidate,office,district,party,election_day,mail,votes,
Mariposa,Catheys Valley 3001 ,Tim Gildersleeve,U S Senate,,NON,0,0,0,
Mariposa,Catheys Valley 3001 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Catheys Valley 3001 ,Don J Grundmann,U S Senate,,NON,2,0,2,
Mariposa,Catheys Valley 3001 ,Rash Bihari Ghosh,U S Senate,,NON,0,0,0,
Mariposa,Catheys Valley 3001 ,Ling Ling Shi,U S Senate,,NON,0,1,1,
Mariposa,Catheys Valley 3001 ,"John ""Jack"" Crew",U S Senate,,REP,7,5,12,
Mariposa,Catheys Valley 3001 ,Erin Cruz,U S Senate,,REP,11,15,26,
Mariposa,Catheys Valley 3001 ,Derrick Michael Reid,U S Senate,,LIB,0,7,7,
Mariposa,Catheys Valley 3001 ,Dianne Feinstein,U S Senate,,DEM,27,55,82,
Mariposa,Catheys Valley 3001 ,Colleen Shea Fernald,U S Senate,,NON,0,2,2,
Mariposa,Catheys Valley 3001 ,Adrienne Nicole Edward,U S Senate,,DEM,1,0,1,
Mariposa,Catheys Valley 3001 ,Paul A Taylor,U S Senate,,REP,9,27,36,
Mariposa,Catheys Valley 3001 ,Donnie O Turner,U S Senate,,DEM,1,1,2,
Mariposa,Catheys Valley 3001 ,Pat Harris,U S Senate,,DEM,0,7,7,
Mariposa,Catheys Valley 3001 ,Alison Hartson,U S Senate,,DEM,4,4,8,
Mariposa,Catheys Valley 3001 ,Jason M Hanania,U S Senate,,NON,0,0,0,
Mariposa,Catheys Valley 3001 ,David Hildebrand,U S Senate,,DEM,1,2,3,
Mariposa,Catheys Valley 3001 ,Lee Olson,U S Senate,,NON,0,1,1,
Mariposa,Catheys Valley 3001 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,3,8,11,
Mariposa,Catheys Valley 3001 ,Kevin De Leon,U S Senate,,DEM,11,14,25,
Mariposa,Catheys Valley 3001 ,Kevin Mottus,U S Senate,,REP,2,2,4,
Mariposa,Catheys Valley 3001 ,David Moore,U S Senate,,NON,0,2,2,
Mariposa,Catheys Valley 3001 ,Mario Nabliba ,U S Senate,,REP,0,2,2,
Mariposa,Catheys Valley 3001 ,Regina Bateson,U S House,4,DEM,3,10,13,
Mariposa,Catheys Valley 3001 ,Robert Lawton,U S House,4,DEM,5,3,8,
Mariposa,Catheys Valley 3001 ,Mitchell White,U S House,4,REP,10,10,20,
Mariposa,Catheys Valley 3001 ,Roza Calderon,U S House,4,DEM,2,4,6,
Mariposa,Catheys Valley 3001 ,Tom McClintock,U S House,4,REP,101,165,266,
Mariposa,Catheys Valley 3001 ,Jessica Morse ,U S House,4,DEM,41,48,89,
Mariposa,Catheys Valley 3001 ,Tom Pratt,State Senate,8,DEM,19,37,56,
Mariposa,Catheys Valley 3001 ,Mark Belden,State Senate,8,NON,2,8,10,
Mariposa,Catheys Valley 3001 ,Andreas Borgeas,State Senate,8,REP,104,165,269,
Mariposa,Catheys Valley 3001 ,Paulina Miranda ,State Senate,8,DEM,26,27,53,
Mariposa,Catheys Valley 3001 ,Carla J Neal,State Assembly ,5,DEM,41,69,110,
Mariposa,Catheys Valley 3001 ,Frank Bigelow,State Assembly ,5,REP,118,177,295,
Mariposa,Hornitos 3002 ,,Registered Voters,,,,,125,
Mariposa,Hornitos 3002 ,,Ballots Cast,,,0,102,102,
Mariposa,Hornitos 3002 ,Josh Jones,Governor ,,GRN,0,0,0,
Mariposa,Hornitos 3002 ,J Bribiesca,Governor ,,DEM,0,0,0,
Mariposa,Hornitos 3002 ,Gloria Estela La Riva,Governor ,,PF,0,0,0,
Mariposa,Hornitos 3002 ,Peter Y Liu,Governor ,,REP,0,0,0,
Mariposa,Hornitos 3002 ,Antonio Villaraigosa,Governor ,,DEM,0,4,4,
Mariposa,Hornitos 3002 ,Yvonne Girard,Governor ,,REP,0,2,2,
Mariposa,Hornitos 3002 ,Robert Davidson Griffis,Governor ,,DEM,0,0,0,
Mariposa,Hornitos 3002 ,Shubham Goel,Governor ,,NON,0,0,0,
Mariposa,Hornitos 3002 ,Travis Allen,Governor ,,REP,0,34,34,
Mariposa,Hornitos 3002 ,Akinyemi Agbede,Governor ,,DEM,0,0,0,
Mariposa,Hornitos 3002 ,Johnny Wattenburg,Governor ,,NON,0,0,0,
Mariposa,Hornitos 3002 ,Nickolas Wildstar,Governor ,,LIB,0,0,0,
Mariposa,Hornitos 3002 ,Desmond Silveira,Governor ,,NON,0,0,0,
Mariposa,Hornitos 3002 ,Michael Shellenberger,Governor ,,DEM,0,0,0,
Mariposa,Hornitos 3002 ,Zoltan Istvan,Governor ,,LIB,0,0,0,
Mariposa,Hornitos 3002 ,Christopher N Carlson,Governor ,,GRN,0,0,0,
Mariposa,Hornitos 3002 ,Thomas Jefferson Cares,Governor ,,DEM,0,0,0,
Mariposa,Hornitos 3002 ,John Chiang,Governor ,,DEM,0,5,5,
Mariposa,Hornitos 3002 ,John H Cox,Governor ,,REP,0,41,41,
Mariposa,Hornitos 3002 ,Amanda Renteria ,Governor ,,DEM,0,1,1,
Mariposa,Hornitos 3002 ,Delaine Eastin,Governor ,,DEM,0,1,1,
Mariposa,Hornitos 3002 ,Jeffrey Edward Taylor,Governor ,,NON,0,0,0,
Mariposa,Hornitos 3002 ,Klement Tinaj,Governor ,,DEM,0,0,0,
Mariposa,Hornitos 3002 ,"Hakan ""Hawk"" Mikado",Governor ,,NON,0,0,0,
Mariposa,Hornitos 3002 ,Albert Caesar Mezzetti,Governor ,,DEM,0,0,0,
Mariposa,Hornitos 3002 ,Gavin Newsom,Governor ,,DEM,0,13,13,
Mariposa,Hornitos 3002 ,"Robert C. Newman, II",Governor ,,REP,0,0,0,
Mariposa,Hornitos 3002 ,Jeff Bleich,Lieutenant Governor,,DEM,0,2,2,
Mariposa,Hornitos 3002 ,Eleni Kounalakis,Lieutenant Governor,,DEM,0,11,11,
Mariposa,Hornitos 3002 ,Cameron Gharabiklou,Lieutenant Governor,,DEM,0,0,0,
Mariposa,Hornitos 3002 ,Tim Ferreira,Lieutenant Governor,,LIB,0,5,5,
Mariposa,Hornitos 3002 ,David Fennell,Lieutenant Governor,,REP,0,33,33,
Mariposa,Hornitos 3002 ,Danny Thomas,Lieutenant Governor,,NON,0,0,0,
Mariposa,Hornitos 3002 ,Cole Harris,Lieutenant Governor,,REP,0,20,20,
Mariposa,Hornitos 3002 ,Ed Hernandez,Lieutenant Governor,,DEM,0,7,7,
Mariposa,Hornitos 3002 ,David R Hernandez,Lieutenant Governor,,REP,0,11,11,
Mariposa,Hornitos 3002 ,Lydia Ortega,Lieutenant Governor,,REP,0,7,7,
Mariposa,Hornitos 3002 ,Gayle McLaughlin,Lieutenant Governor,,NON,0,1,1,
Mariposa,Hornitos 3002 ,Steve Poizner,Insurance Commissioner,,NON,0,64,64,
Mariposa,Hornitos 3002 ,Ricardo Lara,Insurance Commissioner,,DEM,0,17,17,
Mariposa,Hornitos 3002 ,Nathalie Hrizi,Insurance Commissioner,,PF,0,4,4,
Mariposa,Hornitos 3002 ,Asif Mahmood,Insurance Commissioner,,DEM,0,2,2,
Mariposa,Hornitos 3002 ,Gerald Plummer,U S Senate,,DEM,0,1,1,
Mariposa,Hornitos 3002 ,Tom Palzer,U S Senate,,REP,0,3,3,
Mariposa,Hornitos 3002 ,John Thompson Parker,U S Senate,,PF,0,0,0,
Mariposa,Hornitos 3002 ,Douglas Howard Pierce,U S Senate,,DEM,0,0,0,
Mariposa,Hornitos 3002 ,Herbert G Peters,U S Senate,,DEM,0,0,0,
Mariposa,Hornitos 3002 ,James P Bradley,U S Senate,,REP,0,33,33,
Mariposa,Hornitos 3002 ,Arun K Bhumitra ,U S Senate,,REP,0,4,4,
Mariposa,Hornitos 3002 ,Jerry Joseph Laws,U S Senate,,REP,0,1,1,
Mariposa,Hornitos 3002 ,Patrick Little,U S Senate,,REP,0,2,2,
Mariposa,Hornitos 3002 ,Tim Gildersleeve,U S Senate,,NON,0,0,0,
Mariposa,Hornitos 3002 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Hornitos 3002 ,Don J Grundmann,U S Senate,,NON,0,2,2,
Mariposa,Hornitos 3002 ,Rash Bihari Ghosh,U S Senate,,NON,0,0,0,
Mariposa,Hornitos 3002 ,Ling Ling Shi,U S Senate,,NON,0,0,0,
Mariposa,Hornitos 3002 ,"John ""Jack"" Crew",U S Senate,,REP,0,3,3,
Mariposa,Hornitos 3002 ,Erin Cruz,U S Senate,,REP,0,2,2,
Mariposa,Hornitos 3002 ,Derrick Michael Reid,U S Senate,,LIB,0,2,2,
Mariposa,Hornitos 3002 ,Dianne Feinstein,U S Senate,,DEM,0,17,17,
Mariposa,Hornitos 3002 ,Colleen Shea Fernald,U S Senate,,NON,0,0,0,
Mariposa,Hornitos 3002 ,Adrienne Nicole Edward,U S Senate,,DEM,0,0,0,
Mariposa,Hornitos 3002 ,Paul A Taylor,U S Senate,,REP,0,2,2,
Mariposa,Hornitos 3002 ,Donnie O Turner,U S Senate,,DEM,0,0,0,
Mariposa,Hornitos 3002 ,Pat Harris,U S Senate,,DEM,0,0,0,
Mariposa,Hornitos 3002 ,Alison Hartson,U S Senate,,DEM,0,1,1,
Mariposa,Hornitos 3002 ,Jason M Hanania,U S Senate,,NON,0,0,0,
Mariposa,Hornitos 3002 ,David Hildebrand,U S Senate,,DEM,0,0,0,
Mariposa,Hornitos 3002 ,Lee Olson,U S Senate,,NON,0,0,0,
Mariposa,Hornitos 3002 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,0,6,6,
Mariposa,Hornitos 3002 ,Kevin De Leon,U S Senate,,DEM,0,8,8,
Mariposa,Hornitos 3002 ,Kevin Mottus,U S Senate,,REP,0,4,4,
Mariposa,Hornitos 3002 ,David Moore,U S Senate,,NON,0,1,1,
Mariposa,Hornitos 3002 ,Mario Nabliba ,U S Senate,,REP,0,5,5,
Mariposa,Hornitos 3002 ,Regina Bateson,U S House,4,DEM,0,7,7,
Mariposa,Hornitos 3002 ,Robert Lawton,U S House,4,DEM,0,0,0,
Mariposa,Hornitos 3002 ,Mitchell White,U S House,4,REP,0,2,2,
Mariposa,Hornitos 3002 ,Roza Calderon,U S House,4,DEM,0,4,4,
Mariposa,Hornitos 3002 ,Tom McClintock,U S House,4,REP,0,76,76,
Mariposa,Hornitos 3002 ,Jessica Morse ,U S House,4,DEM,0,10,10,
Mariposa,Hornitos 3002 ,Tom Pratt,State Senate,8,DEM,0,11,11,
Mariposa,Hornitos 3002 ,Mark Belden,State Senate,8,NON,0,0,0,
Mariposa,Hornitos 3002 ,Andreas Borgeas,State Senate,8,REP,0,79,79,
Mariposa,Hornitos 3002 ,Paulina Miranda ,State Senate,8,DEM,0,7,7,
Mariposa,Hornitos 3002 ,Carla J Neal,State Assembly ,5,DEM,0,18,18,
Mariposa,Hornitos 3002 ,Frank Bigelow,State Assembly ,5,REP,0,81,81,
Mariposa,Mariposa West 3003 ,,Registered Voters,,,,,462,
Mariposa,Mariposa West 3003 ,,Ballots Cast,,,77,227,304,
Mariposa,Mariposa West 3003 ,Josh Jones,Governor ,,GRN,0,0,0,
Mariposa,Mariposa West 3003 ,J Bribiesca,Governor ,,DEM,0,0,0,
Mariposa,Mariposa West 3003 ,Gloria Estela La Riva,Governor ,,PF,1,1,2,
Mariposa,Mariposa West 3003 ,Peter Y Liu,Governor ,,REP,0,0,0,
Mariposa,Mariposa West 3003 ,Antonio Villaraigosa,Governor ,,DEM,8,25,33,
Mariposa,Mariposa West 3003 ,Yvonne Girard,Governor ,,REP,0,3,3,
Mariposa,Mariposa West 3003 ,Robert Davidson Griffis,Governor ,,DEM,1,0,1,
Mariposa,Mariposa West 3003 ,Shubham Goel,Governor ,,NON,0,0,0,
Mariposa,Mariposa West 3003 ,Travis Allen,Governor ,,REP,20,62,82,
Mariposa,Mariposa West 3003 ,Akinyemi Agbede,Governor ,,DEM,0,1,1,
Mariposa,Mariposa West 3003 ,Johnny Wattenburg,Governor ,,NON,0,0,0,
Mariposa,Mariposa West 3003 ,Nickolas Wildstar,Governor ,,LIB,0,0,0,
Mariposa,Mariposa West 3003 ,Desmond Silveira,Governor ,,NON,0,0,0,
Mariposa,Mariposa West 3003 ,Michael Shellenberger,Governor ,,DEM,0,1,1,
Mariposa,Mariposa West 3003 ,Zoltan Istvan,Governor ,,LIB,0,0,0,
Mariposa,Mariposa West 3003 ,Christopher N Carlson,Governor ,,GRN,0,0,0,
Mariposa,Mariposa West 3003 ,Thomas Jefferson Cares,Governor ,,DEM,0,0,0,
Mariposa,Mariposa West 3003 ,John Chiang,Governor ,,DEM,10,9,19,
Mariposa,Mariposa West 3003 ,John H Cox,Governor ,,REP,25,76,101,
Mariposa,Mariposa West 3003 ,Amanda Renteria ,Governor ,,DEM,0,3,3,
Mariposa,Mariposa West 3003 ,Delaine Eastin,Governor ,,DEM,1,2,3,
Mariposa,Mariposa West 3003 ,Jeffrey Edward Taylor,Governor ,,NON,0,0,0,
Mariposa,Mariposa West 3003 ,Klement Tinaj,Governor ,,DEM,0,1,1,
Mariposa,Mariposa West 3003 ,"Hakan ""Hawk"" Mikado",Governor ,,NON,0,1,1,
Mariposa,Mariposa West 3003 ,Albert Caesar Mezzetti,Governor ,,DEM,0,0,0,
Mariposa,Mariposa West 3003 ,Gavin Newsom,Governor ,,DEM,9,35,44,
Mariposa,Mariposa West 3003 ,"Robert C. Newman, II",Governor ,,REP,0,0,0,
Mariposa,Mariposa West 3003 ,Jeff Bleich,Lieutenant Governor,,DEM,3,7,10,
Mariposa,Mariposa West 3003 ,Eleni Kounalakis,Lieutenant Governor,,DEM,8,31,39,
Mariposa,Mariposa West 3003 ,Cameron Gharabiklou,Lieutenant Governor,,DEM,0,1,1,
Mariposa,Mariposa West 3003 ,Tim Ferreira,Lieutenant Governor,,LIB,1,4,5,
Mariposa,Mariposa West 3003 ,David Fennell,Lieutenant Governor,,REP,10,47,57,
Mariposa,Mariposa West 3003 ,Danny Thomas,Lieutenant Governor,,NON,0,1,1,
Mariposa,Mariposa West 3003 ,Cole Harris,Lieutenant Governor,,REP,18,42,60,
Mariposa,Mariposa West 3003 ,Ed Hernandez,Lieutenant Governor,,DEM,13,37,50,
Mariposa,Mariposa West 3003 ,David R Hernandez,Lieutenant Governor,,REP,13,17,30,
Mariposa,Mariposa West 3003 ,Lydia Ortega,Lieutenant Governor,,REP,5,15,20,
Mariposa,Mariposa West 3003 ,Gayle McLaughlin,Lieutenant Governor,,NON,2,10,12,
Mariposa,Mariposa West 3003 ,Steve Poizner,Insurance Commissioner,,NON,36,129,165,
Mariposa,Mariposa West 3003 ,Ricardo Lara,Insurance Commissioner,,DEM,17,48,65,
Mariposa,Mariposa West 3003 ,Nathalie Hrizi,Insurance Commissioner,,PF,9,14,23,
Mariposa,Mariposa West 3003 ,Asif Mahmood,Insurance Commissioner,,DEM,3,16,19,
Mariposa,Mariposa West 3003 ,Gerald Plummer,U S Senate,,DEM,0,0,0,
Mariposa,Mariposa West 3003 ,Tom Palzer,U S Senate,,REP,1,1,2,
Mariposa,Mariposa West 3003 ,John Thompson Parker,U S Senate,,PF,1,0,1,
Mariposa,Mariposa West 3003 ,Douglas Howard Pierce,U S Senate,,DEM,0,0,0,
Mariposa,Mariposa West 3003 ,Herbert G Peters,U S Senate,,DEM,1,4,5,
Mariposa,Mariposa West 3003 ,James P Bradley,U S Senate,,REP,17,36,53,
Mariposa,Mariposa West 3003 ,Arun K Bhumitra ,U S Senate,,REP,2,12,14,
Mariposa,Mariposa West 3003 ,Jerry Joseph Laws,U S Senate,,REP,3,11,14,
Mariposa,Mariposa West 3003 ,Patrick Little,U S Senate,,REP,1,2,3,
Mariposa,Mariposa West 3003 ,Tim Gildersleeve,U S Senate,,NON,0,0,0,
Mariposa,Mariposa West 3003 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Mariposa West 3003 ,Don J Grundmann,U S Senate,,NON,0,2,2,
Mariposa,Mariposa West 3003 ,Rash Bihari Ghosh,U S Senate,,NON,0,0,0,
Mariposa,Mariposa West 3003 ,Ling Ling Shi,U S Senate,,NON,0,0,0,
Mariposa,Mariposa West 3003 ,"John ""Jack"" Crew",U S Senate,,REP,3,4,7,
Mariposa,Mariposa West 3003 ,Erin Cruz,U S Senate,,REP,4,10,14,
Mariposa,Mariposa West 3003 ,Derrick Michael Reid,U S Senate,,LIB,1,7,8,
Mariposa,Mariposa West 3003 ,Dianne Feinstein,U S Senate,,DEM,23,51,74,
Mariposa,Mariposa West 3003 ,Colleen Shea Fernald,U S Senate,,NON,0,0,0,
Mariposa,Mariposa West 3003 ,Adrienne Nicole Edward,U S Senate,,DEM,0,4,4,
Mariposa,Mariposa West 3003 ,Paul A Taylor,U S Senate,,REP,5,11,16,
Mariposa,Mariposa West 3003 ,Donnie O Turner,U S Senate,,DEM,0,3,3,
Mariposa,Mariposa West 3003 ,Pat Harris,U S Senate,,DEM,0,0,0,
Mariposa,Mariposa West 3003 ,Alison Hartson,U S Senate,,DEM,0,6,6,
Mariposa,Mariposa West 3003 ,Jason M Hanania,U S Senate,,NON,0,0,0,
Mariposa,Mariposa West 3003 ,David Hildebrand,U S Senate,,DEM,0,0,0,
Mariposa,Mariposa West 3003 ,Lee Olson,U S Senate,,NON,0,2,2,
Mariposa,Mariposa West 3003 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,3,6,9,
Mariposa,Mariposa West 3003 ,Kevin De Leon,U S Senate,,DEM,3,21,24,
Mariposa,Mariposa West 3003 ,Kevin Mottus,U S Senate,,REP,3,9,12,
Mariposa,Mariposa West 3003 ,David Moore,U S Senate,,NON,0,2,2,
Mariposa,Mariposa West 3003 ,Mario Nabliba ,U S Senate,,REP,0,0,0,
Mariposa,Mariposa West 3003 ,Regina Bateson,U S House,4,DEM,4,12,16,
Mariposa,Mariposa West 3003 ,Robert Lawton,U S House,4,DEM,5,5,10,
Mariposa,Mariposa West 3003 ,Mitchell White,U S House,4,REP,3,4,7,
Mariposa,Mariposa West 3003 ,Roza Calderon,U S House,4,DEM,1,11,12,
Mariposa,Mariposa West 3003 ,Tom McClintock,U S House,4,REP,43,129,172,
Mariposa,Mariposa West 3003 ,Jessica Morse ,U S House,4,DEM,19,51,70,
Mariposa,Mariposa West 3003 ,Tom Pratt,State Senate,8,DEM,11,29,40,
Mariposa,Mariposa West 3003 ,Mark Belden,State Senate,8,NON,4,6,10,
Mariposa,Mariposa West 3003 ,Andreas Borgeas,State Senate,8,REP,44,130,174,
Mariposa,Mariposa West 3003 ,Paulina Miranda ,State Senate,8,DEM,15,40,55,
Mariposa,Mariposa West 3003 ,Carla J Neal,State Assembly ,5,DEM,25,68,93,
Mariposa,Mariposa West 3003 ,Frank Bigelow,State Assembly ,5,REP,47,141,188,
Mariposa,Morman Bar 3004 ,,Registered Voters,,,,,744,
Mariposa,Morman Bar 3004 ,,Ballots Cast,,,145,342,487,
Mariposa,Morman Bar 3004 ,Josh Jones,Governor ,,GRN,0,0,0,
Mariposa,Morman Bar 3004 ,J Bribiesca,Governor ,,DEM,0,2,2,
Mariposa,Morman Bar 3004 ,Gloria Estela La Riva,Governor ,,PF,1,1,2,
Mariposa,Morman Bar 3004 ,Peter Y Liu,Governor ,,REP,0,0,0,
Mariposa,Morman Bar 3004 ,Antonio Villaraigosa,Governor ,,DEM,13,31,44,
Mariposa,Morman Bar 3004 ,Yvonne Girard,Governor ,,REP,3,3,6,
Mariposa,Morman Bar 3004 ,Robert Davidson Griffis,Governor ,,DEM,2,0,2,
Mariposa,Morman Bar 3004 ,Shubham Goel,Governor ,,NON,0,0,0,
Mariposa,Morman Bar 3004 ,Travis Allen,Governor ,,REP,16,64,80,
Mariposa,Morman Bar 3004 ,Akinyemi Agbede,Governor ,,DEM,1,0,1,
Mariposa,Morman Bar 3004 ,Johnny Wattenburg,Governor ,,NON,0,1,1,
Mariposa,Morman Bar 3004 ,Nickolas Wildstar,Governor ,,LIB,0,0,0,
Mariposa,Morman Bar 3004 ,Desmond Silveira,Governor ,,NON,0,1,1,
Mariposa,Morman Bar 3004 ,Michael Shellenberger,Governor ,,DEM,0,1,1,
Mariposa,Morman Bar 3004 ,Zoltan Istvan,Governor ,,LIB,1,2,3,
Mariposa,Morman Bar 3004 ,Christopher N Carlson,Governor ,,GRN,0,1,1,
Mariposa,Morman Bar 3004 ,Thomas Jefferson Cares,Governor ,,DEM,0,0,0,
Mariposa,Morman Bar 3004 ,John Chiang,Governor ,,DEM,4,17,21,
Mariposa,Morman Bar 3004 ,John H Cox,Governor ,,REP,77,113,190,
Mariposa,Morman Bar 3004 ,Amanda Renteria ,Governor ,,DEM,3,6,9,
Mariposa,Morman Bar 3004 ,Delaine Eastin,Governor ,,DEM,3,7,10,
Mariposa,Morman Bar 3004 ,Jeffrey Edward Taylor,Governor ,,NON,0,0,0,
Mariposa,Morman Bar 3004 ,Klement Tinaj,Governor ,,DEM,0,0,0,
Mariposa,Morman Bar 3004 ,"Hakan ""Hawk"" Mikado",Governor ,,NON,0,0,0,
Mariposa,Morman Bar 3004 ,Albert Caesar Mezzetti,Governor ,,DEM,0,0,0,
Mariposa,Morman Bar 3004 ,Gavin Newsom,Governor ,,DEM,16,78,94,
Mariposa,Morman Bar 3004 ,"Robert C. Newman, II",Governor ,,REP,2,3,5,
Mariposa,Morman Bar 3004 ,Jeff Bleich,Lieutenant Governor,,DEM,5,19,24,
Mariposa,Morman Bar 3004 ,Eleni Kounalakis,Lieutenant Governor,,DEM,13,46,59,
Mariposa,Morman Bar 3004 ,Cameron Gharabiklou,Lieutenant Governor,,DEM,1,0,1,
Mariposa,Morman Bar 3004 ,Tim Ferreira,Lieutenant Governor,,LIB,3,7,10,
Mariposa,Morman Bar 3004 ,David Fennell,Lieutenant Governor,,REP,29,45,74,
Mariposa,Morman Bar 3004 ,Danny Thomas,Lieutenant Governor,,NON,5,1,6,
Mariposa,Morman Bar 3004 ,Cole Harris,Lieutenant Governor,,REP,45,78,123,
Mariposa,Morman Bar 3004 ,Ed Hernandez,Lieutenant Governor,,DEM,13,65,78,
Mariposa,Morman Bar 3004 ,David R Hernandez,Lieutenant Governor,,REP,6,20,26,
Mariposa,Morman Bar 3004 ,Lydia Ortega,Lieutenant Governor,,REP,8,20,28,
Mariposa,Morman Bar 3004 ,Gayle McLaughlin,Lieutenant Governor,,NON,4,16,20,
Mariposa,Morman Bar 3004 ,Steve Poizner,Insurance Commissioner,,NON,74,161,235,
Mariposa,Morman Bar 3004 ,Ricardo Lara,Insurance Commissioner,,DEM,25,98,123,
Mariposa,Morman Bar 3004 ,Nathalie Hrizi,Insurance Commissioner,,PF,12,22,34,
Mariposa,Morman Bar 3004 ,Asif Mahmood,Insurance Commissioner,,DEM,9,22,31,
Mariposa,Morman Bar 3004 ,Gerald Plummer,U S Senate,,DEM,0,1,1,
Mariposa,Morman Bar 3004 ,Tom Palzer,U S Senate,,REP,3,1,4,
Mariposa,Morman Bar 3004 ,John Thompson Parker,U S Senate,,PF,0,0,0,
Mariposa,Morman Bar 3004 ,Douglas Howard Pierce,U S Senate,,DEM,0,3,3,
Mariposa,Morman Bar 3004 ,Herbert G Peters,U S Senate,,DEM,2,1,3,
Mariposa,Morman Bar 3004 ,James P Bradley,U S Senate,,REP,27,54,81,
Mariposa,Morman Bar 3004 ,Arun K Bhumitra ,U S Senate,,REP,28,15,43,
Mariposa,Morman Bar 3004 ,Jerry Joseph Laws,U S Senate,,REP,2,8,10,
Mariposa,Morman Bar 3004 ,Patrick Little,U S Senate,,REP,7,3,10,
Mariposa,Morman Bar 3004 ,Tim Gildersleeve,U S Senate,,NON,1,2,3,
Mariposa,Morman Bar 3004 ,Michael Fahmy Girgis,U S Senate,,NON,0,0,0,
Mariposa,Morman Bar 3004 ,Don J Grundmann,U S Senate,,NON,0,3,3,
Mariposa,Morman Bar 3004 ,Rash Bihari Ghosh,U S Senate,,NON,0,0,0,
Mariposa,Morman Bar 3004 ,Ling Ling Shi,U S Senate,,NON,0,1,1,
Mariposa,Morman Bar 3004 ,"John ""Jack"" Crew",U S Senate,,REP,3,10,13,
Mariposa,Morman Bar 3004 ,Erin Cruz,U S Senate,,REP,5,23,28,
Mariposa,Morman Bar 3004 ,Derrick Michael Reid,U S Senate,,LIB,1,4,5,
Mariposa,Morman Bar 3004 ,Dianne Feinstein,U S Senate,,DEM,27,97,124,
Mariposa,Morman Bar 3004 ,Colleen Shea Fernald,U S Senate,,NON,2,2,4,
Mariposa,Morman Bar 3004 ,Adrienne Nicole Edward,U S Senate,,DEM,0,1,1,
Mariposa,Morman Bar 3004 ,Paul A Taylor,U S Senate,,REP,7,23,30,
Mariposa,Morman Bar 3004 ,Donnie O Turner,U S Senate,,DEM,1,2,3,
Mariposa,Morman Bar 3004 ,Pat Harris,U S Senate,,DEM,1,7,8,
Mariposa,Morman Bar 3004 ,Alison Hartson,U S Senate,,DEM,2,13,15,
Mariposa,Morman Bar 3004 ,Jason M Hanania,U S Senate,,NON,0,0,0,
Mariposa,Morman Bar 3004 ,David Hildebrand,U S Senate,,DEM,0,0,0,
Mariposa,Morman Bar 3004 ,Lee Olson,U S Senate,,NON,1,1,2,
Mariposa,Morman Bar 3004 ,"Roque ""Rocky"" De La Fuente",U S Senate,,REP,0,11,11,
Mariposa,Morman Bar 3004 ,Kevin De Leon,U S Senate,,DEM,9,23,32,
Mariposa,Morman Bar 3004 ,Kevin Mottus,U S Senate,,REP,2,4,6,
Mariposa,Morman Bar 3004 ,David Moore,U S Senate,,NON,0,3,3,
Mariposa,Morman Bar 3004 ,Mario Nabliba ,U S Senate,,REP,1,0,1,
Mariposa,Morman Bar 3004 ,Regina Bateson,U S House,4,DEM,9,30,39,
Mariposa,Morman Bar 3004 ,Robert Lawton,U S House,4,DEM,3,4,7,
Mariposa,Morman Bar 3004 ,Mitchell White,U S House,4,REP,7,14,21,
Mariposa,Morman Bar 3004 ,Roza Calderon,U S House,4,DEM,1,16,17,
Mariposa,Morman Bar 3004 ,Tom McClintock,U S House,4,REP,86,166,252,
Mariposa,Morman Bar 3004 ,Jessica Morse ,U S House,4,DEM,28,95,123,
Mariposa,Morman Bar 3004 ,Tom Pratt,State Senate,8,DEM,19,71,90,
Mariposa,Morman Bar 3004 ,Mark Belden,State Senate,8,NON,3,11,14,
Mariposa,Morman Bar 3004 ,Andreas Borgeas,State Senate,8,REP,82,172,254,
Mariposa,Morman Bar 3004 ,Paulina Miranda ,State Senate,8,DEM,24,60,84,
Mariposa,Morman Bar 3004 ,Carla J Neal,State Assembly ,5,DEM,37,139,176,
Mariposa,Morman Bar 3004 ,Frank Bigelow,State Assembly ,5,REP,93,185,278,
Mariposa,Oakvale 3005 ,,Registered Voters,,,,,54,
Mariposa,Oakvale 3005 ,,Ballots Cast,,,0,44,44,
Mariposa,Oakvale 3005 ,Josh Jones,Governor ,,GRN,0,0,0,
Mariposa,Oakvale 3005 ,J Bribiesca,Governor ,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Gloria Estela La Riva,Governor ,,PF,0,0,0,
Mariposa,Oakvale 3005 ,Peter Y Liu,Governor ,,REP,0,0,0,
Mariposa,Oakvale 3005 ,Antonio Villaraigosa,Governor ,,DEM,0,4,4,
Mariposa,Oakvale 3005 ,Yvonne Girard,Governor ,,REP,0,0,0,
Mariposa,Oakvale 3005 ,Robert Davidson Griffis,Governor ,,DEM,0,0,0,
Mariposa,Oakvale 3005 ,Shubham Goel,Governor ,,NON,0,0,0,
Mariposa,Oakvale 3005 ,Travis Allen,Governor ,,REP,0,18,18,
Mariposa,Oakvale 3005 ,Akinyemi Agbede,Governor ,,DEM,0,0,0,
