county,precinct,office,district,party,candidate,votes,election_day,absentee,mail
Tulare,103001   LINDSAY MEM. #1,Secretary of State,,Dem,Alex Padilla,892,,,
Tulare,103801   MB LINDSAY,Secretary of State,,Dem,Alex Padilla,217,,,
Tulare,106002   SIERRA BAPTIST #1,Secretary of State,,Dem,Alex Padilla,592,,,
Tulare,106003   CAL FIRE #1,Secretary of State,,Dem,Alex Padilla,526,,,
Tulare,106005   CAL FIRE #2,Secretary of State,,Dem,Alex Padilla,716,,,
Tulare,106010   SIERRA BAPTIST #2,Secretary of State,,Dem,Alex Padilla,640,,,
Tulare,106801   MB VISALIA,Secretary of State,,Dem,Alex Padilla,75,,,
Tulare,106802   MB VISALIA,Secretary of State,,Dem,Alex Padilla,54,,,
Tulare,106803   MB VISALIA,Secretary of State,,Dem,Alex Padilla,6,,,
Tulare,106901   GRACE COMM. #1,Secretary of State,,Dem,Alex Padilla,126,,,
Tulare,106902   GRACE COMM. #2,Secretary of State,,Dem,Alex Padilla,698,,,
Tulare,106910   GRACE COMM. #3,Secretary of State,,Dem,Alex Padilla,298,,,
Tulare,108005   FARMERSVILLE CITY H,Secretary of State,,Dem,Alex Padilla,800,,,
Tulare,108801   MB FARMERSVILLE,Secretary of State,,Dem,Alex Padilla,264,,,
Tulare,199306   THREE RIVERS MEM.,Secretary of State,,Dem,Alex Padilla,641,,,
Tulare,199537   LINDSAY MEM. #2,Secretary of State,,Dem,Alex Padilla,96,,,
Tulare,199801   MB EXETER,Secretary of State,,Dem,Alex Padilla,209,,,
Tulare,199802   MB VISALIA,Secretary of State,,Dem,Alex Padilla,73,,,
Tulare,199803   MB VISALIA,Secretary of State,,Dem,Alex Padilla,7,,,
Tulare,199804   MB VISALIA,Secretary of State,,Dem,Alex Padilla,14,,,
Tulare,199805   MB FARMERSVILLE,Secretary of State,,Dem,Alex Padilla,19,,,
Tulare,199806   MB FARMERSVILLE,Secretary of State,,Dem,Alex Padilla,27,,,
Tulare,199807   MB FARMERSVILLE,Secretary of State,,Dem,Alex Padilla,38,,,
Tulare,199808   MB VISALIA,Secretary of State,,Dem,Alex Padilla,1,,,
Tulare,199809   MB SUNDALE,Secretary of State,,Dem,Alex Padilla,1,,,
Tulare,199810   MB TULARE,Secretary of State,,Dem,Alex Padilla,9,,,
Tulare,199811   MB TULARE,Secretary of State,,Dem,Alex Padilla,2,,,
Tulare,199813   MB STRATHMORE,Secretary of State,,Dem,Alex Padilla,11,,,
Tulare,199814   MB STRATHMORE,Secretary of State,,Dem,Alex Padilla,11,,,
Tulare,199815   MB WOODVILLE,Secretary of State,,Dem,Alex Padilla,62,,,
Tulare,199817   MB LINDSAY,Secretary of State,,Dem,Alex Padilla,211,,,
Tulare,199818   MB WOODVILLE,Secretary of State,,Dem,Alex Padilla,31,,,
Tulare,199819   MB FARMERSVILLE,Secretary of State,,Dem,Alex Padilla,7,,,
Tulare,199821   MB EXETER,Secretary of State,,Dem,Alex Padilla,6,,,
Tulare,199822   MB FARMERSVILLE,Secretary of State,,Dem,Alex Padilla,2,,,
Tulare,199823   MB VISALIA,Secretary of State,,Dem,Alex Padilla,10,,,
Tulare,199824   MB FARMERSVILLE,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,199825   MB FARMERSVILLE,Secretary of State,,Dem,Alex Padilla,33,,,
Tulare,199826   MB WOODLAKE,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,199827   MB YOKOHL VALLEY,Secretary of State,,Dem,Alex Padilla,97,,,
Tulare,199828   MB EXETER,Secretary of State,,Dem,Alex Padilla,164,,,
Tulare,199830   MB LEMON COVE,Secretary of State,,Dem,Alex Padilla,9,,,
Tulare,199831   MB THREE RIVERS,Secretary of State,,Dem,Alex Padilla,25,,,
Tulare,199835   MB STRATHMORE,Secretary of State,,Dem,Alex Padilla,169,,,
Tulare,199836   MB STRATHMORE,Secretary of State,,Dem,Alex Padilla,161,,,
Tulare,199838   MB WOODLAKE,Secretary of State,,Dem,Alex Padilla,1,,,
Tulare,199839   MB LINDSAY,Secretary of State,,Dem,Alex Padilla,9,,,
Tulare,199840   MB STRATHMORE,Secretary of State,,Dem,Alex Padilla,133,,,
Tulare,199841   MB STRATHMORE,Secretary of State,,Dem,Alex Padilla,65,,,
Tulare,199842   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,199843   MB WOODVILLE,Secretary of State,,Dem,Alex Padilla,34,,,
Tulare,199844   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,1,,,
Tulare,199845   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,12,,,
Tulare,199846   MB WOODVILLE,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,199847   MB STRATHMORE,Secretary of State,,Dem,Alex Padilla,19,,,
Tulare,199848   MB STRATHMORE,Secretary of State,,Dem,Alex Padilla,9,,,
Tulare,199849   MB STRATHMORE,Secretary of State,,Dem,Alex Padilla,5,,,
Tulare,199850   MB STRATHMORE,Secretary of State,,Dem,Alex Padilla,12,,,
Tulare,199851   MB STRATHMORE,Secretary of State,,Dem,Alex Padilla,38,,,
Tulare,199853   MB STRATHMORE,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,205105   MISSIONARY BAPTIST,Secretary of State,,Dem,Alex Padilla,752,,,
Tulare,205106   CHURCH OF GOD #1,Secretary of State,,Dem,Alex Padilla,392,,,
Tulare,205201   CHURCH OF GOD #2,Secretary of State,,Dem,Alex Padilla,720,,,
Tulare,205302   WAYSIDE,Secretary of State,,Dem,Alex Padilla,655,,,
Tulare,205305   TULARE CO. AG. #2,Secretary of State,,Dem,Alex Padilla,358,,,
Tulare,205401   GARDEN SCHOOL,Secretary of State,,Dem,Alex Padilla,503,,,
Tulare,205405   TULARE COMM. CHUR,Secretary of State,,Dem,Alex Padilla,519,,,
Tulare,205501   PROSPERITY BAPTIST,Secretary of State,,Dem,Alex Padilla,552,,,
Tulare,205502   PROSPERITY BAPTIST,Secretary of State,,Dem,Alex Padilla,559,,,
Tulare,205504   TULARE MEM.,Secretary of State,,Dem,Alex Padilla,682,,,
Tulare,205801   MB TULARE,Secretary of State,,Dem,Alex Padilla,24,,,
Tulare,205802   MB TULARE,Secretary of State,,Dem,Alex Padilla,208,,,
Tulare,205803   MB TULARE,Secretary of State,,Dem,Alex Padilla,221,,,
Tulare,205864   MB TULARE,Secretary of State,,Dem,Alex Padilla,137,,,
Tulare,299017   TULARE CO. AG. #1,Secretary of State,,Dem,Alex Padilla,98,,,
Tulare,299701   TIPTON MEM.,Secretary of State,,Dem,Alex Padilla,167,,,
Tulare,299748   EARLIMART MEM.,Secretary of State,,Dem,Alex Padilla,508,,,
Tulare,299801   MB TULARE,Secretary of State,,Dem,Alex Padilla,4,,,
Tulare,299802   MB TULARE,Secretary of State,,Dem,Alex Padilla,335,,,
Tulare,299803   MB TULARE,Secretary of State,,Dem,Alex Padilla,122,,,
Tulare,299804   MB CORCORAN,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,299805   MB TIPTON,Secretary of State,,Dem,Alex Padilla,8,,,
Tulare,299806   MB WOODVILLE,Secretary of State,,Dem,Alex Padilla,2,,,
Tulare,299807   MB TULARE,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,299809   MB RICHGROVE,Secretary of State,,Dem,Alex Padilla,14,,,
Tulare,299810   MB DUCOR,Secretary of State,,Dem,Alex Padilla,4,,,
Tulare,299811   MB POPLAR,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,299812   MB TERRA BELLA,Secretary of State,,Dem,Alex Padilla,5,,,
Tulare,299813   MB TERRA BELLA,Secretary of State,,Dem,Alex Padilla,4,,,
Tulare,299815   MB ALLENSWORTH,Secretary of State,,Dem,Alex Padilla,32,,,
Tulare,299816   MB EARLIMART,Secretary of State,,Dem,Alex Padilla,122,,,
Tulare,299817   MB RICHGROVE,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,299818   MB POPLAR,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,299819   MB PIXLEY,Secretary of State,,Dem,Alex Padilla,253,,,
Tulare,299820   MB PIXLEY,Secretary of State,,Dem,Alex Padilla,47,,,
Tulare,299821   MB ALPAUGH,Secretary of State,,Dem,Alex Padilla,24,,,
Tulare,299822   MB ALPAUGH,Secretary of State,,Dem,Alex Padilla,26,,,
Tulare,299823   MB TIPTON,Secretary of State,,Dem,Alex Padilla,9,,,
Tulare,299825   MB EARLIMART,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,306001   VISALIA NAZ #1,Secretary of State,,Dem,Alex Padilla,138,,,
Tulare,306002   VISALIA COMM. CHUR,Secretary of State,,Dem,Alex Padilla,529,,,
Tulare,306003   VISALIA,Secretary of State,,Dem,Alex Padilla,355,,,
Tulare,306008   GATEWAY #1,Secretary of State,,Dem,Alex Padilla,738,,,
Tulare,306009   VISALIA,Secretary of State,,Dem,Alex Padilla,694,,,
Tulare,306017   CHRIST LUTHERAN #1,Secretary of State,,Dem,Alex Padilla,427,,,
Tulare,306019   CHRIST LUTHERAN #2,Secretary of State,,Dem,Alex Padilla,548,,,
Tulare,306021,Secretary of State,,Dem,Alex Padilla,479,,,
Tulare,306026   GATEWAY #2,Secretary of State,,Dem,Alex Padilla,584,,,
Tulare,306027   VISALIA NAZ #2,Secretary of State,,Dem,Alex Padilla,409,,,
Tulare,306030   VISALIA COMM. CHUR,Secretary of State,,Dem,Alex Padilla,645,,,
Tulare,306037   VISALIA,Secretary of State,,Dem,Alex Padilla,353,,,
Tulare,306039   VISALIA,Secretary of State,,Dem,Alex Padilla,754,,,
Tulare,306801   MB VISALIA,Secretary of State,,Dem,Alex Padilla,64,,,
Tulare,306803   MB VISALIA,Secretary of State,,Dem,Alex Padilla,2,,,
Tulare,306804   MB VISALIA,Secretary of State,,Dem,Alex Padilla,2,,,
Tulare,306805   MB VISALIA,Secretary of State,,Dem,Alex Padilla,56,,,
Tulare,306806   MB VISALIA,Secretary of State,,Dem,Alex Padilla,2,,,
Tulare,306910   P.P.A.V. HALL,Secretary of State,,Dem,Alex Padilla,331,,,
Tulare,306912   VISALIA 1ST CHRISTIA,Secretary of State,,Dem,Alex Padilla,569,,,
Tulare,306914   VISALIA 1ST CHRISTIA,Secretary of State,,Dem,Alex Padilla,449,,,
Tulare,306915   ANTHONY COMM. CTR,Secretary of State,,Dem,Alex Padilla,711,,,
Tulare,306918   MANUEL HERNANDEZ,Secretary of State,,Dem,Alex Padilla,477,,,
Tulare,306923   SONS OF ITALY #1,Secretary of State,,Dem,Alex Padilla,735,,,
Tulare,306927   SONS OF ITALY #4,Secretary of State,,Dem,Alex Padilla,679,,,
Tulare,306931   SONS OF ITALY #3,Secretary of State,,Dem,Alex Padilla,476,,,
Tulare,306951   SONS OF ITALY #2,Secretary of State,,Dem,Alex Padilla,409,,,
Tulare,399801   MB VISALIA,Secretary of State,,Dem,Alex Padilla,16,,,
Tulare,399802   MB VISALIA,Secretary of State,,Dem,Alex Padilla,61,,,
Tulare,399803   MB VISALIA,Secretary of State,,Dem,Alex Padilla,5,,,
Tulare,399804   MB VISALIA,Secretary of State,,Dem,Alex Padilla,15,,,
Tulare,399805   MB VISALIA,Secretary of State,,Dem,Alex Padilla,11,,,
Tulare,399806   MB VISALIA,Secretary of State,,Dem,Alex Padilla,2,,,
Tulare,399807   MB VISALIA,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,399808   MB GOSHEN,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,399809   MB GOSHEN,Secretary of State,,Dem,Alex Padilla,7,,,
Tulare,399810   MB VISALIA,Secretary of State,,Dem,Alex Padilla,1,,,
Tulare,399812   MB GOSHEN,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,401101   DINUBA COMM. CTR. #,Secretary of State,,Dem,Alex Padilla,387,,,
Tulare,401201   DINUBA MEM.,Secretary of State,,Dem,Alex Padilla,379,,,
Tulare,401301   DINUBA COMM. CTR. #,Secretary of State,,Dem,Alex Padilla,257,,,
Tulare,401303   DINUBA COMM. CTR. #,Secretary of State,,Dem,Alex Padilla,116,,,
Tulare,401401   DINUBA CHRISTIAN,Secretary of State,,Dem,Alex Padilla,612,,,
Tulare,401505   DINUBA COMM. CTR. #,Secretary of State,,Dem,Alex Padilla,189,,,
Tulare,401801   MB DINUBA,Secretary of State,,Dem,Alex Padilla,88,,,
Tulare,401802   MB DINUBA,Secretary of State,,Dem,Alex Padilla,318,,,
Tulare,406905   MANUEL HERNANDEZ,Secretary of State,,Dem,Alex Padilla,752,,,
Tulare,406917   MANUEL HERNANDEZ,Secretary of State,,Dem,Alex Padilla,447,,,
Tulare,407001   WOODLAKE MEM. #1,Secretary of State,,Dem,Alex Padilla,655,,,
Tulare,407004   WOODLAKE MEM. #2,Secretary of State,,Dem,Alex Padilla,196,,,
Tulare,499006   GOSHEN CSD,Secretary of State,,Dem,Alex Padilla,399,,,
Tulare,499044   KINGSBURG FIRE STA,Secretary of State,,Dem,Alex Padilla,61,,,
Tulare,499048   ELBOW CREEK,Secretary of State,,Dem,Alex Padilla,180,,,
Tulare,499102   GRACE COMM. #4,Secretary of State,,Dem,Alex Padilla,155,,,
Tulare,499116   CUTLER SCHOOL,Secretary of State,,Dem,Alex Padilla,261,,,
Tulare,499117   OROSI MEM. #1,Secretary of State,,Dem,Alex Padilla,437,,,
Tulare,499118   OROSI MEM. #2,Secretary of State,,Dem,Alex Padilla,227,,,
Tulare,499232   IVANHOE MEM.,Secretary of State,,Dem,Alex Padilla,406,,,
Tulare,499313   WOODLAKE MEM. #3,Secretary of State,,Dem,Alex Padilla,82,,,
Tulare,499801   MB DINUBA,Secretary of State,,Dem,Alex Padilla,413,,,
Tulare,499802   MB MONSON-SULTANA,Secretary of State,,Dem,Alex Padilla,111,,,
Tulare,499803   MB VISALIA,Secretary of State,,Dem,Alex Padilla,3,,,
Tulare,499805   MB IVANHOE,Secretary of State,,Dem,Alex Padilla,3,,,
Tulare,499806   MB VISALIA,Secretary of State,,Dem,Alex Padilla,10,,,
Tulare,499807   MB VISALIA,Secretary of State,,Dem,Alex Padilla,40,,,
Tulare,499808   MB VISALIA,Secretary of State,,Dem,Alex Padilla,3,,,
Tulare,499809   MB GOSHEN,Secretary of State,,Dem,Alex Padilla,22,,,
Tulare,499811   MB CUTLER-OROSI,Secretary of State,,Dem,Alex Padilla,135,,,
Tulare,499812   MB TRAVER,Secretary of State,,Dem,Alex Padilla,93,,,
Tulare,499813   MB KINGSBURG,Secretary of State,,Dem,Alex Padilla,1,,,
Tulare,499814   MB VISALIA,Secretary of State,,Dem,Alex Padilla,5,,,
Tulare,499815   MB IVANHOE,Secretary of State,,Dem,Alex Padilla,147,,,
Tulare,499816   MB CULTER-OROSI,Secretary of State,,Dem,Alex Padilla,34,,,
Tulare,499817   MB CUTLER-OROSI,Secretary of State,,Dem,Alex Padilla,142,,,
Tulare,499818   MB CULTER-OROSI,Secretary of State,,Dem,Alex Padilla,138,,,
Tulare,499819   MB CUTLER-OROSI,Secretary of State,,Dem,Alex Padilla,16,,,
Tulare,499820   MB YETTEM,Secretary of State,,Dem,Alex Padilla,9,,,
Tulare,499821   MB EXETER,Secretary of State,,Dem,Alex Padilla,36,,,
Tulare,499822   MB YETTEM,Secretary of State,,Dem,Alex Padilla,10,,,
Tulare,499823   MB WOODLAKE,Secretary of State,,Dem,Alex Padilla,18,,,
Tulare,499824   MB WOODLAKE,Secretary of State,,Dem,Alex Padilla,75,,,
Tulare,499825   MB WOODLAKE,Secretary of State,,Dem,Alex Padilla,21,,,
Tulare,499826   MB YETTEM,Secretary of State,,Dem,Alex Padilla,2,,,
Tulare,499827   MB YETTEM,Secretary of State,,Dem,Alex Padilla,1,,,
Tulare,499828   MB WOODLAKE,Secretary of State,,Dem,Alex Padilla,10,,,
Tulare,499829   MB WOODLKAE,Secretary of State,,Dem,Alex Padilla,51,,,
Tulare,499830   MB BADGER,Secretary of State,,Dem,Alex Padilla,10,,,
Tulare,499832   MB ORANGE COVE,Secretary of State,,Dem,Alex Padilla,30,,,
Tulare,499834   MB WOODLAKE,Secretary of State,,Dem,Alex Padilla,3,,,
Tulare,499836   MB CUTLER-OROSI,Secretary of State,,Dem,Alex Padilla,7,,,
Tulare,499837   MB YETTEM,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,504001   PORTERVILLE,Secretary of State,,Dem,Alex Padilla,578,,,
Tulare,504002   PORTERVILLE,Secretary of State,,Dem,Alex Padilla,331,,,
Tulare,504005   PORTERVILLE MEM. #1,Secretary of State,,Dem,Alex Padilla,90,,,
Tulare,504011   PORTERVILLE MEM. #2,Secretary of State,,Dem,Alex Padilla,167,,,
Tulare,504012   PORTERVILLE,Secretary of State,,Dem,Alex Padilla,387,,,
Tulare,504801   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,206,,,
Tulare,504802   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,158,,,
Tulare,504803   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,504804   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,49,,,
Tulare,504805   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,32,,,
Tulare,504807   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,49,,,
Tulare,504901   PORTERVILLE MEM. #3,Secretary of State,,Dem,Alex Padilla,354,,,
Tulare,504903   PORTERVILLE,Secretary of State,,Dem,Alex Padilla,475,,,
Tulare,504905   PORTERVILLE,Secretary of State,,Dem,Alex Padilla,659,,,
Tulare,504907   PORTERVILLE MEM. #4,Secretary of State,,Dem,Alex Padilla,230,,,
Tulare,504909   HENDERSON BAPTIST,Secretary of State,,Dem,Alex Padilla,82,,,
Tulare,504915   HENDERSON BAPTIST,Secretary of State,,Dem,Alex Padilla,403,,,
Tulare,504919   PORTERVILLE,Secretary of State,,Dem,Alex Padilla,317,,,
Tulare,504936   GRAND AVE. METHOD,Secretary of State,,Dem,Alex Padilla,509,,,
Tulare,599108   RICHGROVE MEM.,Secretary of State,,Dem,Alex Padilla,222,,,
Tulare,599306   SPRINGVILLE MEM.,Secretary of State,,Dem,Alex Padilla,491,,,
Tulare,599315   TULE RIVER,Secretary of State,,Dem,Alex Padilla,132,,,
Tulare,599350   TERRA BELLA MEM.,Secretary of State,,Dem,Alex Padilla,299,,,
Tulare,599555   PORTERVILLE,Secretary of State,,Dem,Alex Padilla,265,,,
Tulare,599801   MB WOODVILLE,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,599802   MB YOKOHL VALLEY,Secretary of State,,Dem,Alex Padilla,20,,,
Tulare,599803   MB SPRINGVILLE,Secretary of State,,Dem,Alex Padilla,168,,,
Tulare,599804   MB SPRINGVILLE,Secretary of State,,Dem,Alex Padilla,2,,,
Tulare,599806   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,210,,,
Tulare,599807   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,3,,,
Tulare,599808   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,14,,,
Tulare,599809   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,58,,,
Tulare,599810   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,10,,,
Tulare,599811   MB INYOKERN,Secretary of State,,Dem,Alex Padilla,11,,,
Tulare,599812   MB POSEY,Secretary of State,,Dem,Alex Padilla,6,,,
Tulare,599813   MB TERRA BELLA,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,599814   MB TERRA BELLA,Secretary of State,,Dem,Alex Padilla,2,,,
Tulare,599815   MB TERRA BELLA,Secretary of State,,Dem,Alex Padilla,8,,,
Tulare,599816   MB TERRA BELLA,Secretary of State,,Dem,Alex Padilla,44,,,
Tulare,599817   MB TERRA BELLA,Secretary of State,,Dem,Alex Padilla,15,,,
Tulare,599819   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,121,,,
Tulare,599820   MB POPLAR,Secretary of State,,Dem,Alex Padilla,102,,,
Tulare,599821   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,35,,,
Tulare,599822   MB POPLAR,Secretary of State,,Dem,Alex Padilla,0,,,
Tulare,599824   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,5,,,
Tulare,599825   MB PORTERVILLE,Secretary of State,,Dem,Alex Padilla,1,,,
Tulare,599826   MB DUCOR,Secretary of State,,Dem,Alex Padilla,52,,,
Tulare,599827   MB RICHGROVE,Secretary of State,,Dem,Alex Padilla,1,,,
Tulare,102001   EXETER MEM. #1,Secretary of State,,Rep,Mark Meuser,632,,,
Tulare,102004   EXETER MEM. #2,Secretary of State,,Rep,Mark Meuser,877,,,
Tulare,102009   EXETER MEM. #3,Secretary of State,,Rep,Mark Meuser,305,,,
Tulare,103001   LINDSAY MEM. #1,Secretary of State,,Rep,Mark Meuser,340,,,
Tulare,103801   MB LINDSAY,Secretary of State,,Rep,Mark Meuser,94,,,
Tulare,106002   SIERRA BAPTIST #1,Secretary of State,,Rep,Mark Meuser,870,,,
Tulare,106003   CAL FIRE #1,Secretary of State,,Rep,Mark Meuser,701,,,
Tulare,106005   CAL FIRE #2,Secretary of State,,Rep,Mark Meuser,1247,,,
Tulare,106010   SIERRA BAPTIST #2,Secretary of State,,Rep,Mark Meuser,878,,,
Tulare,106801   MB VISALIA,Secretary of State,,Rep,Mark Meuser,93,,,
Tulare,106802   MB VISALIA,Secretary of State,,Rep,Mark Meuser,48,,,
Tulare,106803   MB VISALIA,Secretary of State,,Rep,Mark Meuser,2,,,
Tulare,106901   GRACE COMM. #1,Secretary of State,,Rep,Mark Meuser,135,,,
Tulare,106902   GRACE COMM. #2,Secretary of State,,Rep,Mark Meuser,663,,,
Tulare,106910   GRACE COMM. #3,Secretary of State,,Rep,Mark Meuser,233,,,
Tulare,108005   FARMERSVILLE CITY H,Secretary of State,,Rep,Mark Meuser,324,,,
Tulare,108801   MB FARMERSVILLE,Secretary of State,,Rep,Mark Meuser,97,,,
Tulare,199306   THREE RIVERS MEM.,Secretary of State,,Rep,Mark Meuser,598,,,
Tulare,199537   LINDSAY MEM. #2,Secretary of State,,Rep,Mark Meuser,51,,,
Tulare,199801   MB EXETER,Secretary of State,,Rep,Mark Meuser,781,,,
Tulare,199802   MB VISALIA,Secretary of State,,Rep,Mark Meuser,230,,,
Tulare,199803   MB VISALIA,Secretary of State,,Rep,Mark Meuser,35,,,
Tulare,199804   MB VISALIA,Secretary of State,,Rep,Mark Meuser,24,,,
Tulare,199805   MB FARMERSVILLE,Secretary of State,,Rep,Mark Meuser,72,,,
Tulare,199806   MB FARMERSVILLE,Secretary of State,,Rep,Mark Meuser,11,,,
Tulare,199807   MB FARMERSVILLE,Secretary of State,,Rep,Mark Meuser,142,,,
Tulare,199808   MB VISALIA,Secretary of State,,Rep,Mark Meuser,6,,,
Tulare,199809   MB SUNDALE,Secretary of State,,Rep,Mark Meuser,4,,,
Tulare,199810   MB TULARE,Secretary of State,,Rep,Mark Meuser,55,,,
Tulare,199811   MB TULARE,Secretary of State,,Rep,Mark Meuser,17,,,
Tulare,199813   MB STRATHMORE,Secretary of State,,Rep,Mark Meuser,53,,,
Tulare,199814   MB STRATHMORE,Secretary of State,,Rep,Mark Meuser,49,,,
Tulare,199815   MB WOODVILLE,Secretary of State,,Rep,Mark Meuser,31,,,
Tulare,199817   MB LINDSAY,Secretary of State,,Rep,Mark Meuser,224,,,
Tulare,199818   MB WOODVILLE,Secretary of State,,Rep,Mark Meuser,19,,,
Tulare,199819   MB FARMERSVILLE,Secretary of State,,Rep,Mark Meuser,22,,,
Tulare,199821   MB EXETER,Secretary of State,,Rep,Mark Meuser,46,,,
Tulare,199822   MB FARMERSVILLE,Secretary of State,,Rep,Mark Meuser,0,,,
Tulare,199823   MB VISALIA,Secretary of State,,Rep,Mark Meuser,32,,,
Tulare,199824   MB FARMERSVILLE,Secretary of State,,Rep,Mark Meuser,1,,,
Tulare,199825   MB FARMERSVILLE,Secretary of State,,Rep,Mark Meuser,21,,,
Tulare,199826   MB WOODLAKE,Secretary of State,,Rep,Mark Meuser,8,,,
Tulare,199827   MB YOKOHL VALLEY,Secretary of State,,Rep,Mark Meuser,276,,,
Tulare,199828   MB EXETER,Secretary of State,,Rep,Mark Meuser,435,,,
Tulare,199830   MB LEMON COVE,Secretary of State,,Rep,Mark Meuser,35,,,
Tulare,199831   MB THREE RIVERS,Secretary of State,,Rep,Mark Meuser,11,,,
Tulare,199835   MB STRATHMORE,Secretary of State,,Rep,Mark Meuser,225,,,
Tulare,199836   MB STRATHMORE,Secretary of State,,Rep,Mark Meuser,320,,,
Tulare,199838   MB WOODLAKE,Secretary of State,,Rep,Mark Meuser,0,,,
Tulare,199839   MB LINDSAY,Secretary of State,,Rep,Mark Meuser,48,,,
Tulare,199840   MB STRATHMORE,Secretary of State,,Rep,Mark Meuser,84,,,
Tulare,199841   MB STRATHMORE,Secretary of State,,Rep,Mark Meuser,54,,,
Tulare,199842   MB PORTERVILLE,Secretary of State,,Rep,Mark Meuser,3,,,
Tulare,199843   MB WOODVILLE,Secretary of State,,Rep,Mark Meuser,8,,,
Tulare,199844   MB PORTERVILLE,Secretary of State,,Rep,Mark Meuser,4,,,
Tulare,199845   MB PORTERVILLE,Secretary of State,,Rep,Mark Meuser,70,,,
Tulare,199846   MB WOODVILLE,Secretary of State,,Rep,Mark Meuser,2,,,
Tulare,199847   MB STRATHMORE,Secretary of State,,Rep,Mark Meuser,33,,,
Tulare,199848   MB STRATHMORE,Secretary of State,,Rep,Mark Meuser,43,,,
Tulare,199849   MB STRATHMORE,Secretary of State,,Rep,Mark Meuser,16,,,
Tulare,199850   MB STRATHMORE,Secretary of State,,Rep,Mark Meuser,17,,,
Tulare,199851   MB STRATHMORE,Secretary of State,,Rep,Mark Meuser,52,,,
Tulare,199853   MB STRATHMORE,Secretary of State,,Rep,Mark Meuser,2,,,
Tulare,205105   MISSIONARY BAPTIST,Secretary of State,,Rep,Mark Meuser,390,,,
Tulare,205106   CHURCH OF GOD #1,Secretary of State,,Rep,Mark Meuser,140,,,
Tulare,205201   CHURCH OF GOD #2,Secretary of State,,Rep,Mark Meuser,385,,,
Tulare,205302   WAYSIDE,Secretary of State,,Rep,Mark Meuser,562,,,
Tulare,205305   TULARE CO. AG. #2,Secretary of State,,Rep,Mark Meuser,435,,,
Tulare,205401   GARDEN SCHOOL,Secretary of State,,Rep,Mark Meuser,731,,,
Tulare,205405   TULARE COMM. CHUR,Secretary of State,,Rep,Mark Meuser,1303,,,
Tulare,205501   PROSPERITY BAPTIST,Secretary of State,,Rep,Mark Meuser,1021,,,
Tulare,205502   PROSPERITY BAPTIST,Secretary of State,,Rep,Mark Meuser,1003,,,
Tulare,205504   TULARE MEM.,Secretary of State,,Rep,Mark Meuser,907,,,
Tulare,205801   MB TULARE,Secretary of State,,Rep,Mark Meuser,49,,,
Tulare,205802   MB TULARE,Secretary of State,,Rep,Mark Meuser,219,,,
Tulare,205803   MB TULARE,Secretary of State,,Rep,Mark Meuser,136,,,
Tulare,205864   MB TULARE,Secretary of State,,Rep,Mark Meuser,178,,,
Tulare,299017   TULARE CO. AG. #1,Secretary of State,,Rep,Mark Meuser,99,,,
Tulare,299701   TIPTON MEM.,Secretary of State,,Rep,Mark Meuser,106,,,
Tulare,299748   EARLIMART MEM.,Secretary of State,,Rep,Mark Meuser,96,,,
Tulare,299801   MB TULARE,Secretary of State,,Rep,Mark Meuser,13,,,
Tulare,299802   MB TULARE,Secretary of State,,Rep,Mark Meuser,858,,,
Tulare,299803   MB TULARE,Secretary of State,,Rep,Mark Meuser,458,,,
Tulare,299804   MB CORCORAN,Secretary of State,,Rep,Mark Meuser,4,,,
