precinct,office,district,party,candidate,votes,election_day,mail,county
2602,Assembly,,Dem,Cecilia  Aguiar-Curry,606,147,459,sonoma
2604,Assembly,,Dem,Cecilia  Aguiar-Curry,7,0,7,sonoma
2606,Assembly,,Dem,Cecilia  Aguiar-Curry,983,216,767,sonoma
3011,Assembly,,Dem,Cecilia  Aguiar-Curry,414,82,332,sonoma
3017,Assembly,,Dem,Cecilia  Aguiar-Curry,34,0,34,sonoma
3021,Assembly,,Dem,Cecilia  Aguiar-Curry,37,0,37,sonoma
3601,Assembly,,Dem,Cecilia  Aguiar-Curry,904,211,693,sonoma
3602,Assembly,,Dem,Cecilia  Aguiar-Curry,1099,250,849,sonoma
3603,Assembly,,Dem,Cecilia  Aguiar-Curry,1028,276,752,sonoma
3605,Assembly,,Dem,Cecilia  Aguiar-Curry,501,124,377,sonoma
3609,Assembly,,Dem,Cecilia  Aguiar-Curry,1072,201,871,sonoma
3611,Assembly,,Dem,Cecilia  Aguiar-Curry,853,173,680,sonoma
3614,Assembly,,Dem,Cecilia  Aguiar-Curry,995,188,807,sonoma
3616,Assembly,,Dem,Cecilia  Aguiar-Curry,913,191,722,sonoma
3618,Assembly,,Dem,Cecilia  Aguiar-Curry,932,198,734,sonoma
3621,Assembly,,Dem,Cecilia  Aguiar-Curry,0,0,0,sonoma
3622,Assembly,,Dem,Cecilia  Aguiar-Curry,164,0,164,sonoma
7103,Assembly,,Dem,Cecilia  Aguiar-Curry,23,0,23,sonoma
7104,Assembly,,Dem,Cecilia  Aguiar-Curry,379,77,302,sonoma
7105,Assembly,,Dem,Cecilia  Aguiar-Curry,34,0,34,sonoma
7106,Assembly,,Dem,Cecilia  Aguiar-Curry,2,0,2,sonoma
7107,Assembly,,Dem,Cecilia  Aguiar-Curry,4,0,4,sonoma
7111,Assembly,,Dem,Cecilia  Aguiar-Curry,77,0,77,sonoma
7112,Assembly,,Dem,Cecilia  Aguiar-Curry,441,83,358,sonoma
7113,Assembly,,Dem,Cecilia  Aguiar-Curry,0,0,0,sonoma
7114,Assembly,,Dem,Cecilia  Aguiar-Curry,0,0,0,sonoma
7115,Assembly,,Dem,Cecilia  Aguiar-Curry,25,0,25,sonoma
7116,Assembly,,Dem,Cecilia  Aguiar-Curry,0,0,0,sonoma
7120,Assembly,,Dem,Cecilia  Aguiar-Curry,686,187,499,sonoma
7121,Assembly,,Dem,Cecilia  Aguiar-Curry,6,0,6,sonoma
7122,Assembly,,Dem,Cecilia  Aguiar-Curry,38,0,38,sonoma
7123,Assembly,,Dem,Cecilia  Aguiar-Curry,202,45,157,sonoma
7124,Assembly,,Dem,Cecilia  Aguiar-Curry,34,0,34,sonoma
7125,Assembly,,Dem,Cecilia  Aguiar-Curry,29,0,29,sonoma
7126,Assembly,,Dem,Cecilia  Aguiar-Curry,16,0,16,sonoma
7127,Assembly,,Dem,Cecilia  Aguiar-Curry,0,0,0,sonoma
7128,Assembly,,Dem,Cecilia  Aguiar-Curry,38,0,38,sonoma
7129,Assembly,,Dem,Cecilia  Aguiar-Curry,43,0,43,sonoma
7130,Assembly,,Dem,Cecilia  Aguiar-Curry,97,0,97,sonoma
7131,Assembly,,Dem,Cecilia  Aguiar-Curry,0,0,0,sonoma
7132,Assembly,,Dem,Cecilia  Aguiar-Curry,29,0,29,sonoma
7133,Assembly,,Dem,Cecilia  Aguiar-Curry,0,0,0,sonoma
7134,Assembly,,Dem,Cecilia  Aguiar-Curry,0,0,0,sonoma
7135,Assembly,,Dem,Cecilia  Aguiar-Curry,247,37,210,sonoma
7136,Assembly,,Dem,Cecilia  Aguiar-Curry,241,36,205,sonoma
7137,Assembly,,Dem,Cecilia  Aguiar-Curry,1446,362,1084,sonoma
7138,Assembly,,Dem,Cecilia  Aguiar-Curry,917,219,698,sonoma
7139,Assembly,,Dem,Cecilia  Aguiar-Curry,7,0,7,sonoma
7140,Assembly,,Dem,Cecilia  Aguiar-Curry,54,0,54,sonoma
7153,Assembly,,Dem,Cecilia  Aguiar-Curry,235,47,188,sonoma
7154,Assembly,,Dem,Cecilia  Aguiar-Curry,0,0,0,sonoma
7155,Assembly,,Dem,Cecilia  Aguiar-Curry,5,0,5,sonoma
7156,Assembly,,Dem,Cecilia  Aguiar-Curry,311,47,264,sonoma
7157,Assembly,,Dem,Cecilia  Aguiar-Curry,0,0,0,sonoma
7158,Assembly,,Dem,Cecilia  Aguiar-Curry,24,0,24,sonoma
7159,Assembly,,Dem,Cecilia  Aguiar-Curry,50,0,50,sonoma
7163,Assembly,,Dem,Cecilia  Aguiar-Curry,3,0,3,sonoma
7164,Assembly,,Dem,Cecilia  Aguiar-Curry,2,0,2,sonoma
7166,Assembly,,Dem,Cecilia  Aguiar-Curry,1,0,1,sonoma
7167,Assembly,,Dem,Cecilia  Aguiar-Curry,0,0,0,sonoma
7168,Assembly,,Dem,Cecilia  Aguiar-Curry,0,0,0,sonoma
7202,Assembly,,Dem,Cecilia  Aguiar-Curry,4,0,4,sonoma
7236,Assembly,,Dem,Cecilia  Aguiar-Curry,310,55,255,sonoma
7237,Assembly,,Dem,Cecilia  Aguiar-Curry,0,0,0,sonoma
7303,Assembly,,Dem,Cecilia  Aguiar-Curry,74,0,74,sonoma
7304,Assembly,,Dem,Cecilia  Aguiar-Curry,18,0,18,sonoma
7305,Assembly,,Dem,Cecilia  Aguiar-Curry,67,0,67,sonoma
7306,Assembly,,Dem,Cecilia  Aguiar-Curry,18,0,18,sonoma
7307,Assembly,,Dem,Cecilia  Aguiar-Curry,43,0,43,sonoma
2016,US House,,Rep,Dale K. Mensing,21,0,21,sonoma
2020,US House,,Rep,Dale K. Mensing,43,0,43,sonoma
2027,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
2029,US House,,Rep,Dale K. Mensing,2,0,2,sonoma
2032,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
2034,US House,,Rep,Dale K. Mensing,3,0,3,sonoma
2036,US House,,Rep,Dale K. Mensing,1,0,1,sonoma
2037,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
2038,US House,,Rep,Dale K. Mensing,3,0,3,sonoma
2041,US House,,Rep,Dale K. Mensing,3,0,3,sonoma
2042,US House,,Rep,Dale K. Mensing,3,0,3,sonoma
2502,US House,,Rep,Dale K. Mensing,251,61,190,sonoma
2503,US House,,Rep,Dale K. Mensing,109,28,81,sonoma
2504,US House,,Rep,Dale K. Mensing,186,58,128,sonoma
2508,US House,,Rep,Dale K. Mensing,228,48,180,sonoma
2509,US House,,Rep,Dale K. Mensing,295,60,235,sonoma
2514,US House,,Rep,Dale K. Mensing,429,98,331,sonoma
2515,US House,,Rep,Dale K. Mensing,158,31,127,sonoma
2519,US House,,Rep,Dale K. Mensing,427,107,320,sonoma
2523,US House,,Rep,Dale K. Mensing,299,71,228,sonoma
2530,US House,,Rep,Dale K. Mensing,385,61,324,sonoma
2531,US House,,Rep,Dale K. Mensing,354,67,287,sonoma
2536,US House,,Rep,Dale K. Mensing,136,44,92,sonoma
2540,US House,,Rep,Dale K. Mensing,461,138,323,sonoma
4005,US House,,Rep,Dale K. Mensing,41,0,41,sonoma
4009,US House,,Rep,Dale K. Mensing,36,0,36,sonoma
4013,US House,,Rep,Dale K. Mensing,27,0,27,sonoma
4021,US House,,Rep,Dale K. Mensing,38,0,38,sonoma
4030,US House,,Rep,Dale K. Mensing,1,0,1,sonoma
4051,US House,,Rep,Dale K. Mensing,31,0,31,sonoma
4052,US House,,Rep,Dale K. Mensing,2,0,2,sonoma
4064,US House,,Rep,Dale K. Mensing,15,0,15,sonoma
4065,US House,,Rep,Dale K. Mensing,1,0,1,sonoma
4066,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
4072,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
4073,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
4074,US House,,Rep,Dale K. Mensing,18,0,18,sonoma
4201,US House,,Rep,Dale K. Mensing,341,82,259,sonoma
4203,US House,,Rep,Dale K. Mensing,225,41,184,sonoma
4204,US House,,Rep,Dale K. Mensing,367,62,305,sonoma
4401,US House,,Rep,Dale K. Mensing,321,57,264,sonoma
4402,US House,,Rep,Dale K. Mensing,348,65,283,sonoma
4406,US House,,Rep,Dale K. Mensing,217,21,196,sonoma
4407,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
4902,US House,,Rep,Dale K. Mensing,387,87,300,sonoma
4903,US House,,Rep,Dale K. Mensing,388,47,341,sonoma
4904,US House,,Rep,Dale K. Mensing,418,71,347,sonoma
4905,US House,,Rep,Dale K. Mensing,35,0,35,sonoma
4906,US House,,Rep,Dale K. Mensing,422,67,355,sonoma
4907,US House,,Rep,Dale K. Mensing,362,78,284,sonoma
4908,US House,,Rep,Dale K. Mensing,428,101,327,sonoma
5002,US House,,Rep,Dale K. Mensing,21,0,21,sonoma
5005,US House,,Rep,Dale K. Mensing,20,0,20,sonoma
5007,US House,,Rep,Dale K. Mensing,9,0,9,sonoma
5009,US House,,Rep,Dale K. Mensing,1,0,1,sonoma
5012,US House,,Rep,Dale K. Mensing,1,0,1,sonoma
5013,US House,,Rep,Dale K. Mensing,2,0,2,sonoma
5015,US House,,Rep,Dale K. Mensing,9,0,9,sonoma
5017,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
5019,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
5024,US House,,Rep,Dale K. Mensing,2,0,2,sonoma
5025,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
5031,US House,,Rep,Dale K. Mensing,63,24,39,sonoma
5033,US House,,Rep,Dale K. Mensing,5,0,5,sonoma
5037,US House,,Rep,Dale K. Mensing,2,0,2,sonoma
5038,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
5039,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
5040,US House,,Rep,Dale K. Mensing,8,0,8,sonoma
5043,US House,,Rep,Dale K. Mensing,9,0,9,sonoma
5046,US House,,Rep,Dale K. Mensing,16,0,16,sonoma
5048,US House,,Rep,Dale K. Mensing,12,0,12,sonoma
5050,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
5052,US House,,Rep,Dale K. Mensing,31,0,31,sonoma
5054,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
5057,US House,,Rep,Dale K. Mensing,14,0,14,sonoma
5058,US House,,Rep,Dale K. Mensing,7,0,7,sonoma
5059,US House,,Rep,Dale K. Mensing,1,0,1,sonoma
5060,US House,,Rep,Dale K. Mensing,7,0,7,sonoma
5062,US House,,Rep,Dale K. Mensing,4,0,4,sonoma
5063,US House,,Rep,Dale K. Mensing,31,0,31,sonoma
5064,US House,,Rep,Dale K. Mensing,15,0,15,sonoma
5065,US House,,Rep,Dale K. Mensing,3,0,3,sonoma
5067,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
5068,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
5069,US House,,Rep,Dale K. Mensing,7,0,7,sonoma
5070,US House,,Rep,Dale K. Mensing,8,0,8,sonoma
5071,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
5075,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
5076,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
5077,US House,,Rep,Dale K. Mensing,59,10,49,sonoma
7160,US House,,Rep,Dale K. Mensing,59,3,56,sonoma
7161,US House,,Rep,Dale K. Mensing,17,0,17,sonoma
7162,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
7189,US House,,Rep,Dale K. Mensing,21,0,21,sonoma
7190,US House,,Rep,Dale K. Mensing,2,0,2,sonoma
7191,US House,,Rep,Dale K. Mensing,14,0,14,sonoma
7192,US House,,Rep,Dale K. Mensing,5,0,5,sonoma
7204,US House,,Rep,Dale K. Mensing,20,0,20,sonoma
7207,US House,,Rep,Dale K. Mensing,455,94,361,sonoma
7208,US House,,Rep,Dale K. Mensing,536,124,412,sonoma
7209,US House,,Rep,Dale K. Mensing,4,0,4,sonoma
7210,US House,,Rep,Dale K. Mensing,110,29,81,sonoma
7211,US House,,Rep,Dale K. Mensing,35,0,35,sonoma
7212,US House,,Rep,Dale K. Mensing,13,0,13,sonoma
7213,US House,,Rep,Dale K. Mensing,237,70,167,sonoma
7214,US House,,Rep,Dale K. Mensing,52,0,52,sonoma
7215,US House,,Rep,Dale K. Mensing,369,82,287,sonoma
7216,US House,,Rep,Dale K. Mensing,229,72,157,sonoma
7217,US House,,Rep,Dale K. Mensing,7,0,7,sonoma
7218,US House,,Rep,Dale K. Mensing,24,0,24,sonoma
7219,US House,,Rep,Dale K. Mensing,4,0,4,sonoma
7220,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
7221,US House,,Rep,Dale K. Mensing,3,0,3,sonoma
7222,US House,,Rep,Dale K. Mensing,5,0,5,sonoma
7223,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
7224,US House,,Rep,Dale K. Mensing,2,0,2,sonoma
7225,US House,,Rep,Dale K. Mensing,189,38,151,sonoma
7227,US House,,Rep,Dale K. Mensing,4,0,4,sonoma
7228,US House,,Rep,Dale K. Mensing,137,23,114,sonoma
7229,US House,,Rep,Dale K. Mensing,263,62,201,sonoma
7232,US House,,Rep,Dale K. Mensing,3,0,3,sonoma
7233,US House,,Rep,Dale K. Mensing,24,0,24,sonoma
7234,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
7242,US House,,Rep,Dale K. Mensing,50,0,50,sonoma
7243,US House,,Rep,Dale K. Mensing,12,0,12,sonoma
7244,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
7247,US House,,Rep,Dale K. Mensing,7,0,7,sonoma
7250,US House,,Rep,Dale K. Mensing,301,69,232,sonoma
7251,US House,,Rep,Dale K. Mensing,308,71,237,sonoma
7252,US House,,Rep,Dale K. Mensing,245,67,178,sonoma
7253,US House,,Rep,Dale K. Mensing,130,22,108,sonoma
7254,US House,,Rep,Dale K. Mensing,233,61,172,sonoma
7401,US House,,Rep,Dale K. Mensing,34,0,34,sonoma
7402,US House,,Rep,Dale K. Mensing,31,0,31,sonoma
7403,US House,,Rep,Dale K. Mensing,157,44,113,sonoma
7404,US House,,Rep,Dale K. Mensing,1,0,1,sonoma
7405,US House,,Rep,Dale K. Mensing,2,0,2,sonoma
7406,US House,,Rep,Dale K. Mensing,27,0,27,sonoma
7407,US House,,Rep,Dale K. Mensing,261,35,226,sonoma
7409,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
7410,US House,,Rep,Dale K. Mensing,3,0,3,sonoma
7411,US House,,Rep,Dale K. Mensing,471,109,362,sonoma
7412,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
7413,US House,,Rep,Dale K. Mensing,6,0,6,sonoma
7414,US House,,Rep,Dale K. Mensing,3,0,3,sonoma
7415,US House,,Rep,Dale K. Mensing,9,0,9,sonoma
7416,US House,,Rep,Dale K. Mensing,197,40,157,sonoma
7417,US House,,Rep,Dale K. Mensing,40,0,40,sonoma
7418,US House,,Rep,Dale K. Mensing,5,0,5,sonoma
7419,US House,,Rep,Dale K. Mensing,2,0,2,sonoma
7420,US House,,Rep,Dale K. Mensing,22,0,22,sonoma
7421,US House,,Rep,Dale K. Mensing,50,0,50,sonoma
7422,US House,,Rep,Dale K. Mensing,115,39,76,sonoma
7423,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
7424,US House,,Rep,Dale K. Mensing,54,0,54,sonoma
7425,US House,,Rep,Dale K. Mensing,1,0,1,sonoma
7426,US House,,Rep,Dale K. Mensing,15,0,15,sonoma
7427,US House,,Rep,Dale K. Mensing,48,0,48,sonoma
7433,US House,,Rep,Dale K. Mensing,7,0,7,sonoma
7434,US House,,Rep,Dale K. Mensing,131,18,113,sonoma
7435,US House,,Rep,Dale K. Mensing,45,0,45,sonoma
7436,US House,,Rep,Dale K. Mensing,61,6,55,sonoma
7437,US House,,Rep,Dale K. Mensing,62,0,62,sonoma
7438,US House,,Rep,Dale K. Mensing,186,40,146,sonoma
7439,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
7440,US House,,Rep,Dale K. Mensing,16,0,16,sonoma
7441,US House,,Rep,Dale K. Mensing,8,0,8,sonoma
7442,US House,,Rep,Dale K. Mensing,2,0,2,sonoma
7443,US House,,Rep,Dale K. Mensing,44,0,44,sonoma
7444,US House,,Rep,Dale K. Mensing,40,0,40,sonoma
7445,US House,,Rep,Dale K. Mensing,272,73,199,sonoma
7446,US House,,Rep,Dale K. Mensing,25,0,25,sonoma
7447,US House,,Rep,Dale K. Mensing,11,0,11,sonoma
7448,US House,,Rep,Dale K. Mensing,4,0,4,sonoma
7449,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
7450,US House,,Rep,Dale K. Mensing,2,0,2,sonoma
7451,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
7453,US House,,Rep,Dale K. Mensing,292,54,238,sonoma
7454,US House,,Rep,Dale K. Mensing,324,80,244,sonoma
7455,US House,,Rep,Dale K. Mensing,459,100,359,sonoma
7456,US House,,Rep,Dale K. Mensing,3,0,3,sonoma
7457,US House,,Rep,Dale K. Mensing,1,0,1,sonoma
7458,US House,,Rep,Dale K. Mensing,1,0,1,sonoma
7460,US House,,Rep,Dale K. Mensing,3,0,3,sonoma
7461,US House,,Rep,Dale K. Mensing,2,0,2,sonoma
7501,US House,,Rep,Dale K. Mensing,5,0,5,sonoma
7502,US House,,Rep,Dale K. Mensing,165,41,124,sonoma
7503,US House,,Rep,Dale K. Mensing,182,55,127,sonoma
7504,US House,,Rep,Dale K. Mensing,115,22,93,sonoma
7505,US House,,Rep,Dale K. Mensing,5,0,5,sonoma
7510,US House,,Rep,Dale K. Mensing,6,0,6,sonoma
7511,US House,,Rep,Dale K. Mensing,29,0,29,sonoma
7512,US House,,Rep,Dale K. Mensing,12,0,12,sonoma
7513,US House,,Rep,Dale K. Mensing,132,20,112,sonoma
7514,US House,,Rep,Dale K. Mensing,216,33,183,sonoma
7515,US House,,Rep,Dale K. Mensing,115,28,87,sonoma
7516,US House,,Rep,Dale K. Mensing,174,35,139,sonoma
7517,US House,,Rep,Dale K. Mensing,2,0,2,sonoma
7529,US House,,Rep,Dale K. Mensing,2,0,2,sonoma
7530,US House,,Rep,Dale K. Mensing,1,0,1,sonoma
7531,US House,,Rep,Dale K. Mensing,122,22,100,sonoma
7532,US House,,Rep,Dale K. Mensing,166,36,130,sonoma
7533,US House,,Rep,Dale K. Mensing,189,37,152,sonoma
7534,US House,,Rep,Dale K. Mensing,28,0,28,sonoma
7537,US House,,Rep,Dale K. Mensing,17,0,17,sonoma
7538,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
7539,US House,,Rep,Dale K. Mensing,132,34,98,sonoma
7540,US House,,Rep,Dale K. Mensing,242,43,199,sonoma
7541,US House,,Rep,Dale K. Mensing,79,13,66,sonoma
7542,US House,,Rep,Dale K. Mensing,148,33,115,sonoma
7543,US House,,Rep,Dale K. Mensing,6,0,6,sonoma
7544,US House,,Rep,Dale K. Mensing,122,27,95,sonoma
7545,US House,,Rep,Dale K. Mensing,18,0,18,sonoma
7546,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
7547,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
7548,US House,,Rep,Dale K. Mensing,2,0,2,sonoma
7549,US House,,Rep,Dale K. Mensing,1,0,1,sonoma
7550,US House,,Rep,Dale K. Mensing,9,0,9,sonoma
7551,US House,,Rep,Dale K. Mensing,3,0,3,sonoma
7552,US House,,Rep,Dale K. Mensing,184,29,155,sonoma
7553,US House,,Rep,Dale K. Mensing,8,0,8,sonoma
7554,US House,,Rep,Dale K. Mensing,295,51,244,sonoma
7555,US House,,Rep,Dale K. Mensing,29,0,29,sonoma
7556,US House,,Rep,Dale K. Mensing,6,0,6,sonoma
7557,US House,,Rep,Dale K. Mensing,74,16,58,sonoma
7558,US House,,Rep,Dale K. Mensing,8,0,8,sonoma
7559,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
7560,US House,,Rep,Dale K. Mensing,125,32,93,sonoma
7561,US House,,Rep,Dale K. Mensing,36,0,36,sonoma
7562,US House,,Rep,Dale K. Mensing,2,0,2,sonoma
7563,US House,,Rep,Dale K. Mensing,0,0,0,sonoma
7564,US House,,Rep,Dale K. Mensing,2,0,2,sonoma
7566,US House,,Rep,Dale K. Mensing,163,37,126,sonoma
7567,US House,,Rep,Dale K. Mensing,137,31,106,sonoma
7568,US House,,Rep,Dale K. Mensing,168,47,121,sonoma
7571,US House,,Rep,Dale K. Mensing,29,0,29,sonoma
1075,Assembly,,Dem,Dan Monte,23,0,23,sonoma
1077,Assembly,,Dem,Dan Monte,75,21,54,sonoma
1083,Assembly,,Dem,Dan Monte,0,0,0,sonoma
1085,Assembly,,Dem,Dan Monte,3,0,3,sonoma
1105,Assembly,,Dem,Dan Monte,121,35,86,sonoma
1106,Assembly,,Dem,Dan Monte,89,10,79,sonoma
1109,Assembly,,Dem,Dan Monte,22,0,22,sonoma
1110,Assembly,,Dem,Dan Monte,275,60,215,sonoma
1802,Assembly,,Dem,Dan Monte,293,51,242,sonoma
1811,Assembly,,Dem,Dan Monte,23,0,23,sonoma
1812,Assembly,,Dem,Dan Monte,0,0,0,sonoma
1814,Assembly,,Dem,Dan Monte,0,0,0,sonoma
2016,Assembly,,Dem,Dan Monte,28,0,28,sonoma
2020,Assembly,,Dem,Dan Monte,44,0,44,sonoma
2022,Assembly,,Dem,Dan Monte,30,0,30,sonoma
2026,Assembly,,Dem,Dan Monte,2,0,2,sonoma
2027,Assembly,,Dem,Dan Monte,0,0,0,sonoma
2028,Assembly,,Dem,Dan Monte,3,0,3,sonoma
2029,Assembly,,Dem,Dan Monte,3,0,3,sonoma
2032,Assembly,,Dem,Dan Monte,2,0,2,sonoma
2034,Assembly,,Dem,Dan Monte,2,0,2,sonoma
2036,Assembly,,Dem,Dan Monte,2,0,2,sonoma
2037,Assembly,,Dem,Dan Monte,0,0,0,sonoma
2038,Assembly,,Dem,Dan Monte,1,0,1,sonoma
2039,Assembly,,Dem,Dan Monte,2,0,2,sonoma
2041,Assembly,,Dem,Dan Monte,3,0,3,sonoma
2042,Assembly,,Dem,Dan Monte,8,0,8,sonoma
2301,Assembly,,Dem,Dan Monte,483,127,356,sonoma
2502,Assembly,,Dem,Dan Monte,573,149,424,sonoma
2503,Assembly,,Dem,Dan Monte,306,67,239,sonoma
2504,Assembly,,Dem,Dan Monte,564,167,397,sonoma
2508,Assembly,,Dem,Dan Monte,329,63,266,sonoma
2509,Assembly,,Dem,Dan Monte,356,75,281,sonoma
2514,Assembly,,Dem,Dan Monte,471,98,373,sonoma
2515,Assembly,,Dem,Dan Monte,187,39,148,sonoma
2519,Assembly,,Dem,Dan Monte,468,115,353,sonoma
2523,Assembly,,Dem,Dan Monte,413,100,313,sonoma
2530,Assembly,,Dem,Dan Monte,388,79,309,sonoma
2531,Assembly,,Dem,Dan Monte,313,75,238,sonoma
2536,Assembly,,Dem,Dan Monte,170,37,133,sonoma
2540,Assembly,,Dem,Dan Monte,525,144,381,sonoma
3001,Assembly,,Dem,Dan Monte,2,0,2,sonoma
3005,Assembly,,Dem,Dan Monte,76,11,65,sonoma
3024,Assembly,,Dem,Dan Monte,4,0,4,sonoma
3102,Assembly,,Dem,Dan Monte,24,0,24,sonoma
3104,Assembly,,Dem,Dan Monte,9,0,9,sonoma
3110,Assembly,,Dem,Dan Monte,215,39,176,sonoma
3111,Assembly,,Dem,Dan Monte,9,0,9,sonoma
3123,Assembly,,Dem,Dan Monte,115,32,83,sonoma
3137,Assembly,,Dem,Dan Monte,0,0,0,sonoma
3138,Assembly,,Dem,Dan Monte,0,0,0,sonoma
5029,Assembly,,Dem,Dan Monte,27,0,27,sonoma
5031,Assembly,,Dem,Dan Monte,109,18,91,sonoma
5056,Assembly,,Dem,Dan Monte,44,0,44,sonoma
5058,Assembly,,Dem,Dan Monte,11,0,11,sonoma
5060,Assembly,,Dem,Dan Monte,11,0,11,sonoma
5062,Assembly,,Dem,Dan Monte,19,0,19,sonoma
5074,Assembly,,Dem,Dan Monte,1,0,1,sonoma
5075,Assembly,,Dem,Dan Monte,0,0,0,sonoma
5077,Assembly,,Dem,Dan Monte,87,22,65,sonoma
5101,Assembly,,Dem,Dan Monte,190,51,139,sonoma
5104,Assembly,,Dem,Dan Monte,419,110,309,sonoma
5107,Assembly,,Dem,Dan Monte,7,0,7,sonoma
5108,Assembly,,Dem,Dan Monte,24,0,24,sonoma
5110,Assembly,,Dem,Dan Monte,26,0,26,sonoma
5114,Assembly,,Dem,Dan Monte,0,0,0,sonoma
5115,Assembly,,Dem,Dan Monte,185,52,133,sonoma
5116,Assembly,,Dem,Dan Monte,51,0,51,sonoma
5117,Assembly,,Dem,Dan Monte,28,0,28,sonoma
5118,Assembly,,Dem,Dan Monte,12,0,12,sonoma
5121,Assembly,,Dem,Dan Monte,2,0,2,sonoma
5122,Assembly,,Dem,Dan Monte,23,0,23,sonoma
5124,Assembly,,Dem,Dan Monte,0,0,0,sonoma
5125,Assembly,,Dem,Dan Monte,33,0,33,sonoma
5126,Assembly,,Dem,Dan Monte,32,0,32,sonoma
7142,Assembly,,Dem,Dan Monte,432,125,307,sonoma
7143,Assembly,,Dem,Dan Monte,250,50,200,sonoma
7144,Assembly,,Dem,Dan Monte,48,0,48,sonoma
7145,Assembly,,Dem,Dan Monte,0,0,0,sonoma
7146,Assembly,,Dem,Dan Monte,3,0,3,sonoma
7147,Assembly,,Dem,Dan Monte,0,0,0,sonoma
7148,Assembly,,Dem,Dan Monte,215,50,165,sonoma
7149,Assembly,,Dem,Dan Monte,136,52,84,sonoma
7150,Assembly,,Dem,Dan Monte,6,0,6,sonoma
7151,Assembly,,Dem,Dan Monte,0,0,0,sonoma
7152,Assembly,,Dem,Dan Monte,0,0,0,sonoma
7169,Assembly,,Dem,Dan Monte,14,0,14,sonoma
7170,Assembly,,Dem,Dan Monte,1,0,1,sonoma
7175,Assembly,,Dem,Dan Monte,350,99,251,sonoma
7176,Assembly,,Dem,Dan Monte,250,48,202,sonoma
7177,Assembly,,Dem,Dan Monte,37,0,37,sonoma
7178,Assembly,,Dem,Dan Monte,321,61,260,sonoma
7179,Assembly,,Dem,Dan Monte,397,97,300,sonoma
7180,Assembly,,Dem,Dan Monte,43,0,43,sonoma
7181,Assembly,,Dem,Dan Monte,10,0,10,sonoma
7182,Assembly,,Dem,Dan Monte,0,0,0,sonoma
7184,Assembly,,Dem,Dan Monte,351,72,279,sonoma
7185,Assembly,,Dem,Dan Monte,292,58,234,sonoma
7186,Assembly,,Dem,Dan Monte,403,83,320,sonoma
7201,Assembly,,Dem,Dan Monte,50,0,50,sonoma
7203,Assembly,,Dem,Dan Monte,554,118,436,sonoma
7204,Assembly,,Dem,Dan Monte,18,0,18,sonoma
7205,Assembly,,Dem,Dan Monte,37,0,37,sonoma
7206,Assembly,,Dem,Dan Monte,57,0,57,sonoma
7207,Assembly,,Dem,Dan Monte,526,126,400,sonoma
7208,Assembly,,Dem,Dan Monte,661,155,506,sonoma
7209,Assembly,,Dem,Dan Monte,5,0,5,sonoma
7210,Assembly,,Dem,Dan Monte,87,18,69,sonoma
7211,Assembly,,Dem,Dan Monte,28,0,28,sonoma
7212,Assembly,,Dem,Dan Monte,6,0,6,sonoma
7213,Assembly,,Dem,Dan Monte,253,48,205,sonoma
7214,Assembly,,Dem,Dan Monte,61,0,61,sonoma
7215,Assembly,,Dem,Dan Monte,367,91,276,sonoma
7216,Assembly,,Dem,Dan Monte,240,53,187,sonoma
7217,Assembly,,Dem,Dan Monte,6,0,6,sonoma
7218,Assembly,,Dem,Dan Monte,39,0,39,sonoma
7219,Assembly,,Dem,Dan Monte,7,0,7,sonoma
