country,precinct,office,district,party,candidate,votes
San Joaquin,0033534 Tracy,Controller,,Dem,Betty Yee,533
San Joaquin,0033535 Tracy,Controller,,Dem,Betty Yee,444
San Joaquin,0033537 Tracy,Controller,,Dem,Betty Yee,431
San Joaquin,0033540 Tracy,Controller,,Dem,Betty Yee,860
San Joaquin,0033543 Tracy,Controller,,Dem,Betty Yee,924
San Joaquin,0033545 Tracy,Controller,,Dem,Betty Yee,529
San Joaquin,0033546 Tracy,Controller,,Dem,Betty Yee,827
San Joaquin,0033547 Tracy,Controller,,Dem,Betty Yee,654
San Joaquin,0033551 Tracy,Controller,,Dem,Betty Yee,516
San Joaquin,0042401 Lodi,Controller,,Dem,Betty Yee,462
San Joaquin,0042402 Lodi,Controller,,Dem,Betty Yee,463
San Joaquin,0042403 Lodi,Controller,,Dem,Betty Yee,184
San Joaquin,0042404 Lodi,Controller,,Dem,Betty Yee,464
San Joaquin,0042405 Lodi,Controller,,Dem,Betty Yee,420
San Joaquin,0042406 Lodi,Controller,,Dem,Betty Yee,583
San Joaquin,0042407 Lodi,Controller,,Dem,Betty Yee,194
San Joaquin,0042408 Lodi,Controller,,Dem,Betty Yee,520
San Joaquin,0042409 Lodi,Controller,,Dem,Betty Yee,445
San Joaquin,0042413 Lodi,Controller,,Dem,Betty Yee,421
San Joaquin,0042417 Lodi,Controller,,Dem,Betty Yee,325
San Joaquin,0042418 Lodi,Controller,,Dem,Betty Yee,135
San Joaquin,0042419 Lodi,Controller,,Dem,Betty Yee,258
San Joaquin,0042420 Lodi,Controller,,Dem,Betty Yee,322
San Joaquin,0042421 Lodi,Controller,,Dem,Betty Yee,275
San Joaquin,0042423 Lodi,Controller,,Dem,Betty Yee,355
San Joaquin,0042424 Lodi,Controller,,Dem,Betty Yee,449
San Joaquin,0042426 Lodi,Controller,,Dem,Betty Yee,449
San Joaquin,0042427 Lodi,Controller,,Dem,Betty Yee,271
San Joaquin,0042430 Lodi,Controller,,Dem,Betty Yee,393
San Joaquin,0042434 Lodi,Controller,,Dem,Betty Yee,94
San Joaquin,0042437 Lodi,Controller,,Dem,Betty Yee,318
San Joaquin,0042439 Lodi,Controller,,Dem,Betty Yee,434
San Joaquin,0042449 Lodi,Controller,,Dem,Betty Yee,286
San Joaquin,0054301 Manteca,Controller,,Dem,Betty Yee,535
San Joaquin,0054302 Manteca,Controller,,Dem,Betty Yee,674
San Joaquin,0054304 Manteca,Controller,,Dem,Betty Yee,642
San Joaquin,0054305 Manteca,Controller,,Dem,Betty Yee,606
San Joaquin,0054307 Manteca,Controller,,Dem,Betty Yee,748
San Joaquin,0054310 Manteca,Controller,,Dem,Betty Yee,844
San Joaquin,0054312 Manteca,Controller,,Dem,Betty Yee,439
San Joaquin,0054318 Manteca,Controller,,Dem,Betty Yee,1339
San Joaquin,0054320 Manteca,Controller,,Dem,Betty Yee,626
San Joaquin,0054321 Manteca,Controller,,Dem,Betty Yee,648
San Joaquin,0054323 Manteca,Controller,,Dem,Betty Yee,661
San Joaquin,0054324 Manteca,Controller,,Dem,Betty Yee,242
San Joaquin,0054501 Manteca,Controller,,Dem,Betty Yee,544
San Joaquin,0054503 Manteca,Controller,,Dem,Betty Yee,490
San Joaquin,0054505 Manteca,Controller,,Dem,Betty Yee,908
San Joaquin,0054508 Manteca,Controller,,Dem,Betty Yee,620
San Joaquin,0054509 Manteca,Controller,,Dem,Betty Yee,432
San Joaquin,0054510 Manteca,Controller,,Dem,Betty Yee,414
San Joaquin,0054511 Manteca,Controller,,Dem,Betty Yee,679
San Joaquin,0054515 Manteca,Controller,,Dem,Betty Yee,515
San Joaquin,0054520 Manteca,Controller,,Dem,Betty Yee,522
San Joaquin,0054526 Manteca,Controller,,Dem,Betty Yee,222
San Joaquin,0064401 Escalon,Controller,,Dem,Betty Yee,437
San Joaquin,0064402 Escalon,Controller,,Dem,Betty Yee,95
San Joaquin,0064403 Escalon,Controller,,Dem,Betty Yee,492
San Joaquin,0064405 Escalon,Controller,,Dem,Betty Yee,78
San Joaquin,0074401 Ripon,Controller,,Dem,Betty Yee,466
San Joaquin,0074402 Ripon,Controller,,Dem,Betty Yee,596
San Joaquin,0074405 Ripon,Controller,,Dem,Betty Yee,532
San Joaquin,0074407 Ripon,Controller,,Dem,Betty Yee,630
San Joaquin,0084301 Lathrop,Controller,,Dem,Betty Yee,369
San Joaquin,0084302 Lathrop,Controller,,Dem,Betty Yee,539
San Joaquin,0084303 Lathrop,Controller,,Dem,Betty Yee,804
San Joaquin,0084306 Lathrop,Controller,,Dem,Betty Yee,579
San Joaquin,0084307 Lathrop,Controller,,Dem,Betty Yee,501
San Joaquin,0084308 Lathrop,Controller,,Dem,Betty Yee,469
San Joaquin,0084501 Lathrop,Controller,,Dem,Betty Yee,449
San Joaquin,91101,Controller,,Dem,Betty Yee,188
San Joaquin,91102,Controller,,Dem,Betty Yee,424
San Joaquin,91103,Controller,,Dem,Betty Yee,83
San Joaquin,91105,Controller,,Dem,Betty Yee,399
San Joaquin,91107,Controller,,Dem,Betty Yee,401
San Joaquin,91110,Controller,,Dem,Betty Yee,198
San Joaquin,91111,Controller,,Dem,Betty Yee,712
San Joaquin,91113,Controller,,Dem,Betty Yee,622
San Joaquin,91115,Controller,,Dem,Betty Yee,810
San Joaquin,91204,Controller,,Dem,Betty Yee,89
San Joaquin,91205,Controller,,Dem,Betty Yee,432
San Joaquin,91209,Controller,,Dem,Betty Yee,794
San Joaquin,91213,Controller,,Dem,Betty Yee,456
San Joaquin,91217,Controller,,Dem,Betty Yee,559
San Joaquin,91227,Controller,,Dem,Betty Yee,434
San Joaquin,91228,Controller,,Dem,Betty Yee,159
San Joaquin,91305,Controller,,Dem,Betty Yee,232
San Joaquin,91402,Controller,,Dem,Betty Yee,201
San Joaquin,91403,Controller,,Dem,Betty Yee,136
San Joaquin,91404,Controller,,Dem,Betty Yee,71
San Joaquin,91405,Controller,,Dem,Betty Yee,134
San Joaquin,91409,Controller,,Dem,Betty Yee,502
San Joaquin,91421,Controller,,Dem,Betty Yee,166
San Joaquin,92404,Controller,,Dem,Betty Yee,206
San Joaquin,92405,Controller,,Dem,Betty Yee,233
San Joaquin,92406,Controller,,Dem,Betty Yee,326
San Joaquin,92407,Controller,,Dem,Betty Yee,233
San Joaquin,92409,Controller,,Dem,Betty Yee,201
San Joaquin,92411,Controller,,Dem,Betty Yee,394
San Joaquin,92412,Controller,,Dem,Betty Yee,119
San Joaquin,92413,Controller,,Dem,Betty Yee,107
San Joaquin,92414,Controller,,Dem,Betty Yee,170
San Joaquin,92416,Controller,,Dem,Betty Yee,132
San Joaquin,92418,Controller,,Dem,Betty Yee,171
San Joaquin,92419,Controller,,Dem,Betty Yee,613
San Joaquin,92422,Controller,,Dem,Betty Yee,87
San Joaquin,92423,Controller,,Dem,Betty Yee,238
San Joaquin,92432,Controller,,Dem,Betty Yee,109
San Joaquin,93501,Controller,,Dem,Betty Yee,525
San Joaquin,93502,Controller,,Dem,Betty Yee,154
San Joaquin,93503,Controller,,Dem,Betty Yee,113
San Joaquin,93504,Controller,,Dem,Betty Yee,151
San Joaquin,93505,Controller,,Dem,Betty Yee,217
San Joaquin,93521,Controller,,Dem,Betty Yee,867
San Joaquin,93522,Controller,,Dem,Betty Yee,923
San Joaquin,93523,Controller,,Dem,Betty Yee,929
San Joaquin,93524,Controller,,Dem,Betty Yee,88
San Joaquin,94101,Controller,,Dem,Betty Yee,224
San Joaquin,94111,Controller,,Dem,Betty Yee,387
San Joaquin,94114,Controller,,Dem,Betty Yee,125
San Joaquin,94402,Controller,,Dem,Betty Yee,76
San Joaquin,94403,Controller,,Dem,Betty Yee,59
San Joaquin,94405,Controller,,Dem,Betty Yee,104
San Joaquin,94408,Controller,,Dem,Betty Yee,123
San Joaquin,94409,Controller,,Dem,Betty Yee,64
San Joaquin,94410,Controller,,Dem,Betty Yee,173
San Joaquin,94501,Controller,,Dem,Betty Yee,244
San Joaquin,94503,Controller,,Dem,Betty Yee,45
San Joaquin,94506,Controller,,Dem,Betty Yee,162
San Joaquin,0111060 Stockton,Controller,,Dem,Betty Yee,38
San Joaquin,0111100 Stockton,Controller,,Dem,Betty Yee,58
San Joaquin,0111120 Stockton,Controller,,Dem,Betty Yee,59
San Joaquin,0111190 Stockton,Controller,,Dem,Betty Yee,63
San Joaquin,0111230 Stockton,Controller,,Dem,Betty Yee,11
San Joaquin,0111290 Stockton,Controller,,Dem,Betty Yee,10
San Joaquin,0111320 Stockton,Controller,,Dem,Betty Yee,2
San Joaquin,0111400 Stockton,Controller,,Dem,Betty Yee,1
San Joaquin,0111410 Stockton,Controller,,Dem,Betty Yee,0
San Joaquin,0111570 Stockton,Controller,,Dem,Betty Yee,7
San Joaquin,0112140 Stockton,Controller,,Dem,Betty Yee,36
San Joaquin,0112330 Stockton,Controller,,Dem,Betty Yee,46
San Joaquin,0112460 Stockton,Controller,,Dem,Betty Yee,75
San Joaquin,0112520 Stockton,Controller,,Dem,Betty Yee,54
San Joaquin,0112600 Stockton,Controller,,Dem,Betty Yee,8
San Joaquin,0112680 Stockton,Controller,,Dem,Betty Yee,78
San Joaquin,0112840 Stockton,Controller,,Dem,Betty Yee,73
San Joaquin,0112870 Stockton,Controller,,Dem,Betty Yee,22
San Joaquin,0113130 Stockton,Controller,,Dem,Betty Yee,7
San Joaquin,0113280 Stockton,Controller,,Dem,Betty Yee,5
San Joaquin,0113560 Stockton,Controller,,Dem,Betty Yee,29
San Joaquin,0335070 Tracy,Controller,,Dem,Betty Yee,4
San Joaquin,0335280 Tracy,Controller,,Dem,Betty Yee,3
San Joaquin,0335310 Tracy,Controller,,Dem,Betty Yee,2
San Joaquin,0335410 Tracy,Controller,,Dem,Betty Yee,93
San Joaquin,0335440 Tracy,Controller,,Dem,Betty Yee,1
San Joaquin,0335560 Tracy,Controller,,Dem,Betty Yee,42
San Joaquin,0335640 Tracy,Controller,,Dem,Betty Yee,0
San Joaquin,0424030 Lodi,Controller,,Dem,Betty Yee,0
San Joaquin,0424320 Lodi,Controller,,Dem,Betty Yee,7
San Joaquin,0424380 Lodi,Controller,,Dem,Betty Yee,5
San Joaquin,0424400 Lodi,Controller,,Dem,Betty Yee,2
San Joaquin,0543080 Manteca,Controller,,Dem,Betty Yee,2
San Joaquin,0543280 Manteca,Controller,,Dem,Betty Yee,3
San Joaquin,0545060 Manteca,Controller,,Dem,Betty Yee,4
San Joaquin,0545070 Manteca,Controller,,Dem,Betty Yee,107
San Joaquin,0545090 Manteca,Controller,,Dem,Betty Yee,0
San Joaquin,0545150 Manteca,Controller,,Dem,Betty Yee,2
San Joaquin,0545220 Manteca,Controller,,Dem,Betty Yee,80
San Joaquin,0545270 Manteca,Controller,,Dem,Betty Yee,0
San Joaquin,0644030 Escalon,Controller,,Dem,Betty Yee,10
San Joaquin,0843070 Lathrop,Controller,,Dem,Betty Yee,0
San Joaquin,0843110 Lathrop,Controller,,Dem,Betty Yee,8
San Joaquin,0843160 Lathrop,Controller,,Dem,Betty Yee,1
San Joaquin,911040,Controller,,Dem,Betty Yee,73
San Joaquin,911080,Controller,,Dem,Betty Yee,8
San Joaquin,911090,Controller,,Dem,Betty Yee,29
San Joaquin,911130,Controller,,Dem,Betty Yee,2
San Joaquin,911190,Controller,,Dem,Betty Yee,6
San Joaquin,911191,Controller,,Dem,Betty Yee,1
San Joaquin,911200,Controller,,Dem,Betty Yee,0
San Joaquin,911210,Controller,,Dem,Betty Yee,2
San Joaquin,911211,Controller,,Dem,Betty Yee,21
San Joaquin,911212,Controller,,Dem,Betty Yee,1
San Joaquin,911220,Controller,,Dem,Betty Yee,28
San Joaquin,911230,Controller,,Dem,Betty Yee,5
San Joaquin,911231,Controller,,Dem,Betty Yee,3
San Joaquin,911250,Controller,,Dem,Betty Yee,17
San Joaquin,911260,Controller,,Dem,Betty Yee,4
San Joaquin,912010,Controller,,Dem,Betty Yee,19
San Joaquin,912020,Controller,,Dem,Betty Yee,0
San Joaquin,912030,Controller,,Dem,Betty Yee,29
San Joaquin,912031,Controller,,Dem,Betty Yee,107
San Joaquin,912040,Controller,,Dem,Betty Yee,31
San Joaquin,912042,Controller,,Dem,Betty Yee,55
San Joaquin,912080,Controller,,Dem,Betty Yee,28
San Joaquin,912090,Controller,,Dem,Betty Yee,19
San Joaquin,912140,Controller,,Dem,Betty Yee,3
San Joaquin,912142,Controller,,Dem,Betty Yee,2
San Joaquin,912240,Controller,,Dem,Betty Yee,0
San Joaquin,912310,Controller,,Dem,Betty Yee,8
San Joaquin,913040,Controller,,Dem,Betty Yee,5
San Joaquin,913070,Controller,,Dem,Betty Yee,26
San Joaquin,913080,Controller,,Dem,Betty Yee,0
San Joaquin,913081,Controller,,Dem,Betty Yee,43
San Joaquin,913090,Controller,,Dem,Betty Yee,38
San Joaquin,913100,Controller,,Dem,Betty Yee,3
San Joaquin,913140,Controller,,Dem,Betty Yee,4
San Joaquin,913150,Controller,,Dem,Betty Yee,25
San Joaquin,913160,Controller,,Dem,Betty Yee,2
San Joaquin,914040,Controller,,Dem,Betty Yee,2
San Joaquin,914050,Controller,,Dem,Betty Yee,46
San Joaquin,914051,Controller,,Dem,Betty Yee,7
San Joaquin,914060,Controller,,Dem,Betty Yee,19
San Joaquin,914061,Controller,,Dem,Betty Yee,4
San Joaquin,914130,Controller,,Dem,Betty Yee,0
San Joaquin,914150,Controller,,Dem,Betty Yee,8
San Joaquin,914160,Controller,,Dem,Betty Yee,24
San Joaquin,914170,Controller,,Dem,Betty Yee,31
San Joaquin,914180,Controller,,Dem,Betty Yee,18
San Joaquin,914220,Controller,,Dem,Betty Yee,29
San Joaquin,914230,Controller,,Dem,Betty Yee,3
San Joaquin,914231,Controller,,Dem,Betty Yee,11
San Joaquin,914240,Controller,,Dem,Betty Yee,17
San Joaquin,914250,Controller,,Dem,Betty Yee,0
San Joaquin,923010,Controller,,Dem,Betty Yee,7
San Joaquin,924010,Controller,,Dem,Betty Yee,2
San Joaquin,924011,Controller,,Dem,Betty Yee,21
San Joaquin,924020,Controller,,Dem,Betty Yee,15
San Joaquin,924021,Controller,,Dem,Betty Yee,3
San Joaquin,924030,Controller,,Dem,Betty Yee,41
San Joaquin,924031,Controller,,Dem,Betty Yee,48
San Joaquin,924032,Controller,,Dem,Betty Yee,4
San Joaquin,924040,Controller,,Dem,Betty Yee,2
San Joaquin,924041,Controller,,Dem,Betty Yee,50
San Joaquin,924080,Controller,,Dem,Betty Yee,62
San Joaquin,924160,Controller,,Dem,Betty Yee,8
San Joaquin,924190,Controller,,Dem,Betty Yee,2
San Joaquin,924210,Controller,,Dem,Betty Yee,0
San Joaquin,924240,Controller,,Dem,Betty Yee,49
San Joaquin,924250,Controller,,Dem,Betty Yee,7
San Joaquin,924270,Controller,,Dem,Betty Yee,3
San Joaquin,924290,Controller,,Dem,Betty Yee,2
San Joaquin,924320,Controller,,Dem,Betty Yee,6
San Joaquin,924321,Controller,,Dem,Betty Yee,0
San Joaquin,924330,Controller,,Dem,Betty Yee,33
San Joaquin,924360,Controller,,Dem,Betty Yee,10
San Joaquin,924361,Controller,,Dem,Betty Yee,10
San Joaquin,924370,Controller,,Dem,Betty Yee,17
San Joaquin,924380,Controller,,Dem,Betty Yee,17
San Joaquin,924390,Controller,,Dem,Betty Yee,1
San Joaquin,924400,Controller,,Dem,Betty Yee,19
San Joaquin,933010,Controller,,Dem,Betty Yee,15
San Joaquin,933020,Controller,,Dem,Betty Yee,17
San Joaquin,933030,Controller,,Dem,Betty Yee,49
San Joaquin,933040,Controller,,Dem,Betty Yee,1
San Joaquin,935030,Controller,,Dem,Betty Yee,31
San Joaquin,935070,Controller,,Dem,Betty Yee,30
San Joaquin,935080,Controller,,Dem,Betty Yee,12
San Joaquin,935090,Controller,,Dem,Betty Yee,2
San Joaquin,935100,Controller,,Dem,Betty Yee,48
San Joaquin,935110,Controller,,Dem,Betty Yee,16
San Joaquin,935130,Controller,,Dem,Betty Yee,12
San Joaquin,935140,Controller,,Dem,Betty Yee,17
San Joaquin,935150,Controller,,Dem,Betty Yee,6
San Joaquin,935160,Controller,,Dem,Betty Yee,56
San Joaquin,935170,Controller,,Dem,Betty Yee,5
San Joaquin,935180,Controller,,Dem,Betty Yee,2
San Joaquin,935181,Controller,,Dem,Betty Yee,61
San Joaquin,935260,Controller,,Dem,Betty Yee,22
San Joaquin,935270,Controller,,Dem,Betty Yee,10
San Joaquin,935290,Controller,,Dem,Betty Yee,4
San Joaquin,935300,Controller,,Dem,Betty Yee,2
San Joaquin,935340,Controller,,Dem,Betty Yee,0
San Joaquin,935370,Controller,,Dem,Betty Yee,5
San Joaquin,935380,Controller,,Dem,Betty Yee,7
San Joaquin,935430,Controller,,Dem,Betty Yee,10
San Joaquin,941030,Controller,,Dem,Betty Yee,13
San Joaquin,941040,Controller,,Dem,Betty Yee,18
San Joaquin,941050,Controller,,Dem,Betty Yee,7
San Joaquin,941070,Controller,,Dem,Betty Yee,55
San Joaquin,941100,Controller,,Dem,Betty Yee,2
San Joaquin,943010,Controller,,Dem,Betty Yee,23
San Joaquin,943020,Controller,,Dem,Betty Yee,47
San Joaquin,943021,Controller,,Dem,Betty Yee,40
San Joaquin,943030,Controller,,Dem,Betty Yee,41
San Joaquin,943040,Controller,,Dem,Betty Yee,21
San Joaquin,943060,Controller,,Dem,Betty Yee,1
San Joaquin,943070,Controller,,Dem,Betty Yee,18
San Joaquin,943080,Controller,,Dem,Betty Yee,26
San Joaquin,943110,Controller,,Dem,Betty Yee,0
San Joaquin,943120,Controller,,Dem,Betty Yee,0
San Joaquin,943130,Controller,,Dem,Betty Yee,10
San Joaquin,943140,Controller,,Dem,Betty Yee,0
San Joaquin,944020,Controller,,Dem,Betty Yee,1
San Joaquin,944040,Controller,,Dem,Betty Yee,8
San Joaquin,944060,Controller,,Dem,Betty Yee,35
San Joaquin,944080,Controller,,Dem,Betty Yee,19
San Joaquin,944081,Controller,,Dem,Betty Yee,35
San Joaquin,944090,Controller,,Dem,Betty Yee,7
San Joaquin,944110,Controller,,Dem,Betty Yee,14
San Joaquin,944130,Controller,,Dem,Betty Yee,26
San Joaquin,944140,Controller,,Dem,Betty Yee,43
San Joaquin,945020,Controller,,Dem,Betty Yee,17
San Joaquin,945040,Controller,,Dem,Betty Yee,15
San Joaquin,945041,Controller,,Dem,Betty Yee,5
San Joaquin,945050,Controller,,Dem,Betty Yee,16
San Joaquin,945051,Controller,,Dem,Betty Yee,18
San Joaquin,945052,Controller,,Dem,Betty Yee,2
San Joaquin,945060,Controller,,Dem,Betty Yee,5
San Joaquin,945090,Controller,,Dem,Betty Yee,2
San Joaquin,SAN JOAQUIN CA,Controller,,Dem,Betty Yee,111711
San Joaquin,0011101 Stockton,Treasurer,,Rep,Greg Conlon,12
San Joaquin,0011102 Stockton,Treasurer,,Rep,Greg Conlon,49
San Joaquin,0011103 Stockton,Treasurer,,Rep,Greg Conlon,27
San Joaquin,0011104 Stockton,Treasurer,,Rep,Greg Conlon,35
San Joaquin,0011105 Stockton,Treasurer,,Rep,Greg Conlon,65
San Joaquin,0011106 Stockton,Treasurer,,Rep,Greg Conlon,59
San Joaquin,0011107 Stockton,Treasurer,,Rep,Greg Conlon,26
San Joaquin,0011108 Stockton,Treasurer,,Rep,Greg Conlon,80
San Joaquin,0011109 Stockton,Treasurer,,Rep,Greg Conlon,65
San Joaquin,0011111 Stockton,Treasurer,,Rep,Greg Conlon,133
San Joaquin,0011112 Stockton,Treasurer,,Rep,Greg Conlon,37
San Joaquin,0011113 Stockton,Treasurer,,Rep,Greg Conlon,47
San Joaquin,0011114 Stockton,Treasurer,,Rep,Greg Conlon,222
San Joaquin,0011115 Stockton,Treasurer,,Rep,Greg Conlon,78
San Joaquin,0011116 Stockton,Treasurer,,Rep,Greg Conlon,83
San Joaquin,0011117 Stockton,Treasurer,,Rep,Greg Conlon,116
San Joaquin,0011118 Stockton,Treasurer,,Rep,Greg Conlon,187
San Joaquin,0011119 Stockton,Treasurer,,Rep,Greg Conlon,45
San Joaquin,0011120 Stockton,Treasurer,,Rep,Greg Conlon,104
San Joaquin,0011122 Stockton,Treasurer,,Rep,Greg Conlon,110
San Joaquin,0011124 Stockton,Treasurer,,Rep,Greg Conlon,63
San Joaquin,0011125 Stockton,Treasurer,,Rep,Greg Conlon,245
San Joaquin,0011127 Stockton,Treasurer,,Rep,Greg Conlon,143
San Joaquin,0011130 Stockton,Treasurer,,Rep,Greg Conlon,263
San Joaquin,0011137 Stockton,Treasurer,,Rep,Greg Conlon,210
San Joaquin,0011139 Stockton,Treasurer,,Rep,Greg Conlon,53
San Joaquin,0011140 Stockton,Treasurer,,Rep,Greg Conlon,46
San Joaquin,0011142 Stockton,Treasurer,,Rep,Greg Conlon,215
San Joaquin,0011147 Stockton,Treasurer,,Rep,Greg Conlon,126
San Joaquin,0011149 Stockton,Treasurer,,Rep,Greg Conlon,278
San Joaquin,0011151 Stockton,Treasurer,,Rep,Greg Conlon,141
San Joaquin,0011152 Stockton,Treasurer,,Rep,Greg Conlon,195
San Joaquin,0011155 Stockton,Treasurer,,Rep,Greg Conlon,72
San Joaquin,0011158 Stockton,Treasurer,,Rep,Greg Conlon,88
San Joaquin,0011166 Stockton,Treasurer,,Rep,Greg Conlon,176
San Joaquin,0011201 Stockton,Treasurer,,Rep,Greg Conlon,352
San Joaquin,0011203 Stockton,Treasurer,,Rep,Greg Conlon,234
San Joaquin,0011204 Stockton,Treasurer,,Rep,Greg Conlon,516
San Joaquin,0011205 Stockton,Treasurer,,Rep,Greg Conlon,191
San Joaquin,0011206 Stockton,Treasurer,,Rep,Greg Conlon,432
San Joaquin,0011208 Stockton,Treasurer,,Rep,Greg Conlon,77
San Joaquin,0011209 Stockton,Treasurer,,Rep,Greg Conlon,386
San Joaquin,0011210 Stockton,Treasurer,,Rep,Greg Conlon,177
San Joaquin,0011211 Stockton,Treasurer,,Rep,Greg Conlon,196
San Joaquin,0011212 Stockton,Treasurer,,Rep,Greg Conlon,194
San Joaquin,0011213 Stockton,Treasurer,,Rep,Greg Conlon,181
San Joaquin,0011214 Stockton,Treasurer,,Rep,Greg Conlon,34
San Joaquin,0011215 Stockton,Treasurer,,Rep,Greg Conlon,201
San Joaquin,0011216 Stockton,Treasurer,,Rep,Greg Conlon,146
San Joaquin,0011217 Stockton,Treasurer,,Rep,Greg Conlon,678
San Joaquin,0011218 Stockton,Treasurer,,Rep,Greg Conlon,324
San Joaquin,0011220 Stockton,Treasurer,,Rep,Greg Conlon,154
San Joaquin,0011221 Stockton,Treasurer,,Rep,Greg Conlon,243
San Joaquin,0011224 Stockton,Treasurer,,Rep,Greg Conlon,186
San Joaquin,0011227 Stockton,Treasurer,,Rep,Greg Conlon,245
San Joaquin,0011228 Stockton,Treasurer,,Rep,Greg Conlon,92
San Joaquin,0011230 Stockton,Treasurer,,Rep,Greg Conlon,301
San Joaquin,0011231 Stockton,Treasurer,,Rep,Greg Conlon,270
