county,office,district,party,candidate,votes
Alameda,State Senate,7,DEM,Susan Bonilla,3098
Alameda,State Senate,7,DEM,Joan Buchanan,6373
Alameda,State Senate,7,DEM,Steve Glazer,7955
Alameda,State Senate,7,DEM,Terry Kremin,706
Alameda,State Senate,7,REP,Michaela M. Hertle,3854
Contra Costa,State Senate,7,DEM,Susan Bonilla,25291
Contra Costa,State Senate,7,DEM,Joan Buchanan,19161
Contra Costa,State Senate,7,DEM,Steve Glazer,30456
Contra Costa,State Senate,7,DEM,Terry Kremin,2536
Contra Costa,State Senate,7,REP,Michaela M. Hertle,14427
