county,precinct,race,party,candidate,votes
Napa,121153,President,PF,Gloria Estela La Riva,2
Napa,121153,President,WI,Write-In,1
Napa,121154,President,DEM,Hillary Clinton,38
Napa,121154,President,REP/AI,Donald J. Trump,23
Napa,121154,President,LIB,Gary Johnson,2
Napa,121154,President,GRN,Jill Stein,2
Napa,121154,President,PF,Gloria Estela La Riva,0
Napa,121154,President,WI,Write-In,0
Napa,121155,President,DEM,Hillary Clinton,121
Napa,121155,President,REP/AI,Donald J. Trump,40
Napa,121155,President,LIB,Gary Johnson,10
Napa,121155,President,GRN,Jill Stein,4
Napa,121155,President,PF,Gloria Estela La Riva,0
Napa,121155,President,WI,Write-In,2
Napa,121156,President,DEM,Hillary Clinton,214
Napa,121156,President,REP/AI,Donald J. Trump,103
Napa,121156,President,LIB,Gary Johnson,12
Napa,121156,President,GRN,Jill Stein,4
Napa,121156,President,PF,Gloria Estela La Riva,0
Napa,121156,President,WI,Write-In,6
Napa,121157,President,DEM,Hillary Clinton,219
Napa,121157,President,REP/AI,Donald J. Trump,65
Napa,121157,President,LIB,Gary Johnson,9
Napa,121157,President,GRN,Jill Stein,12
Napa,121157,President,PF,Gloria Estela La Riva,1
Napa,121157,President,WI,Write-In,4
Napa,121158,President,DEM,Hillary Clinton,289
Napa,121158,President,REP/AI,Donald J. Trump,123
Napa,121158,President,LIB,Gary Johnson,18
Napa,121158,President,GRN,Jill Stein,9
Napa,121158,President,PF,Gloria Estela La Riva,2
Napa,121158,President,WI,Write-In,4
Napa,121161,President,DEM,Hillary Clinton,141
Napa,121161,President,REP/AI,Donald J. Trump,121
Napa,121161,President,LIB,Gary Johnson,18
Napa,121161,President,GRN,Jill Stein,5
Napa,121161,President,PF,Gloria Estela La Riva,2
Napa,121161,President,WI,Write-In,0
Napa,121162,President,DEM,Hillary Clinton,302
Napa,121162,President,REP/AI,Donald J. Trump,178
Napa,121162,President,LIB,Gary Johnson,24
Napa,121162,President,GRN,Jill Stein,12
Napa,121162,President,PF,Gloria Estela La Riva,0
Napa,121162,President,WI,Write-In,12
Napa,121221,President,DEM,Hillary Clinton,153
Napa,121221,President,REP/AI,Donald J. Trump,25
Napa,121221,President,LIB,Gary Johnson,10
Napa,121221,President,GRN,Jill Stein,8
Napa,121221,President,PF,Gloria Estela La Riva,1
Napa,121221,President,WI,Write-In,1
Napa,121222,President,DEM,Hillary Clinton,42
Napa,121222,President,REP/AI,Donald J. Trump,7
Napa,121222,President,LIB,Gary Johnson,1
Napa,121222,President,GRN,Jill Stein,5
Napa,121222,President,PF,Gloria Estela La Riva,0
Napa,121222,President,WI,Write-In,0
Napa,121223,President,DEM,Hillary Clinton,66
Napa,121223,President,REP/AI,Donald J. Trump,12
Napa,121223,President,LIB,Gary Johnson,4
Napa,121223,President,GRN,Jill Stein,4
Napa,121223,President,PF,Gloria Estela La Riva,0
Napa,121223,President,WI,Write-In,1
Napa,121231,President,DEM,Hillary Clinton,9
Napa,121231,President,REP/AI,Donald J. Trump,9
Napa,121231,President,LIB,Gary Johnson,1
Napa,121231,President,GRN,Jill Stein,0
Napa,121231,President,PF,Gloria Estela La Riva,0
Napa,121231,President,WI,Write-In,0
Napa,121232,President,DEM,Hillary Clinton,134
Napa,121232,President,REP/AI,Donald J. Trump,35
Napa,121232,President,LIB,Gary Johnson,6
Napa,121232,President,GRN,Jill Stein,5
Napa,121232,President,PF,Gloria Estela La Riva,1
Napa,121232,President,WI,Write-In,2
Napa,121233,President,DEM,Hillary Clinton,414
Napa,121233,President,REP/AI,Donald J. Trump,78
Napa,121233,President,LIB,Gary Johnson,27
Napa,121233,President,GRN,Jill Stein,18
Napa,121233,President,PF,Gloria Estela La Riva,2
Napa,121233,President,WI,Write-In,9
Napa,121234,President,DEM,Hillary Clinton,315
Napa,121234,President,REP/AI,Donald J. Trump,61
Napa,121234,President,LIB,Gary Johnson,20
Napa,121234,President,GRN,Jill Stein,11
Napa,121234,President,PF,Gloria Estela La Riva,1
Napa,121234,President,WI,Write-In,5
Napa,121235,President,DEM,Hillary Clinton,259
Napa,121235,President,REP/AI,Donald J. Trump,63
Napa,121235,President,LIB,Gary Johnson,17
Napa,121235,President,GRN,Jill Stein,12
Napa,121235,President,PF,Gloria Estela La Riva,1
Napa,121235,President,WI,Write-In,6
Napa,121236,President,DEM,Hillary Clinton,244
Napa,121236,President,REP/AI,Donald J. Trump,70
Napa,121236,President,LIB,Gary Johnson,7
Napa,121236,President,GRN,Jill Stein,9
Napa,121236,President,PF,Gloria Estela La Riva,2
Napa,121236,President,WI,Write-In,3
Napa,121237,President,DEM,Hillary Clinton,23
Napa,121237,President,REP/AI,Donald J. Trump,20
Napa,121237,President,LIB,Gary Johnson,3
Napa,121237,President,GRN,Jill Stein,3
Napa,121237,President,PF,Gloria Estela La Riva,1
Napa,121237,President,WI,Write-In,0
Napa,121238,President,DEM,Hillary Clinton,280
Napa,121238,President,REP/AI,Donald J. Trump,97
Napa,121238,President,LIB,Gary Johnson,13
Napa,121238,President,GRN,Jill Stein,13
Napa,121238,President,PF,Gloria Estela La Riva,0
Napa,121238,President,WI,Write-In,8
Napa,121239,President,DEM,Hillary Clinton,299
Napa,121239,President,REP/AI,Donald J. Trump,95
Napa,121239,President,LIB,Gary Johnson,20
Napa,121239,President,GRN,Jill Stein,8
Napa,121239,President,PF,Gloria Estela La Riva,2
Napa,121239,President,WI,Write-In,5
Napa,121431,President,DEM,Hillary Clinton,344
Napa,121431,President,REP/AI,Donald J. Trump,158
Napa,121431,President,LIB,Gary Johnson,31
Napa,121431,President,GRN,Jill Stein,10
Napa,121431,President,PF,Gloria Estela La Riva,1
Napa,121431,President,WI,Write-In,7
Napa,121551,President,DEM,Hillary Clinton,82
Napa,121551,President,REP/AI,Donald J. Trump,20
Napa,121551,President,LIB,Gary Johnson,6
Napa,121551,President,GRN,Jill Stein,4
Napa,121551,President,PF,Gloria Estela La Riva,0
Napa,121551,President,WI,Write-In,2
Napa,121552,President,DEM,Hillary Clinton,111
Napa,121552,President,REP/AI,Donald J. Trump,42
Napa,121552,President,LIB,Gary Johnson,1
Napa,121552,President,GRN,Jill Stein,4
Napa,121552,President,PF,Gloria Estela La Riva,2
Napa,121552,President,WI,Write-In,3
Napa,121751,President,DEM,Hillary Clinton,188
Napa,121751,President,REP/AI,Donald J. Trump,98
Napa,121751,President,LIB,Gary Johnson,9
Napa,121751,President,GRN,Jill Stein,3
Napa,121751,President,PF,Gloria Estela La Riva,1
Napa,121751,President,WI,Write-In,2
Napa,121752,President,DEM,Hillary Clinton,302
Napa,121752,President,REP/AI,Donald J. Trump,193
Napa,121752,President,LIB,Gary Johnson,22
Napa,121752,President,GRN,Jill Stein,11
Napa,121752,President,PF,Gloria Estela La Riva,1
Napa,121752,President,WI,Write-In,12
Napa,211161,President,DEM,Hillary Clinton,39
Napa,211161,President,REP/AI,Donald J. Trump,15
Napa,211161,President,LIB,Gary Johnson,4
Napa,211161,President,GRN,Jill Stein,0
Napa,211161,President,PF,Gloria Estela La Riva,0
Napa,211161,President,WI,Write-In,0
Napa,211162,President,DEM,Hillary Clinton,6
Napa,211162,President,REP/AI,Donald J. Trump,13
Napa,211162,President,LIB,Gary Johnson,0
Napa,211162,President,GRN,Jill Stein,0
Napa,211162,President,PF,Gloria Estela La Riva,0
Napa,211162,President,WI,Write-In,0
Napa,211561,President,DEM,Hillary Clinton,232
Napa,211561,President,REP/AI,Donald J. Trump,75
Napa,211561,President,LIB,Gary Johnson,12
Napa,211561,President,GRN,Jill Stein,10
Napa,211561,President,PF,Gloria Estela La Riva,2
Napa,211561,President,WI,Write-In,8
Napa,211562,President,DEM,Hillary Clinton,228
Napa,211562,President,REP/AI,Donald J. Trump,108
Napa,211562,President,LIB,Gary Johnson,10
Napa,211562,President,GRN,Jill Stein,10
Napa,211562,President,PF,Gloria Estela La Riva,2
Napa,211562,President,WI,Write-In,8
Napa,211563,President,DEM,Hillary Clinton,22
Napa,211563,President,REP/AI,Donald J. Trump,11
Napa,211563,President,LIB,Gary Johnson,0
Napa,211563,President,GRN,Jill Stein,0
Napa,211563,President,PF,Gloria Estela La Riva,0
Napa,211563,President,WI,Write-In,0
Napa,211751,President,DEM,Hillary Clinton,40
Napa,211751,President,REP/AI,Donald J. Trump,9
Napa,211751,President,LIB,Gary Johnson,1
Napa,211751,President,GRN,Jill Stein,1
Napa,211751,President,PF,Gloria Estela La Riva,0
Napa,211751,President,WI,Write-In,0
Napa,211761,President,DEM,Hillary Clinton,202
Napa,211761,President,REP/AI,Donald J. Trump,100
Napa,211761,President,LIB,Gary Johnson,8
Napa,211761,President,GRN,Jill Stein,8
Napa,211761,President,PF,Gloria Estela La Riva,3
Napa,211761,President,WI,Write-In,3
Napa,221161,President,DEM,Hillary Clinton,152
Napa,221161,President,REP/AI,Donald J. Trump,91
Napa,221161,President,LIB,Gary Johnson,12
Napa,221161,President,GRN,Jill Stein,8
Napa,221161,President,PF,Gloria Estela La Riva,0
Napa,221161,President,WI,Write-In,5
Napa,221162,President,DEM,Hillary Clinton,243
Napa,221162,President,REP/AI,Donald J. Trump,130
Napa,221162,President,LIB,Gary Johnson,22
Napa,221162,President,GRN,Jill Stein,9
Napa,221162,President,PF,Gloria Estela La Riva,1
Napa,221162,President,WI,Write-In,0
Napa,221163,President,DEM,Hillary Clinton,183
Napa,221163,President,REP/AI,Donald J. Trump,109
Napa,221163,President,LIB,Gary Johnson,17
Napa,221163,President,GRN,Jill Stein,7
Napa,221163,President,PF,Gloria Estela La Riva,0
Napa,221163,President,WI,Write-In,0
Napa,221231,President,DEM,Hillary Clinton,194
Napa,221231,President,REP/AI,Donald J. Trump,54
Napa,221231,President,LIB,Gary Johnson,9
Napa,221231,President,GRN,Jill Stein,7
Napa,221231,President,PF,Gloria Estela La Riva,1
Napa,221231,President,WI,Write-In,3
Napa,221232,President,DEM,Hillary Clinton,236
Napa,221232,President,REP/AI,Donald J. Trump,72
Napa,221232,President,LIB,Gary Johnson,14
Napa,221232,President,GRN,Jill Stein,5
Napa,221232,President,PF,Gloria Estela La Riva,0
Napa,221232,President,WI,Write-In,0
Napa,221233,President,DEM,Hillary Clinton,33
Napa,221233,President,REP/AI,Donald J. Trump,2
Napa,221233,President,LIB,Gary Johnson,0
Napa,221233,President,GRN,Jill Stein,0
Napa,221233,President,PF,Gloria Estela La Riva,0
Napa,221233,President,WI,Write-In,1
Napa,221551,President,DEM,Hillary Clinton,288
Napa,221551,President,REP/AI,Donald J. Trump,83
Napa,221551,President,LIB,Gary Johnson,18
Napa,221551,President,GRN,Jill Stein,11
Napa,221551,President,PF,Gloria Estela La Riva,2
Napa,221551,President,WI,Write-In,7
Napa,221552,President,DEM,Hillary Clinton,193
Napa,221552,President,REP/AI,Donald J. Trump,49
Napa,221552,President,LIB,Gary Johnson,16
Napa,221552,President,GRN,Jill Stein,9
Napa,221552,President,PF,Gloria Estela La Riva,1
Napa,221552,President,WI,Write-In,2
Napa,221553,President,DEM,Hillary Clinton,157
Napa,221553,President,REP/AI,Donald J. Trump,32
Napa,221553,President,LIB,Gary Johnson,8
Napa,221553,President,GRN,Jill Stein,4
Napa,221553,President,PF,Gloria Estela La Riva,0
Napa,221553,President,WI,Write-In,3
Napa,221561,President,DEM,Hillary Clinton,82
Napa,221561,President,REP/AI,Donald J. Trump,27
Napa,221561,President,LIB,Gary Johnson,6
Napa,221561,President,GRN,Jill Stein,2
Napa,221561,President,PF,Gloria Estela La Riva,1
Napa,221561,President,WI,Write-In,6
Napa,221562,President,DEM,Hillary Clinton,282
Napa,221562,President,REP/AI,Donald J. Trump,139
Napa,221562,President,LIB,Gary Johnson,32
Napa,221562,President,GRN,Jill Stein,7
Napa,221562,President,PF,Gloria Estela La Riva,0
Napa,221562,President,WI,Write-In,5
Napa,221563,President,DEM,Hillary Clinton,327
Napa,221563,President,REP/AI,Donald J. Trump,158
Napa,221563,President,LIB,Gary Johnson,17
Napa,221563,President,GRN,Jill Stein,16
Napa,221563,President,PF,Gloria Estela La Riva,2
Napa,221563,President,WI,Write-In,7
Napa,221564,President,DEM,Hillary Clinton,302
Napa,221564,President,REP/AI,Donald J. Trump,172
Napa,221564,President,LIB,Gary Johnson,22
Napa,221564,President,GRN,Jill Stein,14
Napa,221564,President,PF,Gloria Estela La Riva,2
Napa,221564,President,WI,Write-In,6
Napa,221565,President,DEM,Hillary Clinton,289
Napa,221565,President,REP/AI,Donald J. Trump,191
Napa,221565,President,LIB,Gary Johnson,20
Napa,221565,President,GRN,Jill Stein,11
Napa,221565,President,PF,Gloria Estela La Riva,4
Napa,221565,President,WI,Write-In,8
Napa,221566,President,DEM,Hillary Clinton,201
Napa,221566,President,REP/AI,Donald J. Trump,117
Napa,221566,President,LIB,Gary Johnson,10
Napa,221566,President,GRN,Jill Stein,8
Napa,221566,President,PF,Gloria Estela La Riva,1
Napa,221566,President,WI,Write-In,3
Napa,221571,President,DEM,Hillary Clinton,1104
Napa,221571,President,REP/AI,Donald J. Trump,557
Napa,221571,President,LIB,Gary Johnson,84
Napa,221571,President,GRN,Jill Stein,25
Napa,221571,President,PF,Gloria Estela La Riva,5
Napa,221571,President,WI,Write-In,25
Napa,221572,President,DEM,Hillary Clinton,374
Napa,221572,President,REP/AI,Donald J. Trump,221
Napa,221572,President,LIB,Gary Johnson,31
Napa,221572,President,GRN,Jill Stein,9
Napa,221572,President,PF,Gloria Estela La Riva,1
Napa,221572,President,WI,Write-In,8
Napa,221573,President,DEM,Hillary Clinton,262
Napa,221573,President,REP/AI,Donald J. Trump,150
Napa,221573,President,LIB,Gary Johnson,18
Napa,221573,President,GRN,Jill Stein,11
Napa,221573,President,PF,Gloria Estela La Riva,0
Napa,221573,President,WI,Write-In,6
Napa,221574,President,DEM,Hillary Clinton,426
Napa,221574,President,REP/AI,Donald J. Trump,191
Napa,221574,President,LIB,Gary Johnson,26
Napa,221574,President,GRN,Jill Stein,14
Napa,221574,President,PF,Gloria Estela La Riva,1
Napa,221574,President,WI,Write-In,10
Napa,221671,President,DEM,Hillary Clinton,179
Napa,221671,President,REP/AI,Donald J. Trump,95
Napa,221671,President,LIB,Gary Johnson,11
Napa,221671,President,GRN,Jill Stein,1
Napa,221671,President,PF,Gloria Estela La Riva,0
Napa,221671,President,WI,Write-In,4
Napa,221672,President,DEM,Hillary Clinton,337
Napa,221672,President,REP/AI,Donald J. Trump,206
Napa,221672,President,LIB,Gary Johnson,12
Napa,221672,President,GRN,Jill Stein,7
Napa,221672,President,PF,Gloria Estela La Riva,4
Napa,221672,President,WI,Write-In,12
Napa,221673,President,DEM,Hillary Clinton,203
Napa,221673,President,REP/AI,Donald J. Trump,120
Napa,221673,President,LIB,Gary Johnson,11
Napa,221673,President,GRN,Jill Stein,3
Napa,221673,President,PF,Gloria Estela La Riva,1
Napa,221673,President,WI,Write-In,0
Napa,221674,President,DEM,Hillary Clinton,314
Napa,221674,President,REP/AI,Donald J. Trump,208
Napa,221674,President,LIB,Gary Johnson,29
Napa,221674,President,GRN,Jill Stein,15
Napa,221674,President,PF,Gloria Estela La Riva,0
Napa,221674,President,WI,Write-In,6
Napa,221675,President,DEM,Hillary Clinton,603
Napa,221675,President,REP/AI,Donald J. Trump,300
Napa,221675,President,LIB,Gary Johnson,44
Napa,221675,President,GRN,Jill Stein,22
Napa,221675,President,PF,Gloria Estela La Riva,2
Napa,221675,President,WI,Write-In,10
Napa,221676,President,DEM,Hillary Clinton,191
Napa,221676,President,REP/AI,Donald J. Trump,96
Napa,221676,President,LIB,Gary Johnson,7
Napa,221676,President,GRN,Jill Stein,8
Napa,221676,President,PF,Gloria Estela La Riva,1
Napa,221676,President,WI,Write-In,2
Napa,221762,President,DEM,Hillary Clinton,339
Napa,221762,President,REP/AI,Donald J. Trump,170
Napa,221762,President,LIB,Gary Johnson,16
Napa,221762,President,GRN,Jill Stein,9
Napa,221762,President,PF,Gloria Estela La Riva,2
Napa,221762,President,WI,Write-In,14
Napa,311411,President,DEM,Hillary Clinton,10
Napa,311411,President,REP/AI,Donald J. Trump,7
Napa,311411,President,LIB,Gary Johnson,2
Napa,311411,President,GRN,Jill Stein,0
Napa,311411,President,PF,Gloria Estela La Riva,0
Napa,311411,President,WI,Write-In,0
Napa,311471,President,DEM,Hillary Clinton,25
Napa,311471,President,REP/AI,Donald J. Trump,22
Napa,311471,President,LIB,Gary Johnson,2
Napa,311471,President,GRN,Jill Stein,0
Napa,311471,President,PF,Gloria Estela La Riva,0
Napa,311471,President,WI,Write-In,1
Napa,311571,President,DEM,Hillary Clinton,39
Napa,311571,President,REP/AI,Donald J. Trump,34
Napa,311571,President,LIB,Gary Johnson,3
Napa,311571,President,GRN,Jill Stein,0
Napa,311571,President,PF,Gloria Estela La Riva,0
Napa,311571,President,WI,Write-In,5
Napa,311611,President,DEM,Hillary Clinton,238
Napa,311611,President,REP/AI,Donald J. Trump,205
Napa,311611,President,LIB,Gary Johnson,45
Napa,311611,President,GRN,Jill Stein,11
Napa,311611,President,PF,Gloria Estela La Riva,2
Napa,311611,President,WI,Write-In,4
Napa,311671,President,DEM,Hillary Clinton,153
Napa,311671,President,REP/AI,Donald J. Trump,119
Napa,311671,President,LIB,Gary Johnson,22
Napa,311671,President,GRN,Jill Stein,8
Napa,311671,President,PF,Gloria Estela La Riva,2
Napa,311671,President,WI,Write-In,3
Napa,311712,President,DEM,Hillary Clinton,16
Napa,311712,President,REP/AI,Donald J. Trump,2
Napa,311712,President,LIB,Gary Johnson,0
Napa,311712,President,GRN,Jill Stein,0
Napa,311712,President,PF,Gloria Estela La Riva,0
Napa,311712,President,WI,Write-In,0
Napa,312401,President,DEM,Hillary Clinton,0
Napa,312401,President,REP/AI,Donald J. Trump,0
Napa,312401,President,LIB,Gary Johnson,1
Napa,312401,President,GRN,Jill Stein,1
Napa,312401,President,PF,Gloria Estela La Riva,0
Napa,312401,President,WI,Write-In,0
Napa,312601,President,DEM,Hillary Clinton,61
Napa,312601,President,REP/AI,Donald J. Trump,51
Napa,312601,President,LIB,Gary Johnson,4
Napa,312601,President,GRN,Jill Stein,8
Napa,312601,President,PF,Gloria Estela La Riva,1
Napa,312601,President,WI,Write-In,0
Napa,312602,President,DEM,Hillary Clinton,184
Napa,312602,President,REP/AI,Donald J. Trump,67
Napa,312602,President,LIB,Gary Johnson,12
Napa,312602,President,GRN,Jill Stein,5
Napa,312602,President,PF,Gloria Estela La Riva,0
Napa,312602,President,WI,Write-In,3
Napa,312701,President,DEM,Hillary Clinton,31
Napa,312701,President,REP/AI,Donald J. Trump,30
Napa,312701,President,LIB,Gary Johnson,3
Napa,312701,President,GRN,Jill Stein,0
Napa,312701,President,PF,Gloria Estela La Riva,0
Napa,312701,President,WI,Write-In,3
Napa,312702,President,DEM,Hillary Clinton,16
Napa,312702,President,REP/AI,Donald J. Trump,21
Napa,312702,President,LIB,Gary Johnson,0
Napa,312702,President,GRN,Jill Stein,1
Napa,312702,President,PF,Gloria Estela La Riva,0
Napa,312702,President,WI,Write-In,0
Napa,312703,President,DEM,Hillary Clinton,1
Napa,312703,President,REP/AI,Donald J. Trump,3
Napa,312703,President,LIB,Gary Johnson,0
Napa,312703,President,GRN,Jill Stein,0
Napa,312703,President,PF,Gloria Estela La Riva,0
Napa,312703,President,WI,Write-In,0
Napa,312704,President,DEM,Hillary Clinton,86
Napa,312704,President,REP/AI,Donald J. Trump,52
Napa,312704,President,LIB,Gary Johnson,13
Napa,312704,President,GRN,Jill Stein,5
Napa,312704,President,PF,Gloria Estela La Riva,0
Napa,312704,President,WI,Write-In,2
Napa,312705,President,DEM,Hillary Clinton,218
Napa,312705,President,REP/AI,Donald J. Trump,97
Napa,312705,President,LIB,Gary Johnson,20
Napa,312705,President,GRN,Jill Stein,4
Napa,312705,President,PF,Gloria Estela La Riva,1
Napa,312705,President,WI,Write-In,0
Napa,312706,President,DEM,Hillary Clinton,157
Napa,312706,President,REP/AI,Donald J. Trump,55
Napa,312706,President,LIB,Gary Johnson,15
Napa,312706,President,GRN,Jill Stein,6
Napa,312706,President,PF,Gloria Estela La Riva,2
Napa,312706,President,WI,Write-In,2
Napa,312707,President,DEM,Hillary Clinton,138
Napa,312707,President,REP/AI,Donald J. Trump,52
Napa,312707,President,LIB,Gary Johnson,11
Napa,312707,President,GRN,Jill Stein,2
Napa,312707,President,PF,Gloria Estela La Riva,1
Napa,312707,President,WI,Write-In,5
Napa,312708,President,DEM,Hillary Clinton,221
Napa,312708,President,REP/AI,Donald J. Trump,99
Napa,312708,President,LIB,Gary Johnson,17
Napa,312708,President,GRN,Jill Stein,9
Napa,312708,President,PF,Gloria Estela La Riva,0
Napa,312708,President,WI,Write-In,5
Napa,312709,President,DEM,Hillary Clinton,204
Napa,312709,President,REP/AI,Donald J. Trump,109
Napa,312709,President,LIB,Gary Johnson,11
Napa,312709,President,GRN,Jill Stein,5
Napa,312709,President,PF,Gloria Estela La Riva,0
Napa,312709,President,WI,Write-In,5
Napa,313701,President,DEM,Hillary Clinton,246
Napa,313701,President,REP/AI,Donald J. Trump,121
Napa,313701,President,LIB,Gary Johnson,16
Napa,313701,President,GRN,Jill Stein,10
Napa,313701,President,PF,Gloria Estela La Riva,1
Napa,313701,President,WI,Write-In,5
Napa,313702,President,DEM,Hillary Clinton,135
Napa,313702,President,REP/AI,Donald J. Trump,70
Napa,313702,President,LIB,Gary Johnson,11
Napa,313702,President,GRN,Jill Stein,2
Napa,313702,President,PF,Gloria Estela La Riva,0
Napa,313702,President,WI,Write-In,1
Napa,314701,President,DEM,Hillary Clinton,808
Napa,314701,President,REP/AI,Donald J. Trump,431
Napa,314701,President,LIB,Gary Johnson,128
Napa,314701,President,GRN,Jill Stein,48
Napa,314701,President,PF,Gloria Estela La Riva,10
Napa,314701,President,WI,Write-In,23
Napa,315701,President,DEM,Hillary Clinton,71
Napa,315701,President,REP/AI,Donald J. Trump,74
Napa,315701,President,LIB,Gary Johnson,3
Napa,315701,President,GRN,Jill Stein,5
Napa,315701,President,PF,Gloria Estela La Riva,0
Napa,315701,President,WI,Write-In,1
Napa,315702,President,DEM,Hillary Clinton,72
Napa,315702,President,REP/AI,Donald J. Trump,98
Napa,315702,President,LIB,Gary Johnson,10
Napa,315702,President,GRN,Jill Stein,2
Napa,315702,President,PF,Gloria Estela La Riva,1
Napa,315702,President,WI,Write-In,3
Napa,321671,President,DEM,Hillary Clinton,276
Napa,321671,President,REP/AI,Donald J. Trump,144
Napa,321671,President,LIB,Gary Johnson,15
Napa,321671,President,GRN,Jill Stein,8
Napa,321671,President,PF,Gloria Estela La Riva,1
Napa,321671,President,WI,Write-In,5
Napa,321672,President,DEM,Hillary Clinton,241
Napa,321672,President,REP/AI,Donald J. Trump,147
Napa,321672,President,LIB,Gary Johnson,20
Napa,321672,President,GRN,Jill Stein,2
Napa,321672,President,PF,Gloria Estela La Riva,1
Napa,321672,President,WI,Write-In,2
Napa,332601,President,DEM,Hillary Clinton,439
Napa,332601,President,REP/AI,Donald J. Trump,152
Napa,332601,President,LIB,Gary Johnson,26
Napa,332601,President,GRN,Jill Stein,17
Napa,332601,President,PF,Gloria Estela La Riva,0
Napa,332601,President,WI,Write-In,6
Napa,332602,President,DEM,Hillary Clinton,308
Napa,332602,President,REP/AI,Donald J. Trump,104
Napa,332602,President,LIB,Gary Johnson,17
Napa,332602,President,GRN,Jill Stein,9
Napa,332602,President,PF,Gloria Estela La Riva,0
Napa,332602,President,WI,Write-In,0
Napa,332603,President,DEM,Hillary Clinton,405
Napa,332603,President,REP/AI,Donald J. Trump,131
Napa,332603,President,LIB,Gary Johnson,35
Napa,332603,President,GRN,Jill Stein,7
