county,precinct,race,party,candidate,votes
Ventura,Avenue-NO101-105,President,DEM,Hillary Clinton,1
Ventura,Avenue-NO101-105,President,REP/AI,Donald J. Trump,5
Ventura,Avenue-NO101-105,President,LIB,Gary Johnson,0
Ventura,Avenue-NO101-105,President,GRN,Jill Stein,3
Ventura,Avenue-NO101-105,President,PF,Gloria Estela La Riva,0
Ventura,Avenue-NO101-105,President,WI,Write-In,0
Ventura,Avenue-NO102-103-104,President,DEM,Hillary Clinton,11
Ventura,Avenue-NO102-103-104,President,REP/AI,Donald J. Trump,5
Ventura,Avenue-NO102-103-104,President,LIB,Gary Johnson,0
Ventura,Avenue-NO102-103-104,President,GRN,Jill Stein,0
Ventura,Avenue-NO102-103-104,President,PF,Gloria Estela La Riva,0
Ventura,Avenue-NO102-103-104,President,WI,Write-In,0
Ventura,Bardsdale-NO301,President,DEM,Hillary Clinton,114
Ventura,Bardsdale-NO301,President,REP/AI,Donald J. Trump,128
Ventura,Bardsdale-NO301,President,LIB,Gary Johnson,5
Ventura,Bardsdale-NO301,President,GRN,Jill Stein,2
Ventura,Bardsdale-NO301,President,PF,Gloria Estela La Riva,2
Ventura,Bardsdale-NO301,President,WI,Write-In,3
Ventura,Bardsdale-NO302-303-304,President,DEM,Hillary Clinton,28
Ventura,Bardsdale-NO302-303-304,President,REP/AI,Donald J. Trump,32
Ventura,Bardsdale-NO302-303-304,President,LIB,Gary Johnson,7
Ventura,Bardsdale-NO302-303-304,President,GRN,Jill Stein,1
Ventura,Bardsdale-NO302-303-304,President,PF,Gloria Estela La Riva,0
Ventura,Bardsdale-NO302-303-304,President,WI,Write-In,1
Ventura,Bardsdale-NO401-402-405-406,President,DEM,Hillary Clinton,0
Ventura,Bardsdale-NO401-402-405-406,President,REP/AI,Donald J. Trump,0
Ventura,Bardsdale-NO401-402-405-406,President,LIB,Gary Johnson,0
Ventura,Bardsdale-NO401-402-405-406,President,GRN,Jill Stein,0
Ventura,Bardsdale-NO401-402-405-406,President,PF,Gloria Estela La Riva,0
Ventura,Bardsdale-NO401-402-405-406,President,WI,Write-In,0
Ventura,Bardsdale-NO403-404,President,DEM,Hillary Clinton,0
Ventura,Bardsdale-NO403-404,President,REP/AI,Donald J. Trump,0
Ventura,Bardsdale-NO403-404,President,LIB,Gary Johnson,0
Ventura,Bardsdale-NO403-404,President,GRN,Jill Stein,0
Ventura,Bardsdale-NO403-404,President,PF,Gloria Estela La Riva,0
Ventura,Bardsdale-NO403-404,President,WI,Write-In,0
Ventura,Briggs-304,President,DEM,Hillary Clinton,10
Ventura,Briggs-304,President,REP/AI,Donald J. Trump,16
Ventura,Briggs-304,President,LIB,Gary Johnson,0
Ventura,Briggs-304,President,GRN,Jill Stein,0
Ventura,Briggs-304,President,PF,Gloria Estela La Riva,0
