county,precinct,race,party,candidate,votes
Alpine,1,President,DEM,Hillary Clinton,64
Alpine,1,President,REP/AI,Donald J. Trump,47
Alpine,1,President,LIB,Gary Johnson,3
Alpine,1,President,GRN,Jill Stein,7
Alpine,1,President,PF,Gloria Estela La Riva,0
Alpine,1,President,WI,Write-In,0
Alpine,2,President,DEM,Hillary Clinton,71
Alpine,2,President,REP/AI,Donald J. Trump,49
Alpine,2,President,LIB,Gary Johnson,4
Alpine,2,President,GRN,Jill Stein,7
Alpine,2,President,PF,Gloria Estela La Riva,0
Alpine,2,President,WI,Write-In,1
Alpine,3,President,DEM,Hillary Clinton,49
Alpine,3,President,REP/AI,Donald J. Trump,7
Alpine,3,President,LIB,Gary Johnson,7
Alpine,3,President,GRN,Jill Stein,3
Alpine,3,President,PF,Gloria Estela La Riva,3
Alpine,3,President,WI,Write-In,1
Alpine,4,President,DEM,Hillary Clinton,80
Alpine,4,President,REP/AI,Donald J. Trump,38
Alpine,4,President,LIB,Gary Johnson,5
Alpine,4,President,GRN,Jill Stein,1
Alpine,4,President,PF,Gloria Estela La Riva,0
Alpine,4,President,WI,Write-In,0
Alpine,5,President,DEM,Hillary Clinton,70
Alpine,5,President,REP/AI,Donald J. Trump,76
Alpine,5,President,LIB,Gary Johnson,6
Alpine,5,President,GRN,Jill Stein,3
Alpine,5,President,PF,Gloria Estela La Riva,0
Alpine,5,President,WI,Write-In,0
Alpine,1,Proposition 51,N/A,Yes,57
Alpine,1,Proposition 51,N/A,No,65
Alpine,2,Proposition 51,N/A,Yes,76
Alpine,2,Proposition 51,N/A,No,53
Alpine,3,Proposition 51,N/A,Yes,49
Alpine,3,Proposition 51,N/A,No,21
Alpine,4,Proposition 51,N/A,Yes,75
Alpine,4,Proposition 51,N/A,No,50
Alpine,5,Proposition 51,N/A,Yes,66
Alpine,5,Proposition 51,N/A,No,77
Alpine,1,Proposition 52,N/A,Yes,82
Alpine,1,Proposition 52,N/A,No,38
Alpine,2,Proposition 52,N/A,Yes,91
Alpine,2,Proposition 52,N/A,No,32
Alpine,3,Proposition 52,N/A,Yes,53
Alpine,3,Proposition 52,N/A,No,13
Alpine,4,Proposition 52,N/A,Yes,90
Alpine,4,Proposition 52,N/A,No,31
Alpine,5,Proposition 52,N/A,Yes,81
Alpine,5,Proposition 52,N/A,No,61
Alpine,1,Proposition 53,N/A,Yes,67
Alpine,1,Proposition 53,N/A,No,53
Alpine,2,Proposition 53,N/A,Yes,56
Alpine,2,Proposition 53,N/A,No,68
Alpine,3,Proposition 53,N/A,Yes,31
Alpine,3,Proposition 53,N/A,No,37
Alpine,4,Proposition 53,N/A,Yes,54
Alpine,4,Proposition 53,N/A,No,69
Alpine,5,Proposition 53,N/A,Yes,71
Alpine,5,Proposition 53,N/A,No,67
Alpine,1,Proposition 54,N/A,Yes,73
Alpine,1,Proposition 54,N/A,No,47
Alpine,2,Proposition 54,N/A,Yes,51
Alpine,2,Proposition 54,N/A,No,73
Alpine,3,Proposition 54,N/A,Yes,40
Alpine,3,Proposition 54,N/A,No,28
Alpine,4,Proposition 54,N/A,Yes,64
Alpine,4,Proposition 54,N/A,No,55
Alpine,5,Proposition 54,N/A,Yes,76
Alpine,5,Proposition 54,N/A,No,62
Alpine,1,Proposition 55,N/A,Yes,73
Alpine,1,Proposition 55,N/A,No,46
Alpine,2,Proposition 55,N/A,Yes,81
Alpine,2,Proposition 55,N/A,No,44
Alpine,3,Proposition 55,N/A,Yes,56
Alpine,3,Proposition 55,N/A,No,14
Alpine,4,Proposition 55,N/A,Yes,72
Alpine,4,Proposition 55,N/A,No,55
Alpine,5,Proposition 55,N/A,Yes,85
Alpine,5,Proposition 55,N/A,No,56
Alpine,1,Proposition 56,N/A,Yes,69
Alpine,1,Proposition 56,N/A,No,53
Alpine,2,Proposition 56,N/A,Yes,76
Alpine,2,Proposition 56,N/A,No,52
Alpine,3,Proposition 56,N/A,Yes,40
Alpine,3,Proposition 56,N/A,No,29
Alpine,4,Proposition 56,N/A,Yes,96
Alpine,4,Proposition 56,N/A,No,30
Alpine,5,Proposition 56,N/A,Yes,87
Alpine,5,Proposition 56,N/A,No,63
Alpine,1,Proposition 57,N/A,Yes,82
Alpine,1,Proposition 57,N/A,No,37
Alpine,2,Proposition 57,N/A,Yes,88
Alpine,2,Proposition 57,N/A,No,36
Alpine,3,Proposition 57,N/A,Yes,49
Alpine,3,Proposition 57,N/A,No,18
Alpine,4,Proposition 57,N/A,Yes,92
Alpine,4,Proposition 57,N/A,No,33
Alpine,5,Proposition 57,N/A,Yes,87
Alpine,5,Proposition 57,N/A,No,59
Alpine,1,Proposition 58,N/A,Yes,84
Alpine,1,Proposition 58,N/A,No,37
Alpine,2,Proposition 58,N/A,Yes,90
Alpine,2,Proposition 58,N/A,No,36
Alpine,3,Proposition 58,N/A,Yes,49
Alpine,3,Proposition 58,N/A,No,15
Alpine,4,Proposition 58,N/A,Yes,99
Alpine,4,Proposition 58,N/A,No,26
Alpine,5,Proposition 58,N/A,Yes,102
Alpine,5,Proposition 58,N/A,No,41
Alpine,1,Proposition 59,N/A,Yes,71
Alpine,1,Proposition 59,N/A,No,47
Alpine,2,Proposition 59,N/A,Yes,83
Alpine,2,Proposition 59,N/A,No,40
Alpine,3,Proposition 59,N/A,Yes,43
Alpine,3,Proposition 59,N/A,No,23
Alpine,4,Proposition 59,N/A,Yes,80
Alpine,4,Proposition 59,N/A,No,40
Alpine,5,Proposition 59,N/A,Yes,88
Alpine,5,Proposition 59,N/A,No,49
Alpine,1,Proposition 60,N/A,Yes,35
Alpine,1,Proposition 60,N/A,No,83
Alpine,2,Proposition 60,N/A,Yes,35
Alpine,2,Proposition 60,N/A,No,87
Alpine,3,Proposition 60,N/A,Yes,35
Alpine,3,Proposition 60,N/A,No,30
Alpine,4,Proposition 60,N/A,Yes,29
Alpine,4,Proposition 60,N/A,No,92
Alpine,5,Proposition 60,N/A,Yes,44
Alpine,5,Proposition 60,N/A,No,96
Alpine,1,Proposition 61,N/A,Yes,57
Alpine,1,Proposition 61,N/A,No,61
Alpine,2,Proposition 61,N/A,Yes,60
Alpine,2,Proposition 61,N/A,No,63
Alpine,3,Proposition 61,N/A,Yes,20
Alpine,3,Proposition 61,N/A,No,44
Alpine,4,Proposition 61,N/A,Yes,53
Alpine,4,Proposition 61,N/A,No,65
Alpine,5,Proposition 61,N/A,Yes,60
Alpine,5,Proposition 61,N/A,No,76
Alpine,1,Proposition 62,N/A,Yes,57
Alpine,1,Proposition 62,N/A,No,62
Alpine,2,Proposition 62,N/A,Yes,70
Alpine,2,Proposition 62,N/A,No,55
Alpine,3,Proposition 62,N/A,Yes,36
Alpine,3,Proposition 62,N/A,No,32
Alpine,4,Proposition 62,N/A,Yes,81
Alpine,4,Proposition 62,N/A,No,44
Alpine,5,Proposition 62,N/A,Yes,60
Alpine,5,Proposition 62,N/A,No,87
Alpine,1,Proposition 63,N/A,Yes,48
Alpine,1,Proposition 63,N/A,No,72
Alpine,2,Proposition 63,N/A,Yes,61
