county,precinct,race,party,candidate,votes
Marin,109019,President,DEM,Hillary Clinton,645
Marin,109019,President,REP/AI,Donald J. Trump,98
Marin,109019,President,LIB,Gary Johnson,11
Marin,109019,President,GRN,Jill Stein,17
Marin,109019,President,PF,Gloria Estela La Riva,2
Marin,109019,President,WI,Write-In,16
Marin,109029,President,DEM,Hillary Clinton,999
Marin,109029,President,REP/AI,Donald J. Trump,239
Marin,109029,President,LIB,Gary Johnson,53
Marin,109029,President,GRN,Jill Stein,15
Marin,109029,President,PF,Gloria Estela La Riva,5
Marin,109029,President,WI,Write-In,23
Marin,109039,President,DEM,Hillary Clinton,848
Marin,109039,President,REP/AI,Donald J. Trump,165
Marin,109039,President,LIB,Gary Johnson,28
Marin,109039,President,GRN,Jill Stein,13
Marin,109039,President,PF,Gloria Estela La Riva,5
Marin,109039,President,WI,Write-In,15
Marin,109049,President,DEM,Hillary Clinton,453
Marin,109049,President,REP/AI,Donald J. Trump,97
Marin,109049,President,LIB,Gary Johnson,9
Marin,109049,President,GRN,Jill Stein,20
Marin,109049,President,PF,Gloria Estela La Riva,6
Marin,109049,President,WI,Write-In,7
Marin,109050,President,DEM,Hillary Clinton,555
Marin,109050,President,REP/AI,Donald J. Trump,103
Marin,109050,President,LIB,Gary Johnson,17
Marin,109050,President,GRN,Jill Stein,9
Marin,109050,President,PF,Gloria Estela La Riva,1
Marin,109050,President,WI,Write-In,19
Marin,109059,President,DEM,Hillary Clinton,999
Marin,109059,President,REP/AI,Donald J. Trump,195
Marin,109059,President,LIB,Gary Johnson,45
Marin,109059,President,GRN,Jill Stein,29
Marin,109059,President,PF,Gloria Estela La Riva,6
Marin,109059,President,WI,Write-In,45
Marin,109060,President,DEM,Hillary Clinton,540
Marin,109060,President,REP/AI,Donald J. Trump,127
Marin,109060,President,LIB,Gary Johnson,26
Marin,109060,President,GRN,Jill Stein,14
Marin,109060,President,PF,Gloria Estela La Riva,1
Marin,109060,President,WI,Write-In,8
Marin,109069,President,DEM,Hillary Clinton,1142
Marin,109069,President,REP/AI,Donald J. Trump,168
Marin,109069,President,LIB,Gary Johnson,45
Marin,109069,President,GRN,Jill Stein,33
Marin,109069,President,PF,Gloria Estela La Riva,2
Marin,109069,President,WI,Write-In,14
Marin,109079,President,DEM,Hillary Clinton,1061
Marin,109079,President,REP/AI,Donald J. Trump,144
Marin,109079,President,LIB,Gary Johnson,30
Marin,109079,President,GRN,Jill Stein,33
Marin,109079,President,PF,Gloria Estela La Riva,5
Marin,109079,President,WI,Write-In,24
Marin,109080,President,DEM,Hillary Clinton,714
Marin,109080,President,REP/AI,Donald J. Trump,176
Marin,109080,President,LIB,Gary Johnson,31
Marin,109080,President,GRN,Jill Stein,25
Marin,109080,President,PF,Gloria Estela La Riva,3
Marin,109080,President,WI,Write-In,17
Marin,109089,President,DEM,Hillary Clinton,556
Marin,109089,President,REP/AI,Donald J. Trump,120
Marin,109089,President,LIB,Gary Johnson,19
Marin,109089,President,GRN,Jill Stein,9
Marin,109089,President,PF,Gloria Estela La Riva,1
Marin,109089,President,WI,Write-In,9
Marin,109099,President,DEM,Hillary Clinton,598
Marin,109099,President,REP/AI,Donald J. Trump,82
Marin,109099,President,LIB,Gary Johnson,14
Marin,109099,President,GRN,Jill Stein,27
Marin,109099,President,PF,Gloria Estela La Riva,1
Marin,109099,President,WI,Write-In,8
Marin,109100,President,DEM,Hillary Clinton,542
Marin,109100,President,REP/AI,Donald J. Trump,74
Marin,109100,President,LIB,Gary Johnson,15
Marin,109100,President,GRN,Jill Stein,20
Marin,109100,President,PF,Gloria Estela La Riva,1
Marin,109100,President,WI,Write-In,17
Marin,109109,President,DEM,Hillary Clinton,432
Marin,109109,President,REP/AI,Donald J. Trump,64
Marin,109109,President,LIB,Gary Johnson,14
Marin,109109,President,GRN,Jill Stein,16
Marin,109109,President,PF,Gloria Estela La Riva,1
Marin,109109,President,WI,Write-In,15
Marin,109119,President,DEM,Hillary Clinton,869
Marin,109119,President,REP/AI,Donald J. Trump,295
Marin,109119,President,LIB,Gary Johnson,53
Marin,109119,President,GRN,Jill Stein,13
Marin,109119,President,PF,Gloria Estela La Riva,1
Marin,109119,President,WI,Write-In,20
Marin,109129,President,DEM,Hillary Clinton,631
Marin,109129,President,REP/AI,Donald J. Trump,91
Marin,109129,President,LIB,Gary Johnson,18
Marin,109129,President,GRN,Jill Stein,35
Marin,109129,President,PF,Gloria Estela La Riva,4
Marin,109129,President,WI,Write-In,16
Marin,109130,President,DEM,Hillary Clinton,384
Marin,109130,President,REP/AI,Donald J. Trump,111
Marin,109130,President,LIB,Gary Johnson,13
Marin,109130,President,GRN,Jill Stein,5
Marin,109130,President,PF,Gloria Estela La Riva,1
Marin,109130,President,WI,Write-In,7
Marin,109139,President,DEM,Hillary Clinton,541
Marin,109139,President,REP/AI,Donald J. Trump,74
Marin,109139,President,LIB,Gary Johnson,13
Marin,109139,President,GRN,Jill Stein,33
Marin,109139,President,PF,Gloria Estela La Riva,0
Marin,109139,President,WI,Write-In,14
Marin,109149,President,DEM,Hillary Clinton,579
Marin,109149,President,REP/AI,Donald J. Trump,134
Marin,109149,President,LIB,Gary Johnson,18
Marin,109149,President,GRN,Jill Stein,6
Marin,109149,President,PF,Gloria Estela La Riva,1
Marin,109149,President,WI,Write-In,14
Marin,109159,President,DEM,Hillary Clinton,942
Marin,109159,President,REP/AI,Donald J. Trump,289
Marin,109159,President,LIB,Gary Johnson,46
Marin,109159,President,GRN,Jill Stein,17
Marin,109159,President,PF,Gloria Estela La Riva,4
Marin,109159,President,WI,Write-In,30
Marin,109169,President,DEM,Hillary Clinton,433
Marin,109169,President,REP/AI,Donald J. Trump,111
Marin,109169,President,LIB,Gary Johnson,13
Marin,109169,President,GRN,Jill Stein,17
Marin,109169,President,PF,Gloria Estela La Riva,2
Marin,109169,President,WI,Write-In,11
