county,precinct,office,district,party,candidate,votes
Plumas,1,President,,DEM,Hillary Clinton,46
Plumas,1,President,,REP/AI,Donald J. Trump,172
Plumas,1,President,,LIB,Gary Johnson,4
Plumas,1,President,,GRN,Jill Stein,1
Plumas,1,President,,PF,Gloria Estela La Riva,0
Plumas,1,President,,WI,Write-In,5
Plumas,2,President,,DEM,Hillary Clinton,86
Plumas,2,President,,REP/AI,Donald J. Trump,232
Plumas,2,President,,LIB,Gary Johnson,5
Plumas,2,President,,GRN,Jill Stein,3
Plumas,2,President,,PF,Gloria Estela La Riva,0
Plumas,2,President,,WI,Write-In,12
Plumas,3,President,,DEM,Hillary Clinton,65
Plumas,3,President,,REP/AI,Donald J. Trump,82
Plumas,3,President,,LIB,Gary Johnson,9
Plumas,3,President,,GRN,Jill Stein,3
Plumas,3,President,,PF,Gloria Estela La Riva,0
Plumas,3,President,,WI,Write-In,7
Plumas,4,President,,DEM,Hillary Clinton,5
Plumas,4,President,,REP/AI,Donald J. Trump,20
Plumas,4,President,,LIB,Gary Johnson,1
Plumas,4,President,,GRN,Jill Stein,0
Plumas,4,President,,PF,Gloria Estela La Riva,0
Plumas,4,President,,WI,Write-In,0
Plumas,5,President,,DEM,Hillary Clinton,75
Plumas,5,President,,REP/AI,Donald J. Trump,76
Plumas,5,President,,LIB,Gary Johnson,9
Plumas,5,President,,GRN,Jill Stein,4
Plumas,5,President,,PF,Gloria Estela La Riva,1
Plumas,5,President,,WI,Write-In,12
Plumas,6,President,,DEM,Hillary Clinton,42
Plumas,6,President,,REP/AI,Donald J. Trump,14
Plumas,6,President,,LIB,Gary Johnson,3
Plumas,6,President,,GRN,Jill Stein,1
Plumas,6,President,,PF,Gloria Estela La Riva,0
Plumas,6,President,,WI,Write-In,4
Plumas,7,President,,DEM,Hillary Clinton,41
Plumas,7,President,,REP/AI,Donald J. Trump,25
Plumas,7,President,,LIB,Gary Johnson,6
Plumas,7,President,,GRN,Jill Stein,5
Plumas,7,President,,PF,Gloria Estela La Riva,0
Plumas,7,President,,WI,Write-In,5
Plumas,8,President,,DEM,Hillary Clinton,17
Plumas,8,President,,REP/AI,Donald J. Trump,21
Plumas,8,President,,LIB,Gary Johnson,0
Plumas,8,President,,GRN,Jill Stein,6
Plumas,8,President,,PF,Gloria Estela La Riva,2
Plumas,8,President,,WI,Write-In,1
Plumas,9,President,,DEM,Hillary Clinton,4
Plumas,9,President,,REP/AI,Donald J. Trump,16
Plumas,9,President,,LIB,Gary Johnson,0
Plumas,9,President,,GRN,Jill Stein,1
Plumas,9,President,,PF,Gloria Estela La Riva,1
Plumas,9,President,,WI,Write-In,0
Plumas,10,President,,DEM,Hillary Clinton,135
Plumas,10,President,,REP/AI,Donald J. Trump,150
Plumas,10,President,,LIB,Gary Johnson,20
Plumas,10,President,,GRN,Jill Stein,9
Plumas,10,President,,PF,Gloria Estela La Riva,1
Plumas,10,President,,WI,Write-In,6
Plumas,11,President,,DEM,Hillary Clinton,159
Plumas,11,President,,REP/AI,Donald J. Trump,260
Plumas,11,President,,LIB,Gary Johnson,18
Plumas,11,President,,GRN,Jill Stein,9
Plumas,11,President,,PF,Gloria Estela La Riva,2
Plumas,11,President,,WI,Write-In,17
Plumas,12,President,,DEM,Hillary Clinton,105
Plumas,12,President,,REP/AI,Donald J. Trump,253
Plumas,12,President,,LIB,Gary Johnson,15
Plumas,12,President,,GRN,Jill Stein,5
Plumas,12,President,,PF,Gloria Estela La Riva,1
Plumas,12,President,,WI,Write-In,6
Plumas,13,President,,DEM,Hillary Clinton,277
Plumas,13,President,,REP/AI,Donald J. Trump,412
Plumas,13,President,,LIB,Gary Johnson,24
Plumas,13,President,,GRN,Jill Stein,5
Plumas,13,President,,PF,Gloria Estela La Riva,1
Plumas,13,President,,WI,Write-In,16
Plumas,14,President,,DEM,Hillary Clinton,257
Plumas,14,President,,REP/AI,Donald J. Trump,410
Plumas,14,President,,LIB,Gary Johnson,21
Plumas,14,President,,GRN,Jill Stein,15
Plumas,14,President,,PF,Gloria Estela La Riva,0
Plumas,14,President,,WI,Write-In,29
Plumas,15,President,,DEM,Hillary Clinton,117
Plumas,15,President,,REP/AI,Donald J. Trump,146
Plumas,15,President,,LIB,Gary Johnson,19
Plumas,15,President,,GRN,Jill Stein,8
Plumas,15,President,,PF,Gloria Estela La Riva,2
Plumas,15,President,,WI,Write-In,25
Plumas,16,President,,DEM,Hillary Clinton,156
Plumas,16,President,,REP/AI,Donald J. Trump,253
Plumas,16,President,,LIB,Gary Johnson,29
Plumas,16,President,,GRN,Jill Stein,11
Plumas,16,President,,PF,Gloria Estela La Riva,2
Plumas,16,President,,WI,Write-In,17
Plumas,17,President,,DEM,Hillary Clinton,241
Plumas,17,President,,REP/AI,Donald J. Trump,336
Plumas,17,President,,LIB,Gary Johnson,41
Plumas,17,President,,GRN,Jill Stein,16
Plumas,17,President,,PF,Gloria Estela La Riva,2
Plumas,17,President,,WI,Write-In,29
