county,precinct,race,party,candidate,votes
Calaveras,240,President,REP/AI,Donald J. Trump,379
Calaveras,240,President,LIB,Gary Johnson,34
Calaveras,240,President,GRN,Jill Stein,21
Calaveras,240,President,PF,Gloria Estela La Riva,0
Calaveras,240,President,WI,Write-In,16
Calaveras,250,President,DEM,Hillary Clinton,199
Calaveras,250,President,REP/AI,Donald J. Trump,295
Calaveras,250,President,LIB,Gary Johnson,26
Calaveras,250,President,GRN,Jill Stein,8
Calaveras,250,President,PF,Gloria Estela La Riva,2
Calaveras,250,President,WI,Write-In,9
Calaveras,260,President,DEM,Hillary Clinton,223
Calaveras,260,President,REP/AI,Donald J. Trump,319
Calaveras,260,President,LIB,Gary Johnson,23
Calaveras,260,President,GRN,Jill Stein,27
Calaveras,260,President,PF,Gloria Estela La Riva,1
Calaveras,260,President,WI,Write-In,11
Calaveras,310,President,DEM,Hillary Clinton,399
Calaveras,310,President,REP/AI,Donald J. Trump,426
Calaveras,310,President,LIB,Gary Johnson,37
Calaveras,310,President,GRN,Jill Stein,18
Calaveras,310,President,PF,Gloria Estela La Riva,2
Calaveras,310,President,WI,Write-In,22
Calaveras,320,President,DEM,Hillary Clinton,269
Calaveras,320,President,REP/AI,Donald J. Trump,337
Calaveras,320,President,LIB,Gary Johnson,37
Calaveras,320,President,GRN,Jill Stein,13
Calaveras,320,President,PF,Gloria Estela La Riva,0
Calaveras,320,President,WI,Write-In,9
Calaveras,330,President,DEM,Hillary Clinton,363
Calaveras,330,President,REP/AI,Donald J. Trump,295
Calaveras,330,President,LIB,Gary Johnson,29
Calaveras,330,President,GRN,Jill Stein,15
Calaveras,330,President,PF,Gloria Estela La Riva,4
Calaveras,330,President,WI,Write-In,12
Calaveras,350,President,DEM,Hillary Clinton,513
Calaveras,350,President,REP/AI,Donald J. Trump,453
Calaveras,350,President,LIB,Gary Johnson,48
Calaveras,350,President,GRN,Jill Stein,28
Calaveras,350,President,PF,Gloria Estela La Riva,1
Calaveras,350,President,WI,Write-In,35
Calaveras,360,President,DEM,Hillary Clinton,429
Calaveras,360,President,REP/AI,Donald J. Trump,410
Calaveras,360,President,LIB,Gary Johnson,37
Calaveras,360,President,GRN,Jill Stein,12
Calaveras,360,President,PF,Gloria Estela La Riva,4
Calaveras,360,President,WI,Write-In,26
Calaveras,370,President,DEM,Hillary Clinton,343
Calaveras,370,President,REP/AI,Donald J. Trump,388
Calaveras,370,President,LIB,Gary Johnson,53
Calaveras,370,President,GRN,Jill Stein,15
Calaveras,370,President,PF,Gloria Estela La Riva,2
Calaveras,370,President,WI,Write-In,15
Calaveras,410,President,DEM,Hillary Clinton,344
Calaveras,410,President,REP/AI,Donald J. Trump,605
Calaveras,410,President,LIB,Gary Johnson,45
Calaveras,410,President,GRN,Jill Stein,20
Calaveras,410,President,PF,Gloria Estela La Riva,6
Calaveras,410,President,WI,Write-In,26
Calaveras,420,President,DEM,Hillary Clinton,285
Calaveras,420,President,REP/AI,Donald J. Trump,421
Calaveras,420,President,LIB,Gary Johnson,53
Calaveras,420,President,GRN,Jill Stein,14
Calaveras,420,President,PF,Gloria Estela La Riva,1
Calaveras,420,President,WI,Write-In,16
Calaveras,430,President,DEM,Hillary Clinton,391
Calaveras,430,President,REP/AI,Donald J. Trump,604
Calaveras,430,President,LIB,Gary Johnson,62
Calaveras,430,President,GRN,Jill Stein,9
Calaveras,430,President,PF,Gloria Estela La Riva,0
Calaveras,430,President,WI,Write-In,29
Calaveras,440,President,DEM,Hillary Clinton,287
Calaveras,440,President,REP/AI,Donald J. Trump,708
Calaveras,440,President,LIB,Gary Johnson,39
Calaveras,440,President,GRN,Jill Stein,10
Calaveras,440,President,PF,Gloria Estela La Riva,4
Calaveras,440,President,WI,Write-In,30
Calaveras,450,President,DEM,Hillary Clinton,340
Calaveras,450,President,REP/AI,Donald J. Trump,727
Calaveras,450,President,LIB,Gary Johnson,55
Calaveras,450,President,GRN,Jill Stein,12
Calaveras,450,President,PF,Gloria Estela La Riva,2
Calaveras,450,President,WI,Write-In,21
Calaveras,530,President,DEM,Hillary Clinton,174
Calaveras,530,President,REP/AI,Donald J. Trump,581
Calaveras,530,President,LIB,Gary Johnson,19
Calaveras,530,President,GRN,Jill Stein,11
Calaveras,530,President,PF,Gloria Estela La Riva,3
Calaveras,530,President,WI,Write-In,14
Calaveras,540,President,DEM,Hillary Clinton,256
Calaveras,540,President,REP/AI,Donald J. Trump,586
Calaveras,540,President,LIB,Gary Johnson,33
Calaveras,540,President,GRN,Jill Stein,13
Calaveras,540,President,PF,Gloria Estela La Riva,4
Calaveras,540,President,WI,Write-In,14
Calaveras,550,President,DEM,Hillary Clinton,307
Calaveras,550,President,REP/AI,Donald J. Trump,737
Calaveras,550,President,LIB,Gary Johnson,64
Calaveras,550,President,GRN,Jill Stein,14
Calaveras,550,President,PF,Gloria Estela La Riva,0
Calaveras,550,President,WI,Write-In,11
Calaveras,560,President,DEM,Hillary Clinton,247
Calaveras,560,President,REP/AI,Donald J. Trump,546
Calaveras,560,President,LIB,Gary Johnson,24
Calaveras,560,President,GRN,Jill Stein,7
Calaveras,560,President,PF,Gloria Estela La Riva,1
Calaveras,560,President,WI,Write-In,14
Calaveras,570,President,DEM,Hillary Clinton,201
Calaveras,570,President,REP/AI,Donald J. Trump,548
Calaveras,570,President,LIB,Gary Johnson,40
Calaveras,570,President,GRN,Jill Stein,12
Calaveras,570,President,PF,Gloria Estela La Riva,1
Calaveras,570,President,WI,Write-In,14
Calaveras,110,Proposition 51,N/A,Yes,313
Calaveras,110,Proposition 51,N/A,No,367
Calaveras,120,Proposition 51,N/A,Yes,354
Calaveras,120,Proposition 51,N/A,No,524
Calaveras,140,Proposition 51,N/A,Yes,326
Calaveras,140,Proposition 51,N/A,No,436
Calaveras,150,Proposition 51,N/A,Yes,226
Calaveras,150,Proposition 51,N/A,No,339
Calaveras,160,Proposition 51,N/A,Yes,215
Calaveras,160,Proposition 51,N/A,No,431
Calaveras,170,Proposition 51,N/A,Yes,262
Calaveras,170,Proposition 51,N/A,No,558
Calaveras,210,Proposition 51,N/A,Yes,211
Calaveras,210,Proposition 51,N/A,No,262
Calaveras,215,Proposition 51,N/A,Yes,289
Calaveras,215,Proposition 51,N/A,No,436
Calaveras,220,Proposition 51,N/A,Yes,275
Calaveras,220,Proposition 51,N/A,No,396
Calaveras,230,Proposition 51,N/A,Yes,159
Calaveras,230,Proposition 51,N/A,No,243
Calaveras,240,Proposition 51,N/A,Yes,263
Calaveras,240,Proposition 51,N/A,No,420
Calaveras,250,Proposition 51,N/A,Yes,204
Calaveras,250,Proposition 51,N/A,No,321
Calaveras,260,Proposition 51,N/A,Yes,234
Calaveras,260,Proposition 51,N/A,No,349
Calaveras,310,Proposition 51,N/A,Yes,384
Calaveras,310,Proposition 51,N/A,No,499
Calaveras,320,Proposition 51,N/A,Yes,264
Calaveras,320,Proposition 51,N/A,No,373
Calaveras,330,Proposition 51,N/A,Yes,320
Calaveras,330,Proposition 51,N/A,No,359
Calaveras,350,Proposition 51,N/A,Yes,445
Calaveras,350,Proposition 51,N/A,No,601
Calaveras,360,Proposition 51,N/A,Yes,400
Calaveras,360,Proposition 51,N/A,No,463
Calaveras,370,Proposition 51,N/A,Yes,349
Calaveras,370,Proposition 51,N/A,No,428
Calaveras,410,Proposition 51,N/A,Yes,393
Calaveras,410,Proposition 51,N/A,No,620
Calaveras,420,Proposition 51,N/A,Yes,316
Calaveras,420,Proposition 51,N/A,No,447
Calaveras,430,Proposition 51,N/A,Yes,492
Calaveras,430,Proposition 51,N/A,No,576
Calaveras,440,Proposition 51,N/A,Yes,388
Calaveras,440,Proposition 51,N/A,No,654
Calaveras,450,Proposition 51,N/A,Yes,423
Calaveras,450,Proposition 51,N/A,No,708
Calaveras,530,Proposition 51,N/A,Yes,223
Calaveras,530,Proposition 51,N/A,No,541
Calaveras,540,Proposition 51,N/A,Yes,298
Calaveras,540,Proposition 51,N/A,No,568
Calaveras,550,Proposition 51,N/A,Yes,411
Calaveras,550,Proposition 51,N/A,No,691
Calaveras,560,Proposition 51,N/A,Yes,323
Calaveras,560,Proposition 51,N/A,No,481
Calaveras,570,Proposition 51,N/A,Yes,300
Calaveras,570,Proposition 51,N/A,No,487
Calaveras,110,Proposition 52,N/A,Yes,442
Calaveras,110,Proposition 52,N/A,No,253
Calaveras,120,Proposition 52,N/A,Yes,509
Calaveras,120,Proposition 52,N/A,No,365
Calaveras,140,Proposition 52,N/A,Yes,439
Calaveras,140,Proposition 52,N/A,No,309
Calaveras,150,Proposition 52,N/A,Yes,326
Calaveras,150,Proposition 52,N/A,No,236
Calaveras,160,Proposition 52,N/A,Yes,337
Calaveras,160,Proposition 52,N/A,No,303
Calaveras,170,Proposition 52,N/A,Yes,410
Calaveras,170,Proposition 52,N/A,No,391
Calaveras,210,Proposition 52,N/A,Yes,298
Calaveras,210,Proposition 52,N/A,No,164
Calaveras,215,Proposition 52,N/A,Yes,460
Calaveras,215,Proposition 52,N/A,No,251
Calaveras,220,Proposition 52,N/A,Yes,401
Calaveras,220,Proposition 52,N/A,No,275
Calaveras,230,Proposition 52,N/A,Yes,234
Calaveras,230,Proposition 52,N/A,No,169
Calaveras,240,Proposition 52,N/A,Yes,424
Calaveras,240,Proposition 52,N/A,No,256
Calaveras,250,Proposition 52,N/A,Yes,310
Calaveras,250,Proposition 52,N/A,No,200
Calaveras,260,Proposition 52,N/A,Yes,329
Calaveras,260,Proposition 52,N/A,No,242
Calaveras,310,Proposition 52,N/A,Yes,576
Calaveras,310,Proposition 52,N/A,No,300
Calaveras,320,Proposition 52,N/A,Yes,420
Calaveras,320,Proposition 52,N/A,No,219
Calaveras,330,Proposition 52,N/A,Yes,453
Calaveras,330,Proposition 52,N/A,No,220
Calaveras,350,Proposition 52,N/A,Yes,682
Calaveras,350,Proposition 52,N/A,No,347
Calaveras,360,Proposition 52,N/A,Yes,558
Calaveras,360,Proposition 52,N/A,No,298
Calaveras,370,Proposition 52,N/A,Yes,523
Calaveras,370,Proposition 52,N/A,No,246
Calaveras,410,Proposition 52,N/A,Yes,619
Calaveras,410,Proposition 52,N/A,No,380
Calaveras,420,Proposition 52,N/A,Yes,460
Calaveras,420,Proposition 52,N/A,No,285
Calaveras,430,Proposition 52,N/A,Yes,684
Calaveras,430,Proposition 52,N/A,No,379
Calaveras,440,Proposition 52,N/A,Yes,598
Calaveras,440,Proposition 52,N/A,No,426
Calaveras,450,Proposition 52,N/A,Yes,667
Calaveras,450,Proposition 52,N/A,No,464
Calaveras,530,Proposition 52,N/A,Yes,405
Calaveras,530,Proposition 52,N/A,No,345
Calaveras,540,Proposition 52,N/A,Yes,449
Calaveras,540,Proposition 52,N/A,No,409
Calaveras,550,Proposition 52,N/A,Yes,606
Calaveras,550,Proposition 52,N/A,No,482
Calaveras,560,Proposition 52,N/A,Yes,422
Calaveras,560,Proposition 52,N/A,No,376
Calaveras,570,Proposition 52,N/A,Yes,417
Calaveras,570,Proposition 52,N/A,No,355
Calaveras,110,Proposition 53,N/A,Yes,397
Calaveras,110,Proposition 53,N/A,No,285
Calaveras,120,Proposition 53,N/A,Yes,470
Calaveras,120,Proposition 53,N/A,No,404
Calaveras,140,Proposition 53,N/A,Yes,426
Calaveras,140,Proposition 53,N/A,No,314
Calaveras,150,Proposition 53,N/A,Yes,335
Calaveras,150,Proposition 53,N/A,No,226
Calaveras,160,Proposition 53,N/A,Yes,376
Calaveras,160,Proposition 53,N/A,No,260
Calaveras,170,Proposition 53,N/A,Yes,510
Calaveras,170,Proposition 53,N/A,No,297
Calaveras,210,Proposition 53,N/A,Yes,243
Calaveras,210,Proposition 53,N/A,No,213
Calaveras,215,Proposition 53,N/A,Yes,405
Calaveras,215,Proposition 53,N/A,No,297
Calaveras,220,Proposition 53,N/A,Yes,396
Calaveras,220,Proposition 53,N/A,No,269
Calaveras,230,Proposition 53,N/A,Yes,231
Calaveras,230,Proposition 53,N/A,No,168
Calaveras,240,Proposition 53,N/A,Yes,389
Calaveras,240,Proposition 53,N/A,No,283
Calaveras,250,Proposition 53,N/A,Yes,269
Calaveras,250,Proposition 53,N/A,No,244
Calaveras,260,Proposition 53,N/A,Yes,321
Calaveras,260,Proposition 53,N/A,No,245
Calaveras,310,Proposition 53,N/A,Yes,474
Calaveras,310,Proposition 53,N/A,No,396
Calaveras,320,Proposition 53,N/A,Yes,331
Calaveras,320,Proposition 53,N/A,No,303
Calaveras,330,Proposition 53,N/A,Yes,312
Calaveras,330,Proposition 53,N/A,No,355
Calaveras,350,Proposition 53,N/A,Yes,545
Calaveras,350,Proposition 53,N/A,No,464
Calaveras,360,Proposition 53,N/A,Yes,413
Calaveras,360,Proposition 53,N/A,No,435
Calaveras,370,Proposition 53,N/A,Yes,390
Calaveras,370,Proposition 53,N/A,No,373
Calaveras,410,Proposition 53,N/A,Yes,532
Calaveras,410,Proposition 53,N/A,No,459
Calaveras,420,Proposition 53,N/A,Yes,407
Calaveras,420,Proposition 53,N/A,No,327
Calaveras,430,Proposition 53,N/A,Yes,561
Calaveras,430,Proposition 53,N/A,No,487
Calaveras,440,Proposition 53,N/A,Yes,592
Calaveras,440,Proposition 53,N/A,No,421
Calaveras,450,Proposition 53,N/A,Yes,661
Calaveras,450,Proposition 53,N/A,No,448
Calaveras,530,Proposition 53,N/A,Yes,466
Calaveras,530,Proposition 53,N/A,No,286
Calaveras,540,Proposition 53,N/A,Yes,485
Calaveras,540,Proposition 53,N/A,No,369
Calaveras,550,Proposition 53,N/A,Yes,635
Calaveras,550,Proposition 53,N/A,No,435
Calaveras,560,Proposition 53,N/A,Yes,451
Calaveras,560,Proposition 53,N/A,No,330
Calaveras,570,Proposition 53,N/A,Yes,476
Calaveras,570,Proposition 53,N/A,No,294
Calaveras,110,Proposition 54,N/A,Yes,459
Calaveras,110,Proposition 54,N/A,No,224
Calaveras,120,Proposition 54,N/A,Yes,611
Calaveras,120,Proposition 54,N/A,No,264
Calaveras,140,Proposition 54,N/A,Yes,502
Calaveras,140,Proposition 54,N/A,No,241
Calaveras,150,Proposition 54,N/A,Yes,381
Calaveras,150,Proposition 54,N/A,No,179
Calaveras,160,Proposition 54,N/A,Yes,406
Calaveras,160,Proposition 54,N/A,No,234
Calaveras,170,Proposition 54,N/A,Yes,550
Calaveras,170,Proposition 54,N/A,No,257
Calaveras,210,Proposition 54,N/A,Yes,327
Calaveras,210,Proposition 54,N/A,No,136
Calaveras,215,Proposition 54,N/A,Yes,477
Calaveras,215,Proposition 54,N/A,No,234
Calaveras,220,Proposition 54,N/A,Yes,425
Calaveras,220,Proposition 54,N/A,No,253
Calaveras,230,Proposition 54,N/A,Yes,256
Calaveras,230,Proposition 54,N/A,No,138
Calaveras,240,Proposition 54,N/A,Yes,447
Calaveras,240,Proposition 54,N/A,No,225
Calaveras,250,Proposition 54,N/A,Yes,315
Calaveras,250,Proposition 54,N/A,No,199
Calaveras,260,Proposition 54,N/A,Yes,397
Calaveras,260,Proposition 54,N/A,No,181
Calaveras,310,Proposition 54,N/A,Yes,553
Calaveras,310,Proposition 54,N/A,No,323
Calaveras,320,Proposition 54,N/A,Yes,440
Calaveras,320,Proposition 54,N/A,No,200
Calaveras,330,Proposition 54,N/A,Yes,447
Calaveras,330,Proposition 54,N/A,No,224
Calaveras,350,Proposition 54,N/A,Yes,652
Calaveras,350,Proposition 54,N/A,No,366
Calaveras,360,Proposition 54,N/A,Yes,538
Calaveras,360,Proposition 54,N/A,No,305
Calaveras,370,Proposition 54,N/A,Yes,517
Calaveras,370,Proposition 54,N/A,No,247
Calaveras,410,Proposition 54,N/A,Yes,694
Calaveras,410,Proposition 54,N/A,No,307
Calaveras,420,Proposition 54,N/A,Yes,467
Calaveras,420,Proposition 54,N/A,No,271
Calaveras,430,Proposition 54,N/A,Yes,683
Calaveras,430,Proposition 54,N/A,No,363
Calaveras,440,Proposition 54,N/A,Yes,685
Calaveras,440,Proposition 54,N/A,No,331
Calaveras,450,Proposition 54,N/A,Yes,730
Calaveras,450,Proposition 54,N/A,No,389
Calaveras,530,Proposition 54,N/A,Yes,494
Calaveras,530,Proposition 54,N/A,No,258
Calaveras,540,Proposition 54,N/A,Yes,534
Calaveras,540,Proposition 54,N/A,No,320
Calaveras,550,Proposition 54,N/A,Yes,658
Calaveras,550,Proposition 54,N/A,No,418
Calaveras,560,Proposition 54,N/A,Yes,505
Calaveras,560,Proposition 54,N/A,No,288
Calaveras,570,Proposition 54,N/A,Yes,516
Calaveras,570,Proposition 54,N/A,No,256
Calaveras,110,Proposition 55,N/A,Yes,430
Calaveras,110,Proposition 55,N/A,No,268
Calaveras,120,Proposition 55,N/A,Yes,464
Calaveras,120,Proposition 55,N/A,No,427
Calaveras,140,Proposition 55,N/A,Yes,362
Calaveras,140,Proposition 55,N/A,No,390
Calaveras,150,Proposition 55,N/A,Yes,272
Calaveras,150,Proposition 55,N/A,No,293
Calaveras,160,Proposition 55,N/A,Yes,278
Calaveras,160,Proposition 55,N/A,No,370
Calaveras,170,Proposition 55,N/A,Yes,353
Calaveras,170,Proposition 55,N/A,No,467
Calaveras,210,Proposition 55,N/A,Yes,279
Calaveras,210,Proposition 55,N/A,No,193
Calaveras,215,Proposition 55,N/A,Yes,397
Calaveras,215,Proposition 55,N/A,No,328
Calaveras,220,Proposition 55,N/A,Yes,367
Calaveras,220,Proposition 55,N/A,No,311
Calaveras,230,Proposition 55,N/A,Yes,239
Calaveras,230,Proposition 55,N/A,No,163
Calaveras,240,Proposition 55,N/A,Yes,368
Calaveras,240,Proposition 55,N/A,No,317
Calaveras,250,Proposition 55,N/A,Yes,274
Calaveras,250,Proposition 55,N/A,No,242
Calaveras,260,Proposition 55,N/A,Yes,306
Calaveras,260,Proposition 55,N/A,No,272
Calaveras,310,Proposition 55,N/A,Yes,571
Calaveras,310,Proposition 55,N/A,No,315
Calaveras,320,Proposition 55,N/A,Yes,372
Calaveras,320,Proposition 55,N/A,No,271
Calaveras,330,Proposition 55,N/A,Yes,416
Calaveras,330,Proposition 55,N/A,No,267
Calaveras,350,Proposition 55,N/A,Yes,616
Calaveras,350,Proposition 55,N/A,No,422
Calaveras,360,Proposition 55,N/A,Yes,521
Calaveras,360,Proposition 55,N/A,No,346
Calaveras,370,Proposition 55,N/A,Yes,447
Calaveras,370,Proposition 55,N/A,No,326
Calaveras,410,Proposition 55,N/A,Yes,517
Calaveras,410,Proposition 55,N/A,No,492
Calaveras,420,Proposition 55,N/A,Yes,445
Calaveras,420,Proposition 55,N/A,No,308
Calaveras,430,Proposition 55,N/A,Yes,609
Calaveras,430,Proposition 55,N/A,No,464
Calaveras,440,Proposition 55,N/A,Yes,519
Calaveras,440,Proposition 55,N/A,No,517
Calaveras,450,Proposition 55,N/A,Yes,561
Calaveras,450,Proposition 55,N/A,No,572
Calaveras,530,Proposition 55,N/A,Yes,302
Calaveras,530,Proposition 55,N/A,No,454
Calaveras,540,Proposition 55,N/A,Yes,414
Calaveras,540,Proposition 55,N/A,No,448
Calaveras,550,Proposition 55,N/A,Yes,570
Calaveras,550,Proposition 55,N/A,No,526
Calaveras,560,Proposition 55,N/A,Yes,426
Calaveras,560,Proposition 55,N/A,No,373
Calaveras,570,Proposition 55,N/A,Yes,418
Calaveras,570,Proposition 55,N/A,No,366
Calaveras,110,Proposition 56,N/A,Yes,325
Calaveras,110,Proposition 56,N/A,No,394
Calaveras,120,Proposition 56,N/A,Yes,404
Calaveras,120,Proposition 56,N/A,No,509
Calaveras,140,Proposition 56,N/A,Yes,292
Calaveras,140,Proposition 56,N/A,No,489
Calaveras,150,Proposition 56,N/A,Yes,248
Calaveras,150,Proposition 56,N/A,No,328
Calaveras,160,Proposition 56,N/A,Yes,225
Calaveras,160,Proposition 56,N/A,No,436
Calaveras,170,Proposition 56,N/A,Yes,329
Calaveras,170,Proposition 56,N/A,No,502
Calaveras,210,Proposition 56,N/A,Yes,213
Calaveras,210,Proposition 56,N/A,No,270
Calaveras,215,Proposition 56,N/A,Yes,354
Calaveras,215,Proposition 56,N/A,No,395
Calaveras,220,Proposition 56,N/A,Yes,276
Calaveras,220,Proposition 56,N/A,No,421
Calaveras,230,Proposition 56,N/A,Yes,144
Calaveras,230,Proposition 56,N/A,No,269
Calaveras,240,Proposition 56,N/A,Yes,268
Calaveras,240,Proposition 56,N/A,No,434
Calaveras,250,Proposition 56,N/A,Yes,237
Calaveras,250,Proposition 56,N/A,No,297
Calaveras,260,Proposition 56,N/A,Yes,242
Calaveras,260,Proposition 56,N/A,No,351
Calaveras,310,Proposition 56,N/A,Yes,502
Calaveras,310,Proposition 56,N/A,No,409
Calaveras,320,Proposition 56,N/A,Yes,331
Calaveras,320,Proposition 56,N/A,No,325
Calaveras,330,Proposition 56,N/A,Yes,388
Calaveras,330,Proposition 56,N/A,No,313
Calaveras,350,Proposition 56,N/A,Yes,600
Calaveras,350,Proposition 56,N/A,No,470
Calaveras,360,Proposition 56,N/A,Yes,446
Calaveras,360,Proposition 56,N/A,No,447
Calaveras,370,Proposition 56,N/A,Yes,387
Calaveras,370,Proposition 56,N/A,No,419
Calaveras,410,Proposition 56,N/A,Yes,469
Calaveras,410,Proposition 56,N/A,No,570
Calaveras,420,Proposition 56,N/A,Yes,323
Calaveras,420,Proposition 56,N/A,No,450
Calaveras,430,Proposition 56,N/A,Yes,567
Calaveras,430,Proposition 56,N/A,No,528
Calaveras,440,Proposition 56,N/A,Yes,445
Calaveras,440,Proposition 56,N/A,No,611
Calaveras,450,Proposition 56,N/A,Yes,494
Calaveras,450,Proposition 56,N/A,No,648
Calaveras,530,Proposition 56,N/A,Yes,300
Calaveras,530,Proposition 56,N/A,No,491
Calaveras,540,Proposition 56,N/A,Yes,335
Calaveras,540,Proposition 56,N/A,No,557
Calaveras,550,Proposition 56,N/A,Yes,438
Calaveras,550,Proposition 56,N/A,No,684
Calaveras,560,Proposition 56,N/A,Yes,352
Calaveras,560,Proposition 56,N/A,No,478
Calaveras,570,Proposition 56,N/A,Yes,316
Calaveras,570,Proposition 56,N/A,No,496
Calaveras,110,Proposition 57,N/A,Yes,401
Calaveras,110,Proposition 57,N/A,No,298
Calaveras,120,Proposition 57,N/A,Yes,468
Calaveras,120,Proposition 57,N/A,No,428
Calaveras,140,Proposition 57,N/A,Yes,367
Calaveras,140,Proposition 57,N/A,No,397
Calaveras,150,Proposition 57,N/A,Yes,267
Calaveras,150,Proposition 57,N/A,No,305
Calaveras,160,Proposition 57,N/A,Yes,301
Calaveras,160,Proposition 57,N/A,No,348
Calaveras,170,Proposition 57,N/A,Yes,369
Calaveras,170,Proposition 57,N/A,No,460
Calaveras,210,Proposition 57,N/A,Yes,276
Calaveras,210,Proposition 57,N/A,No,202
Calaveras,215,Proposition 57,N/A,Yes,442
Calaveras,215,Proposition 57,N/A,No,287
Calaveras,220,Proposition 57,N/A,Yes,364
Calaveras,220,Proposition 57,N/A,No,310
Calaveras,230,Proposition 57,N/A,Yes,217
Calaveras,230,Proposition 57,N/A,No,190
Calaveras,240,Proposition 57,N/A,Yes,354
Calaveras,240,Proposition 57,N/A,No,331
Calaveras,250,Proposition 57,N/A,Yes,297
Calaveras,250,Proposition 57,N/A,No,227
Calaveras,260,Proposition 57,N/A,Yes,319
Calaveras,260,Proposition 57,N/A,No,259
Calaveras,310,Proposition 57,N/A,Yes,519
Calaveras,310,Proposition 57,N/A,No,375
Calaveras,320,Proposition 57,N/A,Yes,383
Calaveras,320,Proposition 57,N/A,No,264
Calaveras,330,Proposition 57,N/A,Yes,428
Calaveras,330,Proposition 57,N/A,No,256
Calaveras,350,Proposition 57,N/A,Yes,622
Calaveras,350,Proposition 57,N/A,No,422
Calaveras,360,Proposition 57,N/A,Yes,551
Calaveras,360,Proposition 57,N/A,No,325
Calaveras,370,Proposition 57,N/A,Yes,463
Calaveras,370,Proposition 57,N/A,No,321
Calaveras,410,Proposition 57,N/A,Yes,556
Calaveras,410,Proposition 57,N/A,No,469
Calaveras,420,Proposition 57,N/A,Yes,415
Calaveras,420,Proposition 57,N/A,No,341
Calaveras,430,Proposition 57,N/A,Yes,582
Calaveras,430,Proposition 57,N/A,No,486
Calaveras,440,Proposition 57,N/A,Yes,510
Calaveras,440,Proposition 57,N/A,No,535
Calaveras,450,Proposition 57,N/A,Yes,569
Calaveras,450,Proposition 57,N/A,No,554
Calaveras,530,Proposition 57,N/A,Yes,339
Calaveras,530,Proposition 57,N/A,No,429
Calaveras,540,Proposition 57,N/A,Yes,402
Calaveras,540,Proposition 57,N/A,No,478
Calaveras,550,Proposition 57,N/A,Yes,543
Calaveras,550,Proposition 57,N/A,No,560
Calaveras,560,Proposition 57,N/A,Yes,384
Calaveras,560,Proposition 57,N/A,No,427
Calaveras,570,Proposition 57,N/A,Yes,410
