county,precinct,race,party,candidate,votes
San Benito,0205001,President,PF,Gloria Estela La Riva,1
San Benito,0205001,President,WI,Write-In,0
San Benito,0235320,President,DEM,Hillary Clinton,175
San Benito,0235320,President,REP/AI,Donald J. Trump,86
San Benito,0235320,President,LIB,Gary Johnson,9
San Benito,0235320,President,GRN,Jill Stein,2
San Benito,0235320,President,PF,Gloria Estela La Riva,2
San Benito,0235320,President,WI,Write-In,0
San Benito,0235321,President,DEM,Hillary Clinton,246
San Benito,0235321,President,REP/AI,Donald J. Trump,165
San Benito,0235321,President,LIB,Gary Johnson,19
San Benito,0235321,President,GRN,Jill Stein,2
San Benito,0235321,President,PF,Gloria Estela La Riva,2
San Benito,0235321,President,WI,Write-In,0
San Benito,0235426,President,DEM,Hillary Clinton,507
San Benito,0235426,President,REP/AI,Donald J. Trump,301
San Benito,0235426,President,LIB,Gary Johnson,35
San Benito,0235426,President,GRN,Jill Stein,16
San Benito,0235426,President,PF,Gloria Estela La Riva,8
San Benito,0235426,President,WI,Write-In,0
San Benito,0240001,President,DEM,Hillary Clinton,345
San Benito,0240001,President,REP/AI,Donald J. Trump,376
San Benito,0240001,President,LIB,Gary Johnson,25
San Benito,0240001,President,GRN,Jill Stein,7
San Benito,0240001,President,PF,Gloria Estela La Riva,7
San Benito,0240001,President,WI,Write-In,0
San Benito,0265000,President,DEM,Hillary Clinton,534
San Benito,0265000,President,REP/AI,Donald J. Trump,214
San Benito,0265000,President,LIB,Gary Johnson,21
San Benito,0265000,President,GRN,Jill Stein,13
San Benito,0265000,President,PF,Gloria Estela La Riva,13
San Benito,0265000,President,WI,Write-In,0
San Benito,0335111,President,DEM,Hillary Clinton,187
San Benito,0335111,President,REP/AI,Donald J. Trump,93
San Benito,0335111,President,LIB,Gary Johnson,8
San Benito,0335111,President,GRN,Jill Stein,12
San Benito,0335111,President,PF,Gloria Estela La Riva,6
San Benito,0335111,President,WI,Write-In,0
San Benito,0335213,President,DEM,Hillary Clinton,779
San Benito,0335213,President,REP/AI,Donald J. Trump,287
San Benito,0335213,President,LIB,Gary Johnson,36
San Benito,0335213,President,GRN,Jill Stein,24
San Benito,0335213,President,PF,Gloria Estela La Riva,9
San Benito,0335213,President,WI,Write-In,0
San Benito,0335315,President,DEM,Hillary Clinton,605
San Benito,0335315,President,REP/AI,Donald J. Trump,172
San Benito,0335315,President,LIB,Gary Johnson,17
San Benito,0335315,President,GRN,Jill Stein,19
San Benito,0335315,President,PF,Gloria Estela La Riva,10
San Benito,0335315,President,WI,Write-In,0
San Benito,0335316,President,DEM,Hillary Clinton,902
San Benito,0335316,President,REP/AI,Donald J. Trump,633
San Benito,0335316,President,LIB,Gary Johnson,47
San Benito,0335316,President,GRN,Jill Stein,19
San Benito,0335316,President,PF,Gloria Estela La Riva,9
San Benito,0335316,President,WI,Write-In,0
San Benito,0420002,President,DEM,Hillary Clinton,332
San Benito,0420002,President,REP/AI,Donald J. Trump,350
San Benito,0420002,President,LIB,Gary Johnson,26
San Benito,0420002,President,GRN,Jill Stein,13
San Benito,0420002,President,PF,Gloria Estela La Riva,1
San Benito,0420002,President,WI,Write-In,0
San Benito,0435427,President,DEM,Hillary Clinton,334
San Benito,0435427,President,REP/AI,Donald J. Trump,262
San Benito,0435427,President,LIB,Gary Johnson,28
San Benito,0435427,President,GRN,Jill Stein,7
San Benito,0435427,President,PF,Gloria Estela La Riva,3
San Benito,0435427,President,WI,Write-In,0
San Benito,0435438,President,DEM,Hillary Clinton,575
San Benito,0435438,President,REP/AI,Donald J. Trump,354
San Benito,0435438,President,LIB,Gary Johnson,49
San Benito,0435438,President,GRN,Jill Stein,15
San Benito,0435438,President,PF,Gloria Estela La Riva,1
San Benito,0435438,President,WI,Write-In,0
San Benito,0458001,President,DEM,Hillary Clinton,269
San Benito,0458001,President,REP/AI,Donald J. Trump,337
San Benito,0458001,President,LIB,Gary Johnson,22
San Benito,0458001,President,GRN,Jill Stein,10
San Benito,0458001,President,PF,Gloria Estela La Riva,1
San Benito,0458001,President,WI,Write-In,0
San Benito,0458002,President,DEM,Hillary Clinton,329
San Benito,0458002,President,REP/AI,Donald J. Trump,382
San Benito,0458002,President,LIB,Gary Johnson,37
San Benito,0458002,President,GRN,Jill Stein,9
San Benito,0458002,President,PF,Gloria Estela La Riva,1
San Benito,0458002,President,WI,Write-In,0
San Benito,0470000,President,DEM,Hillary Clinton,214
San Benito,0470000,President,REP/AI,Donald J. Trump,252
San Benito,0470000,President,LIB,Gary Johnson,15
San Benito,0470000,President,GRN,Jill Stein,4
San Benito,0470000,President,PF,Gloria Estela La Riva,2
San Benito,0470000,President,WI,Write-In,0
San Benito,0475000,President,DEM,Hillary Clinton,41
San Benito,0475000,President,REP/AI,Donald J. Trump,76
San Benito,0475000,President,LIB,Gary Johnson,11
San Benito,0475000,President,GRN,Jill Stein,3
San Benito,0475000,President,PF,Gloria Estela La Riva,1
San Benito,0475000,President,WI,Write-In,0
San Benito,0480003,President,DEM,Hillary Clinton,174
San Benito,0480003,President,REP/AI,Donald J. Trump,214
San Benito,0480003,President,LIB,Gary Johnson,5
San Benito,0480003,President,GRN,Jill Stein,3
San Benito,0480003,President,PF,Gloria Estela La Riva,1
San Benito,0480003,President,WI,Write-In,0
San Benito,0535105,President,DEM,Hillary Clinton,223
San Benito,0535105,President,REP/AI,Donald J. Trump,70
San Benito,0535105,President,LIB,Gary Johnson,18
San Benito,0535105,President,GRN,Jill Stein,6
San Benito,0535105,President,PF,Gloria Estela La Riva,3
San Benito,0535105,President,WI,Write-In,0
San Benito,0535135,President,DEM,Hillary Clinton,264
San Benito,0535135,President,REP/AI,Donald J. Trump,44
San Benito,0535135,President,LIB,Gary Johnson,10
San Benito,0535135,President,GRN,Jill Stein,7
San Benito,0535135,President,PF,Gloria Estela La Riva,1
San Benito,0535135,President,WI,Write-In,0
San Benito,0535136,President,DEM,Hillary Clinton,760
San Benito,0535136,President,REP/AI,Donald J. Trump,258
San Benito,0535136,President,LIB,Gary Johnson,34
San Benito,0535136,President,GRN,Jill Stein,19
San Benito,0535136,President,PF,Gloria Estela La Riva,11
San Benito,0535136,President,WI,Write-In,0
San Benito,0535212,President,DEM,Hillary Clinton,778
San Benito,0535212,President,REP/AI,Donald J. Trump,84
San Benito,0535212,President,LIB,Gary Johnson,18
San Benito,0535212,President,GRN,Jill Stein,20
San Benito,0535212,President,PF,Gloria Estela La Riva,10
San Benito,0535212,President,WI,Write-In,0
San Benito,0535228,President,DEM,Hillary Clinton,338
San Benito,0535228,President,REP/AI,Donald J. Trump,59
San Benito,0535228,President,LIB,Gary Johnson,10
San Benito,0535228,President,GRN,Jill Stein,7
San Benito,0535228,President,PF,Gloria Estela La Riva,1
San Benito,0535228,President,WI,Write-In,0
San Benito,9130003,President,DEM,Hillary Clinton,12
San Benito,9130003,President,REP/AI,Donald J. Trump,22
San Benito,9130003,President,LIB,Gary Johnson,3
San Benito,9130003,President,GRN,Jill Stein,0
San Benito,9130003,President,PF,Gloria Estela La Riva,0
San Benito,9130003,President,WI,Write-In,0
San Benito,9130004,President,DEM,Hillary Clinton,80
San Benito,9130004,President,REP/AI,Donald J. Trump,89
San Benito,9130004,President,LIB,Gary Johnson,3
San Benito,9130004,President,GRN,Jill Stein,3
San Benito,9130004,President,PF,Gloria Estela La Riva,0
San Benito,9130004,President,WI,Write-In,0
San Benito,9130005,President,DEM,Hillary Clinton,80
San Benito,9130005,President,REP/AI,Donald J. Trump,50
San Benito,9130005,President,LIB,Gary Johnson,3
San Benito,9130005,President,GRN,Jill Stein,2
San Benito,9130005,President,PF,Gloria Estela La Riva,0
San Benito,9130005,President,WI,Write-In,0
San Benito,9135101,President,DEM,Hillary Clinton,3
San Benito,9135101,President,REP/AI,Donald J. Trump,1
San Benito,9135101,President,LIB,Gary Johnson,0
San Benito,9135101,President,GRN,Jill Stein,0
San Benito,9135101,President,PF,Gloria Estela La Riva,0
San Benito,9135101,President,WI,Write-In,0
San Benito,9135102,President,DEM,Hillary Clinton,8
San Benito,9135102,President,REP/AI,Donald J. Trump,2
San Benito,9135102,President,LIB,Gary Johnson,1
San Benito,9135102,President,GRN,Jill Stein,0
San Benito,9135102,President,PF,Gloria Estela La Riva,0
San Benito,9135102,President,WI,Write-In,0
San Benito,9135318,President,DEM,Hillary Clinton,111
San Benito,9135318,President,REP/AI,Donald J. Trump,61
San Benito,9135318,President,LIB,Gary Johnson,14
San Benito,9135318,President,GRN,Jill Stein,5
San Benito,9135318,President,PF,Gloria Estela La Riva,1
San Benito,9135318,President,WI,Write-In,0
San Benito,9145001,President,DEM,Hillary Clinton,115
San Benito,9145001,President,REP/AI,Donald J. Trump,73
San Benito,9145001,President,LIB,Gary Johnson,9
San Benito,9145001,President,GRN,Jill Stein,8
San Benito,9145001,President,PF,Gloria Estela La Riva,0
San Benito,9145001,President,WI,Write-In,0
San Benito,9185003,President,DEM,Hillary Clinton,5
San Benito,9185003,President,REP/AI,Donald J. Trump,8
San Benito,9185003,President,LIB,Gary Johnson,2
San Benito,9185003,President,GRN,Jill Stein,1
San Benito,9185003,President,PF,Gloria Estela La Riva,0
San Benito,9185003,President,WI,Write-In,0
San Benito,9235214,President,DEM,Hillary Clinton,55
San Benito,9235214,President,REP/AI,Donald J. Trump,38
San Benito,9235214,President,LIB,Gary Johnson,6
San Benito,9235214,President,GRN,Jill Stein,1
San Benito,9235214,President,PF,Gloria Estela La Riva,1
San Benito,9235214,President,WI,Write-In,0
San Benito,9240004,President,DEM,Hillary Clinton,5
San Benito,9240004,President,REP/AI,Donald J. Trump,6
San Benito,9240004,President,LIB,Gary Johnson,0
San Benito,9240004,President,GRN,Jill Stein,0
San Benito,9240004,President,PF,Gloria Estela La Riva,0
San Benito,9240004,President,WI,Write-In,0
San Benito,9280001,President,DEM,Hillary Clinton,60
San Benito,9280001,President,REP/AI,Donald J. Trump,48
San Benito,9280001,President,LIB,Gary Johnson,9
San Benito,9280001,President,GRN,Jill Stein,6
San Benito,9280001,President,PF,Gloria Estela La Riva,0
San Benito,9280001,President,WI,Write-In,0
San Benito,9280002,President,DEM,Hillary Clinton,77
San Benito,9280002,President,REP/AI,Donald J. Trump,63
San Benito,9280002,President,LIB,Gary Johnson,3
San Benito,9280002,President,GRN,Jill Stein,1
San Benito,9280002,President,PF,Gloria Estela La Riva,2
San Benito,9280002,President,WI,Write-In,0
San Benito,9335319,President,DEM,Hillary Clinton,31
San Benito,9335319,President,REP/AI,Donald J. Trump,7
San Benito,9335319,President,LIB,Gary Johnson,0
San Benito,9335319,President,GRN,Jill Stein,0
San Benito,9335319,President,PF,Gloria Estela La Riva,0
San Benito,9335319,President,WI,Write-In,0
San Benito,9395003,President,DEM,Hillary Clinton,9
San Benito,9395003,President,REP/AI,Donald J. Trump,6
San Benito,9395003,President,LIB,Gary Johnson,1
San Benito,9395003,President,GRN,Jill Stein,0
San Benito,9395003,President,PF,Gloria Estela La Riva,0
San Benito,9395003,President,WI,Write-In,0
San Benito,9410000,President,DEM,Hillary Clinton,7
San Benito,9410000,President,REP/AI,Donald J. Trump,56
San Benito,9410000,President,LIB,Gary Johnson,4
San Benito,9410000,President,GRN,Jill Stein,0
San Benito,9410000,President,PF,Gloria Estela La Riva,0
San Benito,9410000,President,WI,Write-In,0
San Benito,9412000,President,DEM,Hillary Clinton,0
San Benito,9412000,President,REP/AI,Donald J. Trump,1
San Benito,9412000,President,LIB,Gary Johnson,0
San Benito,9412000,President,GRN,Jill Stein,0
San Benito,9412000,President,PF,Gloria Estela La Riva,0
San Benito,9412000,President,WI,Write-In,0
San Benito,9415000,President,DEM,Hillary Clinton,44
San Benito,9415000,President,REP/AI,Donald J. Trump,45
San Benito,9415000,President,LIB,Gary Johnson,8
San Benito,9415000,President,GRN,Jill Stein,0
San Benito,9415000,President,PF,Gloria Estela La Riva,3
San Benito,9415000,President,WI,Write-In,0
San Benito,9420001,President,DEM,Hillary Clinton,44
San Benito,9420001,President,REP/AI,Donald J. Trump,53
San Benito,9420001,President,LIB,Gary Johnson,11
San Benito,9420001,President,GRN,Jill Stein,1
San Benito,9420001,President,PF,Gloria Estela La Riva,1
San Benito,9420001,President,WI,Write-In,0
San Benito,9450000,President,DEM,Hillary Clinton,50
San Benito,9450000,President,REP/AI,Donald J. Trump,143
San Benito,9450000,President,LIB,Gary Johnson,12
San Benito,9450000,President,GRN,Jill Stein,6
San Benito,9450000,President,PF,Gloria Estela La Riva,1
San Benito,9450000,President,WI,Write-In,0
San Benito,9460000,President,DEM,Hillary Clinton,21
San Benito,9460000,President,REP/AI,Donald J. Trump,40
San Benito,9460000,President,LIB,Gary Johnson,1
San Benito,9460000,President,GRN,Jill Stein,2
San Benito,9460000,President,PF,Gloria Estela La Riva,0
San Benito,9460000,President,WI,Write-In,0
San Benito,9480005,President,DEM,Hillary Clinton,16
San Benito,9480005,President,REP/AI,Donald J. Trump,16
San Benito,9480005,President,LIB,Gary Johnson,0
San Benito,9480005,President,GRN,Jill Stein,0
San Benito,9480005,President,PF,Gloria Estela La Riva,1
San Benito,9480005,President,WI,Write-In,0
San Benito,9545003,President,DEM,Hillary Clinton,4
San Benito,9545003,President,REP/AI,Donald J. Trump,4
San Benito,9545003,President,LIB,Gary Johnson,0
San Benito,9545003,President,GRN,Jill Stein,0
San Benito,9545003,President,PF,Gloria Estela La Riva,0
San Benito,9545003,President,WI,Write-In,0
San Benito,9585001,President,DEM,Hillary Clinton,59
San Benito,9585001,President,REP/AI,Donald J. Trump,25
San Benito,9585001,President,LIB,Gary Johnson,9
San Benito,9585001,President,GRN,Jill Stein,3
San Benito,9585001,President,PF,Gloria Estela La Riva,1
San Benito,9585001,President,WI,Write-In,0
San Benito,9585002,President,DEM,Hillary Clinton,10
San Benito,9585002,President,REP/AI,Donald J. Trump,1
San Benito,9585002,President,LIB,Gary Johnson,0
San Benito,9585002,President,GRN,Jill Stein,0
San Benito,9585002,President,PF,Gloria Estela La Riva,0
San Benito,9585002,President,WI,Write-In,0
San Benito,9585006,President,DEM,Hillary Clinton,20
San Benito,9585006,President,REP/AI,Donald J. Trump,8
San Benito,9585006,President,LIB,Gary Johnson,2
San Benito,9585006,President,GRN,Jill Stein,1
San Benito,9585006,President,PF,Gloria Estela La Riva,0
San Benito,9585006,President,WI,Write-In,0
San Benito,0130001,Proposition 51,N/A,Yes,403
San Benito,0130001,Proposition 51,N/A,No,381
San Benito,0130002,Proposition 51,N/A,Yes,447
San Benito,0130002,Proposition 51,N/A,No,716
San Benito,0135109,Proposition 51,N/A,Yes,475
San Benito,0135109,Proposition 51,N/A,No,254
San Benito,0135423,Proposition 51,N/A,Yes,225
San Benito,0135423,Proposition 51,N/A,No,226
San Benito,0135425,Proposition 51,N/A,Yes,352
San Benito,0135425,Proposition 51,N/A,No,309
San Benito,0201001,Proposition 51,N/A,Yes,172
San Benito,0201001,Proposition 51,N/A,No,233
San Benito,0205001,Proposition 51,N/A,Yes,318
San Benito,0205001,Proposition 51,N/A,No,264
San Benito,0235320,Proposition 51,N/A,Yes,164
San Benito,0235320,Proposition 51,N/A,No,101
San Benito,0235321,Proposition 51,N/A,Yes,272
San Benito,0235321,Proposition 51,N/A,No,159
San Benito,0235426,Proposition 51,N/A,Yes,479
San Benito,0235426,Proposition 51,N/A,No,374
San Benito,0240001,Proposition 51,N/A,Yes,300
San Benito,0240001,Proposition 51,N/A,No,443
San Benito,0265000,Proposition 51,N/A,Yes,423
San Benito,0265000,Proposition 51,N/A,No,339
San Benito,0335111,Proposition 51,N/A,Yes,183
San Benito,0335111,Proposition 51,N/A,No,117
San Benito,0335213,Proposition 51,N/A,Yes,701
San Benito,0335213,Proposition 51,N/A,No,414
San Benito,0335315,Proposition 51,N/A,Yes,557
San Benito,0335315,Proposition 51,N/A,No,243
San Benito,0335316,Proposition 51,N/A,Yes,832
San Benito,0335316,Proposition 51,N/A,No,762
San Benito,0420002,Proposition 51,N/A,Yes,292
San Benito,0420002,Proposition 51,N/A,No,411
San Benito,0435427,Proposition 51,N/A,Yes,362
San Benito,0435427,Proposition 51,N/A,No,242
San Benito,0435438,Proposition 51,N/A,Yes,512
San Benito,0435438,Proposition 51,N/A,No,425
San Benito,0458001,Proposition 51,N/A,Yes,260
San Benito,0458001,Proposition 51,N/A,No,371
San Benito,0458002,Proposition 51,N/A,Yes,327
San Benito,0458002,Proposition 51,N/A,No,431
San Benito,0470000,Proposition 51,N/A,Yes,185
San Benito,0470000,Proposition 51,N/A,No,307
San Benito,0475000,Proposition 51,N/A,Yes,49
San Benito,0475000,Proposition 51,N/A,No,73
San Benito,0480003,Proposition 51,N/A,Yes,138
San Benito,0480003,Proposition 51,N/A,No,251
San Benito,0535105,Proposition 51,N/A,Yes,228
San Benito,0535105,Proposition 51,N/A,No,87
San Benito,0535135,Proposition 51,N/A,Yes,234
San Benito,0535135,Proposition 51,N/A,No,89
San Benito,0535136,Proposition 51,N/A,Yes,680
San Benito,0535136,Proposition 51,N/A,No,373
San Benito,0535212,Proposition 51,N/A,Yes,679
San Benito,0535212,Proposition 51,N/A,No,218
San Benito,0535228,Proposition 51,N/A,Yes,300
San Benito,0535228,Proposition 51,N/A,No,109
San Benito,9130003,Proposition 51,N/A,Yes,15
San Benito,9130003,Proposition 51,N/A,No,23
San Benito,9130004,Proposition 51,N/A,Yes,75
San Benito,9130004,Proposition 51,N/A,No,99
San Benito,9130005,Proposition 51,N/A,Yes,64
San Benito,9130005,Proposition 51,N/A,No,65
San Benito,9135101,Proposition 51,N/A,Yes,4
San Benito,9135101,Proposition 51,N/A,No,0
San Benito,9135102,Proposition 51,N/A,Yes,5
San Benito,9135102,Proposition 51,N/A,No,6
San Benito,9135318,Proposition 51,N/A,Yes,85
San Benito,9135318,Proposition 51,N/A,No,101
San Benito,9145001,Proposition 51,N/A,Yes,90
San Benito,9145001,Proposition 51,N/A,No,108
San Benito,9185003,Proposition 51,N/A,Yes,3
San Benito,9185003,Proposition 51,N/A,No,11
San Benito,9235214,Proposition 51,N/A,Yes,54
San Benito,9235214,Proposition 51,N/A,No,45
San Benito,9240004,Proposition 51,N/A,Yes,5
San Benito,9240004,Proposition 51,N/A,No,8
San Benito,9280001,Proposition 51,N/A,Yes,53
San Benito,9280001,Proposition 51,N/A,No,68
San Benito,9280002,Proposition 51,N/A,Yes,68
San Benito,9280002,Proposition 51,N/A,No,80
San Benito,9335319,Proposition 51,N/A,Yes,28
San Benito,9335319,Proposition 51,N/A,No,10
San Benito,9395003,Proposition 51,N/A,Yes,9
San Benito,9395003,Proposition 51,N/A,No,6
San Benito,9410000,Proposition 51,N/A,Yes,18
San Benito,9410000,Proposition 51,N/A,No,50
San Benito,9412000,Proposition 51,N/A,Yes,0
San Benito,9412000,Proposition 51,N/A,No,1
San Benito,9415000,Proposition 51,N/A,Yes,42
San Benito,9415000,Proposition 51,N/A,No,57
San Benito,9420001,Proposition 51,N/A,Yes,42
San Benito,9420001,Proposition 51,N/A,No,71
San Benito,9450000,Proposition 51,N/A,Yes,60
San Benito,9450000,Proposition 51,N/A,No,140
San Benito,9460000,Proposition 51,N/A,Yes,16
San Benito,9460000,Proposition 51,N/A,No,52
San Benito,9480005,Proposition 51,N/A,Yes,16
San Benito,9480005,Proposition 51,N/A,No,16
San Benito,9545003,Proposition 51,N/A,Yes,5
San Benito,9545003,Proposition 51,N/A,No,3
San Benito,9585001,Proposition 51,N/A,Yes,57
San Benito,9585001,Proposition 51,N/A,No,39
San Benito,9585002,Proposition 51,N/A,Yes,5
San Benito,9585002,Proposition 51,N/A,No,6
San Benito,9585006,Proposition 51,N/A,Yes,17
San Benito,9585006,Proposition 51,N/A,No,13
San Benito,0130001,Proposition 52,N/A,Yes,500
San Benito,0130001,Proposition 52,N/A,No,263
San Benito,0130002,Proposition 52,N/A,Yes,607
San Benito,0130002,Proposition 52,N/A,No,536
San Benito,0135109,Proposition 52,N/A,Yes,532
San Benito,0135109,Proposition 52,N/A,No,215
San Benito,0135423,Proposition 52,N/A,Yes,283
San Benito,0135423,Proposition 52,N/A,No,177
San Benito,0135425,Proposition 52,N/A,Yes,391
San Benito,0135425,Proposition 52,N/A,No,264
San Benito,0201001,Proposition 52,N/A,Yes,245
San Benito,0201001,Proposition 52,N/A,No,157
San Benito,0205001,Proposition 52,N/A,Yes,403
San Benito,0205001,Proposition 52,N/A,No,187
San Benito,0235320,Proposition 52,N/A,Yes,179
San Benito,0235320,Proposition 52,N/A,No,86
San Benito,0235321,Proposition 52,N/A,Yes,252
San Benito,0235321,Proposition 52,N/A,No,178
San Benito,0235426,Proposition 52,N/A,Yes,589
San Benito,0235426,Proposition 52,N/A,No,271
San Benito,0240001,Proposition 52,N/A,Yes,407
San Benito,0240001,Proposition 52,N/A,No,332
San Benito,0265000,Proposition 52,N/A,Yes,524
San Benito,0265000,Proposition 52,N/A,No,234
San Benito,0335111,Proposition 52,N/A,Yes,228
San Benito,0335111,Proposition 52,N/A,No,73
San Benito,0335213,Proposition 52,N/A,Yes,790
San Benito,0335213,Proposition 52,N/A,No,330
San Benito,0335315,Proposition 52,N/A,Yes,589
San Benito,0335315,Proposition 52,N/A,No,213
San Benito,0335316,Proposition 52,N/A,Yes,992
San Benito,0335316,Proposition 52,N/A,No,579
San Benito,0420002,Proposition 52,N/A,Yes,362
San Benito,0420002,Proposition 52,N/A,No,334
San Benito,0435427,Proposition 52,N/A,Yes,430
San Benito,0435427,Proposition 52,N/A,No,181
San Benito,0435438,Proposition 52,N/A,Yes,610
San Benito,0435438,Proposition 52,N/A,No,342
San Benito,0458001,Proposition 52,N/A,Yes,364
San Benito,0458001,Proposition 52,N/A,No,258
San Benito,0458002,Proposition 52,N/A,Yes,428
San Benito,0458002,Proposition 52,N/A,No,319
San Benito,0470000,Proposition 52,N/A,Yes,263
San Benito,0470000,Proposition 52,N/A,No,222
San Benito,0475000,Proposition 52,N/A,Yes,59
San Benito,0475000,Proposition 52,N/A,No,62
San Benito,0480003,Proposition 52,N/A,Yes,179
San Benito,0480003,Proposition 52,N/A,No,203
San Benito,0535105,Proposition 52,N/A,Yes,251
San Benito,0535105,Proposition 52,N/A,No,67
San Benito,0535135,Proposition 52,N/A,Yes,238
San Benito,0535135,Proposition 52,N/A,No,83
San Benito,0535136,Proposition 52,N/A,Yes,772
San Benito,0535136,Proposition 52,N/A,No,282
San Benito,0535212,Proposition 52,N/A,Yes,716
San Benito,0535212,Proposition 52,N/A,No,171
San Benito,0535228,Proposition 52,N/A,Yes,302
San Benito,0535228,Proposition 52,N/A,No,94
San Benito,9130003,Proposition 52,N/A,Yes,20
San Benito,9130003,Proposition 52,N/A,No,16
San Benito,9130004,Proposition 52,N/A,Yes,96
San Benito,9130004,Proposition 52,N/A,No,74
San Benito,9130005,Proposition 52,N/A,Yes,87
San Benito,9130005,Proposition 52,N/A,No,43
San Benito,9135101,Proposition 52,N/A,Yes,4
San Benito,9135101,Proposition 52,N/A,No,0
San Benito,9135102,Proposition 52,N/A,Yes,8
San Benito,9135102,Proposition 52,N/A,No,4
San Benito,9135318,Proposition 52,N/A,Yes,123
San Benito,9135318,Proposition 52,N/A,No,69
San Benito,9145001,Proposition 52,N/A,Yes,128
San Benito,9145001,Proposition 52,N/A,No,70
San Benito,9185003,Proposition 52,N/A,Yes,6
San Benito,9185003,Proposition 52,N/A,No,8
San Benito,9235214,Proposition 52,N/A,Yes,72
San Benito,9235214,Proposition 52,N/A,No,29
San Benito,9240004,Proposition 52,N/A,Yes,9
San Benito,9240004,Proposition 52,N/A,No,4
San Benito,9280001,Proposition 52,N/A,Yes,79
San Benito,9280001,Proposition 52,N/A,No,43
San Benito,9280002,Proposition 52,N/A,Yes,88
San Benito,9280002,Proposition 52,N/A,No,55
San Benito,9335319,Proposition 52,N/A,Yes,28
San Benito,9335319,Proposition 52,N/A,No,10
San Benito,9395003,Proposition 52,N/A,Yes,10
San Benito,9395003,Proposition 52,N/A,No,3
San Benito,9410000,Proposition 52,N/A,Yes,30
San Benito,9410000,Proposition 52,N/A,No,38
San Benito,9412000,Proposition 52,N/A,Yes,0
San Benito,9412000,Proposition 52,N/A,No,1
San Benito,9415000,Proposition 52,N/A,Yes,60
San Benito,9415000,Proposition 52,N/A,No,36
San Benito,9420001,Proposition 52,N/A,Yes,64
San Benito,9420001,Proposition 52,N/A,No,48
San Benito,9450000,Proposition 52,N/A,Yes,97
San Benito,9450000,Proposition 52,N/A,No,102
San Benito,9460000,Proposition 52,N/A,Yes,42
San Benito,9460000,Proposition 52,N/A,No,25
San Benito,9480005,Proposition 52,N/A,Yes,21
San Benito,9480005,Proposition 52,N/A,No,11
San Benito,9545003,Proposition 52,N/A,Yes,3
San Benito,9545003,Proposition 52,N/A,No,5
San Benito,9585001,Proposition 52,N/A,Yes,66
San Benito,9585001,Proposition 52,N/A,No,33
San Benito,9585002,Proposition 52,N/A,Yes,10
San Benito,9585002,Proposition 52,N/A,No,1
San Benito,9585006,Proposition 52,N/A,Yes,22
San Benito,9585006,Proposition 52,N/A,No,10
San Benito,0130001,Proposition 53,N/A,Yes,400
San Benito,0130001,Proposition 53,N/A,No,360
San Benito,0130002,Proposition 53,N/A,Yes,558
San Benito,0130002,Proposition 53,N/A,No,568
San Benito,0135109,Proposition 53,N/A,Yes,387
San Benito,0135109,Proposition 53,N/A,No,341
San Benito,0135423,Proposition 53,N/A,Yes,221
San Benito,0135423,Proposition 53,N/A,No,238
San Benito,0135425,Proposition 53,N/A,Yes,342
San Benito,0135425,Proposition 53,N/A,No,305
San Benito,0201001,Proposition 53,N/A,Yes,194
San Benito,0201001,Proposition 53,N/A,No,211
San Benito,0205001,Proposition 53,N/A,Yes,234
San Benito,0205001,Proposition 53,N/A,No,346
