county,precinct,race,party,candidate,votes
Inyo,112,President,DEM,Hillary Clinton,67
Inyo,112,President,REP/AI,Donald J. Trump,37
Inyo,112,President,LIB,Gary Johnson,3
Inyo,112,President,GRN,Jill Stein,4
Inyo,112,President,PF,Gloria Estela La Riva,2
Inyo,112,President,WI,Write-In,4
Inyo,113,President,DEM,Hillary Clinton,85
Inyo,113,President,REP/AI,Donald J. Trump,220
Inyo,113,President,LIB,Gary Johnson,17
Inyo,113,President,GRN,Jill Stein,6
Inyo,113,President,PF,Gloria Estela La Riva,1
Inyo,113,President,WI,Write-In,8
Inyo,114,President,DEM,Hillary Clinton,182
Inyo,114,President,REP/AI,Donald J. Trump,262
Inyo,114,President,LIB,Gary Johnson,24
Inyo,114,President,GRN,Jill Stein,27
Inyo,114,President,PF,Gloria Estela La Riva,6
Inyo,114,President,WI,Write-In,22
Inyo,115,President,DEM,Hillary Clinton,114
Inyo,115,President,REP/AI,Donald J. Trump,165
Inyo,115,President,LIB,Gary Johnson,19
Inyo,115,President,GRN,Jill Stein,6
Inyo,115,President,PF,Gloria Estela La Riva,2
Inyo,115,President,WI,Write-In,8
Inyo,116,President,DEM,Hillary Clinton,34
Inyo,116,President,REP/AI,Donald J. Trump,22
Inyo,116,President,LIB,Gary Johnson,6
Inyo,116,President,GRN,Jill Stein,2
Inyo,116,President,PF,Gloria Estela La Riva,0
Inyo,116,President,WI,Write-In,1
Inyo,117,President,DEM,Hillary Clinton,123
Inyo,117,President,REP/AI,Donald J. Trump,193
Inyo,117,President,LIB,Gary Johnson,6
Inyo,117,President,GRN,Jill Stein,5
Inyo,117,President,PF,Gloria Estela La Riva,1
Inyo,117,President,WI,Write-In,6
Inyo,118,President,DEM,Hillary Clinton,0
Inyo,118,President,REP/AI,Donald J. Trump,4
Inyo,118,President,LIB,Gary Johnson,0
Inyo,118,President,GRN,Jill Stein,0
Inyo,118,President,PF,Gloria Estela La Riva,0
Inyo,118,President,WI,Write-In,0
Inyo,119,President,DEM,Hillary Clinton,148
Inyo,119,President,REP/AI,Donald J. Trump,163
Inyo,119,President,LIB,Gary Johnson,13
Inyo,119,President,GRN,Jill Stein,6
Inyo,119,President,PF,Gloria Estela La Riva,2
Inyo,119,President,WI,Write-In,14
Inyo,120,President,DEM,Hillary Clinton,155
Inyo,120,President,REP/AI,Donald J. Trump,218
Inyo,120,President,LIB,Gary Johnson,17
Inyo,120,President,GRN,Jill Stein,12
Inyo,120,President,PF,Gloria Estela La Riva,1
Inyo,120,President,WI,Write-In,6
Inyo,121,President,DEM,Hillary Clinton,40
Inyo,121,President,REP/AI,Donald J. Trump,17
Inyo,121,President,LIB,Gary Johnson,5
Inyo,121,President,GRN,Jill Stein,8
Inyo,121,President,PF,Gloria Estela La Riva,3
Inyo,121,President,WI,Write-In,2
Inyo,122,President,DEM,Hillary Clinton,33
Inyo,122,President,REP/AI,Donald J. Trump,108
Inyo,122,President,LIB,Gary Johnson,5
Inyo,122,President,GRN,Jill Stein,3
Inyo,122,President,PF,Gloria Estela La Riva,1
Inyo,122,President,WI,Write-In,3
Inyo,123,President,DEM,Hillary Clinton,77
Inyo,123,President,REP/AI,Donald J. Trump,48
Inyo,123,President,LIB,Gary Johnson,4
Inyo,123,President,GRN,Jill Stein,3
Inyo,123,President,PF,Gloria Estela La Riva,2
Inyo,123,President,WI,Write-In,4
Inyo,124,President,DEM,Hillary Clinton,66
Inyo,124,President,REP/AI,Donald J. Trump,30
Inyo,124,President,LIB,Gary Johnson,2
Inyo,124,President,GRN,Jill Stein,3
Inyo,124,President,PF,Gloria Estela La Riva,4
Inyo,124,President,WI,Write-In,1
Inyo,101,Proposition 51,N/A,Yes,248
Inyo,101,Proposition 51,N/A,No,328
Inyo,102,Proposition 51,N/A,Yes,292
Inyo,102,Proposition 51,N/A,No,383
Inyo,103,Proposition 51,N/A,Yes,191
Inyo,103,Proposition 51,N/A,No,344
Inyo,104,Proposition 51,N/A,Yes,30
Inyo,104,Proposition 51,N/A,No,31
Inyo,105,Proposition 51,N/A,Yes,12
Inyo,105,Proposition 51,N/A,No,38
Inyo,106,Proposition 51,N/A,Yes,296
Inyo,106,Proposition 51,N/A,No,350
Inyo,107,Proposition 51,N/A,Yes,189
Inyo,107,Proposition 51,N/A,No,158
Inyo,108,Proposition 51,N/A,Yes,134
Inyo,108,Proposition 51,N/A,No,157
Inyo,109,Proposition 51,N/A,Yes,254
Inyo,109,Proposition 51,N/A,No,482
Inyo,110,Proposition 51,N/A,Yes,269
Inyo,110,Proposition 51,N/A,No,532
Inyo,111,Proposition 51,N/A,Yes,185
Inyo,111,Proposition 51,N/A,No,81
Inyo,112,Proposition 51,N/A,Yes,77
Inyo,112,Proposition 51,N/A,No,33
Inyo,113,Proposition 51,N/A,Yes,114
Inyo,113,Proposition 51,N/A,No,215
Inyo,114,Proposition 51,N/A,Yes,230
Inyo,114,Proposition 51,N/A,No,265
Inyo,115,Proposition 51,N/A,Yes,136
Inyo,115,Proposition 51,N/A,No,176
Inyo,116,Proposition 51,N/A,Yes,21
Inyo,116,Proposition 51,N/A,No,39
Inyo,117,Proposition 51,N/A,Yes,131
Inyo,117,Proposition 51,N/A,No,197
Inyo,118,Proposition 51,N/A,Yes,0
Inyo,118,Proposition 51,N/A,No,4
Inyo,119,Proposition 51,N/A,Yes,159
Inyo,119,Proposition 51,N/A,No,171
Inyo,120,Proposition 51,N/A,Yes,168
Inyo,120,Proposition 51,N/A,No,225
Inyo,121,Proposition 51,N/A,Yes,43
Inyo,121,Proposition 51,N/A,No,24
Inyo,122,Proposition 51,N/A,Yes,42
Inyo,122,Proposition 51,N/A,No,103
Inyo,123,Proposition 51,N/A,Yes,71
Inyo,123,Proposition 51,N/A,No,57
Inyo,124,Proposition 51,N/A,Yes,60
Inyo,124,Proposition 51,N/A,No,37
Inyo,101,Proposition 52,N/A,Yes,337
Inyo,101,Proposition 52,N/A,No,230
Inyo,102,Proposition 52,N/A,Yes,421
Inyo,102,Proposition 52,N/A,No,261
Inyo,103,Proposition 52,N/A,Yes,278
Inyo,103,Proposition 52,N/A,No,248
Inyo,104,Proposition 52,N/A,Yes,37
Inyo,104,Proposition 52,N/A,No,24
Inyo,105,Proposition 52,N/A,Yes,19
Inyo,105,Proposition 52,N/A,No,31
Inyo,106,Proposition 52,N/A,Yes,427
Inyo,106,Proposition 52,N/A,No,225
Inyo,107,Proposition 52,N/A,Yes,230
Inyo,107,Proposition 52,N/A,No,119
Inyo,108,Proposition 52,N/A,Yes,191
Inyo,108,Proposition 52,N/A,No,103
Inyo,109,Proposition 52,N/A,Yes,399
Inyo,109,Proposition 52,N/A,No,321
Inyo,110,Proposition 52,N/A,Yes,412
Inyo,110,Proposition 52,N/A,No,390
Inyo,111,Proposition 52,N/A,Yes,190
Inyo,111,Proposition 52,N/A,No,69
Inyo,112,Proposition 52,N/A,Yes,78
Inyo,112,Proposition 52,N/A,No,27
Inyo,113,Proposition 52,N/A,Yes,159
Inyo,113,Proposition 52,N/A,No,164
Inyo,114,Proposition 52,N/A,Yes,299
Inyo,114,Proposition 52,N/A,No,199
Inyo,115,Proposition 52,N/A,Yes,184
Inyo,115,Proposition 52,N/A,No,124
Inyo,116,Proposition 52,N/A,Yes,42
Inyo,116,Proposition 52,N/A,No,20
Inyo,117,Proposition 52,N/A,Yes,174
Inyo,117,Proposition 52,N/A,No,150
Inyo,118,Proposition 52,N/A,Yes,4
Inyo,118,Proposition 52,N/A,No,0
Inyo,119,Proposition 52,N/A,Yes,208
Inyo,119,Proposition 52,N/A,No,129
Inyo,120,Proposition 52,N/A,Yes,244
Inyo,120,Proposition 52,N/A,No,151
Inyo,121,Proposition 52,N/A,Yes,51
Inyo,121,Proposition 52,N/A,No,19
Inyo,122,Proposition 52,N/A,Yes,68
Inyo,122,Proposition 52,N/A,No,79
Inyo,123,Proposition 52,N/A,Yes,80
Inyo,123,Proposition 52,N/A,No,43
Inyo,124,Proposition 52,N/A,Yes,76
Inyo,124,Proposition 52,N/A,No,25
Inyo,101,Proposition 53,N/A,Yes,276
Inyo,101,Proposition 53,N/A,No,279
Inyo,102,Proposition 53,N/A,Yes,340
Inyo,102,Proposition 53,N/A,No,328
Inyo,103,Proposition 53,N/A,Yes,258
Inyo,103,Proposition 53,N/A,No,251
Inyo,104,Proposition 53,N/A,Yes,39
Inyo,104,Proposition 53,N/A,No,23
Inyo,105,Proposition 53,N/A,Yes,26
Inyo,105,Proposition 53,N/A,No,22
Inyo,106,Proposition 53,N/A,Yes,297
Inyo,106,Proposition 53,N/A,No,335
Inyo,107,Proposition 53,N/A,Yes,166
Inyo,107,Proposition 53,N/A,No,175
Inyo,108,Proposition 53,N/A,Yes,141
Inyo,108,Proposition 53,N/A,No,148
Inyo,109,Proposition 53,N/A,Yes,351
Inyo,109,Proposition 53,N/A,No,366
Inyo,110,Proposition 53,N/A,Yes,399
Inyo,110,Proposition 53,N/A,No,385
Inyo,111,Proposition 53,N/A,Yes,117
Inyo,111,Proposition 53,N/A,No,139
Inyo,112,Proposition 53,N/A,Yes,56
Inyo,112,Proposition 53,N/A,No,50
Inyo,113,Proposition 53,N/A,Yes,186
Inyo,113,Proposition 53,N/A,No,129
Inyo,114,Proposition 53,N/A,Yes,254
Inyo,114,Proposition 53,N/A,No,241
Inyo,115,Proposition 53,N/A,Yes,137
Inyo,115,Proposition 53,N/A,No,165
Inyo,116,Proposition 53,N/A,Yes,26
Inyo,116,Proposition 53,N/A,No,33
Inyo,117,Proposition 53,N/A,Yes,150
Inyo,117,Proposition 53,N/A,No,171
Inyo,118,Proposition 53,N/A,Yes,4
Inyo,118,Proposition 53,N/A,No,0
Inyo,119,Proposition 53,N/A,Yes,159
Inyo,119,Proposition 53,N/A,No,171
Inyo,120,Proposition 53,N/A,Yes,208
Inyo,120,Proposition 53,N/A,No,183
Inyo,121,Proposition 53,N/A,Yes,27
Inyo,121,Proposition 53,N/A,No,37
Inyo,122,Proposition 53,N/A,Yes,89
Inyo,122,Proposition 53,N/A,No,56
Inyo,123,Proposition 53,N/A,Yes,75
Inyo,123,Proposition 53,N/A,No,49
Inyo,124,Proposition 53,N/A,Yes,48
Inyo,124,Proposition 53,N/A,No,49
Inyo,101,Proposition 54,N/A,Yes,330
Inyo,101,Proposition 54,N/A,No,225
Inyo,102,Proposition 54,N/A,Yes,388
Inyo,102,Proposition 54,N/A,No,272
Inyo,103,Proposition 54,N/A,Yes,310
Inyo,103,Proposition 54,N/A,No,204
Inyo,104,Proposition 54,N/A,Yes,40
Inyo,104,Proposition 54,N/A,No,22
Inyo,105,Proposition 54,N/A,Yes,26
Inyo,105,Proposition 54,N/A,No,21
Inyo,106,Proposition 54,N/A,Yes,390
Inyo,106,Proposition 54,N/A,No,247
Inyo,107,Proposition 54,N/A,Yes,207
Inyo,107,Proposition 54,N/A,No,132
Inyo,108,Proposition 54,N/A,Yes,177
Inyo,108,Proposition 54,N/A,No,113
Inyo,109,Proposition 54,N/A,Yes,449
Inyo,109,Proposition 54,N/A,No,281
Inyo,110,Proposition 54,N/A,Yes,460
Inyo,110,Proposition 54,N/A,No,322
Inyo,111,Proposition 54,N/A,Yes,153
Inyo,111,Proposition 54,N/A,No,100
Inyo,112,Proposition 54,N/A,Yes,73
Inyo,112,Proposition 54,N/A,No,35
Inyo,113,Proposition 54,N/A,Yes,194
Inyo,113,Proposition 54,N/A,No,125
Inyo,114,Proposition 54,N/A,Yes,269
Inyo,114,Proposition 54,N/A,No,218
Inyo,115,Proposition 54,N/A,Yes,197
Inyo,115,Proposition 54,N/A,No,112
Inyo,116,Proposition 54,N/A,Yes,30
Inyo,116,Proposition 54,N/A,No,28
Inyo,117,Proposition 54,N/A,Yes,193
Inyo,117,Proposition 54,N/A,No,126
Inyo,118,Proposition 54,N/A,Yes,0
Inyo,118,Proposition 54,N/A,No,4
Inyo,119,Proposition 54,N/A,Yes,207
Inyo,119,Proposition 54,N/A,No,121
Inyo,120,Proposition 54,N/A,Yes,233
Inyo,120,Proposition 54,N/A,No,158
Inyo,121,Proposition 54,N/A,Yes,48
Inyo,121,Proposition 54,N/A,No,20
Inyo,122,Proposition 54,N/A,Yes,83
Inyo,122,Proposition 54,N/A,No,61
Inyo,123,Proposition 54,N/A,Yes,95
Inyo,123,Proposition 54,N/A,No,29
Inyo,124,Proposition 54,N/A,Yes,63
Inyo,124,Proposition 54,N/A,No,34
Inyo,101,Proposition 55,N/A,Yes,313
Inyo,101,Proposition 55,N/A,No,261
Inyo,102,Proposition 55,N/A,Yes,392
Inyo,102,Proposition 55,N/A,No,286
Inyo,103,Proposition 55,N/A,Yes,243
Inyo,103,Proposition 55,N/A,No,277
Inyo,104,Proposition 55,N/A,Yes,36
Inyo,104,Proposition 55,N/A,No,26
Inyo,105,Proposition 55,N/A,Yes,25
Inyo,105,Proposition 55,N/A,No,25
Inyo,106,Proposition 55,N/A,Yes,375
Inyo,106,Proposition 55,N/A,No,286
Inyo,107,Proposition 55,N/A,Yes,228
Inyo,107,Proposition 55,N/A,No,125
Inyo,108,Proposition 55,N/A,Yes,187
Inyo,108,Proposition 55,N/A,No,112
Inyo,109,Proposition 55,N/A,Yes,370
Inyo,109,Proposition 55,N/A,No,369
Inyo,110,Proposition 55,N/A,Yes,339
Inyo,110,Proposition 55,N/A,No,460
Inyo,111,Proposition 55,N/A,Yes,191
Inyo,111,Proposition 55,N/A,No,69
Inyo,112,Proposition 55,N/A,Yes,78
Inyo,112,Proposition 55,N/A,No,31
Inyo,113,Proposition 55,N/A,Yes,141
Inyo,113,Proposition 55,N/A,No,183
Inyo,114,Proposition 55,N/A,Yes,275
Inyo,114,Proposition 55,N/A,No,214
Inyo,115,Proposition 55,N/A,Yes,167
Inyo,115,Proposition 55,N/A,No,143
Inyo,116,Proposition 55,N/A,Yes,38
Inyo,116,Proposition 55,N/A,No,23
Inyo,117,Proposition 55,N/A,Yes,158
Inyo,117,Proposition 55,N/A,No,174
Inyo,118,Proposition 55,N/A,Yes,0
Inyo,118,Proposition 55,N/A,No,4
Inyo,119,Proposition 55,N/A,Yes,207
Inyo,119,Proposition 55,N/A,No,131
Inyo,120,Proposition 55,N/A,Yes,215
Inyo,120,Proposition 55,N/A,No,186
Inyo,121,Proposition 55,N/A,Yes,49
Inyo,121,Proposition 55,N/A,No,20
Inyo,122,Proposition 55,N/A,Yes,55
Inyo,122,Proposition 55,N/A,No,90
Inyo,123,Proposition 55,N/A,Yes,82
Inyo,123,Proposition 55,N/A,No,46
Inyo,124,Proposition 55,N/A,Yes,81
Inyo,124,Proposition 55,N/A,No,19
Inyo,101,Proposition 56,N/A,Yes,325
Inyo,101,Proposition 56,N/A,No,270
Inyo,102,Proposition 56,N/A,Yes,355
Inyo,102,Proposition 56,N/A,No,353
Inyo,103,Proposition 56,N/A,Yes,278
Inyo,103,Proposition 56,N/A,No,270
Inyo,104,Proposition 56,N/A,Yes,28
Inyo,104,Proposition 56,N/A,No,35
Inyo,105,Proposition 56,N/A,Yes,21
Inyo,105,Proposition 56,N/A,No,31
Inyo,106,Proposition 56,N/A,Yes,364
Inyo,106,Proposition 56,N/A,No,319
Inyo,107,Proposition 56,N/A,Yes,210
Inyo,107,Proposition 56,N/A,No,153
Inyo,108,Proposition 56,N/A,Yes,180
Inyo,108,Proposition 56,N/A,No,130
Inyo,109,Proposition 56,N/A,Yes,388
Inyo,109,Proposition 56,N/A,No,368
Inyo,110,Proposition 56,N/A,Yes,423
Inyo,110,Proposition 56,N/A,No,405
Inyo,111,Proposition 56,N/A,Yes,166
Inyo,111,Proposition 56,N/A,No,110
Inyo,112,Proposition 56,N/A,Yes,68
Inyo,112,Proposition 56,N/A,No,46
Inyo,113,Proposition 56,N/A,Yes,156
Inyo,113,Proposition 56,N/A,No,175
Inyo,114,Proposition 56,N/A,Yes,247
Inyo,114,Proposition 56,N/A,No,265
Inyo,115,Proposition 56,N/A,Yes,164
Inyo,115,Proposition 56,N/A,No,151
Inyo,116,Proposition 56,N/A,Yes,35
Inyo,116,Proposition 56,N/A,No,28
Inyo,117,Proposition 56,N/A,Yes,156
Inyo,117,Proposition 56,N/A,No,185
Inyo,118,Proposition 56,N/A,Yes,0
Inyo,118,Proposition 56,N/A,No,4
Inyo,119,Proposition 56,N/A,Yes,155
Inyo,119,Proposition 56,N/A,No,185
Inyo,120,Proposition 56,N/A,Yes,203
Inyo,120,Proposition 56,N/A,No,208
Inyo,121,Proposition 56,N/A,Yes,38
Inyo,121,Proposition 56,N/A,No,35
Inyo,122,Proposition 56,N/A,Yes,45
Inyo,122,Proposition 56,N/A,No,105
Inyo,123,Proposition 56,N/A,Yes,68
Inyo,123,Proposition 56,N/A,No,62
Inyo,124,Proposition 56,N/A,Yes,66
Inyo,124,Proposition 56,N/A,No,37
Inyo,101,Proposition 57,N/A,Yes,317
Inyo,101,Proposition 57,N/A,No,257
Inyo,102,Proposition 57,N/A,Yes,386
Inyo,102,Proposition 57,N/A,No,315
Inyo,103,Proposition 57,N/A,Yes,256
Inyo,103,Proposition 57,N/A,No,278
Inyo,104,Proposition 57,N/A,Yes,36
Inyo,104,Proposition 57,N/A,No,26
Inyo,105,Proposition 57,N/A,Yes,23
Inyo,105,Proposition 57,N/A,No,24
Inyo,106,Proposition 57,N/A,Yes,409
Inyo,106,Proposition 57,N/A,No,245
Inyo,107,Proposition 57,N/A,Yes,245
Inyo,107,Proposition 57,N/A,No,109
Inyo,108,Proposition 57,N/A,Yes,196
Inyo,108,Proposition 57,N/A,No,102
Inyo,109,Proposition 57,N/A,Yes,371
Inyo,109,Proposition 57,N/A,No,369
Inyo,110,Proposition 57,N/A,Yes,373
Inyo,110,Proposition 57,N/A,No,434
Inyo,111,Proposition 57,N/A,Yes,178
Inyo,111,Proposition 57,N/A,No,91
Inyo,112,Proposition 57,N/A,Yes,73
Inyo,112,Proposition 57,N/A,No,37
Inyo,113,Proposition 57,N/A,Yes,161
Inyo,113,Proposition 57,N/A,No,160
Inyo,114,Proposition 57,N/A,Yes,241
Inyo,114,Proposition 57,N/A,No,257
Inyo,115,Proposition 57,N/A,Yes,177
Inyo,115,Proposition 57,N/A,No,135
Inyo,116,Proposition 57,N/A,Yes,43
Inyo,116,Proposition 57,N/A,No,19
Inyo,117,Proposition 57,N/A,Yes,150
Inyo,117,Proposition 57,N/A,No,181
Inyo,118,Proposition 57,N/A,Yes,0
Inyo,118,Proposition 57,N/A,No,4
Inyo,119,Proposition 57,N/A,Yes,190
Inyo,119,Proposition 57,N/A,No,146
Inyo,120,Proposition 57,N/A,Yes,215
Inyo,120,Proposition 57,N/A,No,180
Inyo,121,Proposition 57,N/A,Yes,61
Inyo,121,Proposition 57,N/A,No,9
Inyo,122,Proposition 57,N/A,Yes,72
Inyo,122,Proposition 57,N/A,No,75
Inyo,123,Proposition 57,N/A,Yes,100
Inyo,123,Proposition 57,N/A,No,23
Inyo,124,Proposition 57,N/A,Yes,73
Inyo,124,Proposition 57,N/A,No,29
Inyo,101,Proposition 58,N/A,Yes,389
Inyo,101,Proposition 58,N/A,No,187
Inyo,102,Proposition 58,N/A,Yes,470
Inyo,102,Proposition 58,N/A,No,223
Inyo,103,Proposition 58,N/A,Yes,319
Inyo,103,Proposition 58,N/A,No,211
Inyo,104,Proposition 58,N/A,Yes,45
Inyo,104,Proposition 58,N/A,No,17
Inyo,105,Proposition 58,N/A,Yes,28
Inyo,105,Proposition 58,N/A,No,22
Inyo,106,Proposition 58,N/A,Yes,475
Inyo,106,Proposition 58,N/A,No,188
Inyo,107,Proposition 58,N/A,Yes,254
Inyo,107,Proposition 58,N/A,No,102
Inyo,108,Proposition 58,N/A,Yes,214
Inyo,108,Proposition 58,N/A,No,81
Inyo,109,Proposition 58,N/A,Yes,478
Inyo,109,Proposition 58,N/A,No,262
Inyo,110,Proposition 58,N/A,Yes,463
Inyo,110,Proposition 58,N/A,No,356
Inyo,111,Proposition 58,N/A,Yes,204
Inyo,111,Proposition 58,N/A,No,58
Inyo,112,Proposition 58,N/A,Yes,84
Inyo,112,Proposition 58,N/A,No,25
Inyo,113,Proposition 58,N/A,Yes,207
Inyo,113,Proposition 58,N/A,No,122
Inyo,114,Proposition 58,N/A,Yes,327
Inyo,114,Proposition 58,N/A,No,168
Inyo,115,Proposition 58,N/A,Yes,202
Inyo,115,Proposition 58,N/A,No,114
Inyo,116,Proposition 58,N/A,Yes,45
Inyo,116,Proposition 58,N/A,No,14
Inyo,117,Proposition 58,N/A,Yes,207
Inyo,117,Proposition 58,N/A,No,124
Inyo,118,Proposition 58,N/A,Yes,0
Inyo,118,Proposition 58,N/A,No,4
Inyo,119,Proposition 58,N/A,Yes,213
Inyo,119,Proposition 58,N/A,No,120
Inyo,120,Proposition 58,N/A,Yes,253
Inyo,120,Proposition 58,N/A,No,135
Inyo,121,Proposition 58,N/A,Yes,54
Inyo,121,Proposition 58,N/A,No,16
Inyo,122,Proposition 58,N/A,Yes,81
Inyo,122,Proposition 58,N/A,No,64
Inyo,123,Proposition 58,N/A,Yes,93
Inyo,123,Proposition 58,N/A,No,37
Inyo,124,Proposition 58,N/A,Yes,79
Inyo,124,Proposition 58,N/A,No,20
Inyo,101,Proposition 59,N/A,Yes,281
Inyo,101,Proposition 59,N/A,No,267
Inyo,102,Proposition 59,N/A,Yes,291
Inyo,102,Proposition 59,N/A,No,356
Inyo,103,Proposition 59,N/A,Yes,190
Inyo,103,Proposition 59,N/A,No,311
Inyo,104,Proposition 59,N/A,Yes,34
Inyo,104,Proposition 59,N/A,No,27
Inyo,105,Proposition 59,N/A,Yes,10
Inyo,105,Proposition 59,N/A,No,34
Inyo,106,Proposition 59,N/A,Yes,312
Inyo,106,Proposition 59,N/A,No,303
Inyo,107,Proposition 59,N/A,Yes,190
Inyo,107,Proposition 59,N/A,No,150
Inyo,108,Proposition 59,N/A,Yes,152
Inyo,108,Proposition 59,N/A,No,128
Inyo,109,Proposition 59,N/A,Yes,362
Inyo,109,Proposition 59,N/A,No,347
Inyo,110,Proposition 59,N/A,Yes,307
Inyo,110,Proposition 59,N/A,No,446
Inyo,111,Proposition 59,N/A,Yes,107
Inyo,111,Proposition 59,N/A,No,133
Inyo,112,Proposition 59,N/A,Yes,50
Inyo,112,Proposition 59,N/A,No,51
Inyo,113,Proposition 59,N/A,Yes,141
Inyo,113,Proposition 59,N/A,No,172
Inyo,114,Proposition 59,N/A,Yes,195
Inyo,114,Proposition 59,N/A,No,271
Inyo,115,Proposition 59,N/A,Yes,143
Inyo,115,Proposition 59,N/A,No,159
Inyo,116,Proposition 59,N/A,Yes,29
Inyo,116,Proposition 59,N/A,No,32
Inyo,117,Proposition 59,N/A,Yes,135
Inyo,117,Proposition 59,N/A,No,175
Inyo,118,Proposition 59,N/A,Yes,0
Inyo,118,Proposition 59,N/A,No,4
Inyo,119,Proposition 59,N/A,Yes,129
Inyo,119,Proposition 59,N/A,No,185
Inyo,120,Proposition 59,N/A,Yes,155
Inyo,120,Proposition 59,N/A,No,216
Inyo,121,Proposition 59,N/A,Yes,42
Inyo,121,Proposition 59,N/A,No,24
Inyo,122,Proposition 59,N/A,Yes,52
Inyo,122,Proposition 59,N/A,No,89
Inyo,123,Proposition 59,N/A,Yes,69
Inyo,123,Proposition 59,N/A,No,46
Inyo,124,Proposition 59,N/A,Yes,60
Inyo,124,Proposition 59,N/A,No,38
Inyo,101,Proposition 60,N/A,Yes,202
Inyo,101,Proposition 60,N/A,No,343
Inyo,102,Proposition 60,N/A,Yes,325
Inyo,102,Proposition 60,N/A,No,350
Inyo,103,Proposition 60,N/A,Yes,221
Inyo,103,Proposition 60,N/A,No,289
Inyo,104,Proposition 60,N/A,Yes,19
Inyo,104,Proposition 60,N/A,No,42
Inyo,105,Proposition 60,N/A,Yes,14
Inyo,105,Proposition 60,N/A,No,35
Inyo,106,Proposition 60,N/A,Yes,246
Inyo,106,Proposition 60,N/A,No,387
Inyo,107,Proposition 60,N/A,Yes,141
Inyo,107,Proposition 60,N/A,No,194
Inyo,108,Proposition 60,N/A,Yes,117
Inyo,108,Proposition 60,N/A,No,169
Inyo,109,Proposition 60,N/A,Yes,239
Inyo,109,Proposition 60,N/A,No,466
Inyo,110,Proposition 60,N/A,Yes,257
Inyo,110,Proposition 60,N/A,No,507
Inyo,111,Proposition 60,N/A,Yes,175
Inyo,111,Proposition 60,N/A,No,85
Inyo,112,Proposition 60,N/A,Yes,61
Inyo,112,Proposition 60,N/A,No,47
Inyo,113,Proposition 60,N/A,Yes,119
Inyo,113,Proposition 60,N/A,No,187
Inyo,114,Proposition 60,N/A,Yes,246
Inyo,114,Proposition 60,N/A,No,238
Inyo,115,Proposition 60,N/A,Yes,121
