county,precinct,race,party,candidate,votes
Mono,01,President,DEM,Hillary Clinton,146
Mono,01,President,REP/AI,Donald J. Trump,291
Mono,01,President,LIB,Gary Johnson,23
Mono,01,President,GRN,Jill Stein,7
Mono,01,President,PF,Gloria Estela La Riva,0
Mono,01,President,WI,Write-In,0
Mono,03,President,DEM,Hillary Clinton,114
Mono,03,President,REP/AI,Donald J. Trump,210
Mono,03,President,LIB,Gary Johnson,8
Mono,03,President,GRN,Jill Stein,4
Mono,03,President,PF,Gloria Estela La Riva,0
Mono,03,President,WI,Write-In,0
Mono,04,President,DEM,Hillary Clinton,124
Mono,04,President,REP/AI,Donald J. Trump,312
Mono,04,President,LIB,Gary Johnson,27
Mono,04,President,GRN,Jill Stein,7
Mono,04,President,PF,Gloria Estela La Riva,3
Mono,04,President,WI,Write-In,0
Mono,05,President,DEM,Hillary Clinton,153
Mono,05,President,REP/AI,Donald J. Trump,134
Mono,05,President,LIB,Gary Johnson,3
Mono,05,President,GRN,Jill Stein,16
Mono,05,President,PF,Gloria Estela La Riva,3
Mono,05,President,WI,Write-In,0
Mono,06,President,DEM,Hillary Clinton,126
Mono,06,President,REP/AI,Donald J. Trump,72
Mono,06,President,LIB,Gary Johnson,6
Mono,06,President,GRN,Jill Stein,11
Mono,06,President,PF,Gloria Estela La Riva,3
Mono,06,President,WI,Write-In,0
Mono,07,President,DEM,Hillary Clinton,349
Mono,07,President,REP/AI,Donald J. Trump,242
Mono,07,President,LIB,Gary Johnson,25
Mono,07,President,GRN,Jill Stein,16
Mono,07,President,PF,Gloria Estela La Riva,2
Mono,07,President,WI,Write-In,0
Mono,08,President,DEM,Hillary Clinton,210
Mono,08,President,REP/AI,Donald J. Trump,112
Mono,08,President,LIB,Gary Johnson,9
Mono,08,President,GRN,Jill Stein,11
Mono,08,President,PF,Gloria Estela La Riva,0
Mono,08,President,WI,Write-In,0
Mono,09,President,DEM,Hillary Clinton,393
Mono,09,President,REP/AI,Donald J. Trump,236
Mono,09,President,LIB,Gary Johnson,38
Mono,09,President,GRN,Jill Stein,20
Mono,09,President,PF,Gloria Estela La Riva,3
Mono,09,President,WI,Write-In,0
Mono,10,President,DEM,Hillary Clinton,287
Mono,10,President,REP/AI,Donald J. Trump,140
Mono,10,President,LIB,Gary Johnson,21
Mono,10,President,GRN,Jill Stein,17
Mono,10,President,PF,Gloria Estela La Riva,3
Mono,10,President,WI,Write-In,0
Mono,11,President,DEM,Hillary Clinton,170
Mono,11,President,REP/AI,Donald J. Trump,63
Mono,11,President,LIB,Gary Johnson,7
Mono,11,President,GRN,Jill Stein,3
Mono,11,President,PF,Gloria Estela La Riva,2
Mono,11,President,WI,Write-In,0
Mono,12,President,DEM,Hillary Clinton,426
Mono,12,President,REP/AI,Donald J. Trump,181
Mono,12,President,LIB,Gary Johnson,31
Mono,12,President,GRN,Jill Stein,19
Mono,12,President,PF,Gloria Estela La Riva,1
Mono,12,President,WI,Write-In,0
Mono,13,President,DEM,Hillary Clinton,275
Mono,13,President,REP/AI,Donald J. Trump,118
Mono,13,President,LIB,Gary Johnson,24
Mono,13,President,GRN,Jill Stein,11
Mono,13,President,PF,Gloria Estela La Riva,3
Mono,13,President,WI,Write-In,0
Mono,01,Proposition 51,N/A,Yes,173
Mono,01,Proposition 51,N/A,No,290
Mono,03,Proposition 51,N/A,Yes,130
Mono,03,Proposition 51,N/A,No,207
Mono,04,Proposition 51,N/A,Yes,133
Mono,04,Proposition 51,N/A,No,328
Mono,05,Proposition 51,N/A,Yes,133
Mono,05,Proposition 51,N/A,No,180
Mono,06,Proposition 51,N/A,Yes,112
Mono,06,Proposition 51,N/A,No,102
Mono,07,Proposition 51,N/A,Yes,281
Mono,07,Proposition 51,N/A,No,345
Mono,08,Proposition 51,N/A,Yes,174
Mono,08,Proposition 51,N/A,No,175
Mono,09,Proposition 51,N/A,Yes,335
Mono,09,Proposition 51,N/A,No,350
Mono,10,Proposition 51,N/A,Yes,240
Mono,10,Proposition 51,N/A,No,223
Mono,11,Proposition 51,N/A,Yes,118
Mono,11,Proposition 51,N/A,No,132
Mono,12,Proposition 51,N/A,Yes,364
Mono,12,Proposition 51,N/A,No,275
Mono,13,Proposition 51,N/A,Yes,229
Mono,13,Proposition 51,N/A,No,195
Mono,01,Proposition 52,N/A,Yes,236
Mono,01,Proposition 52,N/A,No,219
Mono,03,Proposition 52,N/A,Yes,178
Mono,03,Proposition 52,N/A,No,158
Mono,04,Proposition 52,N/A,Yes,223
Mono,04,Proposition 52,N/A,No,231
Mono,05,Proposition 52,N/A,Yes,177
Mono,05,Proposition 52,N/A,No,130
Mono,06,Proposition 52,N/A,Yes,146
Mono,06,Proposition 52,N/A,No,62
Mono,07,Proposition 52,N/A,Yes,379
Mono,07,Proposition 52,N/A,No,236
Mono,08,Proposition 52,N/A,Yes,212
Mono,08,Proposition 52,N/A,No,130
Mono,09,Proposition 52,N/A,Yes,445
Mono,09,Proposition 52,N/A,No,225
Mono,10,Proposition 52,N/A,Yes,294
Mono,10,Proposition 52,N/A,No,161
Mono,11,Proposition 52,N/A,Yes,179
Mono,11,Proposition 52,N/A,No,70
Mono,12,Proposition 52,N/A,Yes,439
Mono,12,Proposition 52,N/A,No,192
Mono,13,Proposition 52,N/A,Yes,286
Mono,13,Proposition 52,N/A,No,135
Mono,01,Proposition 53,N/A,Yes,258
Mono,01,Proposition 53,N/A,No,197
Mono,03,Proposition 53,N/A,Yes,193
Mono,03,Proposition 53,N/A,No,136
Mono,04,Proposition 53,N/A,Yes,242
Mono,04,Proposition 53,N/A,No,202
Mono,05,Proposition 53,N/A,Yes,136
Mono,05,Proposition 53,N/A,No,162
Mono,06,Proposition 53,N/A,Yes,88
Mono,06,Proposition 53,N/A,No,116
Mono,07,Proposition 53,N/A,Yes,301
Mono,07,Proposition 53,N/A,No,303
Mono,08,Proposition 53,N/A,Yes,150
Mono,08,Proposition 53,N/A,No,181
Mono,09,Proposition 53,N/A,Yes,312
Mono,09,Proposition 53,N/A,No,343
Mono,10,Proposition 53,N/A,Yes,215
Mono,10,Proposition 53,N/A,No,229
Mono,11,Proposition 53,N/A,Yes,95
Mono,11,Proposition 53,N/A,No,154
Mono,12,Proposition 53,N/A,Yes,300
Mono,12,Proposition 53,N/A,No,305
Mono,13,Proposition 53,N/A,Yes,195
Mono,13,Proposition 53,N/A,No,211
Mono,01,Proposition 54,N/A,Yes,294
Mono,01,Proposition 54,N/A,No,158
Mono,03,Proposition 54,N/A,Yes,197
Mono,03,Proposition 54,N/A,No,137
Mono,04,Proposition 54,N/A,Yes,274
Mono,04,Proposition 54,N/A,No,174
Mono,05,Proposition 54,N/A,Yes,180
Mono,05,Proposition 54,N/A,No,120
Mono,06,Proposition 54,N/A,Yes,104
Mono,06,Proposition 54,N/A,No,104
Mono,07,Proposition 54,N/A,Yes,352
Mono,07,Proposition 54,N/A,No,248
Mono,08,Proposition 54,N/A,Yes,205
Mono,08,Proposition 54,N/A,No,133
Mono,09,Proposition 54,N/A,Yes,386
Mono,09,Proposition 54,N/A,No,267
Mono,10,Proposition 54,N/A,Yes,268
Mono,10,Proposition 54,N/A,No,184
Mono,11,Proposition 54,N/A,Yes,130
Mono,11,Proposition 54,N/A,No,115
Mono,12,Proposition 54,N/A,Yes,379
Mono,12,Proposition 54,N/A,No,234
Mono,13,Proposition 54,N/A,Yes,279
Mono,13,Proposition 54,N/A,No,136
Mono,01,Proposition 55,N/A,Yes,235
Mono,01,Proposition 55,N/A,No,231
Mono,03,Proposition 55,N/A,Yes,162
Mono,03,Proposition 55,N/A,No,175
Mono,04,Proposition 55,N/A,Yes,194
Mono,04,Proposition 55,N/A,No,265
Mono,05,Proposition 55,N/A,Yes,164
Mono,05,Proposition 55,N/A,No,141
Mono,06,Proposition 55,N/A,Yes,144
Mono,06,Proposition 55,N/A,No,68
Mono,07,Proposition 55,N/A,Yes,365
Mono,07,Proposition 55,N/A,No,262
Mono,08,Proposition 55,N/A,Yes,222
Mono,08,Proposition 55,N/A,No,128
Mono,09,Proposition 55,N/A,Yes,423
Mono,09,Proposition 55,N/A,No,254
Mono,10,Proposition 55,N/A,Yes,294
Mono,10,Proposition 55,N/A,No,172
Mono,11,Proposition 55,N/A,Yes,185
Mono,11,Proposition 55,N/A,No,66
Mono,12,Proposition 55,N/A,Yes,429
Mono,12,Proposition 55,N/A,No,204
Mono,13,Proposition 55,N/A,Yes,267
Mono,13,Proposition 55,N/A,No,153
Mono,01,Proposition 56,N/A,Yes,202
Mono,01,Proposition 56,N/A,No,269
Mono,03,Proposition 56,N/A,Yes,155
Mono,03,Proposition 56,N/A,No,188
Mono,04,Proposition 56,N/A,Yes,202
