county,precinct,race,party,candidate,votes
Santa Cruz,10572,President,DEM,Hillary Clinton,29
Santa Cruz,10572,President,REP/AI,Donald J. Trump,7
Santa Cruz,10572,President,LIB,Gary Johnson,4
Santa Cruz,10572,President,GRN,Jill Stein,2
Santa Cruz,10572,President,PF,Gloria Estela La Riva,1
Santa Cruz,10572,President,WI,Write-In,0
Santa Cruz,10581,President,DEM,Hillary Clinton,58
Santa Cruz,10581,President,REP/AI,Donald J. Trump,21
Santa Cruz,10581,President,LIB,Gary Johnson,4
Santa Cruz,10581,President,GRN,Jill Stein,3
Santa Cruz,10581,President,PF,Gloria Estela La Riva,0
Santa Cruz,10581,President,WI,Write-In,0
Santa Cruz,10603,President,DEM,Hillary Clinton,670
Santa Cruz,10603,President,REP/AI,Donald J. Trump,220
Santa Cruz,10603,President,LIB,Gary Johnson,35
Santa Cruz,10603,President,GRN,Jill Stein,20
Santa Cruz,10603,President,PF,Gloria Estela La Riva,5
Santa Cruz,10603,President,WI,Write-In,0
Santa Cruz,10620,President,DEM,Hillary Clinton,794
Santa Cruz,10620,President,REP/AI,Donald J. Trump,174
Santa Cruz,10620,President,LIB,Gary Johnson,54
Santa Cruz,10620,President,GRN,Jill Stein,48
Santa Cruz,10620,President,PF,Gloria Estela La Riva,12
Santa Cruz,10620,President,WI,Write-In,0
Santa Cruz,10653,President,DEM,Hillary Clinton,4
Santa Cruz,10653,President,REP/AI,Donald J. Trump,0
Santa Cruz,10653,President,LIB,Gary Johnson,0
Santa Cruz,10653,President,GRN,Jill Stein,0
Santa Cruz,10653,President,PF,Gloria Estela La Riva,0
Santa Cruz,10653,President,WI,Write-In,0
Santa Cruz,10682,President,DEM,Hillary Clinton,164
Santa Cruz,10682,President,REP/AI,Donald J. Trump,51
Santa Cruz,10682,President,LIB,Gary Johnson,6
Santa Cruz,10682,President,GRN,Jill Stein,6
Santa Cruz,10682,President,PF,Gloria Estela La Riva,0
Santa Cruz,10682,President,WI,Write-In,0
Santa Cruz,10690,President,DEM,Hillary Clinton,4
Santa Cruz,10690,President,REP/AI,Donald J. Trump,2
Santa Cruz,10690,President,LIB,Gary Johnson,0
Santa Cruz,10690,President,GRN,Jill Stein,0
Santa Cruz,10690,President,PF,Gloria Estela La Riva,0
Santa Cruz,10690,President,WI,Write-In,0
Santa Cruz,10700,President,DEM,Hillary Clinton,65
Santa Cruz,10700,President,REP/AI,Donald J. Trump,8
Santa Cruz,10700,President,LIB,Gary Johnson,2
Santa Cruz,10700,President,GRN,Jill Stein,6
Santa Cruz,10700,President,PF,Gloria Estela La Riva,0
Santa Cruz,10700,President,WI,Write-In,0
Santa Cruz,10763,President,DEM,Hillary Clinton,179
Santa Cruz,10763,President,REP/AI,Donald J. Trump,53
Santa Cruz,10763,President,LIB,Gary Johnson,8
Santa Cruz,10763,President,GRN,Jill Stein,9
Santa Cruz,10763,President,PF,Gloria Estela La Riva,3
Santa Cruz,10763,President,WI,Write-In,0
Santa Cruz,11010,President,DEM,Hillary Clinton,959
Santa Cruz,11010,President,REP/AI,Donald J. Trump,226
Santa Cruz,11010,President,LIB,Gary Johnson,53
Santa Cruz,11010,President,GRN,Jill Stein,28
Santa Cruz,11010,President,PF,Gloria Estela La Riva,5
Santa Cruz,11010,President,WI,Write-In,0
Santa Cruz,11120,President,DEM,Hillary Clinton,589
Santa Cruz,11120,President,REP/AI,Donald J. Trump,156
Santa Cruz,11120,President,LIB,Gary Johnson,25
Santa Cruz,11120,President,GRN,Jill Stein,23
Santa Cruz,11120,President,PF,Gloria Estela La Riva,3
Santa Cruz,11120,President,WI,Write-In,0
Santa Cruz,12010,President,DEM,Hillary Clinton,225
Santa Cruz,12010,President,REP/AI,Donald J. Trump,44
Santa Cruz,12010,President,LIB,Gary Johnson,10
Santa Cruz,12010,President,GRN,Jill Stein,11
Santa Cruz,12010,President,PF,Gloria Estela La Riva,0
Santa Cruz,12010,President,WI,Write-In,0
Santa Cruz,12023,President,DEM,Hillary Clinton,240
Santa Cruz,12023,President,REP/AI,Donald J. Trump,88
Santa Cruz,12023,President,LIB,Gary Johnson,18
Santa Cruz,12023,President,GRN,Jill Stein,10
Santa Cruz,12023,President,PF,Gloria Estela La Riva,1
Santa Cruz,12023,President,WI,Write-In,0
Santa Cruz,12024,President,DEM,Hillary Clinton,1052
Santa Cruz,12024,President,REP/AI,Donald J. Trump,239
Santa Cruz,12024,President,LIB,Gary Johnson,40
Santa Cruz,12024,President,GRN,Jill Stein,45
Santa Cruz,12024,President,PF,Gloria Estela La Riva,9
Santa Cruz,12024,President,WI,Write-In,0
Santa Cruz,14110,President,DEM,Hillary Clinton,0
Santa Cruz,14110,President,REP/AI,Donald J. Trump,0
Santa Cruz,14110,President,LIB,Gary Johnson,0
Santa Cruz,14110,President,GRN,Jill Stein,0
Santa Cruz,14110,President,PF,Gloria Estela La Riva,0
Santa Cruz,14110,President,WI,Write-In,0
Santa Cruz,14121,President,DEM,Hillary Clinton,662
Santa Cruz,14121,President,REP/AI,Donald J. Trump,322
Santa Cruz,14121,President,LIB,Gary Johnson,68
Santa Cruz,14121,President,GRN,Jill Stein,42
Santa Cruz,14121,President,PF,Gloria Estela La Riva,3
Santa Cruz,14121,President,WI,Write-In,0
Santa Cruz,14123,President,DEM,Hillary Clinton,0
Santa Cruz,14123,President,REP/AI,Donald J. Trump,0
Santa Cruz,14123,President,LIB,Gary Johnson,0
Santa Cruz,14123,President,GRN,Jill Stein,0
Santa Cruz,14123,President,PF,Gloria Estela La Riva,0
Santa Cruz,14123,President,WI,Write-In,0
Santa Cruz,14141,President,DEM,Hillary Clinton,73
Santa Cruz,14141,President,REP/AI,Donald J. Trump,45
Santa Cruz,14141,President,LIB,Gary Johnson,7
Santa Cruz,14141,President,GRN,Jill Stein,1
Santa Cruz,14141,President,PF,Gloria Estela La Riva,1
Santa Cruz,14141,President,WI,Write-In,0
Santa Cruz,20011,President,DEM,Hillary Clinton,723
Santa Cruz,20011,President,REP/AI,Donald J. Trump,161
Santa Cruz,20011,President,LIB,Gary Johnson,28
Santa Cruz,20011,President,GRN,Jill Stein,26
Santa Cruz,20011,President,PF,Gloria Estela La Riva,6
Santa Cruz,20011,President,WI,Write-In,0
Santa Cruz,20013,President,DEM,Hillary Clinton,247
Santa Cruz,20013,President,REP/AI,Donald J. Trump,89
Santa Cruz,20013,President,LIB,Gary Johnson,21
Santa Cruz,20013,President,GRN,Jill Stein,2
Santa Cruz,20013,President,PF,Gloria Estela La Riva,0
Santa Cruz,20013,President,WI,Write-In,0
Santa Cruz,20020,President,DEM,Hillary Clinton,780
Santa Cruz,20020,President,REP/AI,Donald J. Trump,270
Santa Cruz,20020,President,LIB,Gary Johnson,40
Santa Cruz,20020,President,GRN,Jill Stein,31
Santa Cruz,20020,President,PF,Gloria Estela La Riva,7
Santa Cruz,20020,President,WI,Write-In,0
Santa Cruz,20041,President,DEM,Hillary Clinton,559
Santa Cruz,20041,President,REP/AI,Donald J. Trump,243
Santa Cruz,20041,President,LIB,Gary Johnson,39
Santa Cruz,20041,President,GRN,Jill Stein,21
Santa Cruz,20041,President,PF,Gloria Estela La Riva,3
Santa Cruz,20041,President,WI,Write-In,0
Santa Cruz,20044,President,DEM,Hillary Clinton,509
Santa Cruz,20044,President,REP/AI,Donald J. Trump,213
Santa Cruz,20044,President,LIB,Gary Johnson,28
Santa Cruz,20044,President,GRN,Jill Stein,32
Santa Cruz,20044,President,PF,Gloria Estela La Riva,3
Santa Cruz,20044,President,WI,Write-In,0
Santa Cruz,20061,President,DEM,Hillary Clinton,407
Santa Cruz,20061,President,REP/AI,Donald J. Trump,173
Santa Cruz,20061,President,LIB,Gary Johnson,23
Santa Cruz,20061,President,GRN,Jill Stein,16
Santa Cruz,20061,President,PF,Gloria Estela La Riva,6
Santa Cruz,20061,President,WI,Write-In,0
Santa Cruz,20093,President,DEM,Hillary Clinton,1
Santa Cruz,20093,President,REP/AI,Donald J. Trump,2
Santa Cruz,20093,President,LIB,Gary Johnson,0
Santa Cruz,20093,President,GRN,Jill Stein,0
Santa Cruz,20093,President,PF,Gloria Estela La Riva,0
Santa Cruz,20093,President,WI,Write-In,0
Santa Cruz,20101,President,DEM,Hillary Clinton,543
Santa Cruz,20101,President,REP/AI,Donald J. Trump,255
Santa Cruz,20101,President,LIB,Gary Johnson,21
Santa Cruz,20101,President,GRN,Jill Stein,36
Santa Cruz,20101,President,PF,Gloria Estela La Riva,3
Santa Cruz,20101,President,WI,Write-In,0
Santa Cruz,20150,President,DEM,Hillary Clinton,396
Santa Cruz,20150,President,REP/AI,Donald J. Trump,97
Santa Cruz,20150,President,LIB,Gary Johnson,7
Santa Cruz,20150,President,GRN,Jill Stein,21
Santa Cruz,20150,President,PF,Gloria Estela La Riva,4
Santa Cruz,20150,President,WI,Write-In,0
Santa Cruz,20221,President,DEM,Hillary Clinton,770
Santa Cruz,20221,President,REP/AI,Donald J. Trump,213
Santa Cruz,20221,President,LIB,Gary Johnson,38
Santa Cruz,20221,President,GRN,Jill Stein,39
Santa Cruz,20221,President,PF,Gloria Estela La Riva,5
Santa Cruz,20221,President,WI,Write-In,0
Santa Cruz,20222,President,DEM,Hillary Clinton,2
Santa Cruz,20222,President,REP/AI,Donald J. Trump,0
Santa Cruz,20222,President,LIB,Gary Johnson,0
Santa Cruz,20222,President,GRN,Jill Stein,0
Santa Cruz,20222,President,PF,Gloria Estela La Riva,0
Santa Cruz,20222,President,WI,Write-In,0
Santa Cruz,20231,President,DEM,Hillary Clinton,50
Santa Cruz,20231,President,REP/AI,Donald J. Trump,17
Santa Cruz,20231,President,LIB,Gary Johnson,4
Santa Cruz,20231,President,GRN,Jill Stein,2
Santa Cruz,20231,President,PF,Gloria Estela La Riva,0
Santa Cruz,20231,President,WI,Write-In,0
Santa Cruz,20232,President,DEM,Hillary Clinton,712
Santa Cruz,20232,President,REP/AI,Donald J. Trump,201
Santa Cruz,20232,President,LIB,Gary Johnson,38
Santa Cruz,20232,President,GRN,Jill Stein,40
Santa Cruz,20232,President,PF,Gloria Estela La Riva,3
Santa Cruz,20232,President,WI,Write-In,0
Santa Cruz,20241,President,DEM,Hillary Clinton,8
Santa Cruz,20241,President,REP/AI,Donald J. Trump,5
Santa Cruz,20241,President,LIB,Gary Johnson,1
Santa Cruz,20241,President,GRN,Jill Stein,1
Santa Cruz,20241,President,PF,Gloria Estela La Riva,0
Santa Cruz,20241,President,WI,Write-In,0
Santa Cruz,20242,President,DEM,Hillary Clinton,452
Santa Cruz,20242,President,REP/AI,Donald J. Trump,111
Santa Cruz,20242,President,LIB,Gary Johnson,23
Santa Cruz,20242,President,GRN,Jill Stein,18
Santa Cruz,20242,President,PF,Gloria Estela La Riva,4
Santa Cruz,20242,President,WI,Write-In,0
