county,precinct,race,party,candidate,votes
Mendocino,100001,President,DEM,Hillary Clinton,159
Mendocino,100001,President,REP/AI,Donald J. Trump,146
Mendocino,100001,President,LIB,Gary Johnson,15
Mendocino,100001,President,GRN,Jill Stein,5
Mendocino,100001,President,PF,Gloria Estela La Riva,1
Mendocino,100001,President,WI,Write-In,10
Mendocino,100002,President,DEM,Hillary Clinton,230
Mendocino,100002,President,REP/AI,Donald J. Trump,277
Mendocino,100002,President,LIB,Gary Johnson,15
Mendocino,100002,President,GRN,Jill Stein,16
Mendocino,100002,President,PF,Gloria Estela La Riva,1
Mendocino,100002,President,WI,Write-In,9
Mendocino,100003,President,DEM,Hillary Clinton,248
Mendocino,100003,President,REP/AI,Donald J. Trump,233
Mendocino,100003,President,LIB,Gary Johnson,35
Mendocino,100003,President,GRN,Jill Stein,18
Mendocino,100003,President,PF,Gloria Estela La Riva,1
Mendocino,100003,President,WI,Write-In,20
Mendocino,100004,President,DEM,Hillary Clinton,215
Mendocino,100004,President,REP/AI,Donald J. Trump,237
Mendocino,100004,President,LIB,Gary Johnson,20
Mendocino,100004,President,GRN,Jill Stein,36
Mendocino,100004,President,PF,Gloria Estela La Riva,3
Mendocino,100004,President,WI,Write-In,29
Mendocino,100005,President,DEM,Hillary Clinton,132
Mendocino,100005,President,REP/AI,Donald J. Trump,112
Mendocino,100005,President,LIB,Gary Johnson,15
Mendocino,100005,President,GRN,Jill Stein,8
Mendocino,100005,President,PF,Gloria Estela La Riva,0
Mendocino,100005,President,WI,Write-In,7
Mendocino,100006,President,DEM,Hillary Clinton,246
Mendocino,100006,President,REP/AI,Donald J. Trump,133
Mendocino,100006,President,LIB,Gary Johnson,23
Mendocino,100006,President,GRN,Jill Stein,18
Mendocino,100006,President,PF,Gloria Estela La Riva,1
Mendocino,100006,President,WI,Write-In,6
Mendocino,100007,President,DEM,Hillary Clinton,136
Mendocino,100007,President,REP/AI,Donald J. Trump,97
Mendocino,100007,President,LIB,Gary Johnson,11
Mendocino,100007,President,GRN,Jill Stein,9
Mendocino,100007,President,PF,Gloria Estela La Riva,1
Mendocino,100007,President,WI,Write-In,12
Mendocino,100008,President,DEM,Hillary Clinton,288
Mendocino,100008,President,REP/AI,Donald J. Trump,161
Mendocino,100008,President,LIB,Gary Johnson,26
Mendocino,100008,President,GRN,Jill Stein,29
Mendocino,100008,President,PF,Gloria Estela La Riva,1
Mendocino,100008,President,WI,Write-In,16
Mendocino,100009,President,DEM,Hillary Clinton,210
Mendocino,100009,President,REP/AI,Donald J. Trump,253
Mendocino,100009,President,LIB,Gary Johnson,24
Mendocino,100009,President,GRN,Jill Stein,25
Mendocino,100009,President,PF,Gloria Estela La Riva,0
Mendocino,100009,President,WI,Write-In,27
Mendocino,100500,President,DEM,Hillary Clinton,153
Mendocino,100500,President,REP/AI,Donald J. Trump,90
Mendocino,100500,President,LIB,Gary Johnson,4
Mendocino,100500,President,GRN,Jill Stein,4
Mendocino,100500,President,PF,Gloria Estela La Riva,1
Mendocino,100500,President,WI,Write-In,8
Mendocino,200001,President,DEM,Hillary Clinton,146
Mendocino,200001,President,REP/AI,Donald J. Trump,92
Mendocino,200001,President,LIB,Gary Johnson,14
Mendocino,200001,President,GRN,Jill Stein,9
Mendocino,200001,President,PF,Gloria Estela La Riva,0
Mendocino,200001,President,WI,Write-In,11
Mendocino,200003,President,DEM,Hillary Clinton,417
Mendocino,200003,President,REP/AI,Donald J. Trump,217
Mendocino,200003,President,LIB,Gary Johnson,29
Mendocino,200003,President,GRN,Jill Stein,39
Mendocino,200003,President,PF,Gloria Estela La Riva,2
Mendocino,200003,President,WI,Write-In,23
Mendocino,200004,President,DEM,Hillary Clinton,378
Mendocino,200004,President,REP/AI,Donald J. Trump,152
Mendocino,200004,President,LIB,Gary Johnson,24
Mendocino,200004,President,GRN,Jill Stein,27
Mendocino,200004,President,PF,Gloria Estela La Riva,9
Mendocino,200004,President,WI,Write-In,30
Mendocino,300001,President,DEM,Hillary Clinton,313
Mendocino,300001,President,REP/AI,Donald J. Trump,207
Mendocino,300001,President,LIB,Gary Johnson,28
Mendocino,300001,President,GRN,Jill Stein,37
Mendocino,300001,President,PF,Gloria Estela La Riva,2
Mendocino,300001,President,WI,Write-In,34
Mendocino,300002,President,DEM,Hillary Clinton,365
Mendocino,300002,President,REP/AI,Donald J. Trump,202
Mendocino,300002,President,LIB,Gary Johnson,26
Mendocino,300002,President,GRN,Jill Stein,34
Mendocino,300002,President,PF,Gloria Estela La Riva,2
Mendocino,300002,President,WI,Write-In,23
Mendocino,300003,President,DEM,Hillary Clinton,257
Mendocino,300003,President,REP/AI,Donald J. Trump,145
Mendocino,300003,President,LIB,Gary Johnson,17
Mendocino,300003,President,GRN,Jill Stein,38
Mendocino,300003,President,PF,Gloria Estela La Riva,2
Mendocino,300003,President,WI,Write-In,11
Mendocino,300004,President,DEM,Hillary Clinton,189
Mendocino,300004,President,REP/AI,Donald J. Trump,167
Mendocino,300004,President,LIB,Gary Johnson,23
Mendocino,300004,President,GRN,Jill Stein,22
Mendocino,300004,President,PF,Gloria Estela La Riva,0
Mendocino,300004,President,WI,Write-In,14
Mendocino,300005,President,DEM,Hillary Clinton,195
Mendocino,300005,President,REP/AI,Donald J. Trump,198
Mendocino,300005,President,LIB,Gary Johnson,13
Mendocino,300005,President,GRN,Jill Stein,33
Mendocino,300005,President,PF,Gloria Estela La Riva,2
Mendocino,300005,President,WI,Write-In,17
Mendocino,300006,President,DEM,Hillary Clinton,335
Mendocino,300006,President,REP/AI,Donald J. Trump,142
Mendocino,300006,President,LIB,Gary Johnson,22
Mendocino,300006,President,GRN,Jill Stein,32
Mendocino,300006,President,PF,Gloria Estela La Riva,3
Mendocino,300006,President,WI,Write-In,16
Mendocino,300007,President,DEM,Hillary Clinton,279
