county,precinct,race,party,candidate,votes
Lake,CL_BURNS_VALLEY,President,PF,Gloria Estela La Riva,2
Lake,CL_BURNS_VALLEY,President,WI,Write-In,0
Lake,CL_DAVIS,President,DEM,Hillary Clinton,235
Lake,CL_DAVIS,President,REP/AI,Donald J. Trump,174
Lake,CL_DAVIS,President,LIB,Gary Johnson,22
Lake,CL_DAVIS,President,GRN,Jill Stein,27
Lake,CL_DAVIS,President,PF,Gloria Estela La Riva,2
Lake,CL_DAVIS,President,WI,Write-In,0
Lake,CL_MOLESWORTH,President,DEM,Hillary Clinton,257
Lake,CL_MOLESWORTH,President,REP/AI,Donald J. Trump,173
Lake,CL_MOLESWORTH,President,LIB,Gary Johnson,20
Lake,CL_MOLESWORTH,President,GRN,Jill Stein,14
Lake,CL_MOLESWORTH,President,PF,Gloria Estela La Riva,2
Lake,CL_MOLESWORTH,President,WI,Write-In,0
Lake,CL_MONITOR_PT,President,DEM,Hillary Clinton,280
Lake,CL_MONITOR_PT,President,REP/AI,Donald J. Trump,207
Lake,CL_MONITOR_PT,President,LIB,Gary Johnson,25
Lake,CL_MONITOR_PT,President,GRN,Jill Stein,22
Lake,CL_MONITOR_PT,President,PF,Gloria Estela La Riva,3
Lake,CL_MONITOR_PT,President,WI,Write-In,0
Lake,CL_PALMER,President,DEM,Hillary Clinton,239
Lake,CL_PALMER,President,REP/AI,Donald J. Trump,172
Lake,CL_PALMER,President,LIB,Gary Johnson,20
Lake,CL_PALMER,President,GRN,Jill Stein,23
Lake,CL_PALMER,President,PF,Gloria Estela La Riva,2
Lake,CL_PALMER,President,WI,Write-In,0
Lake,CL_PIERCE,President,DEM,Hillary Clinton,257
Lake,CL_PIERCE,President,REP/AI,Donald J. Trump,155
Lake,CL_PIERCE,President,LIB,Gary Johnson,15
Lake,CL_PIERCE,President,GRN,Jill Stein,13
Lake,CL_PIERCE,President,PF,Gloria Estela La Riva,1
Lake,CL_PIERCE,President,WI,Write-In,0
Lake,CL_REDBUD,President,DEM,Hillary Clinton,187
Lake,CL_REDBUD,President,REP/AI,Donald J. Trump,115
Lake,CL_REDBUD,President,LIB,Gary Johnson,15
Lake,CL_REDBUD,President,GRN,Jill Stein,10
Lake,CL_REDBUD,President,PF,Gloria Estela La Riva,3
Lake,CL_REDBUD,President,WI,Write-In,0
Lake,CL_VILLAGE,President,DEM,Hillary Clinton,120
Lake,CL_VILLAGE,President,REP/AI,Donald J. Trump,112
Lake,CL_VILLAGE,President,LIB,Gary Johnson,16
Lake,CL_VILLAGE,President,GRN,Jill Stein,14
Lake,CL_VILLAGE,President,PF,Gloria Estela La Riva,1
Lake,CL_VILLAGE,President,WI,Write-In,0
Lake,COLE_CREEK,President,DEM,Hillary Clinton,259
Lake,COLE_CREEK,President,REP/AI,Donald J. Trump,178
Lake,COLE_CREEK,President,LIB,Gary Johnson,20
Lake,COLE_CREEK,President,GRN,Jill Stein,29
Lake,COLE_CREEK,President,PF,Gloria Estela La Riva,0
Lake,COLE_CREEK,President,WI,Write-In,0
Lake,COW_MTN,President,DEM,Hillary Clinton,144
Lake,COW_MTN,President,REP/AI,Donald J. Trump,159
Lake,COW_MTN,President,LIB,Gary Johnson,25
Lake,COW_MTN,President,GRN,Jill Stein,9
Lake,COW_MTN,President,PF,Gloria Estela La Riva,1
Lake,COW_MTN,President,WI,Write-In,0
Lake,COYOTE_VALLEY,President,DEM,Hillary Clinton,30
Lake,COYOTE_VALLEY,President,REP/AI,Donald J. Trump,61
Lake,COYOTE_VALLEY,President,LIB,Gary Johnson,5
Lake,COYOTE_VALLEY,President,GRN,Jill Stein,2
Lake,COYOTE_VALLEY,President,PF,Gloria Estela La Riva,0
Lake,COYOTE_VALLEY,President,WI,Write-In,0
Lake,DONOVAN_VALLEY,President,DEM,Hillary Clinton,16
Lake,DONOVAN_VALLEY,President,REP/AI,Donald J. Trump,24
Lake,DONOVAN_VALLEY,President,LIB,Gary Johnson,2
Lake,DONOVAN_VALLEY,President,GRN,Jill Stein,2
Lake,DONOVAN_VALLEY,President,PF,Gloria Estela La Riva,0
Lake,DONOVAN_VALLEY,President,WI,Write-In,0
Lake,EAST_LAKE,President,DEM,Hillary Clinton,140
Lake,EAST_LAKE,President,REP/AI,Donald J. Trump,141
Lake,EAST_LAKE,President,LIB,Gary Johnson,15
Lake,EAST_LAKE,President,GRN,Jill Stein,21
Lake,EAST_LAKE,President,PF,Gloria Estela La Riva,0
Lake,EAST_LAKE,President,WI,Write-In,0
Lake,FORTY_SPRINGS,President,DEM,Hillary Clinton,6
Lake,FORTY_SPRINGS,President,REP/AI,Donald J. Trump,6
Lake,FORTY_SPRINGS,President,LIB,Gary Johnson,1
Lake,FORTY_SPRINGS,President,GRN,Jill Stein,1
Lake,FORTY_SPRINGS,President,PF,Gloria Estela La Riva,0
Lake,FORTY_SPRINGS,President,WI,Write-In,0
Lake,GLENBROOK,President,DEM,Hillary Clinton,206
Lake,GLENBROOK,President,REP/AI,Donald J. Trump,146
Lake,GLENBROOK,President,LIB,Gary Johnson,14
Lake,GLENBROOK,President,GRN,Jill Stein,5
Lake,GLENBROOK,President,PF,Gloria Estela La Riva,4
Lake,GLENBROOK,President,WI,Write-In,0
Lake,GLENHAVEN,President,DEM,Hillary Clinton,54
Lake,GLENHAVEN,President,REP/AI,Donald J. Trump,30
Lake,GLENHAVEN,President,LIB,Gary Johnson,4
Lake,GLENHAVEN,President,GRN,Jill Stein,2
Lake,GLENHAVEN,President,PF,Gloria Estela La Riva,0
Lake,GLENHAVEN,President,WI,Write-In,0
Lake,GRAVELLY,President,DEM,Hillary Clinton,12
Lake,GRAVELLY,President,REP/AI,Donald J. Trump,18
Lake,GRAVELLY,President,LIB,Gary Johnson,4
Lake,GRAVELLY,President,GRN,Jill Stein,2
Lake,GRAVELLY,President,PF,Gloria Estela La Riva,0
Lake,GRAVELLY,President,WI,Write-In,0
Lake,HIDDEN_VALLEY_1,President,DEM,Hillary Clinton,305
Lake,HIDDEN_VALLEY_1,President,REP/AI,Donald J. Trump,274
Lake,HIDDEN_VALLEY_1,President,LIB,Gary Johnson,34
Lake,HIDDEN_VALLEY_1,President,GRN,Jill Stein,19
Lake,HIDDEN_VALLEY_1,President,PF,Gloria Estela La Riva,0
Lake,HIDDEN_VALLEY_1,President,WI,Write-In,0
Lake,HIDDEN_VALLEY_2,President,DEM,Hillary Clinton,262
Lake,HIDDEN_VALLEY_2,President,REP/AI,Donald J. Trump,214
Lake,HIDDEN_VALLEY_2,President,LIB,Gary Johnson,21
Lake,HIDDEN_VALLEY_2,President,GRN,Jill Stein,15
Lake,HIDDEN_VALLEY_2,President,PF,Gloria Estela La Riva,0
Lake,HIDDEN_VALLEY_2,President,WI,Write-In,0
Lake,HIDDEN_VALLEY_3,President,DEM,Hillary Clinton,246
Lake,HIDDEN_VALLEY_3,President,REP/AI,Donald J. Trump,270
Lake,HIDDEN_VALLEY_3,President,LIB,Gary Johnson,20
Lake,HIDDEN_VALLEY_3,President,GRN,Jill Stein,11
Lake,HIDDEN_VALLEY_3,President,PF,Gloria Estela La Riva,3
Lake,HIDDEN_VALLEY_3,President,WI,Write-In,0
Lake,HIDDEN_VALLEY_4,President,DEM,Hillary Clinton,296
Lake,HIDDEN_VALLEY_4,President,REP/AI,Donald J. Trump,266
Lake,HIDDEN_VALLEY_4,President,LIB,Gary Johnson,31
Lake,HIDDEN_VALLEY_4,President,GRN,Jill Stein,15
Lake,HIDDEN_VALLEY_4,President,PF,Gloria Estela La Riva,2
Lake,HIDDEN_VALLEY_4,President,WI,Write-In,0
Lake,HIGHLAND_SPGS,President,DEM,Hillary Clinton,13
Lake,HIGHLAND_SPGS,President,REP/AI,Donald J. Trump,11
Lake,HIGHLAND_SPGS,President,LIB,Gary Johnson,3
Lake,HIGHLAND_SPGS,President,GRN,Jill Stein,1
Lake,HIGHLAND_SPGS,President,PF,Gloria Estela La Riva,0
Lake,HIGHLAND_SPGS,President,WI,Write-In,0
Lake,HV_RANCHOS,President,DEM,Hillary Clinton,57
Lake,HV_RANCHOS,President,REP/AI,Donald J. Trump,91
Lake,HV_RANCHOS,President,LIB,Gary Johnson,3
Lake,HV_RANCHOS,President,GRN,Jill Stein,3
Lake,HV_RANCHOS,President,PF,Gloria Estela La Riva,0
Lake,HV_RANCHOS,President,WI,Write-In,0
Lake,JERUSALEM,President,DEM,Hillary Clinton,10
Lake,JERUSALEM,President,REP/AI,Donald J. Trump,4
Lake,JERUSALEM,President,LIB,Gary Johnson,1
Lake,JERUSALEM,President,GRN,Jill Stein,1
Lake,JERUSALEM,President,PF,Gloria Estela La Riva,0
Lake,JERUSALEM,President,WI,Write-In,0
Lake,KELSEYVILLE,President,DEM,Hillary Clinton,244
Lake,KELSEYVILLE,President,REP/AI,Donald J. Trump,186
Lake,KELSEYVILLE,President,LIB,Gary Johnson,16
Lake,KELSEYVILLE,President,GRN,Jill Stein,26
Lake,KELSEYVILLE,President,PF,Gloria Estela La Riva,4
Lake,KELSEYVILLE,President,WI,Write-In,0
Lake,KELSEY_CREEK,President,DEM,Hillary Clinton,254
Lake,KELSEY_CREEK,President,REP/AI,Donald J. Trump,240
Lake,KELSEY_CREEK,President,LIB,Gary Johnson,22
Lake,KELSEY_CREEK,President,GRN,Jill Stein,23
Lake,KELSEY_CREEK,President,PF,Gloria Estela La Riva,2
Lake,KELSEY_CREEK,President,WI,Write-In,0
Lake,KEYS_EAST,President,DEM,Hillary Clinton,143
Lake,KEYS_EAST,President,REP/AI,Donald J. Trump,114
Lake,KEYS_EAST,President,LIB,Gary Johnson,12
Lake,KEYS_EAST,President,GRN,Jill Stein,5
Lake,KEYS_EAST,President,PF,Gloria Estela La Riva,1
Lake,KEYS_EAST,President,WI,Write-In,0
Lake,KEYS_WEST,President,DEM,Hillary Clinton,170
Lake,KEYS_WEST,President,REP/AI,Donald J. Trump,162
Lake,KEYS_WEST,President,LIB,Gary Johnson,7
Lake,KEYS_WEST,President,GRN,Jill Stein,10
Lake,KEYS_WEST,President,PF,Gloria Estela La Riva,1
Lake,KEYS_WEST,President,WI,Write-In,0
Lake,KONO_TAYEE,President,DEM,Hillary Clinton,199
Lake,KONO_TAYEE,President,REP/AI,Donald J. Trump,176
Lake,KONO_TAYEE,President,LIB,Gary Johnson,21
Lake,KONO_TAYEE,President,GRN,Jill Stein,18
Lake,KONO_TAYEE,President,PF,Gloria Estela La Riva,1
Lake,KONO_TAYEE,President,WI,Write-In,0
Lake,LAKESHORE_PARK,President,DEM,Hillary Clinton,56
Lake,LAKESHORE_PARK,President,REP/AI,Donald J. Trump,48
Lake,LAKESHORE_PARK,President,LIB,Gary Johnson,5
Lake,LAKESHORE_PARK,President,GRN,Jill Stein,5
Lake,LAKESHORE_PARK,President,PF,Gloria Estela La Riva,1
Lake,LAKESHORE_PARK,President,WI,Write-In,0
Lake,LAKESIDE_PARK,President,DEM,Hillary Clinton,25
Lake,LAKESIDE_PARK,President,REP/AI,Donald J. Trump,46
Lake,LAKESIDE_PARK,President,LIB,Gary Johnson,3
Lake,LAKESIDE_PARK,President,GRN,Jill Stein,6
Lake,LAKESIDE_PARK,President,PF,Gloria Estela La Riva,0
Lake,LAKESIDE_PARK,President,WI,Write-In,0
Lake,LANDS_END,President,DEM,Hillary Clinton,122
Lake,LANDS_END,President,REP/AI,Donald J. Trump,106
Lake,LANDS_END,President,LIB,Gary Johnson,12
Lake,LANDS_END,President,GRN,Jill Stein,9
Lake,LANDS_END,President,PF,Gloria Estela La Riva,1
Lake,LANDS_END,President,WI,Write-In,0
Lake,LITTLE_BORAX,President,DEM,Hillary Clinton,297
Lake,LITTLE_BORAX,President,REP/AI,Donald J. Trump,247
Lake,LITTLE_BORAX,President,LIB,Gary Johnson,26
Lake,LITTLE_BORAX,President,GRN,Jill Stein,15
Lake,LITTLE_BORAX,President,PF,Gloria Estela La Riva,0
Lake,LITTLE_BORAX,President,WI,Write-In,0
Lake,LOCH_LOMOND,President,DEM,Hillary Clinton,238
Lake,LOCH_LOMOND,President,REP/AI,Donald J. Trump,249
Lake,LOCH_LOMOND,President,LIB,Gary Johnson,27
Lake,LOCH_LOMOND,President,GRN,Jill Stein,23
Lake,LOCH_LOMOND,President,PF,Gloria Estela La Riva,1
Lake,LOCH_LOMOND,President,WI,Write-In,0
Lake,LONG_VALLEY,President,DEM,Hillary Clinton,187
Lake,LONG_VALLEY,President,REP/AI,Donald J. Trump,236
Lake,LONG_VALLEY,President,LIB,Gary Johnson,17
Lake,LONG_VALLEY,President,GRN,Jill Stein,17
Lake,LONG_VALLEY,President,PF,Gloria Estela La Riva,1
Lake,LONG_VALLEY,President,WI,Write-In,0
Lake,LOWER_LAKE,President,DEM,Hillary Clinton,169
Lake,LOWER_LAKE,President,REP/AI,Donald J. Trump,163
Lake,LOWER_LAKE,President,LIB,Gary Johnson,12
Lake,LOWER_LAKE,President,GRN,Jill Stein,15
Lake,LOWER_LAKE,President,PF,Gloria Estela La Riva,1
Lake,LOWER_LAKE,President,WI,Write-In,0
Lake,LP_FAIRGROUNDS,President,DEM,Hillary Clinton,290
Lake,LP_FAIRGROUNDS,President,REP/AI,Donald J. Trump,197
Lake,LP_FAIRGROUNDS,President,LIB,Gary Johnson,27
Lake,LP_FAIRGROUNDS,President,GRN,Jill Stein,16
Lake,LP_FAIRGROUNDS,President,PF,Gloria Estela La Riva,3
Lake,LP_FAIRGROUNDS,President,WI,Write-In,0
Lake,LP_GOVERNMENT,President,DEM,Hillary Clinton,254
Lake,LP_GOVERNMENT,President,REP/AI,Donald J. Trump,180
Lake,LP_GOVERNMENT,President,LIB,Gary Johnson,28
Lake,LP_GOVERNMENT,President,GRN,Jill Stein,19
Lake,LP_GOVERNMENT,President,PF,Gloria Estela La Riva,2
Lake,LP_GOVERNMENT,President,WI,Write-In,0
Lake,LP_LANGE,President,DEM,Hillary Clinton,209
Lake,LP_LANGE,President,REP/AI,Donald J. Trump,238
Lake,LP_LANGE,President,LIB,Gary Johnson,29
Lake,LP_LANGE,President,GRN,Jill Stein,18
Lake,LP_LANGE,President,PF,Gloria Estela La Riva,4
Lake,LP_LANGE,President,WI,Write-In,0
Lake,LP_WILLOW_TREE,President,DEM,Hillary Clinton,251
Lake,LP_WILLOW_TREE,President,REP/AI,Donald J. Trump,251
Lake,LP_WILLOW_TREE,President,LIB,Gary Johnson,44
Lake,LP_WILLOW_TREE,President,GRN,Jill Stein,15
Lake,LP_WILLOW_TREE,President,PF,Gloria Estela La Riva,3
Lake,LP_WILLOW_TREE,President,WI,Write-In,0
Lake,LUCERNE,President,DEM,Hillary Clinton,172
Lake,LUCERNE,President,REP/AI,Donald J. Trump,152
Lake,LUCERNE,President,LIB,Gary Johnson,12
Lake,LUCERNE,President,GRN,Jill Stein,20
Lake,LUCERNE,President,PF,Gloria Estela La Riva,4
Lake,LUCERNE,President,WI,Write-In,0
Lake,MIDDLETOWN,President,DEM,Hillary Clinton,213
Lake,MIDDLETOWN,President,REP/AI,Donald J. Trump,223
Lake,MIDDLETOWN,President,LIB,Gary Johnson,19
Lake,MIDDLETOWN,President,GRN,Jill Stein,28
Lake,MIDDLETOWN,President,PF,Gloria Estela La Riva,4
Lake,MIDDLETOWN,President,WI,Write-In,0
Lake,MORGAN_VALLEY,President,DEM,Hillary Clinton,19
Lake,MORGAN_VALLEY,President,REP/AI,Donald J. Trump,15
Lake,MORGAN_VALLEY,President,LIB,Gary Johnson,0
Lake,MORGAN_VALLEY,President,GRN,Jill Stein,2
Lake,MORGAN_VALLEY,President,PF,Gloria Estela La Riva,0
Lake,MORGAN_VALLEY,President,WI,Write-In,0
Lake,MOUNTAIN_PEAK,President,DEM,Hillary Clinton,267
Lake,MOUNTAIN_PEAK,President,REP/AI,Donald J. Trump,276
Lake,MOUNTAIN_PEAK,President,LIB,Gary Johnson,33
Lake,MOUNTAIN_PEAK,President,GRN,Jill Stein,22
Lake,MOUNTAIN_PEAK,President,PF,Gloria Estela La Riva,1
Lake,MOUNTAIN_PEAK,President,WI,Write-In,0
Lake,NICE,President,DEM,Hillary Clinton,250
Lake,NICE,President,REP/AI,Donald J. Trump,188
Lake,NICE,President,LIB,Gary Johnson,26
Lake,NICE,President,GRN,Jill Stein,27
Lake,NICE,President,PF,Gloria Estela La Riva,5
Lake,NICE,President,WI,Write-In,0
Lake,NICE_HARBOR,President,DEM,Hillary Clinton,171
Lake,NICE_HARBOR,President,REP/AI,Donald J. Trump,183
Lake,NICE_HARBOR,President,LIB,Gary Johnson,15
Lake,NICE_HARBOR,President,GRN,Jill Stein,22
Lake,NICE_HARBOR,President,PF,Gloria Estela La Riva,0
Lake,NICE_HARBOR,President,WI,Write-In,0
Lake,PERINI_HILL,President,DEM,Hillary Clinton,8
Lake,PERINI_HILL,President,REP/AI,Donald J. Trump,5
Lake,PERINI_HILL,President,LIB,Gary Johnson,0
Lake,PERINI_HILL,President,GRN,Jill Stein,0
Lake,PERINI_HILL,President,PF,Gloria Estela La Riva,0
Lake,PERINI_HILL,President,WI,Write-In,0
Lake,RIVIERA,President,DEM,Hillary Clinton,228
Lake,RIVIERA,President,REP/AI,Donald J. Trump,226
Lake,RIVIERA,President,LIB,Gary Johnson,20
Lake,RIVIERA,President,GRN,Jill Stein,20
Lake,RIVIERA,President,PF,Gloria Estela La Riva,1
Lake,RIVIERA,President,WI,Write-In,0
Lake,ROBIN_HILL,President,DEM,Hillary Clinton,310
Lake,ROBIN_HILL,President,REP/AI,Donald J. Trump,319
Lake,ROBIN_HILL,President,LIB,Gary Johnson,30
Lake,ROBIN_HILL,President,GRN,Jill Stein,20
Lake,ROBIN_HILL,President,PF,Gloria Estela La Riva,4
Lake,ROBIN_HILL,President,WI,Write-In,0
Lake,SCOTTS_VALLEY,President,DEM,Hillary Clinton,127
Lake,SCOTTS_VALLEY,President,REP/AI,Donald J. Trump,197
Lake,SCOTTS_VALLEY,President,LIB,Gary Johnson,13
Lake,SCOTTS_VALLEY,President,GRN,Jill Stein,10
Lake,SCOTTS_VALLEY,President,PF,Gloria Estela La Riva,1
Lake,SCOTTS_VALLEY,President,WI,Write-In,0
Lake,SODA_BAY,President,DEM,Hillary Clinton,245
Lake,SODA_BAY,President,REP/AI,Donald J. Trump,186
Lake,SODA_BAY,President,LIB,Gary Johnson,19
Lake,SODA_BAY,President,GRN,Jill Stein,15
Lake,SODA_BAY,President,PF,Gloria Estela La Riva,1
Lake,SODA_BAY,President,WI,Write-In,0
Lake,SPRUCE_GROVE,President,DEM,Hillary Clinton,79
Lake,SPRUCE_GROVE,President,REP/AI,Donald J. Trump,77
Lake,SPRUCE_GROVE,President,LIB,Gary Johnson,8
Lake,SPRUCE_GROVE,President,GRN,Jill Stein,10
Lake,SPRUCE_GROVE,President,PF,Gloria Estela La Riva,0
Lake,SPRUCE_GROVE,President,WI,Write-In,0
Lake,SULPHUR_PARK,President,DEM,Hillary Clinton,74
Lake,SULPHUR_PARK,President,REP/AI,Donald J. Trump,56
Lake,SULPHUR_PARK,President,LIB,Gary Johnson,4
Lake,SULPHUR_PARK,President,GRN,Jill Stein,2
Lake,SULPHUR_PARK,President,PF,Gloria Estela La Riva,1
Lake,SULPHUR_PARK,President,WI,Write-In,0
Lake,THE_CASTLE,President,DEM,Hillary Clinton,145
Lake,THE_CASTLE,President,REP/AI,Donald J. Trump,127
Lake,THE_CASTLE,President,LIB,Gary Johnson,4
Lake,THE_CASTLE,President,GRN,Jill Stein,16
Lake,THE_CASTLE,President,PF,Gloria Estela La Riva,3
Lake,THE_CASTLE,President,WI,Write-In,0
Lake,THURSTON_LAKE,President,DEM,Hillary Clinton,51
Lake,THURSTON_LAKE,President,REP/AI,Donald J. Trump,37
Lake,THURSTON_LAKE,President,LIB,Gary Johnson,6
Lake,THURSTON_LAKE,President,GRN,Jill Stein,6
Lake,THURSTON_LAKE,President,PF,Gloria Estela La Riva,0
Lake,THURSTON_LAKE,President,WI,Write-In,0
Lake,TWIN_LAKES,President,DEM,Hillary Clinton,150
Lake,TWIN_LAKES,President,REP/AI,Donald J. Trump,225
Lake,TWIN_LAKES,President,LIB,Gary Johnson,14
Lake,TWIN_LAKES,President,GRN,Jill Stein,12
Lake,TWIN_LAKES,President,PF,Gloria Estela La Riva,1
Lake,TWIN_LAKES,President,WI,Write-In,0
Lake,UPPER_LAKE,President,DEM,Hillary Clinton,221
Lake,UPPER_LAKE,President,REP/AI,Donald J. Trump,260
Lake,UPPER_LAKE,President,LIB,Gary Johnson,26
Lake,UPPER_LAKE,President,GRN,Jill Stein,26
Lake,UPPER_LAKE,President,PF,Gloria Estela La Riva,6
Lake,UPPER_LAKE,President,WI,Write-In,0
Lake,WESTLAKE,President,DEM,Hillary Clinton,253
Lake,WESTLAKE,President,REP/AI,Donald J. Trump,289
Lake,WESTLAKE,President,LIB,Gary Johnson,25
Lake,WESTLAKE,President,GRN,Jill Stein,16
Lake,WESTLAKE,President,PF,Gloria Estela La Riva,3
Lake,WESTLAKE,President,WI,Write-In,0
Lake,WHEELER_POINT,President,DEM,Hillary Clinton,294
Lake,WHEELER_POINT,President,REP/AI,Donald J. Trump,231
Lake,WHEELER_POINT,President,LIB,Gary Johnson,31
Lake,WHEELER_POINT,President,GRN,Jill Stein,20
Lake,WHEELER_POINT,President,PF,Gloria Estela La Riva,1
Lake,WHEELER_POINT,President,WI,Write-In,0
Lake,W_PINE_HOBERGS,President,DEM,Hillary Clinton,350
Lake,W_PINE_HOBERGS,President,REP/AI,Donald J. Trump,205
Lake,W_PINE_HOBERGS,President,LIB,Gary Johnson,32
Lake,W_PINE_HOBERGS,President,GRN,Jill Stein,29
Lake,W_PINE_HOBERGS,President,PF,Gloria Estela La Riva,1
Lake,W_PINE_HOBERGS,President,WI,Write-In,0
Lake,ADOBE,Proposition 51,N/A,Yes,189
Lake,ADOBE,Proposition 51,N/A,No,203
Lake,BACHELOR,Proposition 51,N/A,Yes,210
Lake,BACHELOR,Proposition 51,N/A,No,294
Lake,BALD_MTN,Proposition 51,N/A,Yes,2
Lake,BALD_MTN,Proposition 51,N/A,No,2
Lake,BALLY_PEAK,Proposition 51,N/A,Yes,6
Lake,BALLY_PEAK,Proposition 51,N/A,No,2
Lake,BARTLETT,Proposition 51,N/A,Yes,0
Lake,BARTLETT,Proposition 51,N/A,No,4
Lake,BELL_PARK,Proposition 51,N/A,Yes,27
Lake,BELL_PARK,Proposition 51,N/A,No,47
Lake,BIG_VALLEY,Proposition 51,N/A,Yes,120
Lake,BIG_VALLEY,Proposition 51,N/A,No,187
Lake,BUCK_ISLAND,Proposition 51,N/A,Yes,0
Lake,BUCK_ISLAND,Proposition 51,N/A,No,0
Lake,CENTRAL_PARK,Proposition 51,N/A,Yes,161
Lake,CENTRAL_PARK,Proposition 51,N/A,No,152
Lake,CL_AUSTIN_PARK,Proposition 51,N/A,Yes,273
Lake,CL_AUSTIN_PARK,Proposition 51,N/A,No,241
Lake,CL_BURNS_VALLEY,Proposition 51,N/A,Yes,262
Lake,CL_BURNS_VALLEY,Proposition 51,N/A,No,204
Lake,CL_DAVIS,Proposition 51,N/A,Yes,238
Lake,CL_DAVIS,Proposition 51,N/A,No,198
Lake,CL_MOLESWORTH,Proposition 51,N/A,Yes,249
Lake,CL_MOLESWORTH,Proposition 51,N/A,No,200
Lake,CL_MONITOR_PT,Proposition 51,N/A,Yes,272
Lake,CL_MONITOR_PT,Proposition 51,N/A,No,249
Lake,CL_PALMER,Proposition 51,N/A,Yes,248
Lake,CL_PALMER,Proposition 51,N/A,No,194
Lake,CL_PIERCE,Proposition 51,N/A,Yes,244
Lake,CL_PIERCE,Proposition 51,N/A,No,182
Lake,CL_REDBUD,Proposition 51,N/A,Yes,174
Lake,CL_REDBUD,Proposition 51,N/A,No,140
Lake,CL_VILLAGE,Proposition 51,N/A,Yes,143
Lake,CL_VILLAGE,Proposition 51,N/A,No,125
Lake,COLE_CREEK,Proposition 51,N/A,Yes,257
