county,precinct,race,party,candidate,votes
Humboldt,1E-43,President,WI,Write-In,21
Humboldt,1E-45,President,DEM,Hillary Clinton,351
Humboldt,1E-45,President,REP/AI,Donald J. Trump,271
Humboldt,1E-45,President,LIB,Gary Johnson,23
Humboldt,1E-45,President,GRN,Jill Stein,15
Humboldt,1E-45,President,PF,Gloria Estela La Riva,1
Humboldt,1E-45,President,WI,Write-In,24
Humboldt,1E-55,President,DEM,Hillary Clinton,273
Humboldt,1E-55,President,REP/AI,Donald J. Trump,179
Humboldt,1E-55,President,LIB,Gary Johnson,18
Humboldt,1E-55,President,GRN,Jill Stein,20
Humboldt,1E-55,President,PF,Gloria Estela La Riva,5
Humboldt,1E-55,President,WI,Write-In,21
Humboldt,1E-59,President,DEM,Hillary Clinton,0
Humboldt,1E-59,President,REP/AI,Donald J. Trump,0
Humboldt,1E-59,President,LIB,Gary Johnson,0
Humboldt,1E-59,President,GRN,Jill Stein,1
Humboldt,1E-59,President,PF,Gloria Estela La Riva,0
Humboldt,1E-59,President,WI,Write-In,0
Humboldt,1ES-1,President,DEM,Hillary Clinton,494
Humboldt,1ES-1,President,REP/AI,Donald J. Trump,262
Humboldt,1ES-1,President,LIB,Gary Johnson,44
Humboldt,1ES-1,President,GRN,Jill Stein,32
Humboldt,1ES-1,President,PF,Gloria Estela La Riva,2
Humboldt,1ES-1,President,WI,Write-In,28
Humboldt,1F--1,President,DEM,Hillary Clinton,403
Humboldt,1F--1,President,REP/AI,Donald J. Trump,339
Humboldt,1F--1,President,LIB,Gary Johnson,35
Humboldt,1F--1,President,GRN,Jill Stein,16
Humboldt,1F--1,President,PF,Gloria Estela La Riva,5
Humboldt,1F--1,President,WI,Write-In,35
Humboldt,1F--7,President,DEM,Hillary Clinton,6
Humboldt,1F--7,President,REP/AI,Donald J. Trump,9
Humboldt,1F--7,President,LIB,Gary Johnson,2
Humboldt,1F--7,President,GRN,Jill Stein,0
Humboldt,1F--7,President,PF,Gloria Estela La Riva,0
Humboldt,1F--7,President,WI,Write-In,0
Humboldt,1FS,President,DEM,Hillary Clinton,207
Humboldt,1FS,President,REP/AI,Donald J. Trump,379
Humboldt,1FS,President,LIB,Gary Johnson,37
Humboldt,1FS,President,GRN,Jill Stein,13
Humboldt,1FS,President,PF,Gloria Estela La Riva,3
Humboldt,1FS,President,WI,Write-In,23
Humboldt,1FS-1,President,DEM,Hillary Clinton,34
Humboldt,1FS-1,President,REP/AI,Donald J. Trump,80
Humboldt,1FS-1,President,LIB,Gary Johnson,8
Humboldt,1FS-1,President,GRN,Jill Stein,6
Humboldt,1FS-1,President,PF,Gloria Estela La Riva,2
Humboldt,1FS-1,President,WI,Write-In,5
Humboldt,1FS-4,President,DEM,Hillary Clinton,82
Humboldt,1FS-4,President,REP/AI,Donald J. Trump,49
Humboldt,1FS-4,President,LIB,Gary Johnson,6
Humboldt,1FS-4,President,GRN,Jill Stein,5
Humboldt,1FS-4,President,PF,Gloria Estela La Riva,1
Humboldt,1FS-4,President,WI,Write-In,9
Humboldt,1FS-9,President,DEM,Hillary Clinton,42
Humboldt,1FS-9,President,REP/AI,Donald J. Trump,74
Humboldt,1FS-9,President,LIB,Gary Johnson,13
Humboldt,1FS-9,President,GRN,Jill Stein,8
Humboldt,1FS-9,President,PF,Gloria Estela La Riva,1
Humboldt,1FS-9,President,WI,Write-In,8
Humboldt,1LU,President,DEM,Hillary Clinton,259
Humboldt,1LU,President,REP/AI,Donald J. Trump,257
Humboldt,1LU,President,LIB,Gary Johnson,28
Humboldt,1LU,President,GRN,Jill Stein,27
Humboldt,1LU,President,PF,Gloria Estela La Riva,4
Humboldt,1LU,President,WI,Write-In,25
Humboldt,1MU,President,DEM,Hillary Clinton,79
Humboldt,1MU,President,REP/AI,Donald J. Trump,38
Humboldt,1MU,President,LIB,Gary Johnson,2
Humboldt,1MU,President,GRN,Jill Stein,24
Humboldt,1MU,President,PF,Gloria Estela La Riva,0
Humboldt,1MU,President,WI,Write-In,9
Humboldt,1MUF,President,DEM,Hillary Clinton,81
Humboldt,1MUF,President,REP/AI,Donald J. Trump,25
Humboldt,1MUF,President,LIB,Gary Johnson,5
Humboldt,1MUF,President,GRN,Jill Stein,32
Humboldt,1MUF,President,PF,Gloria Estela La Riva,0
Humboldt,1MUF,President,WI,Write-In,5
Humboldt,1RV-2,President,DEM,Hillary Clinton,44
Humboldt,1RV-2,President,REP/AI,Donald J. Trump,54
Humboldt,1RV-2,President,LIB,Gary Johnson,2
Humboldt,1RV-2,President,GRN,Jill Stein,1
Humboldt,1RV-2,President,PF,Gloria Estela La Riva,1
Humboldt,1RV-2,President,WI,Write-In,2
Humboldt,1SB-1,President,DEM,Hillary Clinton,475
Humboldt,1SB-1,President,REP/AI,Donald J. Trump,445
Humboldt,1SB-1,President,LIB,Gary Johnson,29
Humboldt,1SB-1,President,GRN,Jill Stein,43
Humboldt,1SB-1,President,PF,Gloria Estela La Riva,7
Humboldt,1SB-1,President,WI,Write-In,42
Humboldt,1SB-4,President,DEM,Hillary Clinton,441
Humboldt,1SB-4,President,REP/AI,Donald J. Trump,352
Humboldt,1SB-4,President,LIB,Gary Johnson,42
Humboldt,1SB-4,President,GRN,Jill Stein,38
Humboldt,1SB-4,President,PF,Gloria Estela La Riva,10
Humboldt,1SB-4,President,WI,Write-In,42
Humboldt,1SB10,President,DEM,Hillary Clinton,401
Humboldt,1SB10,President,REP/AI,Donald J. Trump,326
Humboldt,1SB10,President,LIB,Gary Johnson,34
Humboldt,1SB10,President,GRN,Jill Stein,26
Humboldt,1SB10,President,PF,Gloria Estela La Riva,4
Humboldt,1SB10,President,WI,Write-In,26
Humboldt,1SB12,President,DEM,Hillary Clinton,70
Humboldt,1SB12,President,REP/AI,Donald J. Trump,70
Humboldt,1SB12,President,LIB,Gary Johnson,10
Humboldt,1SB12,President,GRN,Jill Stein,11
Humboldt,1SB12,President,PF,Gloria Estela La Riva,2
Humboldt,1SB12,President,WI,Write-In,6
Humboldt,1SU,President,DEM,Hillary Clinton,125
Humboldt,1SU,President,REP/AI,Donald J. Trump,217
Humboldt,1SU,President,LIB,Gary Johnson,15
Humboldt,1SU,President,GRN,Jill Stein,13
Humboldt,1SU,President,PF,Gloria Estela La Riva,3
Humboldt,1SU,President,WI,Write-In,12
Humboldt,2BV-1,President,DEM,Hillary Clinton,98
Humboldt,2BV-1,President,REP/AI,Donald J. Trump,95
Humboldt,2BV-1,President,LIB,Gary Johnson,16
Humboldt,2BV-1,President,GRN,Jill Stein,18
Humboldt,2BV-1,President,PF,Gloria Estela La Riva,2
Humboldt,2BV-1,President,WI,Write-In,11
Humboldt,2CU,President,DEM,Hillary Clinton,143
Humboldt,2CU,President,REP/AI,Donald J. Trump,206
Humboldt,2CU,President,LIB,Gary Johnson,10
Humboldt,2CU,President,GRN,Jill Stein,17
Humboldt,2CU,President,PF,Gloria Estela La Riva,1
Humboldt,2CU,President,WI,Write-In,6
Humboldt,2F--2,President,DEM,Hillary Clinton,340
Humboldt,2F--2,President,REP/AI,Donald J. Trump,347
Humboldt,2F--2,President,LIB,Gary Johnson,28
Humboldt,2F--2,President,GRN,Jill Stein,18
Humboldt,2F--2,President,PF,Gloria Estela La Riva,4
Humboldt,2F--2,President,WI,Write-In,39
Humboldt,2F--3,President,DEM,Hillary Clinton,262
Humboldt,2F--3,President,REP/AI,Donald J. Trump,214
Humboldt,2F--3,President,LIB,Gary Johnson,23
Humboldt,2F--3,President,GRN,Jill Stein,20
Humboldt,2F--3,President,PF,Gloria Estela La Riva,2
Humboldt,2F--3,President,WI,Write-In,5
Humboldt,2F--4,President,DEM,Hillary Clinton,292
Humboldt,2F--4,President,REP/AI,Donald J. Trump,331
Humboldt,2F--4,President,LIB,Gary Johnson,37
Humboldt,2F--4,President,GRN,Jill Stein,30
Humboldt,2F--4,President,PF,Gloria Estela La Riva,9
Humboldt,2F--4,President,WI,Write-In,29
Humboldt,2F-R1,President,DEM,Hillary Clinton,359
Humboldt,2F-R1,President,REP/AI,Donald J. Trump,455
Humboldt,2F-R1,President,LIB,Gary Johnson,33
Humboldt,2F-R1,President,GRN,Jill Stein,10
Humboldt,2F-R1,President,PF,Gloria Estela La Riva,7
Humboldt,2F-R1,President,WI,Write-In,23
Humboldt,2F-R2,President,DEM,Hillary Clinton,220
Humboldt,2F-R2,President,REP/AI,Donald J. Trump,369
Humboldt,2F-R2,President,LIB,Gary Johnson,30
Humboldt,2F-R2,President,GRN,Jill Stein,9
Humboldt,2F-R2,President,PF,Gloria Estela La Riva,4
Humboldt,2F-R2,President,WI,Write-In,31
Humboldt,2F-R3,President,DEM,Hillary Clinton,244
Humboldt,2F-R3,President,REP/AI,Donald J. Trump,326
Humboldt,2F-R3,President,LIB,Gary Johnson,22
Humboldt,2F-R3,President,GRN,Jill Stein,16
Humboldt,2F-R3,President,PF,Gloria Estela La Riva,3
Humboldt,2F-R3,President,WI,Write-In,21
Humboldt,2F-R4,President,DEM,Hillary Clinton,216
Humboldt,2F-R4,President,REP/AI,Donald J. Trump,306
Humboldt,2F-R4,President,LIB,Gary Johnson,40
Humboldt,2F-R4,President,GRN,Jill Stein,18
Humboldt,2F-R4,President,PF,Gloria Estela La Riva,5
Humboldt,2F-R4,President,WI,Write-In,21
Humboldt,2HV-1,President,DEM,Hillary Clinton,221
Humboldt,2HV-1,President,REP/AI,Donald J. Trump,370
Humboldt,2HV-1,President,LIB,Gary Johnson,32
Humboldt,2HV-1,President,GRN,Jill Stein,7
Humboldt,2HV-1,President,PF,Gloria Estela La Riva,4
Humboldt,2HV-1,President,WI,Write-In,27
Humboldt,2MR,President,DEM,Hillary Clinton,5
Humboldt,2MR,President,REP/AI,Donald J. Trump,13
Humboldt,2MR,President,LIB,Gary Johnson,0
Humboldt,2MR,President,GRN,Jill Stein,6
Humboldt,2MR,President,PF,Gloria Estela La Riva,0
Humboldt,2MR,President,WI,Write-In,3
Humboldt,2R--1,President,DEM,Hillary Clinton,190
Humboldt,2R--1,President,REP/AI,Donald J. Trump,225
Humboldt,2R--1,President,LIB,Gary Johnson,41
Humboldt,2R--1,President,GRN,Jill Stein,21
Humboldt,2R--1,President,PF,Gloria Estela La Riva,4
Humboldt,2R--1,President,WI,Write-In,21
Humboldt,2R--2,President,DEM,Hillary Clinton,218
Humboldt,2R--2,President,REP/AI,Donald J. Trump,330
Humboldt,2R--2,President,LIB,Gary Johnson,30
Humboldt,2R--2,President,GRN,Jill Stein,14
Humboldt,2R--2,President,PF,Gloria Estela La Riva,4
Humboldt,2R--2,President,WI,Write-In,21
Humboldt,2RV-1,President,DEM,Hillary Clinton,92
Humboldt,2RV-1,President,REP/AI,Donald J. Trump,117
Humboldt,2RV-1,President,LIB,Gary Johnson,13
Humboldt,2RV-1,President,GRN,Jill Stein,8
Humboldt,2RV-1,President,PF,Gloria Estela La Riva,0
Humboldt,2RV-1,President,WI,Write-In,8
Humboldt,2SH-1,President,DEM,Hillary Clinton,99
Humboldt,2SH-1,President,REP/AI,Donald J. Trump,12
Humboldt,2SH-1,President,LIB,Gary Johnson,2
Humboldt,2SH-1,President,GRN,Jill Stein,23
Humboldt,2SH-1,President,PF,Gloria Estela La Riva,1
Humboldt,2SH-1,President,WI,Write-In,8
Humboldt,2SH-2,President,DEM,Hillary Clinton,32
Humboldt,2SH-2,President,REP/AI,Donald J. Trump,46
Humboldt,2SH-2,President,LIB,Gary Johnson,2
Humboldt,2SH-2,President,GRN,Jill Stein,4
Humboldt,2SH-2,President,PF,Gloria Estela La Riva,3
Humboldt,2SH-2,President,WI,Write-In,6
Humboldt,2SH-3,President,DEM,Hillary Clinton,46
Humboldt,2SH-3,President,REP/AI,Donald J. Trump,51
Humboldt,2SH-3,President,LIB,Gary Johnson,3
Humboldt,2SH-3,President,GRN,Jill Stein,13
Humboldt,2SH-3,President,PF,Gloria Estela La Riva,0
Humboldt,2SH-3,President,WI,Write-In,6
Humboldt,2SH-4,President,DEM,Hillary Clinton,331
Humboldt,2SH-4,President,REP/AI,Donald J. Trump,125
Humboldt,2SH-4,President,LIB,Gary Johnson,13
Humboldt,2SH-4,President,GRN,Jill Stein,44
Humboldt,2SH-4,President,PF,Gloria Estela La Riva,4
Humboldt,2SH-4,President,WI,Write-In,28
Humboldt,2SH-5,President,DEM,Hillary Clinton,400
Humboldt,2SH-5,President,REP/AI,Donald J. Trump,186
Humboldt,2SH-5,President,LIB,Gary Johnson,31
Humboldt,2SH-5,President,GRN,Jill Stein,95
Humboldt,2SH-5,President,PF,Gloria Estela La Riva,6
Humboldt,2SH-5,President,WI,Write-In,37
Humboldt,2SH-7,President,DEM,Hillary Clinton,29
Humboldt,2SH-7,President,REP/AI,Donald J. Trump,7
Humboldt,2SH-7,President,LIB,Gary Johnson,1
Humboldt,2SH-7,President,GRN,Jill Stein,9
Humboldt,2SH-7,President,PF,Gloria Estela La Riva,0
Humboldt,2SH-7,President,WI,Write-In,0
Humboldt,2SH-8,President,DEM,Hillary Clinton,69
Humboldt,2SH-8,President,REP/AI,Donald J. Trump,41
Humboldt,2SH-8,President,LIB,Gary Johnson,4
Humboldt,2SH-8,President,GRN,Jill Stein,3
Humboldt,2SH-8,President,PF,Gloria Estela La Riva,2
Humboldt,2SH-8,President,WI,Write-In,4
Humboldt,2SHF1,President,DEM,Hillary Clinton,78
Humboldt,2SHF1,President,REP/AI,Donald J. Trump,34
Humboldt,2SHF1,President,LIB,Gary Johnson,1
Humboldt,2SHF1,President,GRN,Jill Stein,18
Humboldt,2SHF1,President,PF,Gloria Estela La Riva,0
Humboldt,2SHF1,President,WI,Write-In,7
Humboldt,2SHR1,President,DEM,Hillary Clinton,92
Humboldt,2SHR1,President,REP/AI,Donald J. Trump,37
Humboldt,2SHR1,President,LIB,Gary Johnson,7
Humboldt,2SHR1,President,GRN,Jill Stein,16
Humboldt,2SHR1,President,PF,Gloria Estela La Riva,0
Humboldt,2SHR1,President,WI,Write-In,8
Humboldt,2SHR2,President,DEM,Hillary Clinton,64
Humboldt,2SHR2,President,REP/AI,Donald J. Trump,52
Humboldt,2SHR2,President,LIB,Gary Johnson,3
Humboldt,2SHR2,President,GRN,Jill Stein,15
Humboldt,2SHR2,President,PF,Gloria Estela La Riva,0
Humboldt,2SHR2,President,WI,Write-In,5
Humboldt,2SHS4,President,DEM,Hillary Clinton,251
Humboldt,2SHS4,President,REP/AI,Donald J. Trump,93
Humboldt,2SHS4,President,LIB,Gary Johnson,13
Humboldt,2SHS4,President,GRN,Jill Stein,74
Humboldt,2SHS4,President,PF,Gloria Estela La Riva,4
Humboldt,2SHS4,President,WI,Write-In,21
Humboldt,2SHS7,President,DEM,Hillary Clinton,461
Humboldt,2SHS7,President,REP/AI,Donald J. Trump,156
Humboldt,2SHS7,President,LIB,Gary Johnson,14
Humboldt,2SHS7,President,GRN,Jill Stein,127
Humboldt,2SHS7,President,PF,Gloria Estela La Riva,5
Humboldt,2SHS7,President,WI,Write-In,35
Humboldt,2SHVF,President,DEM,Hillary Clinton,64
Humboldt,2SHVF,President,REP/AI,Donald J. Trump,15
Humboldt,2SHVF,President,LIB,Gary Johnson,2
Humboldt,2SHVF,President,GRN,Jill Stein,19
Humboldt,2SHVF,President,PF,Gloria Estela La Riva,0
Humboldt,2SHVF,President,WI,Write-In,2
Humboldt,3A--1,President,DEM,Hillary Clinton,295
Humboldt,3A--1,President,REP/AI,Donald J. Trump,21
Humboldt,3A--1,President,LIB,Gary Johnson,18
Humboldt,3A--1,President,GRN,Jill Stein,46
Humboldt,3A--1,President,PF,Gloria Estela La Riva,10
Humboldt,3A--1,President,WI,Write-In,10
Humboldt,3A--2,President,DEM,Hillary Clinton,458
Humboldt,3A--2,President,REP/AI,Donald J. Trump,79
Humboldt,3A--2,President,LIB,Gary Johnson,17
Humboldt,3A--2,President,GRN,Jill Stein,52
Humboldt,3A--2,President,PF,Gloria Estela La Riva,3
Humboldt,3A--2,President,WI,Write-In,25
Humboldt,3A--3,President,DEM,Hillary Clinton,526
Humboldt,3A--3,President,REP/AI,Donald J. Trump,72
Humboldt,3A--3,President,LIB,Gary Johnson,17
Humboldt,3A--3,President,GRN,Jill Stein,70
Humboldt,3A--3,President,PF,Gloria Estela La Riva,5
Humboldt,3A--3,President,WI,Write-In,25
Humboldt,3A--4,President,DEM,Hillary Clinton,442
Humboldt,3A--4,President,REP/AI,Donald J. Trump,35
Humboldt,3A--4,President,LIB,Gary Johnson,17
Humboldt,3A--4,President,GRN,Jill Stein,51
Humboldt,3A--4,President,PF,Gloria Estela La Riva,7
Humboldt,3A--4,President,WI,Write-In,18
Humboldt,3A--7,President,DEM,Hillary Clinton,396
Humboldt,3A--7,President,REP/AI,Donald J. Trump,54
Humboldt,3A--7,President,LIB,Gary Johnson,18
Humboldt,3A--7,President,GRN,Jill Stein,70
Humboldt,3A--7,President,PF,Gloria Estela La Riva,3
Humboldt,3A--7,President,WI,Write-In,26
Humboldt,3A--9,President,DEM,Hillary Clinton,525
Humboldt,3A--9,President,REP/AI,Donald J. Trump,95
Humboldt,3A--9,President,LIB,Gary Johnson,20
Humboldt,3A--9,President,GRN,Jill Stein,79
Humboldt,3A--9,President,PF,Gloria Estela La Riva,3
Humboldt,3A--9,President,WI,Write-In,17
Humboldt,3A-10,President,DEM,Hillary Clinton,563
Humboldt,3A-10,President,REP/AI,Donald J. Trump,84
Humboldt,3A-10,President,LIB,Gary Johnson,20
Humboldt,3A-10,President,GRN,Jill Stein,88
Humboldt,3A-10,President,PF,Gloria Estela La Riva,9
Humboldt,3A-10,President,WI,Write-In,38
Humboldt,3A-11,President,DEM,Hillary Clinton,620
Humboldt,3A-11,President,REP/AI,Donald J. Trump,68
Humboldt,3A-11,President,LIB,Gary Johnson,18
Humboldt,3A-11,President,GRN,Jill Stein,83
Humboldt,3A-11,President,PF,Gloria Estela La Riva,6
Humboldt,3A-11,President,WI,Write-In,33
Humboldt,3A-12,President,DEM,Hillary Clinton,364
Humboldt,3A-12,President,REP/AI,Donald J. Trump,34
Humboldt,3A-12,President,LIB,Gary Johnson,18
Humboldt,3A-12,President,GRN,Jill Stein,31
Humboldt,3A-12,President,PF,Gloria Estela La Riva,6
Humboldt,3A-12,President,WI,Write-In,16
Humboldt,3A-13,President,DEM,Hillary Clinton,614
Humboldt,3A-13,President,REP/AI,Donald J. Trump,98
Humboldt,3A-13,President,LIB,Gary Johnson,31
Humboldt,3A-13,President,GRN,Jill Stein,103
Humboldt,3A-13,President,PF,Gloria Estela La Riva,12
Humboldt,3A-13,President,WI,Write-In,32
Humboldt,3A-J1,President,DEM,Hillary Clinton,467
Humboldt,3A-J1,President,REP/AI,Donald J. Trump,65
Humboldt,3A-J1,President,LIB,Gary Johnson,10
Humboldt,3A-J1,President,GRN,Jill Stein,33
Humboldt,3A-J1,President,PF,Gloria Estela La Riva,2
Humboldt,3A-J1,President,WI,Write-In,10
Humboldt,3A-P2,President,DEM,Hillary Clinton,514
Humboldt,3A-P2,President,REP/AI,Donald J. Trump,141
Humboldt,3A-P2,President,LIB,Gary Johnson,23
Humboldt,3A-P2,President,GRN,Jill Stein,85
Humboldt,3A-P2,President,PF,Gloria Estela La Riva,5
Humboldt,3A-P2,President,WI,Write-In,38
Humboldt,3A-P4,President,DEM,Hillary Clinton,517
Humboldt,3A-P4,President,REP/AI,Donald J. Trump,185
Humboldt,3A-P4,President,LIB,Gary Johnson,21
Humboldt,3A-P4,President,GRN,Jill Stein,65
Humboldt,3A-P4,President,PF,Gloria Estela La Riva,6
Humboldt,3A-P4,President,WI,Write-In,37
Humboldt,3AS-1,President,DEM,Hillary Clinton,85
Humboldt,3AS-1,President,REP/AI,Donald J. Trump,35
Humboldt,3AS-1,President,LIB,Gary Johnson,6
Humboldt,3AS-1,President,GRN,Jill Stein,7
Humboldt,3AS-1,President,PF,Gloria Estela La Riva,0
Humboldt,3AS-1,President,WI,Write-In,5
Humboldt,3AS-9,President,DEM,Hillary Clinton,59
Humboldt,3AS-9,President,REP/AI,Donald J. Trump,32
Humboldt,3AS-9,President,LIB,Gary Johnson,1
Humboldt,3AS-9,President,GRN,Jill Stein,11
Humboldt,3AS-9,President,PF,Gloria Estela La Riva,0
Humboldt,3AS-9,President,WI,Write-In,5
Humboldt,3B--1,President,DEM,Hillary Clinton,403
Humboldt,3B--1,President,REP/AI,Donald J. Trump,164
Humboldt,3B--1,President,LIB,Gary Johnson,19
Humboldt,3B--1,President,GRN,Jill Stein,52
Humboldt,3B--1,President,PF,Gloria Estela La Riva,3
Humboldt,3B--1,President,WI,Write-In,25
Humboldt,3BLF,President,DEM,Hillary Clinton,0
Humboldt,3BLF,President,REP/AI,Donald J. Trump,0
Humboldt,3BLF,President,LIB,Gary Johnson,0
Humboldt,3BLF,President,GRN,Jill Stein,0
Humboldt,3BLF,President,PF,Gloria Estela La Riva,0
Humboldt,3BLF,President,WI,Write-In,0
Humboldt,3E-2J,President,DEM,Hillary Clinton,0
Humboldt,3E-2J,President,REP/AI,Donald J. Trump,0
Humboldt,3E-2J,President,LIB,Gary Johnson,0
Humboldt,3E-2J,President,GRN,Jill Stein,0
Humboldt,3E-2J,President,PF,Gloria Estela La Riva,0
Humboldt,3E-2J,President,WI,Write-In,0
Humboldt,3ES-6,President,DEM,Hillary Clinton,216
Humboldt,3ES-6,President,REP/AI,Donald J. Trump,151
Humboldt,3ES-6,President,LIB,Gary Johnson,22
Humboldt,3ES-6,President,GRN,Jill Stein,16
Humboldt,3ES-6,President,PF,Gloria Estela La Riva,1
Humboldt,3ES-6,President,WI,Write-In,19
Humboldt,3FW,President,DEM,Hillary Clinton,476
Humboldt,3FW,President,REP/AI,Donald J. Trump,192
Humboldt,3FW,President,LIB,Gary Johnson,25
Humboldt,3FW,President,GRN,Jill Stein,55
Humboldt,3FW,President,PF,Gloria Estela La Riva,1
Humboldt,3FW,President,WI,Write-In,27
Humboldt,3FWS,President,DEM,Hillary Clinton,434
Humboldt,3FWS,President,REP/AI,Donald J. Trump,241
Humboldt,3FWS,President,LIB,Gary Johnson,29
Humboldt,3FWS,President,GRN,Jill Stein,39
Humboldt,3FWS,President,PF,Gloria Estela La Riva,3
Humboldt,3FWS,President,WI,Write-In,27
Humboldt,3JCFR,President,DEM,Hillary Clinton,325
Humboldt,3JCFR,President,REP/AI,Donald J. Trump,112
Humboldt,3JCFR,President,LIB,Gary Johnson,19
Humboldt,3JCFR,President,GRN,Jill Stein,32
Humboldt,3JCFR,President,PF,Gloria Estela La Riva,2
Humboldt,3JCFR,President,WI,Write-In,23
Humboldt,3JCWR,President,DEM,Hillary Clinton,437
Humboldt,3JCWR,President,REP/AI,Donald J. Trump,125
Humboldt,3JCWR,President,LIB,Gary Johnson,23
Humboldt,3JCWR,President,GRN,Jill Stein,42
Humboldt,3JCWR,President,PF,Gloria Estela La Riva,1
Humboldt,3JCWR,President,WI,Write-In,12
Humboldt,3KL,President,DEM,Hillary Clinton,26
Humboldt,3KL,President,REP/AI,Donald J. Trump,17
Humboldt,3KL,President,LIB,Gary Johnson,2
Humboldt,3KL,President,GRN,Jill Stein,6
Humboldt,3KL,President,PF,Gloria Estela La Riva,0
Humboldt,3KL,President,WI,Write-In,1
Humboldt,3KL-1,President,DEM,Hillary Clinton,73
Humboldt,3KL-1,President,REP/AI,Donald J. Trump,77
Humboldt,3KL-1,President,LIB,Gary Johnson,9
Humboldt,3KL-1,President,GRN,Jill Stein,3
Humboldt,3KL-1,President,PF,Gloria Estela La Riva,1
Humboldt,3KL-1,President,WI,Write-In,6
Humboldt,3MA-1,President,DEM,Hillary Clinton,251
Humboldt,3MA-1,President,REP/AI,Donald J. Trump,74
Humboldt,3MA-1,President,LIB,Gary Johnson,8
Humboldt,3MA-1,President,GRN,Jill Stein,38
Humboldt,3MA-1,President,PF,Gloria Estela La Riva,4
Humboldt,3MA-1,President,WI,Write-In,8
Humboldt,3PA-1,President,DEM,Hillary Clinton,394
Humboldt,3PA-1,President,REP/AI,Donald J. Trump,168
Humboldt,3PA-1,President,LIB,Gary Johnson,21
Humboldt,3PA-1,President,GRN,Jill Stein,45
Humboldt,3PA-1,President,PF,Gloria Estela La Riva,1
Humboldt,3PA-1,President,WI,Write-In,23
Humboldt,3PESF,President,DEM,Hillary Clinton,6
Humboldt,3PESF,President,REP/AI,Donald J. Trump,6
Humboldt,3PESF,President,LIB,Gary Johnson,0
Humboldt,3PESF,President,GRN,Jill Stein,0
Humboldt,3PESF,President,PF,Gloria Estela La Riva,0
Humboldt,3PESF,President,WI,Write-In,0
Humboldt,4E-11,President,DEM,Hillary Clinton,363
Humboldt,4E-11,President,REP/AI,Donald J. Trump,113
Humboldt,4E-11,President,LIB,Gary Johnson,11
Humboldt,4E-11,President,GRN,Jill Stein,33
Humboldt,4E-11,President,PF,Gloria Estela La Riva,9
Humboldt,4E-11,President,WI,Write-In,28
Humboldt,4E-12,President,DEM,Hillary Clinton,260
Humboldt,4E-12,President,REP/AI,Donald J. Trump,110
Humboldt,4E-12,President,LIB,Gary Johnson,22
Humboldt,4E-12,President,GRN,Jill Stein,45
Humboldt,4E-12,President,PF,Gloria Estela La Riva,5
Humboldt,4E-12,President,WI,Write-In,22
Humboldt,4E-13,President,DEM,Hillary Clinton,269
Humboldt,4E-13,President,REP/AI,Donald J. Trump,82
Humboldt,4E-13,President,LIB,Gary Johnson,9
Humboldt,4E-13,President,GRN,Jill Stein,39
Humboldt,4E-13,President,PF,Gloria Estela La Riva,7
Humboldt,4E-13,President,WI,Write-In,20
Humboldt,4E-14,President,DEM,Hillary Clinton,391
Humboldt,4E-14,President,REP/AI,Donald J. Trump,184
Humboldt,4E-14,President,LIB,Gary Johnson,27
Humboldt,4E-14,President,GRN,Jill Stein,47
Humboldt,4E-14,President,PF,Gloria Estela La Riva,1
