county,precinct,race,party,candidate,votes
Merced,01001,President,DEM,Hillary Clinton,371
Merced,01001,President,REP/AI,Donald J. Trump,87
Merced,01001,President,LIB,Gary Johnson,13
Merced,01001,President,GRN,Jill Stein,8
Merced,01001,President,PF,Gloria Estela La Riva,9
Merced,01001,President,WI,Write-In,5
Merced,01002,President,DEM,Hillary Clinton,494
Merced,01002,President,REP/AI,Donald J. Trump,86
Merced,01002,President,LIB,Gary Johnson,17
Merced,01002,President,GRN,Jill Stein,9
Merced,01002,President,PF,Gloria Estela La Riva,5
Merced,01002,President,WI,Write-In,11
Merced,01003,President,DEM,Hillary Clinton,541
Merced,01003,President,REP/AI,Donald J. Trump,88
Merced,01003,President,LIB,Gary Johnson,13
Merced,01003,President,GRN,Jill Stein,18
Merced,01003,President,PF,Gloria Estela La Riva,8
Merced,01003,President,WI,Write-In,8
Merced,01004,President,DEM,Hillary Clinton,345
Merced,01004,President,REP/AI,Donald J. Trump,53
Merced,01004,President,LIB,Gary Johnson,18
Merced,01004,President,GRN,Jill Stein,9
Merced,01004,President,PF,Gloria Estela La Riva,5
Merced,01004,President,WI,Write-In,2
Merced,01005,President,DEM,Hillary Clinton,665
Merced,01005,President,REP/AI,Donald J. Trump,138
Merced,01005,President,LIB,Gary Johnson,18
Merced,01005,President,GRN,Jill Stein,7
Merced,01005,President,PF,Gloria Estela La Riva,6
Merced,01005,President,WI,Write-In,6
Merced,01006,President,DEM,Hillary Clinton,542
Merced,01006,President,REP/AI,Donald J. Trump,96
Merced,01006,President,LIB,Gary Johnson,19
Merced,01006,President,GRN,Jill Stein,14
Merced,01006,President,PF,Gloria Estela La Riva,6
Merced,01006,President,WI,Write-In,14
Merced,01007,President,DEM,Hillary Clinton,340
Merced,01007,President,REP/AI,Donald J. Trump,49
Merced,01007,President,LIB,Gary Johnson,10
Merced,01007,President,GRN,Jill Stein,9
Merced,01007,President,PF,Gloria Estela La Riva,7
Merced,01007,President,WI,Write-In,6
Merced,01008,President,DEM,Hillary Clinton,397
Merced,01008,President,REP/AI,Donald J. Trump,83
Merced,01008,President,LIB,Gary Johnson,11
Merced,01008,President,GRN,Jill Stein,13
Merced,01008,President,PF,Gloria Estela La Riva,8
Merced,01008,President,WI,Write-In,7
Merced,01009,President,DEM,Hillary Clinton,226
Merced,01009,President,REP/AI,Donald J. Trump,43
Merced,01009,President,LIB,Gary Johnson,8
Merced,01009,President,GRN,Jill Stein,16
Merced,01009,President,PF,Gloria Estela La Riva,4
Merced,01009,President,WI,Write-In,2
Merced,01010,President,DEM,Hillary Clinton,426
Merced,01010,President,REP/AI,Donald J. Trump,54
Merced,01010,President,LIB,Gary Johnson,20
Merced,01010,President,GRN,Jill Stein,9
Merced,01010,President,PF,Gloria Estela La Riva,9
Merced,01010,President,WI,Write-In,11
Merced,01011,President,DEM,Hillary Clinton,210
Merced,01011,President,REP/AI,Donald J. Trump,35
Merced,01011,President,LIB,Gary Johnson,7
Merced,01011,President,GRN,Jill Stein,3
Merced,01011,President,PF,Gloria Estela La Riva,2
Merced,01011,President,WI,Write-In,5
Merced,01012,President,DEM,Hillary Clinton,146
Merced,01012,President,REP/AI,Donald J. Trump,77
Merced,01012,President,LIB,Gary Johnson,13
Merced,01012,President,GRN,Jill Stein,15
Merced,01012,President,PF,Gloria Estela La Riva,0
Merced,01012,President,WI,Write-In,5
Merced,01013,President,DEM,Hillary Clinton,176
Merced,01013,President,REP/AI,Donald J. Trump,87
Merced,01013,President,LIB,Gary Johnson,15
Merced,01013,President,GRN,Jill Stein,5
Merced,01013,President,PF,Gloria Estela La Riva,1
Merced,01013,President,WI,Write-In,5
Merced,01014,President,DEM,Hillary Clinton,128
Merced,01014,President,REP/AI,Donald J. Trump,59
Merced,01014,President,LIB,Gary Johnson,9
Merced,01014,President,GRN,Jill Stein,5
Merced,01014,President,PF,Gloria Estela La Riva,3
Merced,01014,President,WI,Write-In,0
Merced,01015,President,DEM,Hillary Clinton,332
Merced,01015,President,REP/AI,Donald J. Trump,60
Merced,01015,President,LIB,Gary Johnson,10
Merced,01015,President,GRN,Jill Stein,10
Merced,01015,President,PF,Gloria Estela La Riva,3
Merced,01015,President,WI,Write-In,4
Merced,01016,President,DEM,Hillary Clinton,310
Merced,01016,President,REP/AI,Donald J. Trump,126
Merced,01016,President,LIB,Gary Johnson,12
Merced,01016,President,GRN,Jill Stein,8
Merced,01016,President,PF,Gloria Estela La Riva,1
Merced,01016,President,WI,Write-In,3
Merced,01017,President,DEM,Hillary Clinton,79
Merced,01017,President,REP/AI,Donald J. Trump,190
Merced,01017,President,LIB,Gary Johnson,8
Merced,01017,President,GRN,Jill Stein,1
Merced,01017,President,PF,Gloria Estela La Riva,3
Merced,01017,President,WI,Write-In,5
Merced,02018,President,DEM,Hillary Clinton,193
Merced,02018,President,REP/AI,Donald J. Trump,182
Merced,02018,President,LIB,Gary Johnson,20
Merced,02018,President,GRN,Jill Stein,2
Merced,02018,President,PF,Gloria Estela La Riva,2
Merced,02018,President,WI,Write-In,6
Merced,02019,President,DEM,Hillary Clinton,127
Merced,02019,President,REP/AI,Donald J. Trump,191
Merced,02019,President,LIB,Gary Johnson,13
Merced,02019,President,GRN,Jill Stein,9
Merced,02019,President,PF,Gloria Estela La Riva,0
Merced,02019,President,WI,Write-In,2
Merced,02020,President,DEM,Hillary Clinton,124
Merced,02020,President,REP/AI,Donald J. Trump,203
Merced,02020,President,LIB,Gary Johnson,7
Merced,02020,President,GRN,Jill Stein,6
Merced,02020,President,PF,Gloria Estela La Riva,0
Merced,02020,President,WI,Write-In,2
Merced,02021,President,DEM,Hillary Clinton,213
Merced,02021,President,REP/AI,Donald J. Trump,206
Merced,02021,President,LIB,Gary Johnson,12
Merced,02021,President,GRN,Jill Stein,8
Merced,02021,President,PF,Gloria Estela La Riva,2
Merced,02021,President,WI,Write-In,7
Merced,02022,President,DEM,Hillary Clinton,115
Merced,02022,President,REP/AI,Donald J. Trump,107
Merced,02022,President,LIB,Gary Johnson,17
Merced,02022,President,GRN,Jill Stein,4
Merced,02022,President,PF,Gloria Estela La Riva,2
Merced,02022,President,WI,Write-In,4
Merced,02023,President,DEM,Hillary Clinton,196
Merced,02023,President,REP/AI,Donald J. Trump,177
Merced,02023,President,LIB,Gary Johnson,16
Merced,02023,President,GRN,Jill Stein,11
Merced,02023,President,PF,Gloria Estela La Riva,1
Merced,02023,President,WI,Write-In,6
Merced,02024,President,DEM,Hillary Clinton,164
Merced,02024,President,REP/AI,Donald J. Trump,78
Merced,02024,President,LIB,Gary Johnson,10
Merced,02024,President,GRN,Jill Stein,11
Merced,02024,President,PF,Gloria Estela La Riva,4
Merced,02024,President,WI,Write-In,5
Merced,02025,President,DEM,Hillary Clinton,418
Merced,02025,President,REP/AI,Donald J. Trump,319
Merced,02025,President,LIB,Gary Johnson,34
Merced,02025,President,GRN,Jill Stein,21
Merced,02025,President,PF,Gloria Estela La Riva,4
Merced,02025,President,WI,Write-In,9
Merced,02026,President,DEM,Hillary Clinton,190
Merced,02026,President,REP/AI,Donald J. Trump,166
Merced,02026,President,LIB,Gary Johnson,15
Merced,02026,President,GRN,Jill Stein,5
Merced,02026,President,PF,Gloria Estela La Riva,3
Merced,02026,President,WI,Write-In,4
Merced,02027,President,DEM,Hillary Clinton,304
Merced,02027,President,REP/AI,Donald J. Trump,282
Merced,02027,President,LIB,Gary Johnson,24
Merced,02027,President,GRN,Jill Stein,9
Merced,02027,President,PF,Gloria Estela La Riva,1
Merced,02027,President,WI,Write-In,10
Merced,02028,President,DEM,Hillary Clinton,130
Merced,02028,President,REP/AI,Donald J. Trump,89
Merced,02028,President,LIB,Gary Johnson,9
Merced,02028,President,GRN,Jill Stein,15
Merced,02028,President,PF,Gloria Estela La Riva,3
Merced,02028,President,WI,Write-In,6
Merced,02029,President,DEM,Hillary Clinton,307
Merced,02029,President,REP/AI,Donald J. Trump,156
Merced,02029,President,LIB,Gary Johnson,19
Merced,02029,President,GRN,Jill Stein,18
Merced,02029,President,PF,Gloria Estela La Riva,2
Merced,02029,President,WI,Write-In,9
Merced,02030,President,DEM,Hillary Clinton,314
Merced,02030,President,REP/AI,Donald J. Trump,264
Merced,02030,President,LIB,Gary Johnson,29
Merced,02030,President,GRN,Jill Stein,10
Merced,02030,President,PF,Gloria Estela La Riva,6
Merced,02030,President,WI,Write-In,14
Merced,02031,President,DEM,Hillary Clinton,256
Merced,02031,President,REP/AI,Donald J. Trump,222
Merced,02031,President,LIB,Gary Johnson,15
Merced,02031,President,GRN,Jill Stein,12
Merced,02031,President,PF,Gloria Estela La Riva,1
Merced,02031,President,WI,Write-In,15
Merced,02032,President,DEM,Hillary Clinton,281
Merced,02032,President,REP/AI,Donald J. Trump,219
Merced,02032,President,LIB,Gary Johnson,19
Merced,02032,President,GRN,Jill Stein,14
Merced,02032,President,PF,Gloria Estela La Riva,1
Merced,02032,President,WI,Write-In,13
Merced,02033,President,DEM,Hillary Clinton,205
Merced,02033,President,REP/AI,Donald J. Trump,150
Merced,02033,President,LIB,Gary Johnson,12
Merced,02033,President,GRN,Jill Stein,16
Merced,02033,President,PF,Gloria Estela La Riva,4
Merced,02033,President,WI,Write-In,5
Merced,02034,President,DEM,Hillary Clinton,322
Merced,02034,President,REP/AI,Donald J. Trump,173
Merced,02034,President,LIB,Gary Johnson,24
Merced,02034,President,GRN,Jill Stein,8
Merced,02034,President,PF,Gloria Estela La Riva,6
Merced,02034,President,WI,Write-In,2
Merced,02035,President,DEM,Hillary Clinton,140
Merced,02035,President,REP/AI,Donald J. Trump,78
Merced,02035,President,LIB,Gary Johnson,12
Merced,02035,President,GRN,Jill Stein,4
Merced,02035,President,PF,Gloria Estela La Riva,1
Merced,02035,President,WI,Write-In,1
Merced,02036,President,DEM,Hillary Clinton,247
Merced,02036,President,REP/AI,Donald J. Trump,200
Merced,02036,President,LIB,Gary Johnson,15
Merced,02036,President,GRN,Jill Stein,7
Merced,02036,President,PF,Gloria Estela La Riva,2
Merced,02036,President,WI,Write-In,6
Merced,02037,President,DEM,Hillary Clinton,283
Merced,02037,President,REP/AI,Donald J. Trump,287
Merced,02037,President,LIB,Gary Johnson,25
Merced,02037,President,GRN,Jill Stein,13
Merced,02037,President,PF,Gloria Estela La Riva,6
Merced,02037,President,WI,Write-In,13
Merced,02038,President,DEM,Hillary Clinton,115
Merced,02038,President,REP/AI,Donald J. Trump,77
Merced,02038,President,LIB,Gary Johnson,7
Merced,02038,President,GRN,Jill Stein,2
Merced,02038,President,PF,Gloria Estela La Riva,2
Merced,02038,President,WI,Write-In,8
Merced,02039,President,DEM,Hillary Clinton,197
Merced,02039,President,REP/AI,Donald J. Trump,169
Merced,02039,President,LIB,Gary Johnson,18
Merced,02039,President,GRN,Jill Stein,4
Merced,02039,President,PF,Gloria Estela La Riva,2
Merced,02039,President,WI,Write-In,6
Merced,02040,President,DEM,Hillary Clinton,141
Merced,02040,President,REP/AI,Donald J. Trump,148
Merced,02040,President,LIB,Gary Johnson,5
Merced,02040,President,GRN,Jill Stein,7
Merced,02040,President,PF,Gloria Estela La Riva,1
Merced,02040,President,WI,Write-In,7
Merced,02041,President,DEM,Hillary Clinton,385
Merced,02041,President,REP/AI,Donald J. Trump,308
Merced,02041,President,LIB,Gary Johnson,29
Merced,02041,President,GRN,Jill Stein,24
Merced,02041,President,PF,Gloria Estela La Riva,1
Merced,02041,President,WI,Write-In,28
Merced,02042,President,DEM,Hillary Clinton,299
Merced,02042,President,REP/AI,Donald J. Trump,326
Merced,02042,President,LIB,Gary Johnson,26
Merced,02042,President,GRN,Jill Stein,12
Merced,02042,President,PF,Gloria Estela La Riva,2
Merced,02042,President,WI,Write-In,8
Merced,02043,President,DEM,Hillary Clinton,320
Merced,02043,President,REP/AI,Donald J. Trump,338
Merced,02043,President,LIB,Gary Johnson,35
