county,precinct,office,district,party,candidate,votes,election_day,mail
Sutter,46,Governor,,Rep,John Cox,60,0,27
Sutter,47,Governor,,Rep,John Cox,45,0,16
Sutter,48,Governor,,Rep,John Cox,183,0,92
Sutter,49,Governor,,Rep,John Cox,302,0,99
Sutter,50,Governor,,Rep,John Cox,45,0,33
Sutter,LO Comm 01,Governor,,Dem,Gavin Newsom,469,153,316
Sutter,LO Comm 02,Governor,,Dem,Gavin Newsom,531,155,376
Sutter,Dell Wayne 03,Governor,,Dem,Gavin Newsom,232,56,176
Sutter,United Pent 04,Governor,,Dem,Gavin Newsom,534,145,389
Sutter,United Pent 05,Governor,,Dem,Gavin Newsom,311,102,209
Sutter,7th Day 06,Governor,,Dem,Gavin Newsom,79,21,58
Sutter,Sutter Estates 07,Governor,,Dem,Gavin Newsom,140,45,95
Sutter,YS Fair 08,Governor,,Dem,Gavin Newsom,183,69,114
Sutter,YS Fair 09,Governor,,Dem,Gavin Newsom,183,62,121
Sutter,St Isidore 10,Governor,,Dem,Gavin Newsom,163,44,119
Sutter,Sutter HS 11,Governor,,Dem,Gavin Newsom,151,44,107
Sutter,Sutter HS 12,Governor,,Dem,Gavin Newsom,136,51,85
Sutter,Franklin 13,Governor,,Dem,Gavin Newsom,64,21,43
Sutter,Meridian 14,Governor,,Dem,Gavin Newsom,39,6,33
Sutter,1st United 15,Governor,,Dem,Gavin Newsom,392,81,311
Sutter,1st United 16,Governor,,Dem,Gavin Newsom,265,83,182
Sutter,Veterans 17,Governor,,Dem,Gavin Newsom,155,48,107
Sutter,Veterans 18,Governor,,Dem,Gavin Newsom,204,50,154
Sutter,Veterans 19,Governor,,Dem,Gavin Newsom,241,68,173
Sutter,Veterans 20,Governor,,Dem,Gavin Newsom,357,111,246
Sutter,St Andrew 21,Governor,,Dem,Gavin Newsom,529,113,321
Sutter,St Andrew 22,Governor,,Dem,Gavin Newsom,497,139,295
Sutter,AK School 23,Governor,,Dem,Gavin Newsom,510,117,370
Sutter,AK School 24,Governor,,Dem,Gavin Newsom,707,160,434
Sutter,St James 25,Governor,,Dem,Gavin Newsom,211,31,161
Sutter,Walnut 26,Governor,,Dem,Gavin Newsom,205,84,200
Sutter,Walnut 27,Governor,,Dem,Gavin Newsom,155,72,206
Sutter,NV Calvary 28,Governor,,Dem,Gavin Newsom,461,117,360
Sutter,NV Calvary 29,Governor,,Dem,Gavin Newsom,370,122,257
Sutter,Riverbend 30,Governor,,Dem,Gavin Newsom,355,92,258
Sutter,1st Reform 31,Governor,,Dem,Gavin Newsom,57,28,65
Sutter,P Grove 32,Governor,,Dem,Gavin Newsom,64,58,80
Sutter,E Nicolaus 33,Governor,,Dem,Gavin Newsom,142,76,145
Sutter,34,Governor,,Dem,Gavin Newsom,159,3,240
Sutter,35,Governor,,Dem,Gavin Newsom,95,1,154
Sutter,36,Governor,,Dem,Gavin Newsom,42,0,54
Sutter,37,Governor,,Dem,Gavin Newsom,210,0,279
Sutter,38,Governor,,Dem,Gavin Newsom,96,0,148
Sutter,39,Governor,,Dem,Gavin Newsom,29,1,55
Sutter,40,Governor,,Dem,Gavin Newsom,199,0,221
Sutter,41,Governor,,Dem,Gavin Newsom,243,0,280
Sutter,42,Governor,,Dem,Gavin Newsom,154,0,191
Sutter,43,Governor,,Dem,Gavin Newsom,170,0,204
Sutter,44,Governor,,Dem,Gavin Newsom,300,0,278
Sutter,45,Governor,,Dem,Gavin Newsom,80,0,115
Sutter,46,Governor,,Dem,Gavin Newsom,11,0,18
Sutter,47,Governor,,Dem,Gavin Newsom,10,0,19
Sutter,48,Governor,,Dem,Gavin Newsom,106,0,123
Sutter,49,Governor,,Dem,Gavin Newsom,96,0,157
Sutter,50,Governor,,Dem,Gavin Newsom,30,0,29
Sutter,LO Comm 01,Lieutenant Governor,,Dem,Ed Hernandez,395,139,256
Sutter,LO Comm 02,Lieutenant Governor,,Dem,Ed Hernandez,488,174,314
Sutter,Dell Wayne 03,Lieutenant Governor,,Dem,Ed Hernandez,178,42,136
Sutter,United Pent 04,Lieutenant Governor,,Dem,Ed Hernandez,446,125,321
Sutter,United Pent 05,Lieutenant Governor,,Dem,Ed Hernandez,277,90,187
Sutter,7th Day 06,Lieutenant Governor,,Dem,Ed Hernandez,58,12,46
Sutter,Sutter Estates 07,Lieutenant Governor,,Dem,Ed Hernandez,102,25,77
Sutter,YS Fair 08,Lieutenant Governor,,Dem,Ed Hernandez,162,70,92
Sutter,YS Fair 09,Lieutenant Governor,,Dem,Ed Hernandez,142,53,89
Sutter,St Isidore 10,Lieutenant Governor,,Dem,Ed Hernandez,118,36,82
Sutter,Sutter HS 11,Lieutenant Governor,,Dem,Ed Hernandez,235,63,172
Sutter,Sutter HS 12,Lieutenant Governor,,Dem,Ed Hernandez,224,85,139
Sutter,Franklin 13,Lieutenant Governor,,Dem,Ed Hernandez,87,23,64
Sutter,Meridian 14,Lieutenant Governor,,Dem,Ed Hernandez,56,14,42
Sutter,1st United 15,Lieutenant Governor,,Dem,Ed Hernandez,312,70,242
Sutter,1st United 16,Lieutenant Governor,,Dem,Ed Hernandez,241,62,179
Sutter,Veterans 17,Lieutenant Governor,,Dem,Ed Hernandez,142,42,100
Sutter,Veterans 18,Lieutenant Governor,,Dem,Ed Hernandez,189,41,148
Sutter,Veterans 19,Lieutenant Governor,,Dem,Ed Hernandez,249,75,174
Sutter,Veterans 20,Lieutenant Governor,,Dem,Ed Hernandez,312,87,225
Sutter,St Andrew 21,Lieutenant Governor,,Dem,Ed Hernandez,323,85,395
Sutter,St Andrew 22,Lieutenant Governor,,Dem,Ed Hernandez,353,127,375
Sutter,AK School 23,Lieutenant Governor,,Dem,Ed Hernandez,359,129,385
Sutter,AK School 24,Lieutenant Governor,,Dem,Ed Hernandez,451,163,553
Sutter,St James 25,Lieutenant Governor,,Dem,Ed Hernandez,142,26,184
Sutter,Walnut 26,Lieutenant Governor,,Dem,Ed Hernandez,243,59,157
Sutter,Walnut 27,Lieutenant Governor,,Dem,Ed Hernandez,182,51,135
Sutter,NV Calvary 28,Lieutenant Governor,,Dem,Ed Hernandez,363,118,371
Sutter,NV Calvary 29,Lieutenant Governor,,Dem,Ed Hernandez,290,132,271
Sutter,Riverbend 30,Lieutenant Governor,,Dem,Ed Hernandez,284,111,281
Sutter,1st Reform 31,Lieutenant Governor,,Dem,Ed Hernandez,49,25,40
Sutter,P Grove 32,Lieutenant Governor,,Dem,Ed Hernandez,107,26,53
Sutter,E Nicolaus 33,Lieutenant Governor,,Dem,Ed Hernandez,229,64,106
Sutter,34,Lieutenant Governor,,Dem,Ed Hernandez,172,2,169
Sutter,35,Lieutenant Governor,,Dem,Ed Hernandez,125,0,112
Sutter,36,Lieutenant Governor,,Dem,Ed Hernandez,44,0,43
Sutter,37,Lieutenant Governor,,Dem,Ed Hernandez,194,0,234
Sutter,38,Lieutenant Governor,,Dem,Ed Hernandez,90,0,113
Sutter,39,Lieutenant Governor,,Dem,Ed Hernandez,41,0,34
Sutter,40,Lieutenant Governor,,Dem,Ed Hernandez,152,0,209
Sutter,41,Lieutenant Governor,,Dem,Ed Hernandez,171,0,270
Sutter,42,Lieutenant Governor,,Dem,Ed Hernandez,133,0,182
Sutter,43,Lieutenant Governor,,Dem,Ed Hernandez,115,0,191
Sutter,44,Lieutenant Governor,,Dem,Ed Hernandez,278,0,326
Sutter,45,Lieutenant Governor,,Dem,Ed Hernandez,105,0,102
Sutter,46,Lieutenant Governor,,Dem,Ed Hernandez,27,0,11
Sutter,47,Lieutenant Governor,,Dem,Ed Hernandez,16,0,10
Sutter,48,Lieutenant Governor,,Dem,Ed Hernandez,92,0,108
Sutter,49,Lieutenant Governor,,Dem,Ed Hernandez,99,0,107
Sutter,50,Lieutenant Governor,,Dem,Ed Hernandez,33,0,35
Sutter,LO Comm 01,Lieutenant Governor,,Dem,Eleni Kounalakis,358,104,254
Sutter,LO Comm 02,Lieutenant Governor,,Dem,Eleni Kounalakis,452,123,329
Sutter,Dell Wayne 03,Lieutenant Governor,,Dem,Eleni Kounalakis,294,77,217
Sutter,United Pent 04,Lieutenant Governor,,Dem,Eleni Kounalakis,628,161,467
Sutter,United Pent 05,Lieutenant Governor,,Dem,Eleni Kounalakis,408,133,275
Sutter,7th Day 06,Lieutenant Governor,,Dem,Eleni Kounalakis,109,23,86
Sutter,Sutter Estates 07,Lieutenant Governor,,Dem,Eleni Kounalakis,135,48,87
Sutter,YS Fair 08,Lieutenant Governor,,Dem,Eleni Kounalakis,130,35,95
Sutter,YS Fair 09,Lieutenant Governor,,Dem,Eleni Kounalakis,233,75,158
Sutter,St Isidore 10,Lieutenant Governor,,Dem,Eleni Kounalakis,197,60,137
Sutter,Sutter HS 11,Lieutenant Governor,,Dem,Eleni Kounalakis,334,108,226
Sutter,Sutter HS 12,Lieutenant Governor,,Dem,Eleni Kounalakis,292,100,192
Sutter,Franklin 13,Lieutenant Governor,,Dem,Eleni Kounalakis,126,36,90
Sutter,Meridian 14,Lieutenant Governor,,Dem,Eleni Kounalakis,104,21,83
Sutter,1st United 15,Lieutenant Governor,,Dem,Eleni Kounalakis,392,96,296
Sutter,1st United 16,Lieutenant Governor,,Dem,Eleni Kounalakis,385,111,274
Sutter,Veterans 17,Lieutenant Governor,,Dem,Eleni Kounalakis,214,62,152
Sutter,Veterans 18,Lieutenant Governor,,Dem,Eleni Kounalakis,295,70,225
Sutter,Veterans 19,Lieutenant Governor,,Dem,Eleni Kounalakis,333,74,259
Sutter,Veterans 20,Lieutenant Governor,,Dem,Eleni Kounalakis,365,95,270
Sutter,St Andrew 21,Lieutenant Governor,,Dem,Eleni Kounalakis,431,110,239
Sutter,St Andrew 22,Lieutenant Governor,,Dem,Eleni Kounalakis,434,146,324
Sutter,AK School 23,Lieutenant Governor,,Dem,Eleni Kounalakis,487,179,363
Sutter,AK School 24,Lieutenant Governor,,Dem,Eleni Kounalakis,594,160,370
Sutter,St James 25,Lieutenant Governor,,Dem,Eleni Kounalakis,192,50,172
Sutter,Walnut 26,Lieutenant Governor,,Dem,Eleni Kounalakis,284,117,357
Sutter,Walnut 27,Lieutenant Governor,,Dem,Eleni Kounalakis,278,118,354
Sutter,NV Calvary 28,Lieutenant Governor,,Dem,Eleni Kounalakis,477,157,423
Sutter,NV Calvary 29,Lieutenant Governor,,Dem,Eleni Kounalakis,379,153,265
Sutter,Riverbend 30,Lieutenant Governor,,Dem,Eleni Kounalakis,350,113,271
Sutter,1st Reform 31,Lieutenant Governor,,Dem,Eleni Kounalakis,93,46,96
Sutter,P Grove 32,Lieutenant Governor,,Dem,Eleni Kounalakis,138,119,181
Sutter,E Nicolaus 33,Lieutenant Governor,,Dem,Eleni Kounalakis,221,165,311
Sutter,34,Lieutenant Governor,,Dem,Eleni Kounalakis,243,2,427
Sutter,35,Lieutenant Governor,,Dem,Eleni Kounalakis,155,3,297
Sutter,36,Lieutenant Governor,,Dem,Eleni Kounalakis,54,0,87
Sutter,37,Lieutenant Governor,,Dem,Eleni Kounalakis,279,0,426
Sutter,38,Lieutenant Governor,,Dem,Eleni Kounalakis,148,0,236
Sutter,39,Lieutenant Governor,,Dem,Eleni Kounalakis,56,1,119
Sutter,40,Lieutenant Governor,,Dem,Eleni Kounalakis,221,0,251
Sutter,41,Lieutenant Governor,,Dem,Eleni Kounalakis,280,0,306
Sutter,42,Lieutenant Governor,,Dem,Eleni Kounalakis,191,0,269
Sutter,43,Lieutenant Governor,,Dem,Eleni Kounalakis,204,0,197
Sutter,44,Lieutenant Governor,,Dem,Eleni Kounalakis,278,0,361
Sutter,45,Lieutenant Governor,,Dem,Eleni Kounalakis,115,0,199
Sutter,46,Lieutenant Governor,,Dem,Eleni Kounalakis,18,0,59
Sutter,47,Lieutenant Governor,,Dem,Eleni Kounalakis,19,0,44
Sutter,48,Lieutenant Governor,,Dem,Eleni Kounalakis,123,0,174
Sutter,49,Lieutenant Governor,,Dem,Eleni Kounalakis,157,0,287
Sutter,50,Lieutenant Governor,,Dem,Eleni Kounalakis,29,0,38
Sutter,LO Comm 01,Secretary of State,,Dem,Alex Padilla,500,163,337
Sutter,LO Comm 02,Secretary of State,,Dem,Alex Padilla,566,180,386
Sutter,Dell Wayne 03,Secretary of State,,Dem,Alex Padilla,239,55,184
Sutter,United Pent 04,Secretary of State,,Dem,Alex Padilla,557,152,405
Sutter,United Pent 05,Secretary of State,,Dem,Alex Padilla,345,108,237
Sutter,7th Day 06,Secretary of State,,Dem,Alex Padilla,80,22,58
Sutter,Sutter Estates 07,Secretary of State,,Dem,Alex Padilla,153,48,105
Sutter,YS Fair 08,Secretary of State,,Dem,Alex Padilla,199,76,123
Sutter,YS Fair 09,Secretary of State,,Dem,Alex Padilla,219,72,147
Sutter,St Isidore 10,Secretary of State,,Dem,Alex Padilla,182,53,129
Sutter,Sutter HS 11,Secretary of State,,Dem,Alex Padilla,172,50,122
Sutter,Sutter HS 12,Secretary of State,,Dem,Alex Padilla,150,62,88
Sutter,Franklin 13,Secretary of State,,Dem,Alex Padilla,71,25,46
Sutter,Meridian 14,Secretary of State,,Dem,Alex Padilla,41,6,35
Sutter,1st United 15,Secretary of State,,Dem,Alex Padilla,427,89,338
Sutter,1st United 16,Secretary of State,,Dem,Alex Padilla,305,96,209
Sutter,Veterans 17,Secretary of State,,Dem,Alex Padilla,160,46,114
Sutter,Veterans 18,Secretary of State,,Dem,Alex Padilla,220,51,169
Sutter,Veterans 19,Secretary of State,,Dem,Alex Padilla,274,72,202
Sutter,Veterans 20,Secretary of State,,Dem,Alex Padilla,377,115,262
Sutter,St Andrew 21,Secretary of State,,Dem,Alex Padilla,517,122,217
Sutter,St Andrew 22,Secretary of State,,Dem,Alex Padilla,502,135,327
Sutter,AK School 23,Secretary of State,,Dem,Alex Padilla,514,165,335
Sutter,AK School 24,Secretary of State,,Dem,Alex Padilla,716,147,347
Sutter,St James 25,Secretary of State,,Dem,Alex Padilla,210,48,167
Sutter,Walnut 26,Secretary of State,,Dem,Alex Padilla,216,111,338
Sutter,Walnut 27,Secretary of State,,Dem,Alex Padilla,186,112,347
Sutter,NV Calvary 28,Secretary of State,,Dem,Alex Padilla,489,147,409
Sutter,NV Calvary 29,Secretary of State,,Dem,Alex Padilla,403,155,272
Sutter,Riverbend 30,Secretary of State,,Dem,Alex Padilla,392,111,260
Sutter,1st Reform 31,Secretary of State,,Dem,Alex Padilla,65,46,93
Sutter,P Grove 32,Secretary of State,,Dem,Alex Padilla,79,108,182
Sutter,E Nicolaus 33,Secretary of State,,Dem,Alex Padilla,170,166,294
Sutter,34,Secretary of State,,Dem,Alex Padilla,171,2,412
Sutter,35,Secretary of State,,Dem,Alex Padilla,112,3,290
Sutter,36,Secretary of State,,Dem,Alex Padilla,43,0,83
Sutter,37,Secretary of State,,Dem,Alex Padilla,234,0,410
Sutter,38,Secretary of State,,Dem,Alex Padilla,113,0,226
Sutter,39,Secretary of State,,Dem,Alex Padilla,34,1,115
Sutter,40,Secretary of State,,Dem,Alex Padilla,209,0,232
Sutter,41,Secretary of State,,Dem,Alex Padilla,270,0,284
Sutter,42,Secretary of State,,Dem,Alex Padilla,182,0,255
Sutter,43,Secretary of State,,Dem,Alex Padilla,191,0,193
Sutter,44,Secretary of State,,Dem,Alex Padilla,326,0,338
Sutter,45,Secretary of State,,Dem,Alex Padilla,102,0,192
Sutter,46,Secretary of State,,Dem,Alex Padilla,11,0,58
Sutter,47,Secretary of State,,Dem,Alex Padilla,10,0,42
Sutter,48,Secretary of State,,Dem,Alex Padilla,108,0,172
Sutter,49,Secretary of State,,Dem,Alex Padilla,107,0,282
Sutter,50,Secretary of State,,Dem,Alex Padilla,35,0,35
Sutter,LO Comm 01,Secretary of State,,Rep,Mark Meuser,368,123,245
Sutter,LO Comm 02,Secretary of State,,Rep,Mark Meuser,492,159,333
Sutter,Dell Wayne 03,Secretary of State,,Rep,Mark Meuser,346,98,248
Sutter,United Pent 04,Secretary of State,,Rep,Mark Meuser,865,214,651
Sutter,United Pent 05,Secretary of State,,Rep,Mark Meuser,511,172,339
Sutter,7th Day 06,Secretary of State,,Rep,Mark Meuser,127,21,106
Sutter,Sutter Estates 07,Secretary of State,,Rep,Mark Meuser,125,33,92
Sutter,YS Fair 08,Secretary of State,,Rep,Mark Meuser,135,42,93
Sutter,YS Fair 09,Secretary of State,,Rep,Mark Meuser,252,84,168
Sutter,St Isidore 10,Secretary of State,,Rep,Mark Meuser,273,85,188
Sutter,Sutter HS 11,Secretary of State,,Rep,Mark Meuser,662,177,485
Sutter,Sutter HS 12,Secretary of State,,Rep,Mark Meuser,588,178,410
Sutter,Franklin 13,Secretary of State,,Rep,Mark Meuser,241,55,186
Sutter,Meridian 14,Secretary of State,,Rep,Mark Meuser,194,48,146
Sutter,1st United 15,Secretary of State,,Rep,Mark Meuser,481,144,337
Sutter,1st United 16,Secretary of State,,Rep,Mark Meuser,622,167,455
Sutter,Veterans 17,Secretary of State,,Rep,Mark Meuser,310,93,217
Sutter,Veterans 18,Secretary of State,,Rep,Mark Meuser,447,115,332
Sutter,Veterans 19,Secretary of State,,Rep,Mark Meuser,523,129,394
Sutter,Veterans 20,Secretary of State,,Rep,Mark Meuser,509,119,390
Sutter,St Andrew 21,Secretary of State,,Rep,Mark Meuser,361,122,410
Sutter,St Andrew 22,Secretary of State,,Rep,Mark Meuser,470,137,377
Sutter,AK School 23,Secretary of State,,Rep,Mark Meuser,542,140,409
Sutter,AK School 24,Secretary of State,,Rep,Mark Meuser,530,172,566
Sutter,St James 25,Secretary of State,,Rep,Mark Meuser,222,29,185
Sutter,Walnut 26,Secretary of State,,Rep,Mark Meuser,474,66,182
Sutter,Walnut 27,Secretary of State,,Rep,Mark Meuser,472,55,135
Sutter,NV Calvary 28,Secretary of State,,Rep,Mark Meuser,580,123,394
Sutter,NV Calvary 29,Secretary of State,,Rep,Mark Meuser,418,132,270
Sutter,Riverbend 30,Secretary of State,,Rep,Mark Meuser,384,111,296
Sutter,1st Reform 31,Secretary of State,,Rep,Mark Meuser,142,24,40
Sutter,P Grove 32,Secretary of State,,Rep,Mark Meuser,300,35,52
Sutter,E Nicolaus 33,Secretary of State,,Rep,Mark Meuser,476,61,118
Sutter,34,Secretary of State,,Rep,Mark Meuser,429,2,186
Sutter,35,Secretary of State,,Rep,Mark Meuser,300,0,116
Sutter,36,Secretary of State,,Rep,Mark Meuser,87,0,47
Sutter,37,Secretary of State,,Rep,Mark Meuser,426,0,252
Sutter,38,Secretary of State,,Rep,Mark Meuser,236,0,125
Sutter,39,Secretary of State,,Rep,Mark Meuser,120,0,38
Sutter,40,Secretary of State,,Rep,Mark Meuser,251,0,229
Sutter,41,Secretary of State,,Rep,Mark Meuser,306,0,295
Sutter,42,Secretary of State,,Rep,Mark Meuser,269,0,200
Sutter,43,Secretary of State,,Rep,Mark Meuser,197,0,193
Sutter,44,Secretary of State,,Rep,Mark Meuser,361,0,345
Sutter,45,Secretary of State,,Rep,Mark Meuser,199,0,110
Sutter,46,Secretary of State,,Rep,Mark Meuser,59,0,11
Sutter,47,Secretary of State,,Rep,Mark Meuser,44,0,12
Sutter,48,Secretary of State,,Rep,Mark Meuser,174,0,108
Sutter,49,Secretary of State,,Rep,Mark Meuser,287,0,115
Sutter,50,Secretary of State,,Rep,Mark Meuser,38,0,39
Sutter,LO Comm 01,Controller,,Rep,Konstantinos Roditis,352,120,232
Sutter,LO Comm 02,Controller,,Rep,Konstantinos Roditis,474,155,319
Sutter,Dell Wayne 03,Controller,,Rep,Konstantinos Roditis,326,92,234
Sutter,United Pent 04,Controller,,Rep,Konstantinos Roditis,811,200,611
Sutter,United Pent 05,Controller,,Rep,Konstantinos Roditis,472,155,317
Sutter,7th Day 06,Controller,,Rep,Konstantinos Roditis,120,20,100
Sutter,Sutter Estates 07,Controller,,Rep,Konstantinos Roditis,120,31,89
Sutter,YS Fair 08,Controller,,Rep,Konstantinos Roditis,141,45,96
Sutter,YS Fair 09,Controller,,Rep,Konstantinos Roditis,245,82,163
Sutter,St Isidore 10,Controller,,Rep,Konstantinos Roditis,269,87,182
Sutter,Sutter HS 11,Controller,,Rep,Konstantinos Roditis,642,170,472
Sutter,Sutter HS 12,Controller,,Rep,Konstantinos Roditis,568,174,394
Sutter,Franklin 13,Controller,,Rep,Konstantinos Roditis,225,53,172
Sutter,Meridian 14,Controller,,Rep,Konstantinos Roditis,185,48,137
Sutter,1st United 15,Controller,,Rep,Konstantinos Roditis,461,141,320
Sutter,1st United 16,Controller,,Rep,Konstantinos Roditis,583,162,421
Sutter,Veterans 17,Controller,,Rep,Konstantinos Roditis,291,84,207
Sutter,Veterans 18,Controller,,Rep,Konstantinos Roditis,424,109,315
Sutter,Veterans 19,Controller,,Rep,Konstantinos Roditis,493,123,370
Sutter,Veterans 20,Controller,,Rep,Konstantinos Roditis,498,110,388
Sutter,St Andrew 21,Controller,,Rep,Konstantinos Roditis,330,113,217
Sutter,St Andrew 22,Controller,,Rep,Konstantinos Roditis,462,135,327
Sutter,AK School 23,Controller,,Rep,Konstantinos Roditis,500,165,335
Sutter,AK School 24,Controller,,Rep,Konstantinos Roditis,494,147,347
Sutter,St James 25,Controller,,Rep,Konstantinos Roditis,215,48,167
Sutter,Walnut 26,Controller,,Rep,Konstantinos Roditis,449,111,338
Sutter,Walnut 27,Controller,,Rep,Konstantinos Roditis,459,112,347
Sutter,NV Calvary 28,Controller,,Rep,Konstantinos Roditis,556,147,409
Sutter,NV Calvary 29,Controller,,Rep,Konstantinos Roditis,427,155,272
Sutter,Riverbend 30,Controller,,Rep,Konstantinos Roditis,371,111,260
Sutter,1st Reform 31,Controller,,Rep,Konstantinos Roditis,139,46,93
Sutter,P Grove 32,Controller,,Rep,Konstantinos Roditis,290,108,182
Sutter,E Nicolaus 33,Controller,,Rep,Konstantinos Roditis,460,166,294
Sutter,34,Controller,,Rep,Konstantinos Roditis,414,2,412
Sutter,35,Controller,,Rep,Konstantinos Roditis,293,3,290
Sutter,36,Controller,,Rep,Konstantinos Roditis,83,0,83
Sutter,37,Controller,,Rep,Konstantinos Roditis,410,0,410
Sutter,38,Controller,,Rep,Konstantinos Roditis,226,0,226
Sutter,39,Controller,,Rep,Konstantinos Roditis,116,1,115
Sutter,40,Controller,,Rep,Konstantinos Roditis,232,0,232
Sutter,41,Controller,,Rep,Konstantinos Roditis,284,0,284
Sutter,42,Controller,,Rep,Konstantinos Roditis,255,0,255
Sutter,43,Controller,,Rep,Konstantinos Roditis,193,0,193
Sutter,44,Controller,,Rep,Konstantinos Roditis,338,0,338
Sutter,45,Controller,,Rep,Konstantinos Roditis,192,0,192
Sutter,46,Controller,,Rep,Konstantinos Roditis,58,0,58
Sutter,47,Controller,,Rep,Konstantinos Roditis,42,0,42
Sutter,48,Controller,,Rep,Konstantinos Roditis,172,0,172
Sutter,49,Controller,,Rep,Konstantinos Roditis,282,0,282
Sutter,50,Controller,,Rep,Konstantinos Roditis,35,0,35
Sutter,LO Comm 01,Controller,,Dem,Betty Yee,513,163,350
Sutter,LO Comm 02,Controller,,Dem,Betty Yee,587,183,404
Sutter,Dell Wayne 03,Controller,,Dem,Betty Yee,256,62,194
Sutter,United Pent 04,Controller,,Dem,Betty Yee,603,165,438
Sutter,United Pent 05,Controller,,Dem,Betty Yee,381,120,261
Sutter,7th Day 06,Controller,,Dem,Betty Yee,88,22,66
Sutter,Sutter Estates 07,Controller,,Dem,Betty Yee,153,46,107
Sutter,YS Fair 08,Controller,,Dem,Betty Yee,192,72,120
Sutter,YS Fair 09,Controller,,Dem,Betty Yee,221,72,149
Sutter,St Isidore 10,Controller,,Dem,Betty Yee,187,53,134
Sutter,Sutter HS 11,Controller,,Dem,Betty Yee,197,58,139
Sutter,Sutter HS 12,Controller,,Dem,Betty Yee,169,65,104
Sutter,Franklin 13,Controller,,Dem,Betty Yee,86,26,60
Sutter,Meridian 14,Controller,,Dem,Betty Yee,49,6,43
Sutter,1st United 15,Controller,,Dem,Betty Yee,447,90,357
Sutter,1st United 16,Controller,,Dem,Betty Yee,338,99,239
Sutter,Veterans 17,Controller,,Dem,Betty Yee,178,54,124
Sutter,Veterans 18,Controller,,Dem,Betty Yee,239,57,182
Sutter,Veterans 19,Controller,,Dem,Betty Yee,299,77,222
Sutter,Veterans 20,Controller,,Dem,Betty Yee,367,116,251
Sutter,St Andrew 21,Controller,,Dem,Betty Yee,537,127,410
Sutter,St Andrew 22,Controller,,Dem,Betty Yee,514,137,377
Sutter,AK School 23,Controller,,Dem,Betty Yee,549,140,409
Sutter,AK School 24,Controller,,Dem,Betty Yee,738,172,566
Sutter,St James 25,Controller,,Dem,Betty Yee,214,29,185
Sutter,Walnut 26,Controller,,Dem,Betty Yee,248,66,182
Sutter,Walnut 27,Controller,,Dem,Betty Yee,190,55,135
Sutter,NV Calvary 28,Controller,,Dem,Betty Yee,517,123,394
Sutter,NV Calvary 29,Controller,,Dem,Betty Yee,402,132,270
