precinct,office,district,party,candidate,votes,election_day,mail,county
7522,State Senate,,Dem,Mike McGuire,72,0,72,Sonoma
7523,State Senate,,Dem,Mike McGuire,192,51,141,Sonoma
7524,State Senate,,Dem,Mike McGuire,101,0,101,Sonoma
7525,State Senate,,Dem,Mike McGuire,19,0,19,Sonoma
7526,State Senate,,Dem,Mike McGuire,28,0,28,Sonoma
7527,State Senate,,Dem,Mike McGuire,729,152,577,Sonoma
7528,State Senate,,Dem,Mike McGuire,333,79,254,Sonoma
7529,State Senate,,Dem,Mike McGuire,5,0,5,Sonoma
7530,State Senate,,Dem,Mike McGuire,9,0,9,Sonoma
7531,State Senate,,Dem,Mike McGuire,389,85,304,Sonoma
7532,State Senate,,Dem,Mike McGuire,487,102,385,Sonoma
7533,State Senate,,Dem,Mike McGuire,678,153,525,Sonoma
7534,State Senate,,Dem,Mike McGuire,97,0,97,Sonoma
7535,State Senate,,Dem,Mike McGuire,371,70,301,Sonoma
7536,State Senate,,Dem,Mike McGuire,116,0,116,Sonoma
7537,State Senate,,Dem,Mike McGuire,114,0,114,Sonoma
7538,State Senate,,Dem,Mike McGuire,0,0,0,Sonoma
7539,State Senate,,Dem,Mike McGuire,464,88,376,Sonoma
7540,State Senate,,Dem,Mike McGuire,930,179,751,Sonoma
7541,State Senate,,Dem,Mike McGuire,362,71,291,Sonoma
7542,State Senate,,Dem,Mike McGuire,491,113,378,Sonoma
7543,State Senate,,Dem,Mike McGuire,25,0,25,Sonoma
7544,State Senate,,Dem,Mike McGuire,506,102,404,Sonoma
7545,State Senate,,Dem,Mike McGuire,75,0,75,Sonoma
7546,State Senate,,Dem,Mike McGuire,0,0,0,Sonoma
7547,State Senate,,Dem,Mike McGuire,0,0,0,Sonoma
7548,State Senate,,Dem,Mike McGuire,0,0,0,Sonoma
7549,State Senate,,Dem,Mike McGuire,1,0,1,Sonoma
7550,State Senate,,Dem,Mike McGuire,42,0,42,Sonoma
7551,State Senate,,Dem,Mike McGuire,17,0,17,Sonoma
7552,State Senate,,Dem,Mike McGuire,504,78,426,Sonoma
7553,State Senate,,Dem,Mike McGuire,19,0,19,Sonoma
7554,State Senate,,Dem,Mike McGuire,1178,210,968,Sonoma
7555,State Senate,,Dem,Mike McGuire,100,0,100,Sonoma
7556,State Senate,,Dem,Mike McGuire,16,0,16,Sonoma
7557,State Senate,,Dem,Mike McGuire,271,46,225,Sonoma
7558,State Senate,,Dem,Mike McGuire,18,0,18,Sonoma
7559,State Senate,,Dem,Mike McGuire,0,0,0,Sonoma
7560,State Senate,,Dem,Mike McGuire,483,59,424,Sonoma
7561,State Senate,,Dem,Mike McGuire,62,0,62,Sonoma
7562,State Senate,,Dem,Mike McGuire,3,0,3,Sonoma
7563,State Senate,,Dem,Mike McGuire,0,0,0,Sonoma
7564,State Senate,,Dem,Mike McGuire,0,0,0,Sonoma
7565,State Senate,,Dem,Mike McGuire,0,0,0,Sonoma
7566,State Senate,,Dem,Mike McGuire,805,161,644,Sonoma
7567,State Senate,,Dem,Mike McGuire,857,162,695,Sonoma
7568,State Senate,,Dem,Mike McGuire,1092,238,854,Sonoma
7569,State Senate,,Dem,Mike McGuire,802,193,609,Sonoma
7570,State Senate,,Dem,Mike McGuire,568,121,447,Sonoma
7571,State Senate,,Dem,Mike McGuire,80,0,80,Sonoma
1002,U.S. House,,Dem,Mike Thompson,20,0,20,Sonoma
1006,U.S. House,,Dem,Mike Thompson,1,0,1,Sonoma
1008,U.S. House,,Dem,Mike Thompson,92,0,92,Sonoma
1009,U.S. House,,Dem,Mike Thompson,83,0,83,Sonoma
1012,U.S. House,,Dem,Mike Thompson,14,0,14,Sonoma
1017,U.S. House,,Dem,Mike Thompson,521,151,370,Sonoma
1023,U.S. House,,Dem,Mike Thompson,912,196,716,Sonoma
1032,U.S. House,,Dem,Mike Thompson,121,0,121,Sonoma
1033,U.S. House,,Dem,Mike Thompson,47,0,47,Sonoma
1038,U.S. House,,Dem,Mike Thompson,25,0,25,Sonoma
1039,U.S. House,,Dem,Mike Thompson,1,0,1,Sonoma
1040,U.S. House,,Dem,Mike Thompson,39,0,39,Sonoma
1041,U.S. House,,Dem,Mike Thompson,14,0,14,Sonoma
1043,U.S. House,,Dem,Mike Thompson,7,0,7,Sonoma
1044,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
1045,U.S. House,,Dem,Mike Thompson,36,0,36,Sonoma
1046,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
1049,U.S. House,,Dem,Mike Thompson,70,0,70,Sonoma
1052,U.S. House,,Dem,Mike Thompson,64,0,64,Sonoma
1053,U.S. House,,Dem,Mike Thompson,103,0,103,Sonoma
1054,U.S. House,,Dem,Mike Thompson,12,0,12,Sonoma
1055,U.S. House,,Dem,Mike Thompson,112,0,112,Sonoma
1056,U.S. House,,Dem,Mike Thompson,121,0,121,Sonoma
1057,U.S. House,,Dem,Mike Thompson,14,0,14,Sonoma
1058,U.S. House,,Dem,Mike Thompson,6,0,6,Sonoma
1059,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
1061,U.S. House,,Dem,Mike Thompson,16,0,16,Sonoma
1062,U.S. House,,Dem,Mike Thompson,9,0,9,Sonoma
1063,U.S. House,,Dem,Mike Thompson,28,0,28,Sonoma
1065,U.S. House,,Dem,Mike Thompson,45,0,45,Sonoma
1067,U.S. House,,Dem,Mike Thompson,38,0,38,Sonoma
1069,U.S. House,,Dem,Mike Thompson,6,0,6,Sonoma
1070,U.S. House,,Dem,Mike Thompson,8,0,8,Sonoma
1073,U.S. House,,Dem,Mike Thompson,9,0,9,Sonoma
1075,U.S. House,,Dem,Mike Thompson,86,0,86,Sonoma
1077,U.S. House,,Dem,Mike Thompson,267,68,199,Sonoma
1078,U.S. House,,Dem,Mike Thompson,24,0,24,Sonoma
1079,U.S. House,,Dem,Mike Thompson,1,0,1,Sonoma
1080,U.S. House,,Dem,Mike Thompson,67,0,67,Sonoma
1083,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
1084,U.S. House,,Dem,Mike Thompson,1,0,1,Sonoma
1085,U.S. House,,Dem,Mike Thompson,16,0,16,Sonoma
1086,U.S. House,,Dem,Mike Thompson,24,0,24,Sonoma
1104,U.S. House,,Dem,Mike Thompson,500,107,393,Sonoma
1105,U.S. House,,Dem,Mike Thompson,370,86,284,Sonoma
1106,U.S. House,,Dem,Mike Thompson,296,54,242,Sonoma
1109,U.S. House,,Dem,Mike Thompson,95,0,95,Sonoma
1110,U.S. House,,Dem,Mike Thompson,1001,206,795,Sonoma
1111,U.S. House,,Dem,Mike Thompson,655,90,565,Sonoma
1114,U.S. House,,Dem,Mike Thompson,55,0,55,Sonoma
1115,U.S. House,,Dem,Mike Thompson,48,0,48,Sonoma
1119,U.S. House,,Dem,Mike Thompson,22,0,22,Sonoma
1120,U.S. House,,Dem,Mike Thompson,8,0,8,Sonoma
1121,U.S. House,,Dem,Mike Thompson,1190,270,920,Sonoma
1122,U.S. House,,Dem,Mike Thompson,534,69,465,Sonoma
1124,U.S. House,,Dem,Mike Thompson,1062,123,939,Sonoma
1125,U.S. House,,Dem,Mike Thompson,95,0,95,Sonoma
1126,U.S. House,,Dem,Mike Thompson,10,0,10,Sonoma
1127,U.S. House,,Dem,Mike Thompson,244,24,220,Sonoma
1128,U.S. House,,Dem,Mike Thompson,795,137,658,Sonoma
1129,U.S. House,,Dem,Mike Thompson,6,0,6,Sonoma
1130,U.S. House,,Dem,Mike Thompson,101,0,101,Sonoma
1133,U.S. House,,Dem,Mike Thompson,73,0,73,Sonoma
1134,U.S. House,,Dem,Mike Thompson,58,0,58,Sonoma
1136,U.S. House,,Dem,Mike Thompson,669,105,564,Sonoma
1144,U.S. House,,Dem,Mike Thompson,2,0,2,Sonoma
1146,U.S. House,,Dem,Mike Thompson,92,0,92,Sonoma
1147,U.S. House,,Dem,Mike Thompson,14,0,14,Sonoma
1802,U.S. House,,Dem,Mike Thompson,1125,201,924,Sonoma
1811,U.S. House,,Dem,Mike Thompson,69,0,69,Sonoma
1812,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
1814,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
2022,U.S. House,,Dem,Mike Thompson,58,0,58,Sonoma
2026,U.S. House,,Dem,Mike Thompson,6,0,6,Sonoma
2028,U.S. House,,Dem,Mike Thompson,5,0,5,Sonoma
2039,U.S. House,,Dem,Mike Thompson,7,0,7,Sonoma
2301,U.S. House,,Dem,Mike Thompson,1131,275,856,Sonoma
2601,U.S. House,,Dem,Mike Thompson,1119,264,855,Sonoma
2602,U.S. House,,Dem,Mike Thompson,591,147,444,Sonoma
2604,U.S. House,,Dem,Mike Thompson,7,0,7,Sonoma
2606,U.S. House,,Dem,Mike Thompson,1006,217,789,Sonoma
3001,U.S. House,,Dem,Mike Thompson,5,0,5,Sonoma
3002,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
3005,U.S. House,,Dem,Mike Thompson,161,29,132,Sonoma
3006,U.S. House,,Dem,Mike Thompson,16,0,16,Sonoma
3011,U.S. House,,Dem,Mike Thompson,428,93,335,Sonoma
3017,U.S. House,,Dem,Mike Thompson,34,0,34,Sonoma
3021,U.S. House,,Dem,Mike Thompson,35,0,35,Sonoma
3024,U.S. House,,Dem,Mike Thompson,15,0,15,Sonoma
3102,U.S. House,,Dem,Mike Thompson,60,0,60,Sonoma
3104,U.S. House,,Dem,Mike Thompson,18,0,18,Sonoma
3105,U.S. House,,Dem,Mike Thompson,305,55,250,Sonoma
3110,U.S. House,,Dem,Mike Thompson,585,93,492,Sonoma
3111,U.S. House,,Dem,Mike Thompson,15,0,15,Sonoma
3114,U.S. House,,Dem,Mike Thompson,1,0,1,Sonoma
3117,U.S. House,,Dem,Mike Thompson,488,84,404,Sonoma
3118,U.S. House,,Dem,Mike Thompson,9,0,9,Sonoma
3121,U.S. House,,Dem,Mike Thompson,71,0,71,Sonoma
3123,U.S. House,,Dem,Mike Thompson,307,72,235,Sonoma
3124,U.S. House,,Dem,Mike Thompson,745,208,537,Sonoma
3125,U.S. House,,Dem,Mike Thompson,160,0,160,Sonoma
3126,U.S. House,,Dem,Mike Thompson,892,206,686,Sonoma
3128,U.S. House,,Dem,Mike Thompson,1426,336,1090,Sonoma
3130,U.S. House,,Dem,Mike Thompson,15,0,15,Sonoma
3133,U.S. House,,Dem,Mike Thompson,100,0,100,Sonoma
3137,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
3138,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
3142,U.S. House,,Dem,Mike Thompson,994,233,761,Sonoma
3601,U.S. House,,Dem,Mike Thompson,922,219,703,Sonoma
3602,U.S. House,,Dem,Mike Thompson,1116,264,852,Sonoma
3603,U.S. House,,Dem,Mike Thompson,1051,270,781,Sonoma
3605,U.S. House,,Dem,Mike Thompson,490,122,368,Sonoma
3609,U.S. House,,Dem,Mike Thompson,1109,217,892,Sonoma
3611,U.S. House,,Dem,Mike Thompson,868,184,684,Sonoma
3614,U.S. House,,Dem,Mike Thompson,1022,189,833,Sonoma
3616,U.S. House,,Dem,Mike Thompson,930,198,732,Sonoma
3618,U.S. House,,Dem,Mike Thompson,956,215,741,Sonoma
3621,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
3622,U.S. House,,Dem,Mike Thompson,176,0,176,Sonoma
4012,U.S. House,,Dem,Mike Thompson,8,0,8,Sonoma
4015,U.S. House,,Dem,Mike Thompson,118,18,100,Sonoma
4017,U.S. House,,Dem,Mike Thompson,35,0,35,Sonoma
4018,U.S. House,,Dem,Mike Thompson,5,0,5,Sonoma
4019,U.S. House,,Dem,Mike Thompson,4,0,4,Sonoma
4027,U.S. House,,Dem,Mike Thompson,87,0,87,Sonoma
4037,U.S. House,,Dem,Mike Thompson,45,0,45,Sonoma
4039,U.S. House,,Dem,Mike Thompson,17,0,17,Sonoma
4054,U.S. House,,Dem,Mike Thompson,1,0,1,Sonoma
4067,U.S. House,,Dem,Mike Thompson,27,0,27,Sonoma
4070,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
4101,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
4102,U.S. House,,Dem,Mike Thompson,25,0,25,Sonoma
4103,U.S. House,,Dem,Mike Thompson,759,149,610,Sonoma
4104,U.S. House,,Dem,Mike Thompson,120,0,120,Sonoma
4106,U.S. House,,Dem,Mike Thompson,44,0,44,Sonoma
4110,U.S. House,,Dem,Mike Thompson,1039,198,841,Sonoma
4113,U.S. House,,Dem,Mike Thompson,48,0,48,Sonoma
4127,U.S. House,,Dem,Mike Thompson,730,142,588,Sonoma
4128,U.S. House,,Dem,Mike Thompson,45,0,45,Sonoma
4129,U.S. House,,Dem,Mike Thompson,41,0,41,Sonoma
5029,U.S. House,,Dem,Mike Thompson,40,0,40,Sonoma
5056,U.S. House,,Dem,Mike Thompson,124,0,124,Sonoma
5074,U.S. House,,Dem,Mike Thompson,4,0,4,Sonoma
5101,U.S. House,,Dem,Mike Thompson,515,115,400,Sonoma
5104,U.S. House,,Dem,Mike Thompson,1043,237,806,Sonoma
5107,U.S. House,,Dem,Mike Thompson,11,0,11,Sonoma
5108,U.S. House,,Dem,Mike Thompson,48,0,48,Sonoma
5110,U.S. House,,Dem,Mike Thompson,38,0,38,Sonoma
5114,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
5115,U.S. House,,Dem,Mike Thompson,450,106,344,Sonoma
5116,U.S. House,,Dem,Mike Thompson,168,0,168,Sonoma
5117,U.S. House,,Dem,Mike Thompson,58,0,58,Sonoma
5118,U.S. House,,Dem,Mike Thompson,58,0,58,Sonoma
5121,U.S. House,,Dem,Mike Thompson,1,0,1,Sonoma
5122,U.S. House,,Dem,Mike Thompson,49,0,49,Sonoma
5124,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
5125,U.S. House,,Dem,Mike Thompson,104,0,104,Sonoma
5126,U.S. House,,Dem,Mike Thompson,49,0,49,Sonoma
7101,U.S. House,,Dem,Mike Thompson,143,0,143,Sonoma
7102,U.S. House,,Dem,Mike Thompson,208,31,177,Sonoma
7103,U.S. House,,Dem,Mike Thompson,27,0,27,Sonoma
7104,U.S. House,,Dem,Mike Thompson,385,74,311,Sonoma
7105,U.S. House,,Dem,Mike Thompson,37,0,37,Sonoma
7106,U.S. House,,Dem,Mike Thompson,2,0,2,Sonoma
7107,U.S. House,,Dem,Mike Thompson,5,0,5,Sonoma
7108,U.S. House,,Dem,Mike Thompson,115,0,115,Sonoma
7109,U.S. House,,Dem,Mike Thompson,122,0,122,Sonoma
7110,U.S. House,,Dem,Mike Thompson,4,0,4,Sonoma
7111,U.S. House,,Dem,Mike Thompson,84,0,84,Sonoma
7112,U.S. House,,Dem,Mike Thompson,469,88,381,Sonoma
7113,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7114,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7115,U.S. House,,Dem,Mike Thompson,26,0,26,Sonoma
7116,U.S. House,,Dem,Mike Thompson,1,0,1,Sonoma
7117,U.S. House,,Dem,Mike Thompson,49,0,49,Sonoma
7118,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7119,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7120,U.S. House,,Dem,Mike Thompson,721,201,520,Sonoma
7121,U.S. House,,Dem,Mike Thompson,4,0,4,Sonoma
7122,U.S. House,,Dem,Mike Thompson,39,0,39,Sonoma
7123,U.S. House,,Dem,Mike Thompson,210,51,159,Sonoma
7124,U.S. House,,Dem,Mike Thompson,34,0,34,Sonoma
7125,U.S. House,,Dem,Mike Thompson,27,0,27,Sonoma
7126,U.S. House,,Dem,Mike Thompson,20,0,20,Sonoma
7127,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7128,U.S. House,,Dem,Mike Thompson,39,0,39,Sonoma
7129,U.S. House,,Dem,Mike Thompson,45,0,45,Sonoma
7130,U.S. House,,Dem,Mike Thompson,99,0,99,Sonoma
7131,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7132,U.S. House,,Dem,Mike Thompson,32,0,32,Sonoma
7133,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7134,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7135,U.S. House,,Dem,Mike Thompson,272,46,226,Sonoma
7136,U.S. House,,Dem,Mike Thompson,254,35,219,Sonoma
7137,U.S. House,,Dem,Mike Thompson,1476,375,1101,Sonoma
7138,U.S. House,,Dem,Mike Thompson,943,235,708,Sonoma
7139,U.S. House,,Dem,Mike Thompson,10,0,10,Sonoma
7140,U.S. House,,Dem,Mike Thompson,56,0,56,Sonoma
7141,U.S. House,,Dem,Mike Thompson,1108,249,859,Sonoma
7142,U.S. House,,Dem,Mike Thompson,1222,339,883,Sonoma
7143,U.S. House,,Dem,Mike Thompson,989,141,848,Sonoma
7144,U.S. House,,Dem,Mike Thompson,162,0,162,Sonoma
7145,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7146,U.S. House,,Dem,Mike Thompson,11,0,11,Sonoma
7147,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7148,U.S. House,,Dem,Mike Thompson,610,132,478,Sonoma
7149,U.S. House,,Dem,Mike Thompson,272,90,182,Sonoma
7150,U.S. House,,Dem,Mike Thompson,11,0,11,Sonoma
7151,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7152,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7153,U.S. House,,Dem,Mike Thompson,259,56,203,Sonoma
7154,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7155,U.S. House,,Dem,Mike Thompson,5,0,5,Sonoma
7156,U.S. House,,Dem,Mike Thompson,321,49,272,Sonoma
7157,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7158,U.S. House,,Dem,Mike Thompson,24,0,24,Sonoma
7159,U.S. House,,Dem,Mike Thompson,50,0,50,Sonoma
7163,U.S. House,,Dem,Mike Thompson,2,0,2,Sonoma
7164,U.S. House,,Dem,Mike Thompson,2,0,2,Sonoma
7165,U.S. House,,Dem,Mike Thompson,7,0,7,Sonoma
7166,U.S. House,,Dem,Mike Thompson,1,0,1,Sonoma
7167,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7168,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7169,U.S. House,,Dem,Mike Thompson,63,0,63,Sonoma
7170,U.S. House,,Dem,Mike Thompson,1,0,1,Sonoma
7171,U.S. House,,Dem,Mike Thompson,1463,303,1160,Sonoma
7172,U.S. House,,Dem,Mike Thompson,118,0,118,Sonoma
7173,U.S. House,,Dem,Mike Thompson,429,104,325,Sonoma
7174,U.S. House,,Dem,Mike Thompson,727,97,630,Sonoma
7175,U.S. House,,Dem,Mike Thompson,1028,249,779,Sonoma
7176,U.S. House,,Dem,Mike Thompson,755,157,598,Sonoma
7177,U.S. House,,Dem,Mike Thompson,152,0,152,Sonoma
7178,U.S. House,,Dem,Mike Thompson,1072,203,869,Sonoma
7179,U.S. House,,Dem,Mike Thompson,1247,272,975,Sonoma
7180,U.S. House,,Dem,Mike Thompson,150,0,150,Sonoma
7181,U.S. House,,Dem,Mike Thompson,21,0,21,Sonoma
7182,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7183,U.S. House,,Dem,Mike Thompson,1550,135,1415,Sonoma
7184,U.S. House,,Dem,Mike Thompson,977,197,780,Sonoma
7185,U.S. House,,Dem,Mike Thompson,1065,198,867,Sonoma
7186,U.S. House,,Dem,Mike Thompson,1360,239,1121,Sonoma
7187,U.S. House,,Dem,Mike Thompson,1159,201,958,Sonoma
7188,U.S. House,,Dem,Mike Thompson,732,118,614,Sonoma
7201,U.S. House,,Dem,Mike Thompson,101,0,101,Sonoma
7202,U.S. House,,Dem,Mike Thompson,3,0,3,Sonoma
7203,U.S. House,,Dem,Mike Thompson,1207,265,942,Sonoma
7205,U.S. House,,Dem,Mike Thompson,32,0,32,Sonoma
7206,U.S. House,,Dem,Mike Thompson,93,0,93,Sonoma
7226,U.S. House,,Dem,Mike Thompson,454,91,363,Sonoma
7230,U.S. House,,Dem,Mike Thompson,2,0,2,Sonoma
7231,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7235,U.S. House,,Dem,Mike Thompson,114,0,114,Sonoma
7236,U.S. House,,Dem,Mike Thompson,326,58,268,Sonoma
7237,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7238,U.S. House,,Dem,Mike Thompson,2,0,2,Sonoma
7239,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7240,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7241,U.S. House,,Dem,Mike Thompson,27,0,27,Sonoma
7245,U.S. House,,Dem,Mike Thompson,58,0,58,Sonoma
7246,U.S. House,,Dem,Mike Thompson,21,0,21,Sonoma
7248,U.S. House,,Dem,Mike Thompson,632,160,472,Sonoma
7249,U.S. House,,Dem,Mike Thompson,773,168,605,Sonoma
7301,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7302,U.S. House,,Dem,Mike Thompson,86,0,86,Sonoma
7303,U.S. House,,Dem,Mike Thompson,89,0,89,Sonoma
7304,U.S. House,,Dem,Mike Thompson,17,0,17,Sonoma
7305,U.S. House,,Dem,Mike Thompson,72,0,72,Sonoma
7306,U.S. House,,Dem,Mike Thompson,16,0,16,Sonoma
7307,U.S. House,,Dem,Mike Thompson,40,0,40,Sonoma
7308,U.S. House,,Dem,Mike Thompson,6,0,6,Sonoma
7309,U.S. House,,Dem,Mike Thompson,17,0,17,Sonoma
7310,U.S. House,,Dem,Mike Thompson,441,96,345,Sonoma
7311,U.S. House,,Dem,Mike Thompson,51,0,51,Sonoma
7312,U.S. House,,Dem,Mike Thompson,465,76,389,Sonoma
7313,U.S. House,,Dem,Mike Thompson,354,90,264,Sonoma
7314,U.S. House,,Dem,Mike Thompson,779,154,625,Sonoma
7315,U.S. House,,Dem,Mike Thompson,14,0,14,Sonoma
7316,U.S. House,,Dem,Mike Thompson,1175,288,887,Sonoma
7317,U.S. House,,Dem,Mike Thompson,403,21,382,Sonoma
7318,U.S. House,,Dem,Mike Thompson,296,43,253,Sonoma
7319,U.S. House,,Dem,Mike Thompson,1175,283,892,Sonoma
7320,U.S. House,,Dem,Mike Thompson,1037,225,812,Sonoma
7321,U.S. House,,Dem,Mike Thompson,1558,393,1165,Sonoma
7322,U.S. House,,Dem,Mike Thompson,1397,221,1176,Sonoma
7323,U.S. House,,Dem,Mike Thompson,1005,242,763,Sonoma
7324,U.S. House,,Dem,Mike Thompson,827,192,635,Sonoma
7408,U.S. House,,Dem,Mike Thompson,893,178,715,Sonoma
7428,U.S. House,,Dem,Mike Thompson,947,212,735,Sonoma
7429,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7430,U.S. House,,Dem,Mike Thompson,65,0,65,Sonoma
7431,U.S. House,,Dem,Mike Thompson,18,0,18,Sonoma
7432,U.S. House,,Dem,Mike Thompson,562,144,418,Sonoma
7452,U.S. House,,Dem,Mike Thompson,7,0,7,Sonoma
7459,U.S. House,,Dem,Mike Thompson,1128,223,905,Sonoma
7462,U.S. House,,Dem,Mike Thompson,758,159,599,Sonoma
7506,U.S. House,,Dem,Mike Thompson,405,101,304,Sonoma
7507,U.S. House,,Dem,Mike Thompson,1210,302,908,Sonoma
7508,U.S. House,,Dem,Mike Thompson,1068,214,854,Sonoma
7509,U.S. House,,Dem,Mike Thompson,821,177,644,Sonoma
7518,U.S. House,,Dem,Mike Thompson,50,0,50,Sonoma
7519,U.S. House,,Dem,Mike Thompson,394,101,293,Sonoma
7520,U.S. House,,Dem,Mike Thompson,268,81,187,Sonoma
7521,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7522,U.S. House,,Dem,Mike Thompson,90,0,90,Sonoma
7523,U.S. House,,Dem,Mike Thompson,299,83,216,Sonoma
7524,U.S. House,,Dem,Mike Thompson,129,0,129,Sonoma
7525,U.S. House,,Dem,Mike Thompson,22,0,22,Sonoma
7526,U.S. House,,Dem,Mike Thompson,28,0,28,Sonoma
7527,U.S. House,,Dem,Mike Thompson,927,202,725,Sonoma
7528,U.S. House,,Dem,Mike Thompson,533,141,392,Sonoma
7535,U.S. House,,Dem,Mike Thompson,442,90,352,Sonoma
7536,U.S. House,,Dem,Mike Thompson,156,0,156,Sonoma
7565,U.S. House,,Dem,Mike Thompson,0,0,0,Sonoma
7569,U.S. House,,Dem,Mike Thompson,1135,272,863,Sonoma
7570,U.S. House,,Dem,Mike Thompson,857,206,651,Sonoma
1002,Insurance Commissioner,,Dem,Ricardo Lara,17,0,17,Sonoma
1006,Insurance Commissioner,,Dem,Ricardo Lara,1,0,1,Sonoma
1008,Insurance Commissioner,,Dem,Ricardo Lara,68,0,68,Sonoma
1009,Insurance Commissioner,,Dem,Ricardo Lara,57,0,57,Sonoma
1012,Insurance Commissioner,,Dem,Ricardo Lara,10,0,10,Sonoma
1017,Insurance Commissioner,,Dem,Ricardo Lara,325,93,232,Sonoma
1023,Insurance Commissioner,,Dem,Ricardo Lara,673,158,515,Sonoma
1032,Insurance Commissioner,,Dem,Ricardo Lara,67,0,67,Sonoma
1033,Insurance Commissioner,,Dem,Ricardo Lara,36,0,36,Sonoma
1038,Insurance Commissioner,,Dem,Ricardo Lara,17,0,17,Sonoma
1039,Insurance Commissioner,,Dem,Ricardo Lara,0,0,0,Sonoma
1040,Insurance Commissioner,,Dem,Ricardo Lara,20,0,20,Sonoma
1041,Insurance Commissioner,,Dem,Ricardo Lara,10,0,10,Sonoma
1043,Insurance Commissioner,,Dem,Ricardo Lara,5,0,5,Sonoma
1044,Insurance Commissioner,,Dem,Ricardo Lara,0,0,0,Sonoma
1045,Insurance Commissioner,,Dem,Ricardo Lara,21,0,21,Sonoma
1046,Insurance Commissioner,,Dem,Ricardo Lara,0,0,0,Sonoma
1049,Insurance Commissioner,,Dem,Ricardo Lara,53,0,53,Sonoma
1052,Insurance Commissioner,,Dem,Ricardo Lara,44,0,44,Sonoma
1053,Insurance Commissioner,,Dem,Ricardo Lara,45,0,45,Sonoma
1054,Insurance Commissioner,,Dem,Ricardo Lara,6,0,6,Sonoma
1055,Insurance Commissioner,,Dem,Ricardo Lara,74,0,74,Sonoma
1056,Insurance Commissioner,,Dem,Ricardo Lara,82,0,82,Sonoma
1057,Insurance Commissioner,,Dem,Ricardo Lara,7,0,7,Sonoma
1058,Insurance Commissioner,,Dem,Ricardo Lara,7,0,7,Sonoma
1059,Insurance Commissioner,,Dem,Ricardo Lara,0,0,0,Sonoma
1061,Insurance Commissioner,,Dem,Ricardo Lara,15,0,15,Sonoma
1062,Insurance Commissioner,,Dem,Ricardo Lara,7,0,7,Sonoma
1063,Insurance Commissioner,,Dem,Ricardo Lara,19,0,19,Sonoma
1065,Insurance Commissioner,,Dem,Ricardo Lara,29,0,29,Sonoma
1067,Insurance Commissioner,,Dem,Ricardo Lara,29,0,29,Sonoma
1069,Insurance Commissioner,,Dem,Ricardo Lara,4,0,4,Sonoma
1070,Insurance Commissioner,,Dem,Ricardo Lara,5,0,5,Sonoma
1073,Insurance Commissioner,,Dem,Ricardo Lara,7,0,7,Sonoma
1075,Insurance Commissioner,,Dem,Ricardo Lara,48,0,48,Sonoma
1077,Insurance Commissioner,,Dem,Ricardo Lara,141,39,102,Sonoma
1078,Insurance Commissioner,,Dem,Ricardo Lara,8,0,8,Sonoma
1079,Insurance Commissioner,,Dem,Ricardo Lara,0,0,0,Sonoma
1080,Insurance Commissioner,,Dem,Ricardo Lara,41,0,41,Sonoma
1083,Insurance Commissioner,,Dem,Ricardo Lara,0,0,0,Sonoma
