county,office,district,party,candidate,votes
Alameda,President,,DEM,Barack Obama,469684
Alameda,President,,REP,Mitt Romney,108182
Alameda,President,,AI,Thomas Hoefling,1212
Alameda,President,,GRN,Jill  Stein,7502
Alameda,President,,LIB,Gary Johnson,5471
Alameda,President,,PF,Roseanne Barr,2890
Alameda,President,,NPP (W/I),"Ross C. ""Rocky"" Anderson",69
Alameda,President,,NPP (W/I),"Shelia ""Samm"" Tittle",0
Alameda,President,,NPP (W/I),Stephen Durham,1
Alameda,President,,NPP (W/I),Ron  Paul,602
Alameda,President,,NPP (W/I),James Harris,5
Alameda,President,,NPP (W/I),Virgil Goode,15
Alameda,President,,NPP (W/I),Jerry  White,7
Alameda,President,,NPP (W/I),Stewart Alexander,2
Alpine,President,,DEM,Barack Obama,389
Alpine,President,,REP,Mitt Romney,236
Alpine,President,,AI,Thomas Hoefling,1
Alpine,President,,GRN,Jill  Stein,8
Alpine,President,,LIB,Gary Johnson,8
Alpine,President,,PF,Roseanne Barr,5
Alpine,President,,NPP (W/I),"Ross C. ""Rocky"" Anderson",2
Alpine,President,,NPP (W/I),"Shelia ""Samm"" Tittle",0
Alpine,President,,NPP (W/I),Stephen Durham,0
Alpine,President,,NPP (W/I),Ron  Paul,4
Alpine,President,,NPP (W/I),James Harris,0
Alpine,President,,NPP (W/I),Virgil Goode,0
Alpine,President,,NPP (W/I),Jerry  White,0
Alpine,President,,NPP (W/I),Stewart Alexander,0
Amador,President,,DEM,Barack Obama,6830
Amador,President,,REP,Mitt Romney,10281
Amador,President,,AI,Thomas Hoefling,79
Amador,President,,GRN,Jill  Stein,88
Amador,President,,LIB,Gary Johnson,242
Amador,President,,PF,Roseanne Barr,75
Amador,President,,NPP (W/I),"Ross C. ""Rocky"" Anderson",0
Amador,President,,NPP (W/I),"Shelia ""Samm"" Tittle",0
Amador,President,,NPP (W/I),Stephen Durham,0
Amador,President,,NPP (W/I),Ron  Paul,54
Amador,President,,NPP (W/I),James Harris,0
Amador,President,,NPP (W/I),Virgil Goode,0
Amador,President,,NPP (W/I),Jerry  White,0
Amador,President,,NPP (W/I),Stewart Alexander,0
Butte,President,,DEM,Barack Obama,42669
Butte,President,,REP,Mitt Romney,44479
Butte,President,,AI,Thomas Hoefling,454
Butte,President,,GRN,Jill  Stein,840
Butte,President,,LIB,Gary Johnson,1334
Butte,President,,PF,Roseanne Barr,562
Butte,President,,NPP (W/I),"Ross C. ""Rocky"" Anderson",21
Butte,President,,NPP (W/I),"Shelia ""Samm"" Tittle",0
Butte,President,,NPP (W/I),Stephen Durham,0
Butte,President,,NPP (W/I),Ron  Paul,385
Butte,President,,NPP (W/I),James Harris,0
Butte,President,,NPP (W/I),Virgil Goode,3
Butte,President,,NPP (W/I),Jerry  White,1
Butte,President,,NPP (W/I),Stewart Alexander,4
Calaveras,President,,DEM,Barack Obama,8670
Calaveras,President,,REP,Mitt Romney,12365
Calaveras,President,,AI,Thomas Hoefling,110
Calaveras,President,,GRN,Jill  Stein,122
Calaveras,President,,LIB,Gary Johnson,327
Calaveras,President,,PF,Roseanne Barr,100
Calaveras,President,,NPP (W/I),"Ross C. ""Rocky"" Anderson",6
Calaveras,President,,NPP (W/I),"Shelia ""Samm"" Tittle",0
Calaveras,President,,NPP (W/I),Stephen Durham,0
Calaveras,President,,NPP (W/I),Ron  Paul,86
Calaveras,President,,NPP (W/I),James Harris,0
Calaveras,President,,NPP (W/I),Virgil Goode,0
Calaveras,President,,NPP (W/I),Jerry  White,0
Calaveras,President,,NPP (W/I),Stewart Alexander,0
Colusa,President,,DEM,Barack Obama,2314
Colusa,President,,REP,Mitt Romney,3601
Colusa,President,,AI,Thomas Hoefling,17
Colusa,President,,GRN,Jill  Stein,17
Colusa,President,,LIB,Gary Johnson,47
Colusa,President,,PF,Roseanne Barr,18
Colusa,President,,NPP (W/I),"Ross C. ""Rocky"" Anderson",2
Colusa,President,,NPP (W/I),"Shelia ""Samm"" Tittle",0
Colusa,President,,NPP (W/I),Stephen Durham,0
Colusa,President,,NPP (W/I),Ron  Paul,18
Colusa,President,,NPP (W/I),James Harris,0
Colusa,President,,NPP (W/I),Virgil Goode,0
Colusa,President,,NPP (W/I),Jerry  White,0
Colusa,President,,NPP (W/I),Stewart Alexander,0
Contra Costa,President,,DEM,Barack Obama,290824
Contra Costa,President,,REP,Mitt Romney,136517
Contra Costa,President,,AI,Thomas Hoefling,1391
Contra Costa,President,,GRN,Jill  Stein,2879
Contra Costa,President,,LIB,Gary Johnson,4372
Contra Costa,President,,PF,Roseanne Barr,1543
Contra Costa,President,,NPP (W/I),"Ross C. ""Rocky"" Anderson",43
Contra Costa,President,,NPP (W/I),"Shelia ""Samm"" Tittle",0
Contra Costa,President,,NPP (W/I),Stephen Durham,3
Contra Costa,President,,NPP (W/I),Ron  Paul,627
Contra Costa,President,,NPP (W/I),James Harris,6
Contra Costa,President,,NPP (W/I),Virgil Goode,20
Contra Costa,President,,NPP (W/I),Jerry  White,0
Contra Costa,President,,NPP (W/I),Stewart Alexander,1
Del Norte,President,,DEM,Barack Obama,3791
Del Norte,President,,REP,Mitt Romney,4614
Del Norte,President,,AI,Thomas Hoefling,70
Del Norte,President,,GRN,Jill  Stein,90
Del Norte,President,,LIB,Gary Johnson,109
Del Norte,President,,PF,Roseanne Barr,62
Del Norte,President,,NPP (W/I),"Ross C. ""Rocky"" Anderson",3
Del Norte,President,,NPP (W/I),"Shelia ""Samm"" Tittle",0
Del Norte,President,,NPP (W/I),Stephen Durham,0
Del Norte,President,,NPP (W/I),Ron  Paul,31
Del Norte,President,,NPP (W/I),James Harris,0
Del Norte,President,,NPP (W/I),Virgil Goode,0
Del Norte,President,,NPP (W/I),Jerry  White,0
Del Norte,President,,NPP (W/I),Stewart Alexander,0
El Dorado,President,,DEM,Barack Obama,35166
El Dorado,President,,REP,Mitt Romney,50973
El Dorado,President,,AI,Thomas Hoefling,336
El Dorado,President,,GRN,Jill  Stein,410
El Dorado,President,,LIB,Gary Johnson,1278
El Dorado,President,,PF,Roseanne Barr,312
El Dorado,President,,NPP (W/I),"Ross C. ""Rocky"" Anderson",8
El Dorado,President,,NPP (W/I),"Shelia ""Samm"" Tittle",0
El Dorado,President,,NPP (W/I),Stephen Durham,0
El Dorado,President,,NPP (W/I),Ron  Paul,284
El Dorado,President,,NPP (W/I),James Harris,0
El Dorado,President,,NPP (W/I),Virgil Goode,7
El Dorado,President,,NPP (W/I),Jerry  White,0
El Dorado,President,,NPP (W/I),Stewart Alexander,0
Fresno,President,,DEM,Barack Obama,129129
Fresno,President,,REP,Mitt Romney,124490
Fresno,President,,AI,Thomas Hoefling,434
Fresno,President,,GRN,Jill  Stein,1101
Fresno,President,,LIB,Gary Johnson,2262
Fresno,President,,PF,Roseanne Barr,898
Fresno,President,,NPP (W/I),"Ross C. ""Rocky"" Anderson",8
Fresno,President,,NPP (W/I),"Shelia ""Samm"" Tittle",3
Fresno,President,,NPP (W/I),Stephen Durham,0
Fresno,President,,NPP (W/I),Ron  Paul,485
Fresno,President,,NPP (W/I),James Harris,0
Fresno,President,,NPP (W/I),Virgil Goode,16
