county,office,district,party,candidate,votes
Alameda,Governor,,DEM,Phil Angelides,229217
Alameda,Governor,,REP,Arnold Schwarzenegger,148322
Alameda,Governor,,AI,Edward C. Noonan,2231
Alameda,Governor,,GRN,Peter Miguel Camejo,18236
Alameda,Governor,,LIB,Art Olivier,3784
Alameda,Governor,,PF,Janice Jordan,3569
Alameda,Governor,,IND (W/I),"Donald ""Dr. Don"" Etkes",0
Alameda,Governor,,IND (W/I),James Harris,8
Alameda,Governor,,IND (W/I),Vibert Greene,6
Alameda,Governor,,REP (W/I),"Robert C. Newman, II",5
Alameda,Governor,,IND (W/I),Elisha Shapiro,0
Alameda,Governor,,IND (W/I),Dealphria Christina Tarver,0
Alpine,Governor,,DEM,Phil Angelides,218
Alpine,Governor,,REP,Arnold Schwarzenegger,295
Alpine,Governor,,AI,Edward C. Noonan,3
Alpine,Governor,,GRN,Peter Miguel Camejo,14
Alpine,Governor,,LIB,Art Olivier,8
Alpine,Governor,,PF,Janice Jordan,6
Alpine,Governor,,IND (W/I),"Donald ""Dr. Don"" Etkes",0
Alpine,Governor,,IND (W/I),James Harris,0
Alpine,Governor,,IND (W/I),Vibert Greene,0
Alpine,Governor,,REP (W/I),"Robert C. Newman, II",0
Alpine,Governor,,IND (W/I),Elisha Shapiro,0
Alpine,Governor,,IND (W/I),Dealphria Christina Tarver,0
Amador,Governor,,DEM,Phil Angelides,3354
Amador,Governor,,REP,Arnold Schwarzenegger,10755
Amador,Governor,,AI,Edward C. Noonan,172
Amador,Governor,,GRN,Peter Miguel Camejo,390
Amador,Governor,,LIB,Art Olivier,148
Amador,Governor,,PF,Janice Jordan,100
Amador,Governor,,IND (W/I),"Donald ""Dr. Don"" Etkes",0
Amador,Governor,,IND (W/I),James Harris,0
Amador,Governor,,IND (W/I),Vibert Greene,0
Amador,Governor,,REP (W/I),"Robert C. Newman, II",0
Amador,Governor,,IND (W/I),Elisha Shapiro,0
Amador,Governor,,IND (W/I),Dealphria Christina Tarver,0
Butte,Governor,,DEM,Phil Angelides,18672
Butte,Governor,,REP,Arnold Schwarzenegger,45591
Butte,Governor,,AI,Edward C. Noonan,593
Butte,Governor,,GRN,Peter Miguel Camejo,2912
Butte,Governor,,LIB,Art Olivier,856
Butte,Governor,,PF,Janice Jordan,640
Butte,Governor,,IND (W/I),"Donald ""Dr. Don"" Etkes",0
Butte,Governor,,IND (W/I),James Harris,0
Butte,Governor,,IND (W/I),Vibert Greene,0
Butte,Governor,,REP (W/I),"Robert C. Newman, II",4
Butte,Governor,,IND (W/I),Elisha Shapiro,0
Butte,Governor,,IND (W/I),Dealphria Christina Tarver,0
Calaveras,Governor,,DEM,Phil Angelides,4268
Calaveras,Governor,,REP,Arnold Schwarzenegger,12691
Calaveras,Governor,,AI,Edward C. Noonan,199
Calaveras,Governor,,GRN,Peter Miguel Camejo,490
Calaveras,Governor,,LIB,Art Olivier,238
Calaveras,Governor,,PF,Janice Jordan,130
Calaveras,Governor,,IND (W/I),"Donald ""Dr. Don"" Etkes",0
Calaveras,Governor,,IND (W/I),James Harris,0
Calaveras,Governor,,IND (W/I),Vibert Greene,0
Calaveras,Governor,,REP (W/I),"Robert C. Newman, II",0
Calaveras,Governor,,IND (W/I),Elisha Shapiro,0
Calaveras,Governor,,IND (W/I),Dealphria Christina Tarver,0
Colusa,Governor,,DEM,Phil Angelides,1104
Colusa,Governor,,REP,Arnold Schwarzenegger,3665
Colusa,Governor,,AI,Edward C. Noonan,30
Colusa,Governor,,GRN,Peter Miguel Camejo,94
Colusa,Governor,,LIB,Art Olivier,46
Colusa,Governor,,PF,Janice Jordan,30
Colusa,Governor,,IND (W/I),"Donald ""Dr. Don"" Etkes",0
Colusa,Governor,,IND (W/I),James Harris,0
Colusa,Governor,,IND (W/I),Vibert Greene,0
Colusa,Governor,,REP (W/I),"Robert C. Newman, II",0
Colusa,Governor,,IND (W/I),Elisha Shapiro,0
Colusa,Governor,,IND (W/I),Dealphria Christina Tarver,0
Contra Costa,Governor,,DEM,Phil Angelides,128578
Contra Costa,Governor,,REP,Arnold Schwarzenegger,158565
Contra Costa,Governor,,AI,Edward C. Noonan,1932
Contra Costa,Governor,,GRN,Peter Miguel Camejo,8529
Contra Costa,Governor,,LIB,Art Olivier,2725
Contra Costa,Governor,,PF,Janice Jordan,2169
Contra Costa,Governor,,IND (W/I),"Donald ""Dr. Don"" Etkes",10
Contra Costa,Governor,,IND (W/I),James Harris,3
Contra Costa,Governor,,IND (W/I),Vibert Greene,1
Contra Costa,Governor,,REP (W/I),"Robert C. Newman, II",0
Contra Costa,Governor,,IND (W/I),Elisha Shapiro,0
Contra Costa,Governor,,IND (W/I),Dealphria Christina Tarver,1
Del Norte,Governor,,DEM,Phil Angelides,2531
Del Norte,Governor,,REP,Arnold Schwarzenegger,3639
Del Norte,Governor,,AI,Edward C. Noonan,125
Del Norte,Governor,,GRN,Peter Miguel Camejo,133
Del Norte,Governor,,LIB,Art Olivier,121
Del Norte,Governor,,PF,Janice Jordan,85
Del Norte,Governor,,IND (W/I),"Donald ""Dr. Don"" Etkes",0
Del Norte,Governor,,IND (W/I),James Harris,0
Del Norte,Governor,,IND (W/I),Vibert Greene,0
Del Norte,Governor,,REP (W/I),"Robert C. Newman, II",0
Del Norte,Governor,,IND (W/I),Elisha Shapiro,0
Del Norte,Governor,,IND (W/I),Dealphria Christina Tarver,0
El Dorado,Governor,,DEM,Phil Angelides,14535
El Dorado,Governor,,REP,Arnold Schwarzenegger,49771
El Dorado,Governor,,AI,Edward C. Noonan,500
El Dorado,Governor,,GRN,Peter Miguel Camejo,1911
El Dorado,Governor,,LIB,Art Olivier,752
El Dorado,Governor,,PF,Janice Jordan,365
El Dorado,Governor,,IND (W/I),"Donald ""Dr. Don"" Etkes",0
El Dorado,Governor,,IND (W/I),James Harris,0
El Dorado,Governor,,IND (W/I),Vibert Greene,0
El Dorado,Governor,,REP (W/I),"Robert C. Newman, II",1
El Dorado,Governor,,IND (W/I),Elisha Shapiro,2
El Dorado,Governor,,IND (W/I),Dealphria Christina Tarver,0
Fresno,Governor,,DEM,Phil Angelides,53605
Fresno,Governor,,REP,Arnold Schwarzenegger,116534
Fresno,Governor,,AI,Edward C. Noonan,1031
