county,precinct,office,district,party,candidate,election_day,mail,total
Contra Costa,KNGT808 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",N/A,0,0
Contra Costa,KNGT808 0,President,,DEM,JOSEPH R. BIDEN,N/A,4,4
Contra Costa,KNGT808 0,President,,GRN,HOWIE HAWKINS,N/A,0,0
Contra Costa,KNGT808 0,President,,LIB,JO JORGENSEN,N/A,0,0
Contra Costa,KNGT808 0,President,,PFR,GLORIA LA RIVA,N/A,0,0
Contra Costa,KNGT808 0,President,,Qualified Write In,BRIAN CARROLL,N/A,0,0
Contra Costa,KNGT808 0,President,,Qualified Write In,BROCK PIERCE,N/A,0,0
Contra Costa,KNGT808 0,President,,Qualified Write In,JESSE VENTURA,N/A,0,0
Contra Costa,KNGT808 0,President,,Qualified Write In,JOSEPH KISHORE,N/A,0,0
Contra Costa,KNGT808 0,President,,Qualified Write In,MARK CHARLES,N/A,0,0
Contra Costa,KNGT808 0,President,,REP,DONALD J. TRUMP,N/A,17,21
Contra Costa,KNGT809 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,2,2
Contra Costa,KNGT809 0,President,,DEM,JOSEPH R. BIDEN,9,45,54
Contra Costa,KNGT809 0,President,,GRN,HOWIE HAWKINS,0,0,0
Contra Costa,KNGT809 0,President,,LIB,JO JORGENSEN,0,4,4
Contra Costa,KNGT809 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,KNGT809 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,KNGT809 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,KNGT809 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,KNGT809 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,KNGT809 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,KNGT809 0,President,,REP,DONALD J. TRUMP,34,62,96
Contra Costa,LAST801 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,N/A,N/A
Contra Costa,LAST801 0,President,,DEM,JOSEPH R. BIDEN,0,N/A,N/A
Contra Costa,LAST801 0,President,,GRN,HOWIE HAWKINS,0,N/A,N/A
Contra Costa,LAST801 0,President,,LIB,JO JORGENSEN,0,N/A,N/A
Contra Costa,LAST801 0,President,,PFR,GLORIA LA RIVA,0,N/A,N/A
Contra Costa,LAST801 0,President,,Qualified Write In,BRIAN CARROLL,0,N/A,N/A
Contra Costa,LAST801 0,President,,Qualified Write In,BROCK PIERCE,0,N/A,N/A
Contra Costa,LAST801 0,President,,Qualified Write In,JESSE VENTURA,0,N/A,N/A
Contra Costa,LAST801 0,President,,Qualified Write In,JOSEPH KISHORE,0,N/A,N/A
Contra Costa,LAST801 0,President,,Qualified Write In,MARK CHARLES,0,N/A,N/A
Contra Costa,LAST801 0,President,,REP,DONALD J. TRUMP,0,N/A,N/A
Contra Costa,LAST801 1,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",N/A,N/A,N/A
Contra Costa,LAST801 1,President,,DEM,JOSEPH R. BIDEN,N/A,N/A,N/A
Contra Costa,LAST801 1,President,,GRN,HOWIE HAWKINS,N/A,N/A,N/A
Contra Costa,LAST801 1,President,,LIB,JO JORGENSEN,N/A,N/A,N/A
Contra Costa,LAST801 1,President,,PFR,GLORIA LA RIVA,N/A,N/A,N/A
Contra Costa,LAST801 1,President,,Qualified Write In,BRIAN CARROLL,N/A,N/A,N/A
Contra Costa,LAST801 1,President,,Qualified Write In,BROCK PIERCE,N/A,N/A,N/A
Contra Costa,LAST801 1,President,,Qualified Write In,JESSE VENTURA,N/A,N/A,N/A
Contra Costa,LAST801 1,President,,Qualified Write In,JOSEPH KISHORE,N/A,N/A,N/A
Contra Costa,LAST801 1,President,,Qualified Write In,MARK CHARLES,N/A,N/A,N/A
Contra Costa,LAST801 1,President,,REP,DONALD J. TRUMP,N/A,N/A,N/A
Contra Costa,LAST801 2,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",N/A,0,0
Contra Costa,LAST801 2,President,,DEM,JOSEPH R. BIDEN,N/A,25,25
Contra Costa,LAST801 2,President,,GRN,HOWIE HAWKINS,N/A,0,0
Contra Costa,LAST801 2,President,,LIB,JO JORGENSEN,N/A,1,1
Contra Costa,LAST801 2,President,,PFR,GLORIA LA RIVA,N/A,0,0
Contra Costa,LAST801 2,President,,Qualified Write In,BRIAN CARROLL,N/A,0,0
Contra Costa,LAST801 2,President,,Qualified Write In,BROCK PIERCE,N/A,0,0
Contra Costa,LAST801 2,President,,Qualified Write In,JESSE VENTURA,N/A,0,0
Contra Costa,LAST801 2,President,,Qualified Write In,JOSEPH KISHORE,N/A,0,0
Contra Costa,LAST801 2,President,,Qualified Write In,MARK CHARLES,N/A,0,0
Contra Costa,LAST801 2,President,,REP,DONALD J. TRUMP,N/A,20,21
Contra Costa,LAST801 3,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,LAST801 3,President,,DEM,JOSEPH R. BIDEN,0,0,0
Contra Costa,LAST801 3,President,,GRN,HOWIE HAWKINS,0,0,0
Contra Costa,LAST801 3,President,,LIB,JO JORGENSEN,0,0,0
Contra Costa,LAST801 3,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,LAST801 3,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LAST801 3,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LAST801 3,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LAST801 3,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LAST801 3,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LAST801 3,President,,REP,DONALD J. TRUMP,0,0,0
Contra Costa,LFET101 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,LFET101 0,President,,DEM,JOSEPH R. BIDEN,37,849,886
Contra Costa,LFET101 0,President,,GRN,HOWIE HAWKINS,0,4,4
Contra Costa,LFET101 0,President,,LIB,JO JORGENSEN,2,13,15
Contra Costa,LFET101 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,LFET101 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET101 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET101 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET101 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET101 0,President,,Qualified Write In,MARK CHARLES,0,1,1
Contra Costa,LFET101 0,President,,REP,DONALD J. TRUMP,21,243,264
Contra Costa,LFET102 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,4,4
Contra Costa,LFET102 0,President,,DEM,JOSEPH R. BIDEN,24,650,674
Contra Costa,LFET102 0,President,,GRN,HOWIE HAWKINS,0,2,2
Contra Costa,LFET102 0,President,,LIB,JO JORGENSEN,3,15,18
Contra Costa,LFET102 0,President,,PFR,GLORIA LA RIVA,0,2,2
Contra Costa,LFET102 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET102 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET102 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET102 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET102 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LFET102 0,President,,REP,DONALD J. TRUMP,29,205,234
Contra Costa,LFET103 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,2,2
Contra Costa,LFET103 0,President,,DEM,JOSEPH R. BIDEN,31,667,698
Contra Costa,LFET103 0,President,,GRN,HOWIE HAWKINS,0,1,1
Contra Costa,LFET103 0,President,,LIB,JO JORGENSEN,0,16,16
Contra Costa,LFET103 0,President,,PFR,GLORIA LA RIVA,0,2,2
Contra Costa,LFET103 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET103 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET103 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET103 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET103 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LFET103 0,President,,REP,DONALD J. TRUMP,35,168,203
Contra Costa,LFET104 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",2,5,7
Contra Costa,LFET104 0,President,,DEM,JOSEPH R. BIDEN,34,745,779
Contra Costa,LFET104 0,President,,GRN,HOWIE HAWKINS,1,2,3
Contra Costa,LFET104 0,President,,LIB,JO JORGENSEN,0,13,13
Contra Costa,LFET104 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,LFET104 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET104 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET104 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET104 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET104 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LFET104 0,President,,REP,DONALD J. TRUMP,30,168,198
Contra Costa,LFET105 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,2,2
Contra Costa,LFET105 0,President,,DEM,JOSEPH R. BIDEN,18,590,608
Contra Costa,LFET105 0,President,,GRN,HOWIE HAWKINS,0,2,2
Contra Costa,LFET105 0,President,,LIB,JO JORGENSEN,2,6,8
Contra Costa,LFET105 0,President,,PFR,GLORIA LA RIVA,0,2,2
Contra Costa,LFET105 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET105 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET105 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET105 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET105 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LFET105 0,President,,REP,DONALD J. TRUMP,36,171,207
Contra Costa,LFET106 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",1,1,2
Contra Costa,LFET106 0,President,,DEM,JOSEPH R. BIDEN,42,635,677
Contra Costa,LFET106 0,President,,GRN,HOWIE HAWKINS,0,2,2
Contra Costa,LFET106 0,President,,LIB,JO JORGENSEN,1,20,21
Contra Costa,LFET106 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,LFET106 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET106 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET106 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET106 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET106 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LFET106 0,President,,REP,DONALD J. TRUMP,34,119,153
Contra Costa,LFET107 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,8,8
Contra Costa,LFET107 0,President,,DEM,JOSEPH R. BIDEN,38,937,975
Contra Costa,LFET107 0,President,,GRN,HOWIE HAWKINS,1,0,1
Contra Costa,LFET107 0,President,,LIB,JO JORGENSEN,0,14,14
Contra Costa,LFET107 0,President,,PFR,GLORIA LA RIVA,0,2,2
Contra Costa,LFET107 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET107 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET107 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET107 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET107 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LFET107 0,President,,REP,DONALD J. TRUMP,40,181,221
Contra Costa,LFET108 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,3,3
Contra Costa,LFET108 0,President,,DEM,JOSEPH R. BIDEN,49,1028,1077
Contra Costa,LFET108 0,President,,GRN,HOWIE HAWKINS,1,6,7
Contra Costa,LFET108 0,President,,LIB,JO JORGENSEN,2,18,20
Contra Costa,LFET108 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,LFET108 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET108 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET108 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET108 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET108 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LFET108 0,President,,REP,DONALD J. TRUMP,44,215,259
Contra Costa,LFET109 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",1,3,4
Contra Costa,LFET109 0,President,,DEM,JOSEPH R. BIDEN,43,1078,1121
Contra Costa,LFET109 0,President,,GRN,HOWIE HAWKINS,0,5,5
Contra Costa,LFET109 0,President,,LIB,JO JORGENSEN,1,14,15
Contra Costa,LFET109 0,President,,PFR,GLORIA LA RIVA,0,3,3
Contra Costa,LFET109 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET109 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET109 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET109 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET109 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LFET109 0,President,,REP,DONALD J. TRUMP,48,221,269
Contra Costa,LFET110 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",1,5,6
Contra Costa,LFET110 0,President,,DEM,JOSEPH R. BIDEN,57,562,619
Contra Costa,LFET110 0,President,,GRN,HOWIE HAWKINS,1,3,4
Contra Costa,LFET110 0,President,,LIB,JO JORGENSEN,1,14,15
Contra Costa,LFET110 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,LFET110 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET110 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET110 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET110 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET110 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LFET110 0,President,,REP,DONALD J. TRUMP,45,124,169
Contra Costa,LFET111 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,LFET111 0,President,,DEM,JOSEPH R. BIDEN,31,670,701
Contra Costa,LFET111 0,President,,GRN,HOWIE HAWKINS,0,3,3
Contra Costa,LFET111 0,President,,LIB,JO JORGENSEN,2,20,22
Contra Costa,LFET111 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,LFET111 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET111 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET111 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET111 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET111 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LFET111 0,President,,REP,DONALD J. TRUMP,25,170,195
Contra Costa,LFET112 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,LFET112 0,President,,DEM,JOSEPH R. BIDEN,14,299,313
Contra Costa,LFET112 0,President,,GRN,HOWIE HAWKINS,0,0,0
Contra Costa,LFET112 0,President,,LIB,JO JORGENSEN,0,8,8
Contra Costa,LFET112 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,LFET112 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET112 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET112 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET112 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET112 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LFET112 0,President,,REP,DONALD J. TRUMP,7,83,90
Contra Costa,LFET113 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,2,2
Contra Costa,LFET113 0,President,,DEM,JOSEPH R. BIDEN,33,717,750
Contra Costa,LFET113 0,President,,GRN,HOWIE HAWKINS,0,5,5
Contra Costa,LFET113 0,President,,LIB,JO JORGENSEN,2,12,14
Contra Costa,LFET113 0,President,,PFR,GLORIA LA RIVA,1,1,2
Contra Costa,LFET113 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET113 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET113 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET113 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET113 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LFET113 0,President,,REP,DONALD J. TRUMP,36,140,176
Contra Costa,LFET114 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,4,4
Contra Costa,LFET114 0,President,,DEM,JOSEPH R. BIDEN,19,674,693
Contra Costa,LFET114 0,President,,GRN,HOWIE HAWKINS,1,1,2
Contra Costa,LFET114 0,President,,LIB,JO JORGENSEN,2,13,15
Contra Costa,LFET114 0,President,,PFR,GLORIA LA RIVA,0,2,2
Contra Costa,LFET114 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET114 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET114 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET114 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET114 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LFET114 0,President,,REP,DONALD J. TRUMP,28,157,185
Contra Costa,LFET115 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,1,1
Contra Costa,LFET115 0,President,,DEM,JOSEPH R. BIDEN,13,373,386
Contra Costa,LFET115 0,President,,GRN,HOWIE HAWKINS,0,0,0
Contra Costa,LFET115 0,President,,LIB,JO JORGENSEN,0,6,6
Contra Costa,LFET115 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,LFET115 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET115 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET115 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET115 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET115 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LFET115 0,President,,REP,DONALD J. TRUMP,21,90,111
Contra Costa,LFET115 1,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,LFET115 1,President,,DEM,JOSEPH R. BIDEN,0,15,15
Contra Costa,LFET115 1,President,,GRN,HOWIE HAWKINS,0,0,0
Contra Costa,LFET115 1,President,,LIB,JO JORGENSEN,0,0,0
Contra Costa,LFET115 1,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,LFET115 1,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET115 1,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET115 1,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET115 1,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET115 1,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LFET115 1,President,,REP,DONALD J. TRUMP,0,3,3
Contra Costa,LFET115 2,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",N/A,0,0
Contra Costa,LFET115 2,President,,DEM,JOSEPH R. BIDEN,N/A,168,170
Contra Costa,LFET115 2,President,,GRN,HOWIE HAWKINS,N/A,1,1
Contra Costa,LFET115 2,President,,LIB,JO JORGENSEN,N/A,1,1
Contra Costa,LFET115 2,President,,PFR,GLORIA LA RIVA,N/A,0,0
Contra Costa,LFET115 2,President,,Qualified Write In,BRIAN CARROLL,N/A,0,0
Contra Costa,LFET115 2,President,,Qualified Write In,BROCK PIERCE,N/A,0,0
Contra Costa,LFET115 2,President,,Qualified Write In,JESSE VENTURA,N/A,0,0
Contra Costa,LFET115 2,President,,Qualified Write In,JOSEPH KISHORE,N/A,0,0
Contra Costa,LFET115 2,President,,Qualified Write In,MARK CHARLES,N/A,0,0
Contra Costa,LFET115 2,President,,REP,DONALD J. TRUMP,N/A,60,64
Contra Costa,LFET116 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",1,8,9
Contra Costa,LFET116 0,President,,DEM,JOSEPH R. BIDEN,37,809,846
Contra Costa,LFET116 0,President,,GRN,HOWIE HAWKINS,0,2,2
Contra Costa,LFET116 0,President,,LIB,JO JORGENSEN,2,14,16
Contra Costa,LFET116 0,President,,PFR,GLORIA LA RIVA,0,2,2
Contra Costa,LFET116 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET116 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET116 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET116 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET116 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LFET116 0,President,,REP,DONALD J. TRUMP,53,286,339
Contra Costa,LFET117 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,LFET117 0,President,,DEM,JOSEPH R. BIDEN,19,988,1007
Contra Costa,LFET117 0,President,,GRN,HOWIE HAWKINS,0,7,7
Contra Costa,LFET117 0,President,,LIB,JO JORGENSEN,2,17,19
Contra Costa,LFET117 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,LFET117 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,LFET117 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,LFET117 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,LFET117 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,LFET117 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,LFET117 0,President,,REP,DONALD J. TRUMP,39,199,238
Contra Costa,MARC801 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",N/A,3,3
Contra Costa,MARC801 0,President,,DEM,JOSEPH R. BIDEN,N/A,75,76
Contra Costa,MARC801 0,President,,GRN,HOWIE HAWKINS,N/A,1,1
Contra Costa,MARC801 0,President,,LIB,JO JORGENSEN,N/A,3,3
Contra Costa,MARC801 0,President,,PFR,GLORIA LA RIVA,N/A,6,6
Contra Costa,MARC801 0,President,,Qualified Write In,BRIAN CARROLL,N/A,0,0
Contra Costa,MARC801 0,President,,Qualified Write In,BROCK PIERCE,N/A,0,0
Contra Costa,MARC801 0,President,,Qualified Write In,JESSE VENTURA,N/A,0,0
Contra Costa,MARC801 0,President,,Qualified Write In,JOSEPH KISHORE,N/A,0,0
Contra Costa,MARC801 0,President,,Qualified Write In,MARK CHARLES,N/A,0,0
Contra Costa,MARC801 0,President,,REP,DONALD J. TRUMP,N/A,122,129
Contra Costa,MARC802 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,MARC802 0,President,,DEM,JOSEPH R. BIDEN,0,11,11
Contra Costa,MARC802 0,President,,GRN,HOWIE HAWKINS,0,0,0
Contra Costa,MARC802 0,President,,LIB,JO JORGENSEN,0,0,0
Contra Costa,MARC802 0,President,,PFR,GLORIA LA RIVA,0,0,0
Contra Costa,MARC802 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,MARC802 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,MARC802 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,MARC802 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,MARC802 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,MARC802 0,President,,REP,DONALD J. TRUMP,0,15,15
Contra Costa,MARC803 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",N/A,0,0
Contra Costa,MARC803 0,President,,DEM,JOSEPH R. BIDEN,N/A,13,13
Contra Costa,MARC803 0,President,,GRN,HOWIE HAWKINS,N/A,0,0
Contra Costa,MARC803 0,President,,LIB,JO JORGENSEN,N/A,3,3
Contra Costa,MARC803 0,President,,PFR,GLORIA LA RIVA,N/A,0,0
Contra Costa,MARC803 0,President,,Qualified Write In,BRIAN CARROLL,N/A,0,0
Contra Costa,MARC803 0,President,,Qualified Write In,BROCK PIERCE,N/A,0,0
Contra Costa,MARC803 0,President,,Qualified Write In,JESSE VENTURA,N/A,0,0
Contra Costa,MARC803 0,President,,Qualified Write In,JOSEPH KISHORE,N/A,0,0
Contra Costa,MARC803 0,President,,Qualified Write In,MARK CHARLES,N/A,0,0
Contra Costa,MARC803 0,President,,REP,DONALD J. TRUMP,N/A,14,16
Contra Costa,MART101 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,MART101 0,President,,DEM,JOSEPH R. BIDEN,26,424,450
Contra Costa,MART101 0,President,,GRN,HOWIE HAWKINS,0,3,3
Contra Costa,MART101 0,President,,LIB,JO JORGENSEN,0,10,10
Contra Costa,MART101 0,President,,PFR,GLORIA LA RIVA,0,2,2
Contra Costa,MART101 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,MART101 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,MART101 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,MART101 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
Contra Costa,MART101 0,President,,Qualified Write In,MARK CHARLES,0,0,0
Contra Costa,MART101 0,President,,REP,DONALD J. TRUMP,19,77,96
Contra Costa,MART103 0,President,,AIP,"ROQUE ""ROCKY"" DE LA FUENTE GUERRA",0,0,0
Contra Costa,MART103 0,President,,DEM,JOSEPH R. BIDEN,26,273,299
Contra Costa,MART103 0,President,,GRN,HOWIE HAWKINS,0,1,1
Contra Costa,MART103 0,President,,LIB,JO JORGENSEN,0,7,7
Contra Costa,MART103 0,President,,PFR,GLORIA LA RIVA,0,1,1
Contra Costa,MART103 0,President,,Qualified Write In,BRIAN CARROLL,0,0,0
Contra Costa,MART103 0,President,,Qualified Write In,BROCK PIERCE,0,0,0
Contra Costa,MART103 0,President,,Qualified Write In,JESSE VENTURA,0,0,0
Contra Costa,MART103 0,President,,Qualified Write In,JOSEPH KISHORE,0,0,0
