county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,mail
Madera,1002,Registered Voters,,,,680,,,,
Madera,1002,Ballots Cast,,,,493,,,,
Madera,1004,Registered Voters,,,,203,,,,
Madera,1004,Ballots Cast,,,,160,,,,
Madera,1300,Registered Voters,,,,0,,,,
Madera,1300,Ballots Cast,,,,0,,,,
Madera,1307,Registered Voters,,,,390,,,,
Madera,1307,Ballots Cast,,,,308,,,,
Madera,1308,Registered Voters,,,,266,,,,
Madera,1308,Ballots Cast,,,,220,,,,
Madera,1309,Registered Voters,,,,1964,,,,
Madera,1309,Ballots Cast,,,,1583,,,,
Madera,1311,Registered Voters,,,,36,,,,
Madera,1311,Ballots Cast,,,,26,,,,
Madera,1312,Registered Voters,,,,161,,,,
Madera,1312,Ballots Cast,,,,115,,,,
Madera,1313,Registered Voters,,,,0,,,,
Madera,1313,Ballots Cast,,,,0,,,,
Madera,1314,Registered Voters,,,,0,,,,
Madera,1314,Ballots Cast,,,,1,,,,
Madera,1315,Registered Voters,,,,53,,,,
Madera,1315,Ballots Cast,,,,31,,,,
Madera,1316,Registered Voters,,,,755,,,,
Madera,1316,Ballots Cast,,,,485,,,,
Madera,1317,Registered Voters,,,,546,,,,
Madera,1317,Ballots Cast,,,,372,,,,
Madera,1318,Registered Voters,,,,1330,,,,
Madera,1318,Ballots Cast,,,,856,,,,
Madera,1319,Registered Voters,,,,0,,,,
Madera,1319,Ballots Cast,,,,0,,,,
Madera,1320,Registered Voters,,,,0,,,,
Madera,1320,Ballots Cast,,,,0,,,,
Madera,1502,Registered Voters,,,,2302,,,,
Madera,1502,Ballots Cast,,,,2033,,,,
Madera,1505,Registered Voters,,,,176,,,,
Madera,1505,Ballots Cast,,,,166,,,,
Madera,1509,Registered Voters,,,,3918,,,,
Madera,1509,Ballots Cast,,,,3458,,,,
Madera,1515,Registered Voters,,,,1755,,,,
Madera,1515,Ballots Cast,,,,1606,,,,
Madera,2001,Registered Voters,,,,618,,,,
Madera,2001,Ballots Cast,,,,522,,,,
Madera,2003,Registered Voters,,,,663,,,,
Madera,2003,Ballots Cast,,,,492,,,,
Madera,2007,Registered Voters,,,,6,,,,
Madera,2007,Ballots Cast,,,,5,,,,
Madera,2012,Registered Voters,,,,4549,,,,
Madera,2012,Ballots Cast,,,,3458,,,,
Madera,2104,Registered Voters,,,,663,,,,
Madera,2104,Ballots Cast,,,,508,,,,
Madera,2105,Registered Voters,,,,599,,,,
Madera,2105,Ballots Cast,,,,445,,,,
Madera,2106,Registered Voters,,,,1859,,,,
Madera,2106,Ballots Cast,,,,1451,,,,
Madera,2108,Registered Voters,,,,1043,,,,
Madera,2108,Ballots Cast,,,,754,,,,
Madera,2109,Registered Voters,,,,1486,,,,
Madera,2109,Ballots Cast,,,,1304,,,,
Madera,2305,Registered Voters,,,,0,,,,
Madera,2305,Ballots Cast,,,,0,,,,
Madera,2306,Registered Voters,,,,733,,,,
Madera,2306,Ballots Cast,,,,550,,,,
Madera,2309,Registered Voters,,,,487,,,,
Madera,2309,Ballots Cast,,,,408,,,,
Madera,2324,Registered Voters,,,,1,,,,
Madera,2324,Ballots Cast,,,,0,,,,
Madera,2327,Registered Voters,,,,0,,,,
Madera,2327,Ballots Cast,,,,0,,,,
Madera,3200,Registered Voters,,,,1259,,,,
Madera,3200,Ballots Cast,,,,852,,,,
Madera,3202,Registered Voters,,,,825,,,,
Madera,3202,Ballots Cast,,,,620,,,,
Madera,3203,Registered Voters,,,,623,,,,
Madera,3203,Ballots Cast,,,,436,,,,
Madera,3207,Registered Voters,,,,904,,,,
Madera,3207,Ballots Cast,,,,739,,,,
Madera,3208,Registered Voters,,,,1043,,,,
Madera,3208,Ballots Cast,,,,826,,,,
Madera,3210,Registered Voters,,,,2277,,,,
Madera,3210,Ballots Cast,,,,1862,,,,
Madera,3211,Registered Voters,,,,1578,,,,
Madera,3211,Ballots Cast,,,,1262,,,,
Madera,3212,Registered Voters,,,,1371,,,,
Madera,3212,Ballots Cast,,,,1131,,,,
Madera,3213,Registered Voters,,,,1146,,,,
Madera,3213,Ballots Cast,,,,818,,,,
Madera,3214,Registered Voters,,,,1514,,,,
Madera,3214,Ballots Cast,,,,1188,,,,
Madera,3215,Registered Voters,,,,1272,,,,
Madera,3215,Ballots Cast,,,,986,,,,
Madera,3216,Registered Voters,,,,83,,,,
Madera,3216,Ballots Cast,,,,66,,,,
Madera,3217,Registered Voters,,,,35,,,,
Madera,3217,Ballots Cast,,,,31,,,,
Madera,3218,Registered Voters,,,,70,,,,
Madera,3218,Ballots Cast,,,,59,,,,
Madera,3219,Registered Voters,,,,33,,,,
Madera,3219,Ballots Cast,,,,22,,,,
Madera,3223,Registered Voters,,,,0,,,,
Madera,3223,Ballots Cast,,,,0,,,,
Madera,4200,Registered Voters,,,,791,,,,
Madera,4200,Ballots Cast,,,,518,,,,
Madera,4201,Registered Voters,,,,537,,,,
Madera,4201,Ballots Cast,,,,408,,,,
Madera,4202,Registered Voters,,,,2031,,,,
Madera,4202,Ballots Cast,,,,1401,,,,
Madera,4203,Registered Voters,,,,986,,,,
Madera,4203,Ballots Cast,,,,629,,,,
Madera,4204,Registered Voters,,,,396,,,,
Madera,4204,Ballots Cast,,,,283,,,,
Madera,4205,Registered Voters,,,,1307,,,,
Madera,4205,Ballots Cast,,,,830,,,,
Madera,4207,Registered Voters,,,,642,,,,
Madera,4207,Ballots Cast,,,,427,,,,
Madera,4208,Registered Voters,,,,399,,,,
Madera,4208,Ballots Cast,,,,259,,,,
Madera,4310,Registered Voters,,,,875,,,,
Madera,4310,Ballots Cast,,,,533,,,,
Madera,4311,Registered Voters,,,,22,,,,
Madera,4311,Ballots Cast,,,,14,,,,
Madera,4312,Registered Voters,,,,0,,,,
Madera,4312,Ballots Cast,,,,3,,,,
Madera,5400,Registered Voters,,,,2155,,,,
Madera,5400,Ballots Cast,,,,1916,,,,
Madera,5403,Registered Voters,,,,611,,,,
Madera,5403,Ballots Cast,,,,559,,,,
Madera,5404,Registered Voters,,,,2107,,,,
Madera,5404,Ballots Cast,,,,1807,,,,
Madera,5409,Registered Voters,,,,4815,,,,
Madera,5409,Ballots Cast,,,,4280,,,,
Madera,5418,Registered Voters,,,,4178,,,,
Madera,5418,Ballots Cast,,,,3725,,,,
Madera,5424,Registered Voters,,,,72,,,,
Madera,5424,Ballots Cast,,,,63,,,,
Madera,5425,Registered Voters,,,,3070,,,,
Madera,5425,Ballots Cast,,,,2724,,,,
Madera,5429,Registered Voters,,,,731,,,,
Madera,5429,Ballots Cast,,,,639,,,,
Madera,5430,Registered Voters,,,,721,,,,
Madera,5430,Ballots Cast,,,,653,,,,
Madera,5431,Registered Voters,,,,4,,,,
Madera,5431,Ballots Cast,,,,4,,,,
Madera,5432,Registered Voters,,,,18,,,,
Madera,5432,Ballots Cast,,,,9,,,,
Madera,1002,President,,,Total Votes,490,,,,
Madera,1002,President,,DEM,JOSEPH R. BIDEN,244,,,,
Madera,1002,President,,REP,DONALD J. TRUMP,237,,,,
Madera,1002,President,,PF,GLORIA LA RIVA,2,,,,
Madera,1002,President,,AI,ROCKY DE LA FUENTE GUERRA,3,,,,
Madera,1002,President,,GRN,HOWIE HAWKINS,0,,,,
Madera,1002,President,,LIB,JO JORGENSEN,4,,,,
Madera,1002,President,,WRI,Write-In: BRIAN CARROLL,0,,,,
Madera,1002,President,,WRI,Write-In: MARK CHARLES,0,,,,
Madera,1002,President,,WRI,Write-In: JOSEPH KISHORE,0,,,,
Madera,1002,President,,WRI,Write-In: BROCK PIERCE,0,,,,
Madera,1002,President,,WRI,Write-In: JESSE VENTURA,0,,,,
Madera,1004,President,,,Total Votes,156,,,,
Madera,1004,President,,DEM,JOSEPH R. BIDEN,61,,,,
Madera,1004,President,,REP,DONALD J. TRUMP,95,,,,
Madera,1004,President,,PF,GLORIA LA RIVA,0,,,,
Madera,1004,President,,AI,ROCKY DE LA FUENTE GUERRA,0,,,,
Madera,1004,President,,GRN,HOWIE HAWKINS,0,,,,
Madera,1004,President,,LIB,JO JORGENSEN,0,,,,
Madera,1004,President,,WRI,Write-In: BRIAN CARROLL,0,,,,
Madera,1004,President,,WRI,Write-In: MARK CHARLES,0,,,,
Madera,1004,President,,WRI,Write-In: JOSEPH KISHORE,0,,,,
Madera,1004,President,,WRI,Write-In: BROCK PIERCE,0,,,,
Madera,1004,President,,WRI,Write-In: JESSE VENTURA,0,,,,
Madera,1300,President,,,Total Votes,0,,,,
Madera,1300,President,,DEM,JOSEPH R. BIDEN,0,,,,
Madera,1300,President,,REP,DONALD J. TRUMP,0,,,,
Madera,1300,President,,PF,GLORIA LA RIVA,0,,,,
Madera,1300,President,,AI,ROCKY DE LA FUENTE GUERRA,0,,,,
Madera,1300,President,,GRN,HOWIE HAWKINS,0,,,,
Madera,1300,President,,LIB,JO JORGENSEN,0,,,,
Madera,1300,President,,WRI,Write-In: BRIAN CARROLL,0,,,,
Madera,1300,President,,WRI,Write-In: MARK CHARLES,0,,,,
Madera,1300,President,,WRI,Write-In: JOSEPH KISHORE,0,,,,
Madera,1300,President,,WRI,Write-In: BROCK PIERCE,0,,,,
Madera,1300,President,,WRI,Write-In: JESSE VENTURA,0,,,,
Madera,1307,President,,,Total Votes,304,,,,
Madera,1307,President,,DEM,JOSEPH R. BIDEN,110,,,,
Madera,1307,President,,REP,DONALD J. TRUMP,193,,,,
Madera,1307,President,,PF,GLORIA LA RIVA,0,,,,
Madera,1307,President,,AI,ROCKY DE LA FUENTE GUERRA,1,,,,
Madera,1307,President,,GRN,HOWIE HAWKINS,0,,,,
Madera,1307,President,,LIB,JO JORGENSEN,0,,,,
Madera,1307,President,,WRI,Write-In: BRIAN CARROLL,0,,,,
Madera,1307,President,,WRI,Write-In: MARK CHARLES,0,,,,
Madera,1307,President,,WRI,Write-In: JOSEPH KISHORE,0,,,,
Madera,1307,President,,WRI,Write-In: BROCK PIERCE,0,,,,
