county,precinct,office,district,party,candidate,votes,early voting,election day,mail
Tuolumne,999104,President,,DEMOCRAT,PETE BUTTIGIEG,2,2,0,2
Tuolumne,999105,President,,DEMOCRAT,PETE BUTTIGIEG,3,1,2,1
Tuolumne,999106,President,,DEMOCRAT,PETE BUTTIGIEG,0,0,0,0
Tuolumne,999107,President,,DEMOCRAT,PETE BUTTIGIEG,8,8,0,8
Tuolumne,999108,President,,DEMOCRAT,PETE BUTTIGIEG,6,6,0,5
Tuolumne,999109,President,,DEMOCRAT,PETE BUTTIGIEG,9,9,0,9
Tuolumne,999117,President,,DEMOCRAT,PETE BUTTIGIEG,0,0,0,0
Tuolumne,999118,President,,DEMOCRAT,PETE BUTTIGIEG,1,1,0,1
Tuolumne,999201,President,,DEMOCRAT,PETE BUTTIGIEG,0,0,0,0
Tuolumne,999202,President,,DEMOCRAT,PETE BUTTIGIEG,4,3,1,3
Tuolumne,999203,President,,DEMOCRAT,PETE BUTTIGIEG,0,0,0,0
Tuolumne,999204,President,,DEMOCRAT,PETE BUTTIGIEG,5,5,0,4
Tuolumne,999205,President,,DEMOCRAT,PETE BUTTIGIEG,5,5,0,3
Tuolumne,999206,President,,DEMOCRAT,PETE BUTTIGIEG,8,8,0,8
Tuolumne,999207,President,,DEMOCRAT,PETE BUTTIGIEG,3,3,0,3
Tuolumne,999208,President,,DEMOCRAT,PETE BUTTIGIEG,14,13,1,13
Tuolumne,999301,President,,DEMOCRAT,PETE BUTTIGIEG,1,1,0,1
Tuolumne,999302,President,,DEMOCRAT,PETE BUTTIGIEG,4,1,3,1
Tuolumne,999303,President,,DEMOCRAT,PETE BUTTIGIEG,2,2,0,2
Tuolumne,999304,President,,DEMOCRAT,PETE BUTTIGIEG,6,6,0,5
Tuolumne,999305,President,,DEMOCRAT,PETE BUTTIGIEG,1,1,0,0
Tuolumne,999306,President,,DEMOCRAT,PETE BUTTIGIEG,3,3,0,3
Tuolumne,999307,President,,DEMOCRAT,PETE BUTTIGIEG,2,2,0,2
Tuolumne,999308,President,,DEMOCRAT,PETE BUTTIGIEG,2,2,0,2
Tuolumne,999309,President,,DEMOCRAT,PETE BUTTIGIEG,3,3,0,3
Tuolumne,999401,President,,DEMOCRAT,PETE BUTTIGIEG,0,0,0,0
Tuolumne,999402,President,,DEMOCRAT,PETE BUTTIGIEG,6,5,1,5
Tuolumne,999403,President,,DEMOCRAT,PETE BUTTIGIEG,0,0,0,0
Tuolumne,999404,President,,DEMOCRAT,PETE BUTTIGIEG,0,0,0,0
Tuolumne,999405,President,,DEMOCRAT,PETE BUTTIGIEG,5,5,0,5
Tuolumne,999406,President,,DEMOCRAT,PETE BUTTIGIEG,4,4,0,4
Tuolumne,999407,President,,DEMOCRAT,PETE BUTTIGIEG,1,1,0,1
Tuolumne,999408,President,,DEMOCRAT,PETE BUTTIGIEG,2,2,0,2
Tuolumne,999409,President,,DEMOCRAT,PETE BUTTIGIEG,3,1,2,0
Tuolumne,999410,President,,DEMOCRAT,PETE BUTTIGIEG,2,2,0,2
Tuolumne,999411,President,,DEMOCRAT,PETE BUTTIGIEG,4,3,1,3
Tuolumne,999412,President,,DEMOCRAT,PETE BUTTIGIEG,2,2,0,2
Tuolumne,999413,President,,DEMOCRAT,PETE BUTTIGIEG,0,0,0,0
Tuolumne,999414,President,,DEMOCRAT,PETE BUTTIGIEG,9,9,0,8
Tuolumne,999415,President,,DEMOCRAT,PETE BUTTIGIEG,6,6,0,6
Tuolumne,999501,President,,DEMOCRAT,PETE BUTTIGIEG,1,1,0,1
Tuolumne,999502,President,,DEMOCRAT,PETE BUTTIGIEG,12,11,1,11
Tuolumne,999503,President,,DEMOCRAT,PETE BUTTIGIEG,13,13,0,13
Tuolumne,100003,President,,DEMOCRAT,JOSEPH R. BIDEN,38,27,11,20
Tuolumne,100004,President,,DEMOCRAT,JOSEPH R. BIDEN,69,58,11,31
Tuolumne,101006,President,,DEMOCRAT,JOSEPH R. BIDEN,43,28,15,17
Tuolumne,101007,President,,DEMOCRAT,JOSEPH R. BIDEN,76,50,26,31
Tuolumne,101008,President,,DEMOCRAT,JOSEPH R. BIDEN,47,38,9,24
Tuolumne,101009,President,,DEMOCRAT,JOSEPH R. BIDEN,40,29,11,17
Tuolumne,200010,President,,DEMOCRAT,JOSEPH R. BIDEN,42,29,13,20
Tuolumne,200012,President,,DEMOCRAT,JOSEPH R. BIDEN,43,35,8,23
Tuolumne,200015,President,,DEMOCRAT,JOSEPH R. BIDEN,65,55,10,38
Tuolumne,200016,President,,DEMOCRAT,JOSEPH R. BIDEN,64,36,28,23
Tuolumne,200017,President,,DEMOCRAT,JOSEPH R. BIDEN,43,35,8,21
Tuolumne,300018,President,,DEMOCRAT,JOSEPH R. BIDEN,32,27,5,21
Tuolumne,300021,President,,DEMOCRAT,JOSEPH R. BIDEN,95,41,54,36
Tuolumne,300022,President,,DEMOCRAT,JOSEPH R. BIDEN,165,88,77,76
Tuolumne,300024,President,,DEMOCRAT,JOSEPH R. BIDEN,53,12,41,8
Tuolumne,300025,President,,DEMOCRAT,JOSEPH R. BIDEN,37,25,12,16
Tuolumne,400028,President,,DEMOCRAT,JOSEPH R. BIDEN,32,22,10,12
Tuolumne,400029,President,,DEMOCRAT,JOSEPH R. BIDEN,30,27,3,11
Tuolumne,400030,President,,DEMOCRAT,JOSEPH R. BIDEN,78,38,40,38
Tuolumne,400032,President,,DEMOCRAT,JOSEPH R. BIDEN,73,35,38,34
Tuolumne,400034,President,,DEMOCRAT,JOSEPH R. BIDEN,28,19,9,10
Tuolumne,400035,President,,DEMOCRAT,JOSEPH R. BIDEN,27,19,8,18
Tuolumne,500037,President,,DEMOCRAT,JOSEPH R. BIDEN,47,39,8,19
Tuolumne,500038,President,,DEMOCRAT,JOSEPH R. BIDEN,114,91,23,49
Tuolumne,500041,President,,DEMOCRAT,JOSEPH R. BIDEN,64,40,24,31
Tuolumne,500042,President,,DEMOCRAT,JOSEPH R. BIDEN,70,56,14,45
Tuolumne,500043,President,,DEMOCRAT,JOSEPH R. BIDEN,48,34,14,22
Tuolumne,999101,President,,DEMOCRAT,JOSEPH R. BIDEN,14,14,0,9
Tuolumne,999102,President,,DEMOCRAT,JOSEPH R. BIDEN,4,3,1,1
Tuolumne,999103,President,,DEMOCRAT,JOSEPH R. BIDEN,10,9,1,3
Tuolumne,999104,President,,DEMOCRAT,JOSEPH R. BIDEN,2,2,0,2
Tuolumne,999105,President,,DEMOCRAT,JOSEPH R. BIDEN,12,7,5,5
Tuolumne,999106,President,,DEMOCRAT,JOSEPH R. BIDEN,3,3,0,3
Tuolumne,999107,President,,DEMOCRAT,JOSEPH R. BIDEN,8,8,0,6
Tuolumne,999108,President,,DEMOCRAT,JOSEPH R. BIDEN,10,8,2,7
Tuolumne,999109,President,,DEMOCRAT,JOSEPH R. BIDEN,26,22,4,14
Tuolumne,999117,President,,DEMOCRAT,JOSEPH R. BIDEN,2,2,0,0
Tuolumne,999118,President,,DEMOCRAT,JOSEPH R. BIDEN,11,11,0,5
Tuolumne,999201,President,,DEMOCRAT,JOSEPH R. BIDEN,4,4,0,4
Tuolumne,999202,President,,DEMOCRAT,JOSEPH R. BIDEN,19,18,1,13
Tuolumne,999203,President,,DEMOCRAT,JOSEPH R. BIDEN,2,2,0,2
Tuolumne,999204,President,,DEMOCRAT,JOSEPH R. BIDEN,6,6,0,2
Tuolumne,999205,President,,DEMOCRAT,JOSEPH R. BIDEN,14,13,1,8
Tuolumne,999206,President,,DEMOCRAT,JOSEPH R. BIDEN,18,14,4,10
Tuolumne,999207,President,,DEMOCRAT,JOSEPH R. BIDEN,6,6,0,4
Tuolumne,999208,President,,DEMOCRAT,JOSEPH R. BIDEN,54,36,18,33
Tuolumne,999301,President,,DEMOCRAT,JOSEPH R. BIDEN,0,0,0,0
Tuolumne,999302,President,,DEMOCRAT,JOSEPH R. BIDEN,6,5,1,4
Tuolumne,999303,President,,DEMOCRAT,JOSEPH R. BIDEN,6,6,0,5
Tuolumne,999304,President,,DEMOCRAT,JOSEPH R. BIDEN,16,16,0,13
Tuolumne,999305,President,,DEMOCRAT,JOSEPH R. BIDEN,9,5,4,4
Tuolumne,999306,President,,DEMOCRAT,JOSEPH R. BIDEN,16,11,5,8
Tuolumne,999307,President,,DEMOCRAT,JOSEPH R. BIDEN,4,2,2,2
Tuolumne,999308,President,,DEMOCRAT,JOSEPH R. BIDEN,5,3,2,1
Tuolumne,999309,President,,DEMOCRAT,JOSEPH R. BIDEN,9,7,2,4
Tuolumne,999401,President,,DEMOCRAT,JOSEPH R. BIDEN,2,2,0,2
Tuolumne,999402,President,,DEMOCRAT,JOSEPH R. BIDEN,6,4,2,4
Tuolumne,999403,President,,DEMOCRAT,JOSEPH R. BIDEN,0,0,0,0
Tuolumne,999404,President,,DEMOCRAT,JOSEPH R. BIDEN,5,2,3,2
Tuolumne,999405,President,,DEMOCRAT,JOSEPH R. BIDEN,19,8,11,8
Tuolumne,999406,President,,DEMOCRAT,JOSEPH R. BIDEN,5,4,1,3
Tuolumne,999407,President,,DEMOCRAT,JOSEPH R. BIDEN,3,0,3,0
Tuolumne,999408,President,,DEMOCRAT,JOSEPH R. BIDEN,5,5,0,4
Tuolumne,999409,President,,DEMOCRAT,JOSEPH R. BIDEN,4,4,0,4
Tuolumne,999410,President,,DEMOCRAT,JOSEPH R. BIDEN,0,0,0,0
Tuolumne,999411,President,,DEMOCRAT,JOSEPH R. BIDEN,8,7,1,7
Tuolumne,999412,President,,DEMOCRAT,JOSEPH R. BIDEN,4,4,0,3
Tuolumne,999413,President,,DEMOCRAT,JOSEPH R. BIDEN,1,0,1,0
Tuolumne,999414,President,,DEMOCRAT,JOSEPH R. BIDEN,23,19,4,18
Tuolumne,999415,President,,DEMOCRAT,JOSEPH R. BIDEN,11,8,3,7
Tuolumne,999501,President,,DEMOCRAT,JOSEPH R. BIDEN,7,3,4,3
Tuolumne,999502,President,,DEMOCRAT,JOSEPH R. BIDEN,22,16,6,12
Tuolumne,999503,President,,DEMOCRAT,JOSEPH R. BIDEN,26,18,8,16
Tuolumne,100003,President,,DEMOCRAT,TULSI GABBARD,2,2,0,2
Tuolumne,100004,President,,DEMOCRAT,TULSI GABBARD,2,2,0,2
Tuolumne,101006,President,,DEMOCRAT,TULSI GABBARD,1,1,0,1
Tuolumne,101007,President,,DEMOCRAT,TULSI GABBARD,4,3,1,3
Tuolumne,101008,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,101009,President,,DEMOCRAT,TULSI GABBARD,1,1,0,0
Tuolumne,200010,President,,DEMOCRAT,TULSI GABBARD,2,2,0,2
Tuolumne,200012,President,,DEMOCRAT,TULSI GABBARD,6,4,2,4
Tuolumne,200015,President,,DEMOCRAT,TULSI GABBARD,3,3,0,2
Tuolumne,200016,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,200017,President,,DEMOCRAT,TULSI GABBARD,2,2,0,2
Tuolumne,300018,President,,DEMOCRAT,TULSI GABBARD,3,3,0,3
Tuolumne,300021,President,,DEMOCRAT,TULSI GABBARD,4,4,0,4
Tuolumne,300022,President,,DEMOCRAT,TULSI GABBARD,7,4,3,4
Tuolumne,300024,President,,DEMOCRAT,TULSI GABBARD,3,1,2,1
Tuolumne,300025,President,,DEMOCRAT,TULSI GABBARD,2,2,0,2
Tuolumne,400028,President,,DEMOCRAT,TULSI GABBARD,4,4,0,4
Tuolumne,400029,President,,DEMOCRAT,TULSI GABBARD,3,3,0,2
Tuolumne,400030,President,,DEMOCRAT,TULSI GABBARD,3,2,1,2
Tuolumne,400032,President,,DEMOCRAT,TULSI GABBARD,1,1,0,1
Tuolumne,400034,President,,DEMOCRAT,TULSI GABBARD,1,1,0,1
Tuolumne,400035,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,500037,President,,DEMOCRAT,TULSI GABBARD,1,1,0,1
Tuolumne,500038,President,,DEMOCRAT,TULSI GABBARD,6,5,1,4
Tuolumne,500041,President,,DEMOCRAT,TULSI GABBARD,3,3,0,3
Tuolumne,500042,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,500043,President,,DEMOCRAT,TULSI GABBARD,3,2,1,2
Tuolumne,999101,President,,DEMOCRAT,TULSI GABBARD,2,2,0,2
Tuolumne,999102,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999103,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999104,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999105,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999106,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999107,President,,DEMOCRAT,TULSI GABBARD,1,1,0,1
Tuolumne,999108,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999109,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999117,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999118,President,,DEMOCRAT,TULSI GABBARD,1,1,0,1
Tuolumne,999201,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999202,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999203,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999204,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999205,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999206,President,,DEMOCRAT,TULSI GABBARD,2,1,1,0
Tuolumne,999207,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999208,President,,DEMOCRAT,TULSI GABBARD,3,2,1,2
Tuolumne,999301,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999302,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999303,President,,DEMOCRAT,TULSI GABBARD,1,1,0,1
Tuolumne,999304,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999305,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999306,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999307,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999308,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999309,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999401,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999402,President,,DEMOCRAT,TULSI GABBARD,1,1,0,1
Tuolumne,999403,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999404,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999405,President,,DEMOCRAT,TULSI GABBARD,2,2,0,2
Tuolumne,999406,President,,DEMOCRAT,TULSI GABBARD,2,2,0,2
Tuolumne,999407,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999408,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999409,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999410,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999411,President,,DEMOCRAT,TULSI GABBARD,1,1,0,1
Tuolumne,999412,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999413,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999414,President,,DEMOCRAT,TULSI GABBARD,2,0,2,0
Tuolumne,999415,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999501,President,,DEMOCRAT,TULSI GABBARD,0,0,0,0
Tuolumne,999502,President,,DEMOCRAT,TULSI GABBARD,2,2,0,1
Tuolumne,999503,President,,DEMOCRAT,TULSI GABBARD,1,1,0,1
Tuolumne,100003,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,100004,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,101006,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,101007,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,101008,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,101009,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,200010,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,200012,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,200015,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,200016,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,200017,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,300018,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,300021,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,300022,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,300024,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,300025,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,400028,President,,DEMOCRAT,MARK STEWART GREENSTEIN,1,1,0,1
Tuolumne,400029,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,400030,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,400032,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,400034,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,400035,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,500037,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,500038,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,500041,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,500042,President,,DEMOCRAT,MARK STEWART GREENSTEIN,1,1,0,1
Tuolumne,500043,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999101,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999102,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999103,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999104,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999105,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999106,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999107,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999108,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999109,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999117,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999118,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999201,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999202,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999203,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999204,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999205,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999206,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999207,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999208,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999301,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999302,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999303,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999304,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999305,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999306,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999307,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999308,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999309,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999401,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999402,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999403,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999404,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999405,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999406,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999407,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999408,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999409,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999410,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999411,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999412,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999413,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999414,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999415,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999501,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999502,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,999503,President,,DEMOCRAT,MARK STEWART GREENSTEIN,0,0,0,0
Tuolumne,100003,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,100004,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,101006,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,101007,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,101008,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,101009,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,200010,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,200012,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,200015,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,200016,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,200017,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,300018,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,300021,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,300022,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,300024,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,300025,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,400028,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,400029,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,400030,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,400032,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,400034,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,400035,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,500037,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,500038,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,500041,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,500042,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,500043,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999101,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999102,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999103,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999104,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999105,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999106,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999107,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999108,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999109,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999117,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999118,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999201,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999202,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999203,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999204,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999205,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999206,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999207,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999208,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999301,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999302,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999303,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999304,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999305,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999306,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999307,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
Tuolumne,999308,President,,DEMOCRAT,Nakia L. Anthony Qualified Write In,0,0,0,0
