county,precinct,office,district,party,candidate,election_day,mail,votes
San Francisco,PCT 7911,U.S. House,12,,Under Votes,6,36,42
San Francisco,PCT 7912,U.S. House,12,,Under Votes,5,51,56
San Francisco,PCT 7913,U.S. House,12,,Under Votes,5,55,60
San Francisco,PCT 7914,U.S. House,12,,Under Votes,4,48,52
San Francisco,PCT 7915,U.S. House,12,,Under Votes,12,51,63
San Francisco,PCT 7916,U.S. House,12,,Under Votes,10,49,59
San Francisco,PCT 7917,U.S. House,12,,Under Votes,12,65,77
San Francisco,PCT 7918,U.S. House,12,,Under Votes,9,55,64
San Francisco,PCT 7919,U.S. House,12,,Under Votes,14,64,78
San Francisco,PCT 7921,U.S. House,12,,Under Votes,16,52,68
San Francisco,PCT 7922,U.S. House,12,,Under Votes,8,48,56
San Francisco,PCT 7923,U.S. House,12,,Under Votes,8,55,63
San Francisco,PCT 7924,U.S. House,12,,Under Votes,5,37,42
San Francisco,PCT 7925,U.S. House,12,,Under Votes,13,38,51
San Francisco,PCT 7926,U.S. House,12,,Under Votes,15,34,49
San Francisco,PCT 7927,U.S. House,12,,Under Votes,5,48,53
San Francisco,PCT 7928,U.S. House,12,,Under Votes,5,51,56
San Francisco,PCT 7929,U.S. House,12,,Under Votes,3,28,31
San Francisco,PCT 7931,U.S. House,12,,Under Votes,5,39,44
San Francisco,PCT 7932,U.S. House,12,,Under Votes,7,29,36
San Francisco,PCT 7933 MB,U.S. House,12,,Under Votes,0,2,2
San Francisco,PCT 7934,U.S. House,12,,Under Votes,15,51,66
San Francisco,PCT 7935,U.S. House,12,,Under Votes,7,42,49
San Francisco,PCT 7936,U.S. House,12,,Under Votes,7,38,45
San Francisco,PCT 7937,U.S. House,12,,Under Votes,7,43,50
San Francisco,PCT 7938,U.S. House,12,,Under Votes,8,30,38
San Francisco,PCT 7939,U.S. House,12,,Under Votes,4,33,37
San Francisco,PCT 7941,U.S. House,12,,Under Votes,6,42,48
San Francisco,PCT 7942,U.S. House,12,,Under Votes,7,48,55
San Francisco,PCT 7943,U.S. House,12,,Under Votes,15,53,68
San Francisco,PCT 7944,U.S. House,12,,Under Votes,4,41,45
San Francisco,PCT 7945,U.S. House,12,,Under Votes,11,52,63
San Francisco,PCT 7946,U.S. House,12,,Under Votes,17,86,103
San Francisco,PCT 7947,U.S. House,12,,Under Votes,10,75,85
San Francisco,PCT 7948,U.S. House,12,,Under Votes,12,93,105
San Francisco,PCT 7949,U.S. House,12,,Under Votes,3,78,81
San Francisco,PCT 7951,U.S. House,12,,Under Votes,8,103,111
San Francisco,PCT 7952,U.S. House,12,,Under Votes,13,63,76
San Francisco,PCT 7953,U.S. House,12,,Under Votes,11,62,73
San Francisco,PCT 7954 MB,U.S. House,12,,Under Votes,0,0,0
San Francisco,PCT 7955,U.S. House,12,,Under Votes,12,90,102
San Francisco,PCT 7956,U.S. House,12,,Under Votes,15,75,90
San Francisco,PCT 7957,U.S. House,12,,Under Votes,1,52,53
San Francisco,PCT 7958 MB,U.S. House,12,,Under Votes,5,21,26
San Francisco,PCT 7959,U.S. House,12,,Under Votes,4,30,34
San Francisco,PCT 9101,U.S. House,12,,Under Votes,15,59,74
San Francisco,PCT 9102,U.S. House,12,,Under Votes,12,100,112
San Francisco,PCT 9103,U.S. House,12,,Under Votes,22,81,103
San Francisco,PCT 9104,U.S. House,12,,Under Votes,13,107,120
San Francisco,PCT 9105,U.S. House,12,,Under Votes,16,62,78
San Francisco,PCT 9106,U.S. House,12,,Under Votes,12,74,86
San Francisco,PCT 9107,U.S. House,12,,Under Votes,14,79,93
San Francisco,PCT 9108,U.S. House,12,,Under Votes,9,48,57
San Francisco,PCT 9109,U.S. House,12,,Under Votes,15,82,97
San Francisco,PCT 9111,U.S. House,12,,Under Votes,24,62,86
San Francisco,PCT 9112,U.S. House,12,,Under Votes,19,63,82
San Francisco,PCT 9113,U.S. House,12,,Under Votes,10,46,56
San Francisco,PCT 9114,U.S. House,12,,Under Votes,10,61,71
San Francisco,PCT 9115,U.S. House,12,,Under Votes,7,71,78
San Francisco,PCT 9116,U.S. House,12,,Under Votes,11,67,78
San Francisco,PCT 9117,U.S. House,12,,Under Votes,16,54,70
San Francisco,PCT 9118,U.S. House,12,,Under Votes,18,87,105
San Francisco,PCT 9119,U.S. House,12,,Under Votes,13,88,101
San Francisco,PCT 9121,U.S. House,12,,Under Votes,13,90,103
San Francisco,PCT 9122,U.S. House,12,,Under Votes,10,101,111
San Francisco,PCT 9123,U.S. House,12,,Under Votes,17,65,82
San Francisco,PCT 9124,U.S. House,12,,Under Votes,11,94,105
San Francisco,PCT 9125,U.S. House,12,,Under Votes,15,69,84
San Francisco,PCT 9126,U.S. House,12,,Under Votes,8,69,77
San Francisco,PCT 9127,U.S. House,12,,Under Votes,8,69,77
San Francisco,PCT 9128,U.S. House,12,,Under Votes,11,53,64
San Francisco,PCT 9129,U.S. House,12,,Under Votes,5,53,58
San Francisco,PCT 9131,U.S. House,12,,Under Votes,10,59,69
San Francisco,PCT 9132,U.S. House,12,,Under Votes,14,69,83
San Francisco,PCT 9133,U.S. House,12,,Under Votes,27,67,94
San Francisco,PCT 9134,U.S. House,12,,Under Votes,6,67,73
San Francisco,PCT 9135,U.S. House,12,,Under Votes,19,81,100
San Francisco,PCT 9136,U.S. House,12,,Under Votes,16,76,92
San Francisco,PCT 9137,U.S. House,12,,Under Votes,14,101,115
San Francisco,PCT 9138,U.S. House,12,,Under Votes,12,83,95
San Francisco,PCT 9139,U.S. House,12,,Under Votes,15,106,121
San Francisco,PCT 9141,U.S. House,12,,Under Votes,19,72,91
San Francisco,PCT 9142,U.S. House,12,,Under Votes,9,79,88
San Francisco,PCT 9143,U.S. House,12,,Under Votes,5,76,81
San Francisco,PCT 9144,U.S. House,12,,Under Votes,12,78,90
San Francisco,PCT 9145,U.S. House,12,,Under Votes,11,74,85
San Francisco,PCT 9146,U.S. House,12,,Under Votes,7,68,75
San Francisco,PCT 9147,U.S. House,12,,Under Votes,16,80,96
San Francisco,PCT 9148,U.S. House,12,,Under Votes,7,72,79
San Francisco,PCT 9149,U.S. House,12,,Under Votes,11,49,60
San Francisco,PCT 9151,U.S. House,12,,Under Votes,6,51,57
San Francisco,PCT 9152,U.S. House,12,,Under Votes,6,35,41
San Francisco,PCT 9201,U.S. House,12,,Under Votes,6,56,62
San Francisco,PCT 9202,U.S. House,12,,Under Votes,4,50,54
San Francisco,PCT 9203,U.S. House,12,,Under Votes,17,71,88
San Francisco,PCT 9204,U.S. House,12,,Under Votes,14,59,73
San Francisco,PCT 9205,U.S. House,12,,Under Votes,8,44,52
San Francisco,PCT 9206,U.S. House,12,,Under Votes,13,84,97
San Francisco,PCT 9207,U.S. House,12,,Under Votes,13,87,100
San Francisco,PCT 9208,U.S. House,12,,Under Votes,11,77,88
San Francisco,PCT 9209,U.S. House,12,,Under Votes,13,70,83
San Francisco,PCT 9211,U.S. House,12,,Under Votes,8,68,76
San Francisco,PCT 9212,U.S. House,12,,Under Votes,6,51,57
San Francisco,PCT 9213,U.S. House,12,,Under Votes,6,62,68
San Francisco,PCT 9214,U.S. House,12,,Under Votes,7,46,53
San Francisco,PCT 9215,U.S. House,12,,Under Votes,13,50,63
San Francisco,PCT 9216,U.S. House,12,,Under Votes,10,56,66
San Francisco,PCT 9217,U.S. House,12,,Under Votes,7,50,57
San Francisco,PCT 9218,U.S. House,12,,Under Votes,8,66,74
San Francisco,PCT 9219,U.S. House,12,,Under Votes,11,54,65
San Francisco,PCT 9221,U.S. House,12,,Under Votes,9,58,67
San Francisco,PCT 9222,U.S. House,12,,Under Votes,7,62,69
San Francisco,PCT 9223,U.S. House,12,,Under Votes,9,43,52
San Francisco,PCT 9224,U.S. House,12,,Under Votes,8,61,69
San Francisco,PCT 9225,U.S. House,12,,Under Votes,13,48,61
San Francisco,PCT 9226,U.S. House,12,,Under Votes,13,63,76
San Francisco,PCT 9227,U.S. House,12,,Under Votes,12,55,67
San Francisco,PCT 9228,U.S. House,12,,Under Votes,12,53,65
San Francisco,PCT 9229,U.S. House,12,,Under Votes,7,33,40
San Francisco,PCT 9231,U.S. House,12,,Under Votes,9,69,78
San Francisco,PCT 9232,U.S. House,12,,Under Votes,4,49,53
San Francisco,PCT 9233,U.S. House,12,,Under Votes,11,64,75
San Francisco,PCT 9234,U.S. House,12,,Under Votes,4,57,61
San Francisco,PCT 9235,U.S. House,12,,Under Votes,9,57,66
San Francisco,PCT 9236,U.S. House,12,,Under Votes,3,24,27
San Francisco,PCT 9237,U.S. House,12,,Under Votes,4,64,68
San Francisco,PCT 9238,U.S. House,12,,Under Votes,12,65,77
San Francisco,PCT 9239,U.S. House,12,,Under Votes,12,68,80
San Francisco,PCT 9241,U.S. House,12,,Under Votes,7,61,68
San Francisco,PCT 9242,U.S. House,12,,Under Votes,10,51,61
San Francisco,PCT 9243,U.S. House,12,,Under Votes,4,34,38
San Francisco,PCT 9244,U.S. House,12,,Under Votes,5,42,47
San Francisco,PCT 9245,U.S. House,12,,Under Votes,9,44,53
San Francisco,PCT 9246,U.S. House,12,,Under Votes,8,42,50
San Francisco,PCT 9247,U.S. House,12,,Under Votes,7,55,62
San Francisco,PCT 9248,U.S. House,12,,Under Votes,10,38,48
San Francisco,PCT 9249,U.S. House,12,,Under Votes,11,52,63
San Francisco,PCT 9251,U.S. House,12,,Under Votes,10,66,76
San Francisco,PCT 9252,U.S. House,12,,Under Votes,12,59,71
San Francisco,PCT 9253,U.S. House,12,,Under Votes,21,61,82
San Francisco,PCT 9254,U.S. House,12,,Under Votes,4,32,36
San Francisco,PCT 9255,U.S. House,12,,Under Votes,7,40,47
San Francisco,PCT 9256,U.S. House,12,,Under Votes,2,28,30
San Francisco,PCT 9257 MB,U.S. House,12,,Under Votes,1,24,25
San Francisco,PCT 9258,U.S. House,12,,Under Votes,6,58,64
San Francisco,PCT 9401,U.S. House,12,,Under Votes,16,63,79
San Francisco,PCT 9402,U.S. House,12,,Under Votes,13,79,92
San Francisco,PCT 9403,U.S. House,12,,Under Votes,18,87,105
San Francisco,PCT 9404,U.S. House,12,,Under Votes,22,67,89
San Francisco,PCT 9405,U.S. House,12,,Under Votes,6,67,73
San Francisco,PCT 9406,U.S. House,12,,Under Votes,21,68,89
San Francisco,PCT 9407,U.S. House,12,,Under Votes,15,67,82
San Francisco,PCT 9408,U.S. House,12,,Under Votes,12,48,60
San Francisco,PCT 9409,U.S. House,12,,Under Votes,8,43,51
San Francisco,PCT 9411,U.S. House,12,,Under Votes,17,75,92
San Francisco,PCT 9412,U.S. House,12,,Under Votes,15,77,92
San Francisco,PCT 9413,U.S. House,12,,Under Votes,17,93,110
San Francisco,PCT 9414,U.S. House,12,,Under Votes,8,81,89
San Francisco,PCT 9415,U.S. House,12,,Under Votes,6,81,87
San Francisco,PCT 9416,U.S. House,12,,Under Votes,10,106,116
San Francisco,PCT 9417,U.S. House,12,,Under Votes,12,78,90
San Francisco,PCT 9418,U.S. House,12,,Under Votes,15,101,116
San Francisco,PCT 9419,U.S. House,12,,Under Votes,13,87,100
San Francisco,PCT 9421,U.S. House,12,,Under Votes,19,107,126
San Francisco,PCT 9422,U.S. House,12,,Under Votes,10,96,106
San Francisco,PCT 9423,U.S. House,12,,Under Votes,12,77,89
San Francisco,PCT 9424,U.S. House,12,,Under Votes,16,85,101
San Francisco,PCT 9425,U.S. House,12,,Under Votes,17,90,107
San Francisco,PCT 9426,U.S. House,12,,Under Votes,12,87,99
San Francisco,PCT 9427,U.S. House,12,,Under Votes,19,125,144
San Francisco,PCT 9428,U.S. House,12,,Under Votes,10,86,96
San Francisco,PCT 9429,U.S. House,12,,Under Votes,14,82,96
San Francisco,PCT 9431,U.S. House,12,,Under Votes,21,105,126
San Francisco,PCT 9432,U.S. House,12,,Under Votes,9,109,118
San Francisco,PCT 9433,U.S. House,12,,Under Votes,14,110,124
San Francisco,PCT 9434,U.S. House,12,,Under Votes,11,72,83
San Francisco,PCT 9435,U.S. House,12,,Under Votes,16,104,120
San Francisco,PCT 9436,U.S. House,12,,Under Votes,17,102,119
San Francisco,PCT 9437,U.S. House,12,,Under Votes,20,86,106
San Francisco,PCT 9438,U.S. House,12,,Under Votes,11,106,117
San Francisco,PCT 9439,U.S. House,12,,Under Votes,16,92,108
San Francisco,PCT 9441,U.S. House,12,,Under Votes,17,93,110
San Francisco,PCT 9442,U.S. House,12,,Under Votes,23,89,112
San Francisco,PCT 9443,U.S. House,12,,Under Votes,10,67,77
San Francisco,PCT 9444,U.S. House,12,,Under Votes,16,87,103
San Francisco,PCT 9445,U.S. House,12,,Under Votes,26,106,132
San Francisco,PCT 9446,U.S. House,12,,Under Votes,15,89,104
San Francisco,PCT 9447,U.S. House,12,,Under Votes,14,84,98
San Francisco,PCT 9448,U.S. House,12,,Under Votes,13,101,114
San Francisco,PCT 9449,U.S. House,12,,Under Votes,7,103,110
San Francisco,PCT 9451,U.S. House,12,,Under Votes,11,55,66
San Francisco,PCT 9452,U.S. House,12,,Under Votes,16,76,92
San Francisco,PCT 9501 MB,U.S. House,12,,Under Votes,1,6,7
San Francisco,PCT 9502 MB,U.S. House,12,,Under Votes,0,11,11
San Francisco,PCT 9503/9504,U.S. House,12,,Under Votes,2,29,31
San Francisco,PCT 9505,U.S. House,12,,Under Votes,11,29,40
San Francisco,PCT 9506,U.S. House,12,,Under Votes,11,37,48
San Francisco,PCT 9507,U.S. House,12,,Under Votes,2,37,39
San Francisco,PCT 9508,U.S. House,12,,Under Votes,2,31,33
San Francisco,PCT 9509,U.S. House,12,,Under Votes,7,34,41
San Francisco,PCT 9511,U.S. House,12,,Under Votes,9,41,50
San Francisco,PCT 9512,U.S. House,12,,Under Votes,8,32,40
San Francisco,PCT 9513,U.S. House,12,,Under Votes,4,43,47
San Francisco,PCT 9514/9522,U.S. House,12,,Under Votes,5,50,55
San Francisco,PCT 9515,U.S. House,12,,Under Votes,10,57,67
San Francisco,PCT 9516,U.S. House,12,,Under Votes,19,57,76
San Francisco,PCT 9517,U.S. House,12,,Under Votes,8,49,57
San Francisco,PCT 9518,U.S. House,12,,Under Votes,5,64,69
San Francisco,PCT 9519,U.S. House,12,,Under Votes,4,63,67
San Francisco,PCT 9521,U.S. House,12,,Under Votes,15,35,50
San Francisco,PCT 9701,U.S. House,12,,Under Votes,8,65,73
San Francisco,PCT 9702,U.S. House,12,,Under Votes,8,34,42
San Francisco,PCT 9703,U.S. House,12,,Under Votes,18,69,87
San Francisco,PCT 9704,U.S. House,12,,Under Votes,9,56,65
San Francisco,PCT 9705,U.S. House,12,,Under Votes,5,44,49
San Francisco,PCT 9706 MB,U.S. House,12,,Under Votes,0,1,1
San Francisco,PCT 9707,U.S. House,12,,Under Votes,14,79,93
San Francisco,PCT 9708,U.S. House,12,,Under Votes,7,63,70
San Francisco,PCT 9709,U.S. House,12,,Under Votes,14,90,104
San Francisco,PCT 9711,U.S. House,12,,Under Votes,4,40,44
San Francisco,PCT 9713,U.S. House,12,,Under Votes,12,81,93
San Francisco,PCT 9716,U.S. House,12,,Under Votes,11,83,94
San Francisco,PCT 9717,U.S. House,12,,Under Votes,19,62,81
San Francisco,PCT 9732 MB,U.S. House,12,,Under Votes,0,4,4
San Francisco,SAN FRANCISCO CA,U.S. House,12,,Under Votes,4907,29250,34157
San Francisco,PCT 1101,State Senate,11,DEM,Scott Wiener,20,218,238
San Francisco,PCT 1102,State Senate,11,DEM,Scott Wiener,21,427,448
San Francisco,PCT 1103,State Senate,11,DEM,Scott Wiener,18,426,444
San Francisco,PCT 1104/1105,State Senate,11,DEM,Scott Wiener,19,412,431
San Francisco,PCT 1106,State Senate,11,DEM,Scott Wiener,29,293,322
San Francisco,PCT 1107,State Senate,11,DEM,Scott Wiener,17,293,310
San Francisco,PCT 1108,State Senate,11,DEM,Scott Wiener,19,380,399
San Francisco,PCT 1109,State Senate,11,DEM,Scott Wiener,24,341,365
San Francisco,PCT 1111,State Senate,11,DEM,Scott Wiener,33,385,418
San Francisco,PCT 1112,State Senate,11,DEM,Scott Wiener,13,298,311
San Francisco,PCT 1113,State Senate,11,DEM,Scott Wiener,15,304,319
San Francisco,PCT 1114,State Senate,11,DEM,Scott Wiener,36,354,390
San Francisco,PCT 1115,State Senate,11,DEM,Scott Wiener,27,335,362
San Francisco,PCT 1116,State Senate,11,DEM,Scott Wiener,27,353,380
San Francisco,PCT 1117,State Senate,11,DEM,Scott Wiener,23,299,322
San Francisco,PCT 1118,State Senate,11,DEM,Scott Wiener,33,411,444
San Francisco,PCT 1119,State Senate,11,DEM,Scott Wiener,21,282,303
San Francisco,PCT 1121,State Senate,11,DEM,Scott Wiener,32,275,307
San Francisco,PCT 1122,State Senate,11,DEM,Scott Wiener,14,246,260
San Francisco,PCT 1123,State Senate,11,DEM,Scott Wiener,20,316,336
San Francisco,PCT 1124,State Senate,11,DEM,Scott Wiener,30,262,292
San Francisco,PCT 1125,State Senate,11,DEM,Scott Wiener,17,420,437
San Francisco,PCT 1126,State Senate,11,DEM,Scott Wiener,30,395,425
San Francisco,PCT 1127,State Senate,11,DEM,Scott Wiener,32,358,390
San Francisco,PCT 1128,State Senate,11,DEM,Scott Wiener,26,326,352
San Francisco,PCT 1129,State Senate,11,DEM,Scott Wiener,30,386,416
San Francisco,PCT 1131,State Senate,11,DEM,Scott Wiener,20,352,372
San Francisco,PCT 1132,State Senate,11,DEM,Scott Wiener,24,414,438
San Francisco,PCT 1133,State Senate,11,DEM,Scott Wiener,28,354,382
San Francisco,PCT 1134,State Senate,11,DEM,Scott Wiener,16,313,329
San Francisco,PCT 1135,State Senate,11,DEM,Scott Wiener,5,240,245
San Francisco,PCT 1136,State Senate,11,DEM,Scott Wiener,27,324,351
San Francisco,PCT 1141,State Senate,11,DEM,Scott Wiener,26,416,442
San Francisco,PCT 1142,State Senate,11,DEM,Scott Wiener,20,336,356
San Francisco,PCT 1143,State Senate,11,DEM,Scott Wiener,30,346,376
San Francisco,PCT 1144,State Senate,11,DEM,Scott Wiener,27,319,346
San Francisco,PCT 1145,State Senate,11,DEM,Scott Wiener,22,373,395
San Francisco,PCT 1146,State Senate,11,DEM,Scott Wiener,26,414,440
San Francisco,PCT 1147,State Senate,11,DEM,Scott Wiener,22,321,343
San Francisco,PCT 1148,State Senate,11,DEM,Scott Wiener,21,388,409
San Francisco,PCT 1149,State Senate,11,DEM,Scott Wiener,23,316,339
San Francisco,PCT 1151 MB,State Senate,11,DEM,Scott Wiener,0,0,0
San Francisco,PCT 1152,State Senate,11,DEM,Scott Wiener,23,346,369
San Francisco,PCT 1153,State Senate,11,DEM,Scott Wiener,22,356,378
San Francisco,PCT 1154 MB,State Senate,11,DEM,Scott Wiener,0,0,0
San Francisco,PCT 7001,State Senate,11,DEM,Scott Wiener,15,350,365
San Francisco,PCT 7002,State Senate,11,DEM,Scott Wiener,20,303,323
San Francisco,PCT 7003,State Senate,11,DEM,Scott Wiener,17,417,434
San Francisco,PCT 7004,State Senate,11,DEM,Scott Wiener,24,494,518
San Francisco,PCT 7005,State Senate,11,DEM,Scott Wiener,23,397,420
San Francisco,PCT 7006,State Senate,11,DEM,Scott Wiener,35,298,333
San Francisco,PCT 7007,State Senate,11,DEM,Scott Wiener,41,483,524
San Francisco,PCT 7008,State Senate,11,DEM,Scott Wiener,15,480,495
San Francisco,PCT 7009,State Senate,11,DEM,Scott Wiener,21,347,368
San Francisco,PCT 7011,State Senate,11,DEM,Scott Wiener,39,313,352
San Francisco,PCT 7012,State Senate,11,DEM,Scott Wiener,43,601,644
San Francisco,PCT 7013,State Senate,11,DEM,Scott Wiener,40,531,571
San Francisco,PCT 7014,State Senate,11,DEM,Scott Wiener,22,364,386
San Francisco,PCT 7015 MB,State Senate,11,DEM,Scott Wiener,2,27,29
San Francisco,PCT 7016,State Senate,11,DEM,Scott Wiener,26,315,341
San Francisco,PCT 7017,State Senate,11,DEM,Scott Wiener,21,253,274
San Francisco,PCT 7018,State Senate,11,DEM,Scott Wiener,32,420,452
San Francisco,PCT 7019,State Senate,11,DEM,Scott Wiener,26,351,377
San Francisco,PCT 7021,State Senate,11,DEM,Scott Wiener,32,336,368
San Francisco,PCT 7022,State Senate,11,DEM,Scott Wiener,37,372,409
San Francisco,PCT 7023,State Senate,11,DEM,Scott Wiener,34,372,406
San Francisco,PCT 7024,State Senate,11,DEM,Scott Wiener,33,92,125
San Francisco,PCT 7025,State Senate,11,DEM,Scott Wiener,23,138,161
San Francisco,PCT 7026,State Senate,11,DEM,Scott Wiener,22,416,438
San Francisco,PCT 7027,State Senate,11,DEM,Scott Wiener,28,316,344
San Francisco,PCT 7028,State Senate,11,DEM,Scott Wiener,32,299,331
San Francisco,PCT 7029,State Senate,11,DEM,Scott Wiener,44,290,334
San Francisco,PCT 7030,State Senate,11,DEM,Scott Wiener,17,313,330
San Francisco,PCT 7031,State Senate,11,DEM,Scott Wiener,19,329,348
San Francisco,PCT 7032,State Senate,11,DEM,Scott Wiener,30,288,318
San Francisco,PCT 7033,State Senate,11,DEM,Scott Wiener,31,229,260
San Francisco,PCT 7034,State Senate,11,DEM,Scott Wiener,40,287,327
San Francisco,PCT 7035,State Senate,11,DEM,Scott Wiener,29,338,367
San Francisco,PCT 7036,State Senate,11,DEM,Scott Wiener,19,348,367
San Francisco,PCT 7037,State Senate,11,DEM,Scott Wiener,37,132,169
San Francisco,PCT 7038,State Senate,11,DEM,Scott Wiener,26,353,379
San Francisco,PCT 7039,State Senate,11,DEM,Scott Wiener,24,336,360
San Francisco,PCT 7041 MB,State Senate,11,DEM,Scott Wiener,0,26,26
San Francisco,PCT 7042,State Senate,11,DEM,Scott Wiener,9,240,249
San Francisco,PCT 7043,State Senate,11,DEM,Scott Wiener,27,348,375
San Francisco,PCT 7044,State Senate,11,DEM,Scott Wiener,35,253,288
San Francisco,PCT 7045,State Senate,11,DEM,Scott Wiener,27,280,307
San Francisco,PCT 7046,State Senate,11,DEM,Scott Wiener,8,183,191
San Francisco,PCT 7047,State Senate,11,DEM,Scott Wiener,8,376,384
San Francisco,PCT 7048,State Senate,11,DEM,Scott Wiener,22,328,350
San Francisco,PCT 7049,State Senate,11,DEM,Scott Wiener,23,322,345
San Francisco,PCT 7051,State Senate,11,DEM,Scott Wiener,34,327,361
San Francisco,PCT 7052,State Senate,11,DEM,Scott Wiener,37,353,390
San Francisco,PCT 7053,State Senate,11,DEM,Scott Wiener,13,288,301
San Francisco,PCT 7054,State Senate,11,DEM,Scott Wiener,38,425,463
San Francisco,PCT 7055,State Senate,11,DEM,Scott Wiener,18,389,407
San Francisco,PCT 7056,State Senate,11,DEM,Scott Wiener,41,366,407
San Francisco,PCT 7101 MB,State Senate,11,DEM,Scott Wiener,0,88,88
San Francisco,PCT 7201,State Senate,11,DEM,Scott Wiener,33,471,504
San Francisco,PCT 7202,State Senate,11,DEM,Scott Wiener,40,426,466
San Francisco,PCT 7203,State Senate,11,DEM,Scott Wiener,36,394,430
San Francisco,PCT 7204,State Senate,11,DEM,Scott Wiener,34,503,537
San Francisco,PCT 7205,State Senate,11,DEM,Scott Wiener,35,462,497
San Francisco,PCT 7206,State Senate,11,DEM,Scott Wiener,16,185,201
San Francisco,PCT 7207,State Senate,11,DEM,Scott Wiener,26,400,426
San Francisco,PCT 7208,State Senate,11,DEM,Scott Wiener,11,285,296
San Francisco,PCT 7209,State Senate,11,DEM,Scott Wiener,10,383,393
San Francisco,PCT 7301,State Senate,11,DEM,Scott Wiener,37,386,423
San Francisco,PCT 7302,State Senate,11,DEM,Scott Wiener,13,419,432
San Francisco,PCT 7303,State Senate,11,DEM,Scott Wiener,51,444,495
San Francisco,PCT 7304,State Senate,11,DEM,Scott Wiener,40,468,508
San Francisco,PCT 7305,State Senate,11,DEM,Scott Wiener,32,428,460
San Francisco,PCT 7306,State Senate,11,DEM,Scott Wiener,36,457,493
San Francisco,PCT 7307,State Senate,11,DEM,Scott Wiener,17,342,359
San Francisco,PCT 7308,State Senate,11,DEM,Scott Wiener,45,284,329
San Francisco,PCT 7309,State Senate,11,DEM,Scott Wiener,37,408,445
San Francisco,PCT 7311,State Senate,11,DEM,Scott Wiener,44,425,469
San Francisco,PCT 7312,State Senate,11,DEM,Scott Wiener,33,431,464
San Francisco,PCT 7313,State Senate,11,DEM,Scott Wiener,26,435,461
San Francisco,PCT 7314,State Senate,11,DEM,Scott Wiener,15,255,270
San Francisco,PCT 7315,State Senate,11,DEM,Scott Wiener,21,282,303
San Francisco,PCT 7316,State Senate,11,DEM,Scott Wiener,24,301,325
San Francisco,PCT 7317,State Senate,11,DEM,Scott Wiener,23,381,404
San Francisco,PCT 7318,State Senate,11,DEM,Scott Wiener,26,336,362
San Francisco,PCT 7319,State Senate,11,DEM,Scott Wiener,29,460,489
San Francisco,PCT 7321,State Senate,11,DEM,Scott Wiener,15,265,280
San Francisco,PCT 7322,State Senate,11,DEM,Scott Wiener,16,328,344
San Francisco,PCT 7323,State Senate,11,DEM,Scott Wiener,32,415,447
San Francisco,PCT 7324,State Senate,11,DEM,Scott Wiener,24,305,329
San Francisco,PCT 7325,State Senate,11,DEM,Scott Wiener,26,362,388
San Francisco,PCT 7326,State Senate,11,DEM,Scott Wiener,26,401,427
San Francisco,PCT 7327,State Senate,11,DEM,Scott Wiener,20,273,293
San Francisco,PCT 7328,State Senate,11,DEM,Scott Wiener,20,341,361
San Francisco,PCT 7329,State Senate,11,DEM,Scott Wiener,17,271,288
San Francisco,PCT 7331,State Senate,11,DEM,Scott Wiener,53,432,485
San Francisco,PCT 7332,State Senate,11,DEM,Scott Wiener,30,278,308
San Francisco,PCT 7333,State Senate,11,DEM,Scott Wiener,35,397,432
San Francisco,PCT 7334,State Senate,11,DEM,Scott Wiener,23,316,339
San Francisco,PCT 7335,State Senate,11,DEM,Scott Wiener,24,413,437
San Francisco,PCT 7336,State Senate,11,DEM,Scott Wiener,29,455,484
San Francisco,PCT 7337,State Senate,11,DEM,Scott Wiener,27,370,397
San Francisco,PCT 7338,State Senate,11,DEM,Scott Wiener,25,364,389
San Francisco,PCT 7339,State Senate,11,DEM,Scott Wiener,31,323,354
San Francisco,PCT 7341,State Senate,11,DEM,Scott Wiener,22,330,352
San Francisco,PCT 7342,State Senate,11,DEM,Scott Wiener,34,366,400
San Francisco,PCT 7343,State Senate,11,DEM,Scott Wiener,24,280,304
San Francisco,PCT 7344,State Senate,11,DEM,Scott Wiener,30,412,442
San Francisco,PCT 7345,State Senate,11,DEM,Scott Wiener,37,388,425
San Francisco,PCT 7346,State Senate,11,DEM,Scott Wiener,23,275,298
San Francisco,PCT 7347,State Senate,11,DEM,Scott Wiener,21,373,394
San Francisco,PCT 7348,State Senate,11,DEM,Scott Wiener,27,332,359
San Francisco,PCT 7349,State Senate,11,DEM,Scott Wiener,23,377,400
San Francisco,PCT 7501,State Senate,11,DEM,Scott Wiener,14,306,320
San Francisco,PCT 7502,State Senate,11,DEM,Scott Wiener,22,358,380
San Francisco,PCT 7503,State Senate,11,DEM,Scott Wiener,23,364,387
San Francisco,PCT 7504,State Senate,11,DEM,Scott Wiener,24,199,223
San Francisco,PCT 7505,State Senate,11,DEM,Scott Wiener,13,415,428
San Francisco,PCT 7506,State Senate,11,DEM,Scott Wiener,23,449,472
San Francisco,PCT 7507,State Senate,11,DEM,Scott Wiener,27,347,374
San Francisco,PCT 7508,State Senate,11,DEM,Scott Wiener,17,345,362
San Francisco,PCT 7509/7511,State Senate,11,DEM,Scott Wiener,27,382,409
San Francisco,PCT 7512,State Senate,11,DEM,Scott Wiener,12,234,246
San Francisco,PCT 7513,State Senate,11,DEM,Scott Wiener,22,287,309
San Francisco,PCT 7514,State Senate,11,DEM,Scott Wiener,22,352,374
