county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,mail
Imperial,511129,U.S. House,51,,Times Cast,1483,674,334,475,0
Imperial,511129,U.S. House,51,,Total Votes,1424,649,327,448,0
Imperial,511129,U.S. House,51,DEM,JUAN C. VARGAS,1069,502,261,306,0
Imperial,511129,U.S. House,51,REP,"JUAN M HIDALGO, JR",355,147,66,142,0
Imperial,521042,U.S. House,51,,Times Cast,1565,954,29,582,0
Imperial,521042,U.S. House,51,,Total Votes,1499,914,28,557,0
Imperial,521042,U.S. House,51,DEM,JUAN C. VARGAS,1131,738,20,373,0
Imperial,521042,U.S. House,51,REP,"JUAN M HIDALGO, JR",368,176,8,184,0
Imperial,545209,U.S. House,51,,Times Cast,283,170,13,100,0
Imperial,545209,U.S. House,51,,Total Votes,278,169,13,96,0
Imperial,545209,U.S. House,51,DEM,JUAN C. VARGAS,212,132,10,70,0
Imperial,545209,U.S. House,51,REP,"JUAN M HIDALGO, JR",66,37,3,26,0
Imperial,545210,U.S. House,51,,Times Cast,871,478,38,354,1
Imperial,545210,U.S. House,51,,Total Votes,819,451,34,333,1
Imperial,545210,U.S. House,51,DEM,JUAN C. VARGAS,635,362,28,245,0
Imperial,545210,U.S. House,51,REP,"JUAN M HIDALGO, JR",184,89,6,88,1
Imperial,547239,U.S. House,51,,Times Cast,755,437,34,284,0
Imperial,547239,U.S. House,51,,Total Votes,720,426,34,260,0
Imperial,547239,U.S. House,51,DEM,JUAN C. VARGAS,419,280,12,127,0
Imperial,547239,U.S. House,51,REP,"JUAN M HIDALGO, JR",301,146,22,133,0
Imperial,554021,U.S. House,51,,Times Cast,1046,595,48,401,2
Imperial,554021,U.S. House,51,,Total Votes,1000,571,45,382,2
Imperial,554021,U.S. House,51,DEM,JUAN C. VARGAS,659,408,23,226,2
Imperial,554021,U.S. House,51,REP,"JUAN M HIDALGO, JR",341,163,22,156,0
Imperial,554023,U.S. House,51,,Times Cast,854,468,43,343,0
Imperial,554023,U.S. House,51,,Total Votes,820,450,42,328,0
Imperial,554023,U.S. House,51,DEM,JUAN C. VARGAS,499,287,24,188,0
Imperial,554023,U.S. House,51,REP,"JUAN M HIDALGO, JR",321,163,18,140,0
Imperial,584020,U.S. House,51,,Times Cast,771,404,52,315,0
Imperial,584020,U.S. House,51,,Total Votes,750,399,50,301,0
Imperial,584020,U.S. House,51,DEM,JUAN C. VARGAS,279,169,14,96,0
Imperial,584020,U.S. House,51,REP,"JUAN M HIDALGO, JR",471,230,36,205,0
Imperial,586008,U.S. House,51,,Times Cast,199,79,1,119,0
Imperial,586008,U.S. House,51,,Total Votes,176,74,0,102,0
Imperial,586008,U.S. House,51,DEM,JUAN C. VARGAS,132,48,0,84,0
Imperial,586008,U.S. House,51,REP,"JUAN M HIDALGO, JR",44,26,0,18,0
Imperial,588260,U.S. House,51,,Times Cast,314,196,17,101,0
Imperial,588260,U.S. House,51,,Total Votes,301,189,16,96,0
Imperial,588260,U.S. House,51,DEM,JUAN C. VARGAS,191,124,12,55,0
Imperial,588260,U.S. House,51,REP,"JUAN M HIDALGO, JR",110,65,4,41,0
Imperial,121009MB,U.S. House,51,,Times Cast,151,6,2,11,132
Imperial,121009MB,U.S. House,51,,Total Votes,140,6,1,10,123
Imperial,121009MB,U.S. House,51,DEM,JUAN C. VARGAS,101,5,0,4,92
Imperial,121009MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",39,1,1,6,31
Imperial,121015MB,U.S. House,51,,Times Cast,134,6,4,13,111
Imperial,121015MB,U.S. House,51,,Total Votes,127,6,4,11,106
Imperial,121015MB,U.S. House,51,DEM,JUAN C. VARGAS,91,5,1,8,77
Imperial,121015MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",36,1,3,3,29
Imperial,121021MB,U.S. House,51,,Times Cast,42,0,1,0,41
Imperial,121021MB,U.S. House,51,,Total Votes,41,0,1,0,40
Imperial,121021MB,U.S. House,51,DEM,JUAN C. VARGAS,35,0,1,0,34
Imperial,121021MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",6,0,0,0,6
Imperial,121022MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,121022MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,121022MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,121022MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,181001MB,U.S. House,51,,Times Cast,19,2,0,0,17
Imperial,181001MB,U.S. House,51,,Total Votes,18,2,0,0,16
Imperial,181001MB,U.S. House,51,DEM,JUAN C. VARGAS,13,2,0,0,11
Imperial,181001MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",5,0,0,0,5
Imperial,181002MB,U.S. House,51,,Times Cast,74,0,3,9,62
Imperial,181002MB,U.S. House,51,,Total Votes,71,0,2,8,61
Imperial,181002MB,U.S. House,51,DEM,JUAN C. VARGAS,49,0,1,6,42
Imperial,181002MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",22,0,1,2,19
Imperial,181066MB,U.S. House,51,,Times Cast,17,0,2,1,14
Imperial,181066MB,U.S. House,51,,Total Votes,15,0,2,1,12
Imperial,181066MB,U.S. House,51,DEM,JUAN C. VARGAS,14,0,2,1,11
Imperial,181066MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",1,0,0,0,1
Imperial,184003MB,U.S. House,51,,Times Cast,23,0,0,0,23
Imperial,184003MB,U.S. House,51,,Total Votes,23,0,0,0,23
Imperial,184003MB,U.S. House,51,DEM,JUAN C. VARGAS,6,0,0,0,6
Imperial,184003MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",17,0,0,0,17
Imperial,186005MB,U.S. House,51,,Times Cast,85,3,1,7,74
Imperial,186005MB,U.S. House,51,,Total Votes,78,2,0,6,70
Imperial,186005MB,U.S. House,51,DEM,JUAN C. VARGAS,53,2,0,6,45
Imperial,186005MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",25,0,0,0,25
Imperial,186006MB,U.S. House,51,,Times Cast,27,3,0,5,19
Imperial,186006MB,U.S. House,51,,Total Votes,26,3,0,4,19
Imperial,186006MB,U.S. House,51,DEM,JUAN C. VARGAS,18,3,0,4,11
Imperial,186006MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",8,0,0,0,8
Imperial,186007MB,U.S. House,51,,Times Cast,13,1,0,3,9
Imperial,186007MB,U.S. House,51,,Total Votes,11,1,0,3,7
Imperial,186007MB,U.S. House,51,DEM,JUAN C. VARGAS,10,1,0,2,7
Imperial,186007MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",1,0,0,1,0
Imperial,186067MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,186067MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,186067MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,186067MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,245225MB,U.S. House,51,,Times Cast,229,3,5,9,212
Imperial,245225MB,U.S. House,51,,Total Votes,221,3,4,9,205
Imperial,245225MB,U.S. House,51,DEM,JUAN C. VARGAS,137,1,2,4,130
Imperial,245225MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",84,2,2,5,75
Imperial,281011MB,U.S. House,51,,Times Cast,11,1,0,4,6
Imperial,281011MB,U.S. House,51,,Total Votes,10,1,0,3,6
Imperial,281011MB,U.S. House,51,DEM,JUAN C. VARGAS,4,0,0,2,2
Imperial,281011MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",6,1,0,1,4
Imperial,281045MB,U.S. House,51,,Times Cast,16,0,0,2,14
Imperial,281045MB,U.S. House,51,,Total Votes,16,0,0,2,14
Imperial,281045MB,U.S. House,51,DEM,JUAN C. VARGAS,13,0,0,2,11
Imperial,281045MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",3,0,0,0,3
Imperial,285001MB,U.S. House,51,,Times Cast,39,1,2,1,35
Imperial,285001MB,U.S. House,51,,Total Votes,37,1,2,0,34
Imperial,285001MB,U.S. House,51,DEM,JUAN C. VARGAS,20,1,0,0,19
Imperial,285001MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",17,0,2,0,15
Imperial,285002MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,285002MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,285002MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,285002MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,285004MB,U.S. House,51,,Times Cast,12,1,0,1,10
Imperial,285004MB,U.S. House,51,,Total Votes,12,1,0,1,10
Imperial,285004MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,285004MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",12,1,0,1,10
Imperial,285006MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,285006MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,285006MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,285006MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,285007MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,285007MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,285007MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,285007MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,285033MB,U.S. House,51,,Times Cast,115,3,8,1,103
Imperial,285033MB,U.S. House,51,,Total Votes,110,3,8,1,98
Imperial,285033MB,U.S. House,51,DEM,JUAN C. VARGAS,40,1,1,0,38
Imperial,285033MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",70,2,7,1,60
Imperial,285042MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,285042MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,285042MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,285042MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,285246MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,285246MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,285246MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,285246MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,286210MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,286210MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,286210MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,286210MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,286212MB,U.S. House,51,,Times Cast,7,0,0,2,5
Imperial,286212MB,U.S. House,51,,Total Votes,7,0,0,2,5
Imperial,286212MB,U.S. House,51,DEM,JUAN C. VARGAS,3,0,0,2,1
Imperial,286212MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",4,0,0,0,4
Imperial,286238MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,286238MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,286238MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,286238MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,286244MB,U.S. House,51,,Times Cast,191,4,2,14,171
Imperial,286244MB,U.S. House,51,,Total Votes,188,4,2,13,169
Imperial,286244MB,U.S. House,51,DEM,JUAN C. VARGAS,155,3,1,10,141
Imperial,286244MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",33,1,1,3,28
Imperial,286245MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,286245MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,286245MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,286245MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,286247MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,286247MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,286247MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,286247MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,287205MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,287205MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,287205MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,287205MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,287208MB,U.S. House,51,,Times Cast,76,3,0,3,70
Imperial,287208MB,U.S. House,51,,Total Votes,73,3,0,3,67
Imperial,287208MB,U.S. House,51,DEM,JUAN C. VARGAS,34,2,0,3,29
Imperial,287208MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",39,1,0,0,38
Imperial,287209MB,U.S. House,51,,Times Cast,17,0,0,0,17
Imperial,287209MB,U.S. House,51,,Total Votes,17,0,0,0,17
Imperial,287209MB,U.S. House,51,DEM,JUAN C. VARGAS,9,0,0,0,9
Imperial,287209MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",8,0,0,0,8
Imperial,287239MB,U.S. House,51,,Times Cast,67,6,0,3,58
Imperial,287239MB,U.S. House,51,,Total Votes,63,6,0,1,56
Imperial,287239MB,U.S. House,51,DEM,JUAN C. VARGAS,15,2,0,0,13
Imperial,287239MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",48,4,0,1,43
Imperial,287240MB,U.S. House,51,,Times Cast,35,3,0,0,32
Imperial,287240MB,U.S. House,51,,Total Votes,34,3,0,0,31
Imperial,287240MB,U.S. House,51,DEM,JUAN C. VARGAS,5,0,0,0,5
Imperial,287240MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",29,3,0,0,26
Imperial,287241MB,U.S. House,51,,Times Cast,112,4,0,5,103
Imperial,287241MB,U.S. House,51,,Total Votes,108,4,0,5,99
Imperial,287241MB,U.S. House,51,DEM,JUAN C. VARGAS,52,2,0,3,47
Imperial,287241MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",56,2,0,2,52
Imperial,287243MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,287243MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,287243MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,287243MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,287248MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,287248MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,287248MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,287248MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,287249MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,287249MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,287249MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,287249MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,289203MB,U.S. House,51,,Times Cast,104,2,4,5,93
Imperial,289203MB,U.S. House,51,,Total Votes,100,2,4,5,89
Imperial,289203MB,U.S. House,51,DEM,JUAN C. VARGAS,39,2,1,1,35
Imperial,289203MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",61,0,3,4,54
Imperial,365229MB,U.S. House,51,,Times Cast,707,14,13,44,636
Imperial,365229MB,U.S. House,51,,Total Votes,675,13,13,38,611
Imperial,365229MB,U.S. House,51,DEM,JUAN C. VARGAS,419,8,7,20,384
Imperial,365229MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",256,5,6,18,227
Imperial,381116MB,U.S. House,51,,Times Cast,7,0,0,0,7
Imperial,381116MB,U.S. House,51,,Total Votes,6,0,0,0,6
Imperial,381116MB,U.S. House,51,DEM,JUAN C. VARGAS,3,0,0,0,3
Imperial,381116MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",3,0,0,0,3
Imperial,384122MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,384122MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,384122MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,384122MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,384130MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,384130MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,384130MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,384130MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,384131MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,384131MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,384131MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,384131MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,384132MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,384132MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,384132MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,384132MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,384133MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,384133MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,384133MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,384133MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,384134MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,384134MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,384134MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,384134MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,384135MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,384135MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,384135MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,384135MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,384137MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,384137MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,384137MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,384137MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,384138MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,384138MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,384138MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,384138MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,384226MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,384226MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,384226MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,384226MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,385005MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,385005MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,385005MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,385005MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,385009MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,385009MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,385009MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,385009MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,385011MB,U.S. House,51,,Times Cast,3,0,0,1,2
Imperial,385011MB,U.S. House,51,,Total Votes,3,0,0,1,2
Imperial,385011MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,385011MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",3,0,0,1,2
Imperial,385015MB,U.S. House,51,,Times Cast,28,1,0,0,27
Imperial,385015MB,U.S. House,51,,Total Votes,27,1,0,0,26
Imperial,385015MB,U.S. House,51,DEM,JUAN C. VARGAS,15,0,0,0,15
Imperial,385015MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",12,1,0,0,11
Imperial,385017MB,U.S. House,51,,Times Cast,8,0,0,0,8
Imperial,385017MB,U.S. House,51,,Total Votes,8,0,0,0,8
Imperial,385017MB,U.S. House,51,DEM,JUAN C. VARGAS,2,0,0,0,2
Imperial,385017MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",6,0,0,0,6
Imperial,385024MB,U.S. House,51,,Times Cast,37,1,1,5,30
Imperial,385024MB,U.S. House,51,,Total Votes,35,1,1,5,28
Imperial,385024MB,U.S. House,51,DEM,JUAN C. VARGAS,19,0,0,2,17
Imperial,385024MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",16,1,1,3,11
Imperial,385036MB,U.S. House,51,,Times Cast,3,0,0,0,3
Imperial,385036MB,U.S. House,51,,Total Votes,3,0,0,0,3
Imperial,385036MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,385036MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",3,0,0,0,3
Imperial,385046MB,U.S. House,51,,Times Cast,28,0,1,1,26
Imperial,385046MB,U.S. House,51,,Total Votes,26,0,1,1,24
Imperial,385046MB,U.S. House,51,DEM,JUAN C. VARGAS,12,0,0,0,12
Imperial,385046MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",14,0,1,1,12
Imperial,385047MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,385047MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,385047MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,385047MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,385048MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,385048MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,385048MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,385048MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,385049MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,385049MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,385049MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,385049MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,385050MB,U.S. House,51,,Times Cast,38,0,0,0,38
Imperial,385050MB,U.S. House,51,,Total Votes,36,0,0,0,36
Imperial,385050MB,U.S. House,51,DEM,JUAN C. VARGAS,20,0,0,0,20
Imperial,385050MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",16,0,0,0,16
Imperial,387206MB,U.S. House,51,,Times Cast,146,3,6,3,134
Imperial,387206MB,U.S. House,51,,Total Votes,139,3,6,3,127
Imperial,387206MB,U.S. House,51,DEM,JUAN C. VARGAS,44,3,1,2,38
Imperial,387206MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",95,0,5,1,89
Imperial,387210MB,U.S. House,51,,Times Cast,69,0,1,0,68
Imperial,387210MB,U.S. House,51,,Total Votes,67,0,1,0,66
Imperial,387210MB,U.S. House,51,DEM,JUAN C. VARGAS,28,0,0,0,28
Imperial,387210MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",39,0,1,0,38
Imperial,387213MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,387213MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,387213MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,387213MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,387245MB,U.S. House,51,,Times Cast,50,0,0,1,49
Imperial,387245MB,U.S. House,51,,Total Votes,45,0,0,0,45
Imperial,387245MB,U.S. House,51,DEM,JUAN C. VARGAS,19,0,0,0,19
Imperial,387245MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",26,0,0,0,26
Imperial,389207MB,U.S. House,51,,Times Cast,161,3,4,9,145
Imperial,389207MB,U.S. House,51,,Total Votes,147,3,4,8,132
Imperial,389207MB,U.S. House,51,DEM,JUAN C. VARGAS,66,2,2,3,59
Imperial,389207MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",81,1,2,5,73
Imperial,389225MB,U.S. House,51,,Times Cast,58,1,0,4,53
Imperial,389225MB,U.S. House,51,,Total Votes,55,1,0,4,50
Imperial,389225MB,U.S. House,51,DEM,JUAN C. VARGAS,23,1,0,3,19
Imperial,389225MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",32,0,0,1,31
Imperial,481101MB,U.S. House,51,,Times Cast,13,1,0,2,10
Imperial,481101MB,U.S. House,51,,Total Votes,9,0,0,1,8
Imperial,481101MB,U.S. House,51,DEM,JUAN C. VARGAS,2,0,0,0,2
Imperial,481101MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",7,0,0,1,6
Imperial,481115MB,U.S. House,51,,Times Cast,9,0,0,2,7
Imperial,481115MB,U.S. House,51,,Total Votes,9,0,0,2,7
Imperial,481115MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,481115MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",9,0,0,2,7
Imperial,481116MB,U.S. House,51,,Times Cast,88,0,0,2,86
Imperial,481116MB,U.S. House,51,,Total Votes,84,0,0,2,82
Imperial,481116MB,U.S. House,51,DEM,JUAN C. VARGAS,43,0,0,1,42
Imperial,481116MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",41,0,0,1,40
Imperial,481137MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,481137MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,481137MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,481137MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,481141MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,481141MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,481141MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,481141MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,481162MB,U.S. House,51,,Times Cast,0,0,0,0,0
Imperial,481162MB,U.S. House,51,,Total Votes,0,0,0,0,0
Imperial,481162MB,U.S. House,51,DEM,JUAN C. VARGAS,0,0,0,0,0
Imperial,481162MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",0,0,0,0,0
Imperial,482018MB,U.S. House,51,,Times Cast,91,2,1,4,84
Imperial,482018MB,U.S. House,51,,Total Votes,87,2,1,4,80
Imperial,482018MB,U.S. House,51,DEM,JUAN C. VARGAS,37,0,1,2,34
Imperial,482018MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",50,2,0,2,46
Imperial,482024MB,U.S. House,51,,Times Cast,71,1,1,3,66
Imperial,482024MB,U.S. House,51,,Total Votes,66,1,1,3,61
Imperial,482024MB,U.S. House,51,DEM,JUAN C. VARGAS,37,0,1,1,35
Imperial,482024MB,U.S. House,51,REP,"JUAN M HIDALGO, JR",29,1,0,2,26
