county,precinct,office,district,party,candidate,votes,election_day,mail
San Diego,0042-130030-MIRA MESA,Registered Voters,,,,8233,,
San Diego,0043-130160-MIRA MESA,Registered Voters,,,,7659,,
San Diego,0044-130190-MIRA MESA,Registered Voters,,,,9006,,
San Diego,0045-135000-POMERADO,Registered Voters,,,,5798,,
San Diego,0046-135010-POMERADO,Registered Voters,,,,8659,,
San Diego,0047-135080-POMERADO,Registered Voters,,,,5798,,
San Diego,0048-135100-POMERADO,Registered Voters,,,,4115,,
San Diego,0049-135190-POMERADO,Registered Voters,,,,1035,,
San Diego,0050-135220-POMERADO,Registered Voters,,,,1046,,
San Diego,0051-135300-POMERADO,Registered Voters,,,,2103,,
San Diego,0052-135620-POMERADO,Registered Voters,,,,2452,,
San Diego,0053-140910-MIRAMAR,Registered Voters,,,,2138,,
San Diego,0054-145010-UNIVERSITY S,Registered Voters,,,,10354,,
San Diego,0055-150000-CLAIREMONT N,Registered Voters,,,,8093,,
San Diego,0056-150410-CLAIREMONT N,Registered Voters,,,,7453,,
San Diego,0057-151800-CLAIREMONT N,Registered Voters,,,,10041,,
San Diego,0058-154800-CLAIREMONT N,Registered Voters,,,,10174,,
San Diego,0059-160000-CLAIREMONT E,Registered Voters,,,,10310,,
San Diego,0060-160800-CLAIREMONT E,Registered Voters,,,,4527,,
San Diego,0061-171000-TIERRASANTA,Registered Voters,,,,779,,
San Diego,0062-171010-TIERRASANTA,Registered Voters,,,,5891,,
San Diego,0063-171020-TIERRASANTA,Registered Voters,,,,8085,,
San Diego,0064-171070-TIERRASANTA,Registered Voters,,,,5424,,
San Diego,0065-175080-SAN CARLOS,Registered Voters,,,,6395,,
San Diego,0066-175200-SAN CARLOS,Registered Voters,,,,537,,
San Diego,0067-175210-SAN CARLOS,Registered Voters,,,,1165,,
San Diego,0068-175230-SAN CARLOS,Registered Voters,,,,4680,,
San Diego,0069-175240-SAN CARLOS,Registered Voters,,,,5543,,
San Diego,0070-175270-SAN CARLOS,Registered Voters,,,,1962,,
San Diego,0071-177320-SAN CARLOS,Registered Voters,,,,906,,
San Diego,0072-180010-NAVAJO,Registered Voters,,,,4757,,
San Diego,0073-180040-NAVAJO,Registered Voters,,,,7766,,
San Diego,0074-181710-NAVAJO,Registered Voters,,,,3438,,
San Diego,0075-190110-SERRA MESA,Registered Voters,,,,10711,,
San Diego,0076-190112-SERRA MESA,Registered Voters,,,,10063,,
San Diego,0077-195030-MISSION VALLEY,Registered Voters,,,,1407,,
San Diego,0078-195080-MISSION VALLEY,Registered Voters,,,,1535,,
San Diego,0079-200000-LINDA VISTA,Registered Voters,,,,2672,,
San Diego,0080-200700-LINDA VISTA,Registered Voters,,,,10395,,
San Diego,0081-201100-LINDA VISTA,Registered Voters,,,,1911,,
San Diego,0082-202113-LINDA VISTA,Registered Voters,,,,6559,,
San Diego,0083-211010-CLAIREMONT S,Registered Voters,,,,2496,,
San Diego,0084-220000-PACIFIC BEACH,Registered Voters,,,,10667,,
San Diego,0085-220100-PACIFIC BEACH,Registered Voters,,,,10015,,
San Diego,0086-235000-OCEAN BEACH,Registered Voters,,,,9237,,
San Diego,0087-237200-OCEAN BEACH,Registered Voters,,,,8617,,
San Diego,0088-238800-OCEAN BEACH,Registered Voters,,,,8822,,
San Diego,0089-240400-MIDWAY OLD TOWN,Registered Voters,,,,5308,,
San Diego,0090-245200-MIDWAY OLD TOWN,Registered Voters,,,,455,,
San Diego,0091-245220-MIDWAY OLD TOWN,Registered Voters,,,,9546,,
San Diego,0092-255000-HILLCREST,Registered Voters,,,,10077,,
San Diego,0093-255220-HILLCREST,Registered Voters,,,,10246,,
San Diego,0094-256710-HILLCREST,Registered Voters,,,,3982,,
San Diego,0095-260200-NORTH PARK,Registered Voters,,,,6358,,
San Diego,0096-260610-NORTH PARK,Registered Voters,,,,10474,,
San Diego,0097-261400-NORTH PARK,Registered Voters,,,,10193,,
San Diego,0098-266000-NORTH PARK,Registered Voters,,,,3662,,
San Diego,0099-270100-NORMAL HEIGHTS,Registered Voters,,,,7607,,
San Diego,0100-270200-NORMAL HEIGHTS,Registered Voters,,,,3167,,
San Diego,0101-270700-NORMAL HEIGHTS,Registered Voters,,,,1177,,
San Diego,0102-271100-NORMAL HEIGHTS,Registered Voters,,,,1561,,
San Diego,0103-272600-NORMAL HEIGHTS,Registered Voters,,,,6733,,
San Diego,0104-274100-NORMAL HEIGHTS,Registered Voters,,,,1801,,
San Diego,0105-274110-NORMAL HEIGHTS,Registered Voters,,,,10017,,
San Diego,0106-276100-NORMAL HEIGHTS,Registered Voters,,,,10119,,
San Diego,0107-280100-MONTEZUMA,Registered Voters,,,,9001,,
San Diego,0108-280500-MONTEZUMA,Registered Voters,,,,1181,,
San Diego,0109-291000-ROLANDO REDWOOD,Registered Voters,,,,5078,,
San Diego,0110-291400-ROLANDO REDWOOD,Registered Voters,,,,2269,,
San Diego,0111-291810-ROLANDO REDWOOD,Registered Voters,,,,1264,,
San Diego,0112-293200-ROLANDO REDWOOD,Registered Voters,,,,2925,,
San Diego,0113-293600-ROLANDO REDWOOD,Registered Voters,,,,2651,,
San Diego,0114-294800-ROLANDO REDWOOD,Registered Voters,,,,4631,,
San Diego,0115-296600-ROLANDO REDWOOD,Registered Voters,,,,2377,,
San Diego,0116-300410-CITY HEIGHTS,Registered Voters,,,,3355,,
San Diego,0117-301200-CITY HEIGHTS,Registered Voters,,,,2651,,
San Diego,0118-302800-CITY HEIGHTS,Registered Voters,,,,1583,,
San Diego,0119-306400-SOUTH PARK,Registered Voters,,,,3805,,
San Diego,0120-307400-SOUTH PARK,Registered Voters,,,,5937,,
San Diego,0121-307500-SOUTH PARK,Registered Voters,,,,7070,,
San Diego,0122-315100-MIDDLETOWN,Registered Voters,,,,3150,,
San Diego,0123-316500-MIDDLETOWN,Registered Voters,,,,6596,,
San Diego,0124-320000-HARBOR,Registered Voters,,,,7293,,
San Diego,0125-320170-HARBOR,Registered Voters,,,,677,,
San Diego,0126-320310-HARBOR,Registered Voters,,,,7877,,
San Diego,0127-340200-CENTRE CITY,Registered Voters,,,,5389,,
San Diego,0128-340300-CENTRE CITY,Registered Voters,,,,5461,,
San Diego,0129-340610-CENTRE CITY,Registered Voters,,,,7292,,
San Diego,0130-350100-SE SAN DIEGO E,Registered Voters,,,,6488,,
San Diego,0131-360000-ENCANTO E,Registered Voters,,,,6798,,
San Diego,0132-360300-ENCANTO E,Registered Voters,,,,6726,,
San Diego,0133-361100-ENCANTO E,Registered Voters,,,,5937,,
San Diego,0134-361150-ENCANTO E,Registered Voters,,,,1344,,
San Diego,0135-361700-ENCANTO E,Registered Voters,,,,659,,
San Diego,0136-365000-ENCANTO W,Registered Voters,,,,9801,,
San Diego,0137-365700-ENCANTO W,Registered Voters,,,,5500,,
San Diego,0138-365800-ENCANTO W,Registered Voters,,,,2627,,
San Diego,0139-370000-CHOLLAS PARK,Registered Voters,,,,2057,,
San Diego,0140-370110-CHOLLAS PARK,Registered Voters,,,,2220,,
San Diego,0141-370200-CHOLLAS PARK,Registered Voters,,,,3679,,
San Diego,0142-370800-CHOLLAS PARK,Registered Voters,,,,1984,,
San Diego,0143-372600-CHOLLAS PARK,Registered Voters,,,,4448,,
San Diego,0144-375090-PARADISE HILLS,Registered Voters,,,,1379,,
San Diego,0145-375100-PARADISE HILLS,Registered Voters,,,,6097,,
San Diego,0146-375110-PARADISE HILLS,Registered Voters,,,,4264,,
San Diego,0147-375130-PARADISE HILLS,Registered Voters,,,,5465,,
San Diego,0148-376100-PARADISE HILLS,Registered Voters,,,,3125,,
San Diego,0149-385000-NESTOR,Registered Voters,,,,7279,,
San Diego,0150-385570-NESTOR,Registered Voters,,,,4718,,
San Diego,0151-385580-NESTOR,Registered Voters,,,,4595,,
San Diego,0152-385650-NESTOR,Registered Voters,,,,4069,,
San Diego,0153-385790-NESTOR,Registered Voters,,,,2964,,
San Diego,0154-385900-NESTOR,Registered Voters,,,,7952,,
San Diego,0155-385910-NESTOR,Registered Voters,,,,5006,,
San Diego,0156-390410-OTAY,Registered Voters,,,,6148,,
San Diego,0157-395000-SAN YSIDRO,Registered Voters,,,,8419,,
San Diego,0158-395030-SAN YSIDRO,Registered Voters,,,,7213,,
San Diego,0159-395060-SAN YSIDRO,Registered Voters,,,,1429,,
San Diego,0160-395110-SAN YSIDRO,Registered Voters,,,,3392,,
San Diego,0161-403410-OCEANSIDE,Registered Voters,,,,7507,,
San Diego,0162-403420-OCEANSIDE,Registered Voters,,,,2754,,
San Diego,0163-403440-OCEANSIDE,Registered Voters,,,,4444,,
San Diego,0164-403450-OCEANSIDE,Registered Voters,,,,7768,,
San Diego,0165-403460-OCEANSIDE,Registered Voters,,,,2384,,
San Diego,0166-403520-OCEANSIDE,Registered Voters,,,,8359,,
San Diego,0167-403740-OCEANSIDE,Registered Voters,,,,1585,,
San Diego,0168-403840-OCEANSIDE,Registered Voters,,,,8001,,
San Diego,0169-403890-OCEANSIDE,Registered Voters,,,,2788,,
San Diego,0170-403910-OCEANSIDE,Registered Voters,,,,3193,,
San Diego,0171-403920-OCEANSIDE,Registered Voters,,,,924,,
San Diego,0172-404000-OCEANSIDE,Registered Voters,,,,6324,,
San Diego,0173-404060-OCEANSIDE,Registered Voters,,,,2250,,
San Diego,0174-404090-OCEANSIDE,Registered Voters,,,,2588,,
San Diego,0175-404180-OCEANSIDE,Registered Voters,,,,677,,
San Diego,0176-404310-OCEANSIDE,Registered Voters,,,,6259,,
San Diego,0177-404640-OCEANSIDE,Registered Voters,,,,6660,,
San Diego,0178-405120-OCEANSIDE,Registered Voters,,,,859,,
San Diego,0179-405300-OCEANSIDE,Registered Voters,,,,6587,,
San Diego,0180-405800-OCEANSIDE,Registered Voters,,,,2032,,
San Diego,0181-406000-OCEANSIDE,Registered Voters,,,,3574,,
San Diego,0182-406010-OCEANSIDE,Registered Voters,,,,2297,,
San Diego,0183-406210-OCEANSIDE,Registered Voters,,,,1630,,
San Diego,0184-406260-OCEANSIDE,Registered Voters,,,,7363,,
San Diego,0185-406400-OCEANSIDE,Registered Voters,,,,5991,,
San Diego,0186-408000-CARLSBAD,Registered Voters,,,,1760,,
San Diego,0187-408010-CARLSBAD,Registered Voters,,,,5724,,
San Diego,0188-408040-CARLSBAD,Registered Voters,,,,8445,,
San Diego,0189-408050-CARLSBAD,Registered Voters,,,,3859,,
San Diego,0190-408080-CARLSBAD,Registered Voters,,,,1978,,
San Diego,0191-408100-CARLSBAD,Registered Voters,,,,2858,,
San Diego,0192-408110-CARLSBAD,Registered Voters,,,,2435,,
San Diego,0193-408130-CARLSBAD,Registered Voters,,,,602,,
San Diego,0194-408160-CARLSBAD,Registered Voters,,,,1328,,
San Diego,0195-408200-CARLSBAD,Registered Voters,,,,2951,,
San Diego,0196-408230-CARLSBAD,Registered Voters,,,,2674,,
San Diego,0197-408300-CARLSBAD,Registered Voters,,,,2190,,
San Diego,0198-408320-CARLSBAD,Registered Voters,,,,3557,,
San Diego,0199-408330-CARLSBAD,Registered Voters,,,,1644,,
San Diego,0200-408490-CARLSBAD,Registered Voters,,,,2806,,
San Diego,0201-408520-CARLSBAD,Registered Voters,,,,4442,,
San Diego,0202-408560-CARLSBAD,Registered Voters,,,,1360,,
San Diego,0203-408620-CARLSBAD,Registered Voters,,,,4840,,
San Diego,0204-408650-CARLSBAD,Registered Voters,,,,827,,
San Diego,0205-408710-CARLSBAD,Registered Voters,,,,710,,
San Diego,0206-408780-CARLSBAD,Registered Voters,,,,957,,
San Diego,0207-408830-CARLSBAD,Registered Voters,,,,458,,
San Diego,0208-408900-CARLSBAD,Registered Voters,,,,2573,,
San Diego,0209-408910-CARLSBAD,Registered Voters,,,,3020,,
San Diego,0210-408940-CARLSBAD,Registered Voters,,,,801,,
San Diego,0211-409090-CARLSBAD,Registered Voters,,,,994,,
San Diego,0212-409200-CARLSBAD,Registered Voters,,,,754,,
San Diego,0213-409210-CARLSBAD,Registered Voters,,,,3705,,
San Diego,0214-409211-CARLSBAD,Registered Voters,,,,511,,
San Diego,0215-409240-CARLSBAD,Registered Voters,,,,3888,,
San Diego,0216-409260-CARLSBAD,Registered Voters,,,,1299,,
San Diego,0217-409290-CARLSBAD,Registered Voters,,,,2440,,
San Diego,0218-409500-CARLSBAD,Registered Voters,,,,658,,
San Diego,0219-409680-CARLSBAD,Registered Voters,,,,457,,
San Diego,0220-409681-CARLSBAD,Registered Voters,,,,951,,
San Diego,0221-412000-ENCINITAS,Registered Voters,,,,7122,,
San Diego,0222-412010-ENCINITAS,Registered Voters,,,,3038,,
San Diego,0223-412080-ENCINITAS,Registered Voters,,,,1960,,
San Diego,0224-412230-ENCINITAS,Registered Voters,,,,1119,,
San Diego,0225-412400-ENCINITAS,Registered Voters,,,,7006,,
San Diego,0226-412440-ENCINITAS,Registered Voters,,,,2346,,
San Diego,0227-412750-ENCINITAS,Registered Voters,,,,3020,,
San Diego,0228-412800-ENCINITAS,Registered Voters,,,,2881,,
San Diego,0229-412810-ENCINITAS,Registered Voters,,,,623,,
San Diego,0230-412820-ENCINITAS,Registered Voters,,,,2092,,
San Diego,0231-412840-ENCINITAS,Registered Voters,,,,376,,
San Diego,0232-412890-ENCINITAS,Registered Voters,,,,559,,
San Diego,0233-412950-ENCINITAS,Registered Voters,,,,1402,,
San Diego,0234-413000-ENCINITAS,Registered Voters,,,,908,,
San Diego,0235-413430-ENCINITAS,Registered Voters,,,,8735,,
San Diego,0236-413530-ENCINITAS,Registered Voters,,,,1022,,
San Diego,0237-413750-ENCINITAS,Registered Voters,,,,693,,
San Diego,0238-416000-SOLANA BEACH,Registered Voters,,,,1367,,
San Diego,0239-416010-SOLANA BEACH,Registered Voters,,,,384,,
San Diego,0240-416040-SOLANA BEACH,Registered Voters,,,,1229,,
San Diego,0241-416100-SOLANA BEACH,Registered Voters,,,,1981,,
San Diego,0242-416120-SOLANA BEACH,Registered Voters,,,,545,,
San Diego,0243-416200-SOLANA BEACH,Registered Voters,,,,1615,,
San Diego,0244-416600-SOLANA BEACH,Registered Voters,,,,1925,,
San Diego,0245-416920-SOLANA BEACH,Registered Voters,,,,660,,
San Diego,0246-417600-LOMAS SANTA FE,Registered Voters,,,,756,,
San Diego,0247-417640-LOMAS SANTA FE,Registered Voters,,,,959,,
San Diego,0248-418200-DEL MAR,Registered Voters,,,,3425,,
San Diego,0249-419500-FALLBROOK,Registered Voters,,,,3686,,
San Diego,0250-419540-FALLBROOK,Registered Voters,,,,7455,,
San Diego,0251-419640-FALLBROOK,Registered Voters,,,,4956,,
San Diego,0252-419690-FALLBROOK,Registered Voters,,,,1137,,
San Diego,0253-419790-FALLBROOK,Registered Voters,,,,7463,,
San Diego,0254-420050-FALLBROOK,Registered Voters,,,,891,,
San Diego,0255-420650-FALLBROOK,Registered Voters,,,,354,,
San Diego,0256-421001-BONSALL,Registered Voters,,,,1131,,
San Diego,0257-421400-BONSALL,Registered Voters,,,,1962,,
San Diego,0258-421640-BONSALL,Registered Voters,,,,512,,
San Diego,0259-421720-GOPHER CANYON,Registered Voters,,,,542,,
San Diego,0260-422900-VISTA,Registered Voters,,,,1678,,
San Diego,0261-422910-VISTA,Registered Voters,,,,3385,,
San Diego,0262-422920-VISTA,Registered Voters,,,,1281,,
San Diego,0263-422930-VISTA,Registered Voters,,,,1123,,
San Diego,0264-422940-VISTA,Registered Voters,,,,1035,,
San Diego,0265-422970-VISTA,Registered Voters,,,,2306,,
San Diego,0266-422980-VISTA,Registered Voters,,,,7375,,
San Diego,0267-423010-VISTA,Registered Voters,,,,375,,
San Diego,0268-423070-VISTA,Registered Voters,,,,1946,,
San Diego,0269-423130-VISTA,Registered Voters,,,,1445,,
San Diego,0270-423310-VISTA,Registered Voters,,,,1268,,
San Diego,0271-423410-VISTA,Registered Voters,,,,5271,,
San Diego,0272-424600-VISTA,Registered Voters,,,,1055,,
San Diego,0273-424700-VISTA,Registered Voters,,,,3830,,
San Diego,0274-424790-VISTA,Registered Voters,,,,1061,,
San Diego,0275-424930-VISTA,Registered Voters,,,,1689,,
San Diego,0276-425110-VISTA,Registered Voters,,,,4052,,
San Diego,0277-425140-VISTA,Registered Voters,,,,3356,,
San Diego,0278-425440-VISTA,Registered Voters,,,,2275,,
San Diego,0279-425480-VISTA,Registered Voters,,,,1470,,
San Diego,0280-425510-VISTA,Registered Voters,,,,357,,
San Diego,0281-425530-VISTA,Registered Voters,,,,1283,,
San Diego,0282-425690-VISTA,Registered Voters,,,,462,,
San Diego,0283-428400-VISTA ACRES,Registered Voters,,,,2132,,
San Diego,0284-428620-FOOTHILL,Registered Voters,,,,1462,,
San Diego,0285-428631-FOOTHILL,Registered Voters,,,,3414,,
San Diego,0286-428720-FOOTHILL,Registered Voters,,,,431,,
San Diego,0287-428820-TWIN OAKS,Registered Voters,,,,1968,,
San Diego,0288-429370-BUENA,Registered Voters,,,,388,,
San Diego,0289-429510-BUENA,Registered Voters,,,,794,,
San Diego,0290-429600-BUENA,Registered Voters,,,,683,,
San Diego,0291-429900-BUENA,Registered Voters,,,,938,,
San Diego,0292-430100-LAKE SAN MARCOS,Registered Voters,,,,640,,
San Diego,0293-430200-LAKE SAN MARCOS,Registered Voters,,,,1229,,
San Diego,0294-430280-LAKE SAN MARCOS,Registered Voters,,,,1947,,
San Diego,0295-430330-LAKE SAN MARCOS,Registered Voters,,,,279,,
San Diego,0296-432000-SAN MARCOS,Registered Voters,,,,5002,,
San Diego,0297-432050-SAN MARCOS,Registered Voters,,,,3958,,
San Diego,0298-432060-SAN MARCOS,Registered Voters,,,,1945,,
San Diego,0299-432080-SAN MARCOS,Registered Voters,,,,4188,,
San Diego,0300-432230-SAN MARCOS,Registered Voters,,,,3347,,
San Diego,0301-432231-SAN MARCOS,Registered Voters,,,,329,,
San Diego,0302-432240-SAN MARCOS,Registered Voters,,,,3751,,
San Diego,0303-432270-SAN MARCOS,Registered Voters,,,,1028,,
San Diego,0304-432320-SAN MARCOS,Registered Voters,,,,3237,,
San Diego,0305-432321-SAN MARCOS,Registered Voters,,,,3817,,
San Diego,0306-432520-SAN MARCOS,Registered Voters,,,,2894,,
San Diego,0307-432550-SAN MARCOS,Registered Voters,,,,569,,
San Diego,0308-432570-SAN MARCOS,Registered Voters,,,,2982,,
San Diego,0309-432580-SAN MARCOS,Registered Voters,,,,523,,
San Diego,0310-432611-SAN MARCOS,Registered Voters,,,,785,,
San Diego,0311-432620-SAN MARCOS,Registered Voters,,,,1564,,
San Diego,0312-432700-SAN MARCOS,Registered Voters,,,,2236,,
San Diego,0313-432740-SAN MARCOS,Registered Voters,,,,1394,,
San Diego,0314-432790-SAN MARCOS,Registered Voters,,,,1013,,
San Diego,0315-432832-SAN MARCOS,Registered Voters,,,,4290,,
San Diego,0316-432970-SAN MARCOS,Registered Voters,,,,1461,,
San Diego,0317-433810-ELFIN FOREST,Registered Voters,,,,416,,
San Diego,0318-433820-ELFIN FOREST,Registered Voters,,,,423,,
San Diego,0319-433980-ELFIN FOREST,Registered Voters,,,,409,,
San Diego,0320-434200-HARMONY GROVE,Registered Voters,,,,451,,
San Diego,0321-434230-HARMONY GROVE,Registered Voters,,,,1317,,
San Diego,0322-435010-DEL DIOS,Registered Voters,,,,3762,,
San Diego,0323-435012-DEL DIOS,Registered Voters,,,,1815,,
San Diego,0324-435030-DEL DIOS,Registered Voters,,,,3824,,
San Diego,0325-435100-DEL DIOS,Registered Voters,,,,1870,,
San Diego,0326-435120-DEL DIOS,Registered Voters,,,,826,,
San Diego,0327-435200-DEL DIOS,Registered Voters,,,,268,,
San Diego,0328-435400-DEL DIOS,Registered Voters,,,,1026,,
San Diego,0329-435450-DEL DIOS,Registered Voters,,,,926,,
San Diego,0330-435500-DEL DIOS,Registered Voters,,,,2521,,
San Diego,0331-436350-RANCHO SANTA FE,Registered Voters,,,,1080,,
San Diego,0332-436420-RANCHO SANTA FE,Registered Voters,,,,426,,
San Diego,0333-436560-RANCHO SANTA FE,Registered Voters,,,,1123,,
San Diego,0334-436690-RANCHO SANTA FE,Registered Voters,,,,765,,
San Diego,0335-438000-CORONADO,Registered Voters,,,,9947,,
San Diego,0336-439810-CORONADO,Registered Voters,,,,1603,,
San Diego,0337-441600-IMPERIAL BEACH,Registered Voters,,,,4111,,
San Diego,0338-441610-IMPERIAL BEACH,Registered Voters,,,,3265,,
San Diego,0339-441800-IMPERIAL BEACH,Registered Voters,,,,3451,,
San Diego,0340-442600-IMPERIAL BEACH,Registered Voters,,,,598,,
San Diego,0341-442610-IMPERIAL BEACH,Registered Voters,,,,2182,,
San Diego,0342-442700-IMPERIAL BEACH,Registered Voters,,,,827,,
San Diego,0343-443050-RHO MONSERATE,Registered Voters,,,,1562,,
San Diego,0344-443300-RHO MONSERATE,Registered Voters,,,,317,,
San Diego,0345-443430-RHO MONSERATE,Registered Voters,,,,826,,
San Diego,0346-443480-RHO MONSERATE,Registered Voters,,,,467,,
San Diego,0347-444680-RAINBOW,Registered Voters,,,,948,,
San Diego,0348-444780-RAINBOW,Registered Voters,,,,290,,
San Diego,0349-444890-RAINBOW,Registered Voters,,,,516,,
San Diego,0350-445940-PALA,Registered Voters,,,,2101,,
San Diego,0351-447170-PAUMA VALLEY,Registered Voters,,,,1794,,
San Diego,0352-448020-VALLEY CENTER,Registered Voters,,,,2197,,
San Diego,0353-448040-VALLEY CENTER,Registered Voters,,,,5602,,
San Diego,0354-448290-VALLEY CENTER,Registered Voters,,,,1014,,
San Diego,0355-448320-VALLEY CENTER,Registered Voters,,,,1439,,
San Diego,0356-448520-VALLEY CENTER,Registered Voters,,,,3026,,
San Diego,0357-450000-HIDDEN MEADOWS,Registered Voters,,,,2920,,
San Diego,0358-450020-HIDDEN MEADOWS,Registered Voters,,,,2066,,
San Diego,0359-450340-JESMOND DENE,Registered Voters,,,,541,,
San Diego,0360-450600-ROCK SPRINGS,Registered Voters,,,,701,,
San Diego,0361-450900-RINCON D DIABLO,Registered Voters,,,,1086,,
San Diego,0362-450970-RINCON D DIABLO,Registered Voters,,,,3587,,
San Diego,0363-451200-RINCON D DIABLO,Registered Voters,,,,485,,
San Diego,0364-454500-ESCONDIDO,Registered Voters,,,,1917,,
San Diego,0365-454510-ESCONDIDO,Registered Voters,,,,3400,,
San Diego,0366-454530-ESCONDIDO,Registered Voters,,,,3592,,
San Diego,0367-454540-ESCONDIDO,Registered Voters,,,,2398,,
San Diego,0368-454560-ESCONDIDO,Registered Voters,,,,1030,,
San Diego,0369-454610-ESCONDIDO,Registered Voters,,,,1469,,
San Diego,0370-454640-ESCONDIDO,Registered Voters,,,,1673,,
San Diego,0371-454680-ESCONDIDO,Registered Voters,,,,762,,
San Diego,0372-454690-ESCONDIDO,Registered Voters,,,,3771,,
San Diego,0373-454800-ESCONDIDO,Registered Voters,,,,606,,
San Diego,0374-454830-ESCONDIDO,Registered Voters,,,,777,,
San Diego,0375-454900-ESCONDIDO,Registered Voters,,,,277,,
San Diego,0376-455000-ESCONDIDO,Registered Voters,,,,6193,,
San Diego,0377-455040-ESCONDIDO,Registered Voters,,,,2949,,
San Diego,0378-455100-ESCONDIDO,Registered Voters,,,,3112,,
San Diego,0379-455230-ESCONDIDO,Registered Voters,,,,376,,
San Diego,0380-455240-ESCONDIDO,Registered Voters,,,,3518,,
San Diego,0381-455270-ESCONDIDO,Registered Voters,,,,5339,,
San Diego,0382-455430-ESCONDIDO,Registered Voters,,,,1930,,
San Diego,0383-455440-ESCONDIDO,Registered Voters,,,,863,,
San Diego,0384-456010-ESCONDIDO,Registered Voters,,,,758,,
San Diego,0385-456520-ESCONDIDO,Registered Voters,,,,275,,
San Diego,0386-456600-ESCONDIDO,Registered Voters,,,,1247,,
San Diego,0387-456660-ESCONDIDO,Registered Voters,,,,3250,,
San Diego,0388-456800-ESCONDIDO,Registered Voters,,,,1274,,
San Diego,0389-456910-ESCONDIDO,Registered Voters,,,,2944,,
San Diego,0390-457120-ESCONDIDO,Registered Voters,,,,4407,,
San Diego,0391-457300-ESCONDIDO,Registered Voters,,,,1063,,
San Diego,0392-457400-ESCONDIDO,Registered Voters,,,,719,,
San Diego,0393-457610-ESCONDIDO,Registered Voters,,,,397,,
San Diego,0394-457700-ESCONDIDO,Registered Voters,,,,2348,,
San Diego,0395-458130-ESCONDIDO,Registered Voters,,,,3481,,
San Diego,0396-458360-ESCONDIDO,Registered Voters,,,,992,,
San Diego,0397-459110-ESCONDIDO,Registered Voters,,,,1229,,
San Diego,0398-459300-ESCONDIDO,Registered Voters,,,,493,,
San Diego,0399-459320-ESCONDIDO,Registered Voters,,,,812,,
San Diego,0400-459330-ESCONDIDO,Registered Voters,,,,3898,,
