county,precinct,office,district,party,candidate,election_day,mail,votes
Tehama,0020255,President,,,Jo Jorgensen,1,10,11
Tehama,0020255,President,,,Brian Carroll (W),0,0,0
Tehama,0020255,President,,,Mark Charles (W),0,0,0
Tehama,0020255,President,,,Joseph Kishore (W),0,0,0
Tehama,0020255,President,,,Brock Pierce (W),0,0,0
Tehama,0020255,President,,,Jesse Ventura (W),0,0,0
Tehama,0020255,U.S. House,1,REP,Doug La Malfa,83,311,394
Tehama,0020255,U.S. House,1,DEM,Audrey Denney,13,90,103
Tehama,0020255,State Assembly,3,DEM,James R Henson,9,64,73
Tehama,0020255,State Assembly,3,REP,James Gallagher,86,323,409
Tehama,0022190,Registered Voters,,,,,,1396
Tehama,0022190,Ballots Cast,,,,170,800,970
Tehama,0022190,President,,,Joseph R Biden,46,333,379
Tehama,0022190,President,,,Donald J Trump,120,431,551
Tehama,0022190,President,,,Gloria La Riva,0,0,0
Tehama,0022190,President,,,"Roque ""Rocky""De La Fuente Guerra",0,5,5
Tehama,0022190,President,,,Howie Hawkins,1,3,4
Tehama,0022190,President,,,Jo Jorgensen,1,16,17
Tehama,0022190,President,,,Brian Carroll (W),0,2,2
Tehama,0022190,President,,,Mark Charles (W),0,0,0
Tehama,0022190,President,,,Joseph Kishore (W),0,0,0
Tehama,0022190,President,,,Brock Pierce (W),0,0,0
Tehama,0022190,President,,,Jesse Ventura (W),0,0,0
Tehama,0022190,U.S. House,1,REP,Doug La Malfa,112,408,520
Tehama,0022190,U.S. House,1,DEM,Audrey Denney,52,372,424
Tehama,0022190,State Assembly,3,DEM,James R Henson,41,278,319
Tehama,0022190,State Assembly,3,REP,James Gallagher,118,449,567
Tehama,0022230,Registered Voters,,,,,,1389
Tehama,0022230,Ballots Cast,,,,188,814,1002
Tehama,0022230,President,,,Joseph R Biden,43,287,330
Tehama,0022230,President,,,Donald J Trump,131,475,606
Tehama,0022230,President,,,Gloria La Riva,0,4,4
Tehama,0022230,President,,,"Roque ""Rocky""De La Fuente Guerra",0,6,6
Tehama,0022230,President,,,Howie Hawkins,1,6,7
Tehama,0022230,President,,,Jo Jorgensen,10,23,33
Tehama,0022230,President,,,Brian Carroll (W),0,0,0
Tehama,0022230,President,,,Mark Charles (W),1,0,1
Tehama,0022230,President,,,Joseph Kishore (W),0,0,0
Tehama,0022230,President,,,Brock Pierce (W),0,0,0
Tehama,0022230,President,,,Jesse Ventura (W),0,0,0
Tehama,0022230,U.S. House,1,REP,Doug La Malfa,123,462,585
Tehama,0022230,U.S. House,1,DEM,Audrey Denney,58,333,391
Tehama,0022230,State Assembly,3,DEM,James R Henson,38,262,300
Tehama,0022230,State Assembly,3,REP,James Gallagher,131,500,631
Tehama,0022240,Registered Voters,,,,,,990
Tehama,0022240,Ballots Cast,,,,181,570,751
Tehama,0022240,President,,,Joseph R Biden,28,219,247
Tehama,0022240,President,,,Donald J Trump,17,324,471
Tehama,0022240,President,,,Gloria La Riva,0,4,4
Tehama,0022240,President,,,"Roque ""Rocky""De La Fuente Guerra",1,4,5
Tehama,0022240,President,,,Howie Hawkins,0,3,3
Tehama,0022240,President,,,Jo Jorgensen,2,8,10
Tehama,0022240,President,,,Brian Carroll (W),2,0,2
Tehama,0022240,President,,,Mark Charles (W),0,0,0
Tehama,0022240,President,,,Joseph Kishore (W),0,0,0
Tehama,0022240,President,,,Brock Pierce (W),0,0,0
Tehama,0022240,President,,,Jesse Ventura (W),0,0,0
Tehama,0022240,U.S. House,1,REP,Doug La Malfa,144,323,467
Tehama,0022240,U.S. House,1,DEM,Audrey Denney,33,235,268
Tehama,0022240,State Assembly,3,DEM,James R Henson,24,191,215
Tehama,0022240,State Assembly,3,REP,James Gallagher,143,345,488
Tehama,0030010,Registered Voters,,,,,,589
Tehama,0030010,Ballots Cast,,,,98,405,503
Tehama,0030010,President,,,Joseph R Biden,11,126,137
Tehama,0030010,President,,,Donald J Trump,85,270,355
Tehama,0030010,President,,,Gloria La Riva,0,0,0
Tehama,0030010,President,,,"Roque ""Rocky""De La Fuente Guerra",0,2,2
Tehama,0030010,President,,,Howie Hawkins,0,0,0
Tehama,0030010,President,,,Jo Jorgensen,0,1,1
Tehama,0030010,President,,,Brian Carroll (W),0,0,0
Tehama,0030010,President,,,Mark Charles (W),0,0,0
Tehama,0030010,President,,,Joseph Kishore (W),0,0,0
Tehama,0030010,President,,,Brock Pierce (W),0,0,0
Tehama,0030010,President,,,Jesse Ventura (W),0,0,0
Tehama,0030010,U.S. House,1,REP,Doug La Malfa,83,265,348
Tehama,0030010,U.S. House,1,DEM,Audrey Denney,14,131,145
Tehama,0030010,State Assembly,3,DEM,James R Henson,8,99,107
Tehama,0030010,State Assembly,3,REP,James Gallagher,83,282,365
Tehama,0030015,Registered Voters,,,,,,114
Tehama,0030015,Ballots Cast,,,,0,101,101
Tehama,0030015,President,,,Joseph R Biden,0,23,23
Tehama,0030015,President,,,Donald J Trump,0,72,72
Tehama,0030015,President,,,Gloria La Riva,0,0,0
Tehama,0030015,President,,,"Roque ""Rocky""De La Fuente Guerra",0,0,0
Tehama,0030015,President,,,Howie Hawkins,0,2,2
Tehama,0030015,President,,,Jo Jorgensen,0,1,1
Tehama,0030015,President,,,Brian Carroll (W),0,0,0
Tehama,0030015,President,,,Mark Charles (W),0,0,0
Tehama,0030015,President,,,Joseph Kishore (W),0,0,0
Tehama,0030015,President,,,Brock Pierce (W),0,0,0
Tehama,0030015,President,,,Jesse Ventura (W),0,0,0
Tehama,0030015,U.S. House,1,REP,Doug La Malfa,0,69,69
Tehama,0030015,U.S. House,1,DEM,Audrey Denney,0,30,30
Tehama,0030015,State Assembly,3,DEM,James R Henson,0,24,24
Tehama,0030015,State Assembly,3,REP,James Gallagher,0,73,73
Tehama,0030120,Registered Voters,,,,,,2277
Tehama,0030120,Ballots Cast,,,,295,1658,1953
Tehama,0030120,President,,,Joseph R Biden,39,487,526
Tehama,0030120,President,,,Donald J Trump,245,1106,1351
Tehama,0030120,President,,,Gloria La Riva,0,2,2
Tehama,0030120,President,,,"Roque ""Rocky""De La Fuente Guerra",2,5,7
Tehama,0030120,President,,,Howie Hawkins,1,3,4
Tehama,0030120,President,,,Jo Jorgensen,6,33,39
Tehama,0030120,President,,,Brian Carroll (W),0,0,0
Tehama,0030120,President,,,Mark Charles (W),0,0,0
Tehama,0030120,President,,,Joseph Kishore (W),0,0,0
Tehama,0030120,President,,,Brock Pierce (W),0,0,0
Tehama,0030120,President,,,Jesse Ventura (W),0,0,0
Tehama,0030120,U.S. House,1,REP,Doug La Malfa,244,1124,1368
Tehama,0030120,U.S. House,1,DEM,Audrey Denney,40,503,543
Tehama,0030120,State Assembly,3,DEM,James R Henson,31,396,427
Tehama,0030120,State Assembly,3,REP,James Gallagher,246,1163,1409
Tehama,0030260,Registered Voters,,,,,,1372
Tehama,0030260,Ballots Cast,,,,174,393,1113
Tehama,0030260,President,,,Joseph R Biden,31,338,369
Tehama,0030260,President,,,Donald J Trump,141,566,707
Tehama,0030260,President,,,Gloria La Riva,0,1,1
Tehama,0030260,President,,,"Roque ""Rocky""De La Fuente Guerra",1,4,5
Tehama,0030260,President,,,Howie Hawkins,0,1,1
Tehama,0030260,President,,,Jo Jorgensen,0,18,18
Tehama,0030260,President,,,Brian Carroll (W),0,0,0
Tehama,0030260,President,,,Mark Charles (W),0,0,0
Tehama,0030260,President,,,Joseph Kishore (W),0,0,0
Tehama,0030260,President,,,Brock Pierce (W),0,0,0
Tehama,0030260,President,,,Jesse Ventura (W),0,0,0
Tehama,0030260,U.S. House,1,REP,Doug La Malfa,132,578,710
Tehama,0030260,U.S. House,1,DEM,Audrey Denney,35,341,376
Tehama,0030260,State Assembly,3,DEM,James R Henson,22,253,275
Tehama,0030260,State Assembly,3,REP,James Gallagher,137,633,770
Tehama,0030270,Registered Voters,,,,,,823
Tehama,0030270,Ballots Cast,,,,95,528,623
Tehama,0030270,President,,,Joseph R Biden,19,204,223
Tehama,0030270,President,,,Donald J Trump,74,305,379
Tehama,0030270,President,,,Gloria La Riva,0,1,1
Tehama,0030270,President,,,"Roque ""Rocky""De La Fuente Guerra",2,1,3
Tehama,0030270,President,,,Howie Hawkins,0,2,2
Tehama,0030270,President,,,Jo Jorgensen,0,7,7
Tehama,0030270,President,,,Brian Carroll (W),0,0,0
Tehama,0030270,President,,,Mark Charles (W),0,0,0
Tehama,0030270,President,,,Joseph Kishore (W),0,0,0
Tehama,0030270,President,,,Brock Pierce (W),0,0,0
Tehama,0030270,President,,,Jesse Ventura (W),0,0,0
Tehama,0030270,U.S. House,1,REP,Doug La Malfa,71,316,387
Tehama,0030270,U.S. House,1,DEM,Audrey Denney,24,205,229
Tehama,0030270,State Assembly,3,DEM,James R Henson,16,156,172
Tehama,0030270,State Assembly,3,REP,James Gallagher,76,347,423
Tehama,0030280,Registered Voters,,,,,,1142
Tehama,0030280,Ballots Cast,,,,154,818,972
Tehama,0030280,President,,,Joseph R Biden,18,228,246
Tehama,0030280,President,,,Donald J Trump,136,562,698
Tehama,0030280,President,,,Gloria La Riva,0,1,1
Tehama,0030280,President,,,"Roque ""Rocky""De La Fuente Guerra",0,2,2
Tehama,0030280,President,,,Howie Hawkins,0,1,1
Tehama,0030280,President,,,Jo Jorgensen,0,16,16
Tehama,0030280,President,,,Brian Carroll (W),0,0,0
Tehama,0030280,President,,,Mark Charles (W),0,0,0
Tehama,0030280,President,,,Joseph Kishore (W),0,0,0
Tehama,0030280,President,,,Brock Pierce (W),0,0,0
Tehama,0030280,President,,,Jesse Ventura (W),0,0,0
Tehama,0030280,U.S. House,1,REP,Doug La Malfa,126,562,688
Tehama,0030280,U.S. House,1,DEM,Audrey Denney,25,250,275
Tehama,0030280,State Assembly,3,DEM,James R Henson,12,190,202
Tehama,0030280,State Assembly,3,REP,James Gallagher,135,597,732
Tehama,0030300,Registered Voters,,,,,,738
Tehama,0030300,Ballots Cast,,,,113,484,597
Tehama,0030300,President,,,Joseph R Biden,19,153,172
Tehama,0030300,President,,,Donald J Trump,90,317,407
Tehama,0030300,President,,,Gloria La Riva,0,1,1
Tehama,0030300,President,,,"Roque ""Rocky""De La Fuente Guerra",0,1,1
Tehama,0030300,President,,,Howie Hawkins,0,1,1
Tehama,0030300,President,,,Jo Jorgensen,4,6,10
Tehama,0030300,President,,,Brian Carroll (W),0,0,0
Tehama,0030300,President,,,Mark Charles (W),0,0,0
Tehama,0030300,President,,,Joseph Kishore (W),0,0,0
Tehama,0030300,President,,,Brock Pierce (W),0,0,0
Tehama,0030300,President,,,Jesse Ventura (W),0,0,0
Tehama,0030300,U.S. House,1,REP,Doug La Malfa,90,309,399
Tehama,0030300,U.S. House,1,DEM,Audrey Denney,23,170,193
Tehama,0030300,State Assembly,3,DEM,James R Henson,17,118,135
Tehama,0030300,State Assembly,3,REP,James Gallagher,93,338,431
Tehama,0030320,Registered Voters,,,,,,204
Tehama,0030320,Ballots Cast,,,,0,168,168
Tehama,0030320,President,,,Joseph R Biden,0,50,50
Tehama,0030320,President,,,Donald J Trump,0,109,109
Tehama,0030320,President,,,Gloria La Riva,0,0,0
Tehama,0030320,President,,,"Roque ""Rocky""De La Fuente Guerra",0,0,0
Tehama,0030320,President,,,Howie Hawkins,0,3,3
Tehama,0030320,President,,,Jo Jorgensen,0,3,3
Tehama,0030320,President,,,Brian Carroll (W),0,0,0
Tehama,0030320,President,,,Mark Charles (W),0,0,0
Tehama,0030320,President,,,Joseph Kishore (W),0,0,0
Tehama,0030320,President,,,Brock Pierce (W),0,0,0
Tehama,0030320,President,,,Jesse Ventura (W),0,0,0
Tehama,0030320,U.S. House,1,REP,Doug La Malfa,0,109,109
Tehama,0030320,U.S. House,1,DEM,Audrey Denney,0,58,58
Tehama,0030320,State Assembly,3,DEM,James R Henson,0,44,44
Tehama,0030320,State Assembly,3,REP,James Gallagher,0,114,114
Tehama,0030330,Registered Voters,,,,,,114
Tehama,0030330,Ballots Cast,,,,0,101,101
Tehama,0030330,President,,,Joseph R Biden,0,42,42
Tehama,0030330,President,,,Donald J Trump,0,55,55
Tehama,0030330,President,,,Gloria La Riva,0,0,0
Tehama,0030330,President,,,"Roque ""Rocky""De La Fuente Guerra",0,0,0
Tehama,0030330,President,,,Howie Hawkins,0,1,1
Tehama,0030330,President,,,Jo Jorgensen,0,0,0
Tehama,0030330,President,,,Brian Carroll (W),0,0,0
Tehama,0030330,President,,,Mark Charles (W),0,0,0
Tehama,0030330,President,,,Joseph Kishore (W),0,0,0
Tehama,0030330,President,,,Brock Pierce (W),0,0,0
Tehama,0030330,President,,,Jesse Ventura (W),0,0,0
Tehama,0030330,U.S. House,1,REP,Doug La Malfa,0,59,59
Tehama,0030330,U.S. House,1,DEM,Audrey Denney,0,42,42
Tehama,0030330,State Assembly,3,DEM,James R Henson,0,35,35
Tehama,0030330,State Assembly,3,REP,James Gallagher,0,61,61
Tehama,0030340,Registered Voters,,,,,,225
Tehama,0030340,Ballots Cast,,,,0,172,172
Tehama,0030340,President,,,Joseph R Biden,0,48,48
Tehama,0030340,President,,,Donald J Trump,0,115,115
Tehama,0030340,President,,,Gloria La Riva,0,0,0
Tehama,0030340,President,,,"Roque ""Rocky""De La Fuente Guerra",0,1,1
Tehama,0030340,President,,,Howie Hawkins,0,1,1
Tehama,0030340,President,,,Jo Jorgensen,0,6,6
Tehama,0030340,President,,,Brian Carroll (W),0,0,0
Tehama,0030340,President,,,Mark Charles (W),0,0,0
Tehama,0030340,President,,,Joseph Kishore (W),0,0,0
Tehama,0030340,President,,,Brock Pierce (W),0,0,0
Tehama,0030340,President,,,Jesse Ventura (W),0,0,0
Tehama,0030340,U.S. House,1,REP,Doug La Malfa,0,116,116
Tehama,0030340,U.S. House,1,DEM,Audrey Denney,0,53,53
Tehama,0030340,State Assembly,3,DEM,James R Henson,0,46,46
Tehama,0030340,State Assembly,3,REP,James Gallagher,0,120,120
Tehama,0032350,Registered Voters,,,,,,744
Tehama,0032350,Ballots Cast,,,,69,420,489
Tehama,0032350,President,,,Joseph R Biden,21,151,172
Tehama,0032350,President,,,Donald J Trump,47,245,292
Tehama,0032350,President,,,Gloria La Riva,0,3,3
Tehama,0032350,President,,,"Roque ""Rocky""De La Fuente Guerra",0,3,3
Tehama,0032350,President,,,Howie Hawkins,1,5,6
Tehama,0032350,President,,,Jo Jorgensen,0,5,5
Tehama,0032350,President,,,Brian Carroll (W),0,0,0
Tehama,0032350,President,,,Mark Charles (W),0,0,0
Tehama,0032350,President,,,Joseph Kishore (W),0,0,0
Tehama,0032350,President,,,Brock Pierce (W),0,0,0
Tehama,0032350,President,,,Jesse Ventura (W),0,0,0
Tehama,0032350,U.S. House,1,REP,Doug La Malfa,46,235,281
Tehama,0032350,U.S. House,1,DEM,Audrey Denney,22,172,194
Tehama,0032350,State Assembly,3,DEM,James R Henson,19,134,153
Tehama,0032350,State Assembly,3,REP,James Gallagher,46,261,307
Tehama,0040180,Registered Voters,,,,,,162
Tehama,0040180,Ballots Cast,,,,4,141,145
Tehama,0040180,President,,,Joseph R Biden,0,46,46
Tehama,0040180,President,,,Donald J Trump,4,93,97
Tehama,0040180,President,,,Gloria La Riva,0,1,1
Tehama,0040180,President,,,"Roque ""Rocky""De La Fuente Guerra",0,0,0
Tehama,0040180,President,,,Howie Hawkins,0,0,0
Tehama,0040180,President,,,Jo Jorgensen,0,0,0
Tehama,0040180,President,,,Brian Carroll (W),0,0,0
Tehama,0040180,President,,,Mark Charles (W),0,0,0
Tehama,0040180,President,,,Joseph Kishore (W),0,0,0
Tehama,0040180,President,,,Brock Pierce (W),0,0,0
Tehama,0040180,President,,,Jesse Ventura (W),0,0,0
Tehama,0040180,U.S. House,1,REP,Doug La Malfa,4,91,95
Tehama,0040180,U.S. House,1,DEM,Audrey Denney,0,49,49
Tehama,0040180,State Assembly,3,DEM,James R Henson,0,43,43
Tehama,0040180,State Assembly,3,REP,James Gallagher,3,95,98
Tehama,0040360,Registered Voters,,,,,,1276
Tehama,0040360,Ballots Cast,,,,176,767,943
Tehama,0040360,President,,,Joseph R Biden,37,262,299
Tehama,0040360,President,,,Donald J Trump,138,484,622
Tehama,0040360,President,,,Gloria La Riva,0,3,3
Tehama,0040360,President,,,"Roque ""Rocky""De La Fuente Guerra",0,3,3
Tehama,0040360,President,,,Howie Hawkins,0,1,1
Tehama,0040360,President,,,Jo Jorgensen,1,7,8
Tehama,0040360,President,,,Brian Carroll (W),0,0,0
Tehama,0040360,President,,,Mark Charles (W),0,0,0
Tehama,0040360,President,,,Joseph Kishore (W),0,0,0
Tehama,0040360,President,,,Brock Pierce (W),0,0,0
Tehama,0040360,President,,,Jesse Ventura (W),0,0,0
Tehama,0040360,U.S. House,1,REP,Doug La Malfa,128,489,617
Tehama,0040360,U.S. House,1,DEM,Audrey Denney,43,272,315
Tehama,0040360,State Assembly,3,DEM,James R Henson,33,213,246
Tehama,0040360,State Assembly,3,REP,James Gallagher,133,518,651
Tehama,0040365,Registered Voters,,,,,,22
Tehama,0040365,Ballots Cast,,,,0,17,17
Tehama,0040365,President,,,Joseph R Biden,0,4,4
