county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,mail
Santa Barbara,10-1016,Ballots Cast,,,,232,,,,
Santa Barbara,11-1117,Registered Voters,,,,3,,,,
Santa Barbara,11-1117,Ballots Cast,,,,2,,,,
Santa Barbara,11-1710,Registered Voters,,,,7962,,,,
Santa Barbara,11-1710,Ballots Cast,,,,7150,,,,
Santa Barbara,12-0120,Registered Voters,,,,57,,,,
Santa Barbara,12-0120,Ballots Cast,,,,51,,,,
Santa Barbara,12-0221,Registered Voters,,,,66,,,,
Santa Barbara,12-0221,Ballots Cast,,,,64,,,,
Santa Barbara,12-0409,Registered Voters,,,,115,,,,
Santa Barbara,12-0409,Ballots Cast,,,,105,,,,
Santa Barbara,12-0418,Registered Voters,,,,237,,,,
Santa Barbara,12-0418,Ballots Cast,,,,223,,,,
Santa Barbara,12-0419,Registered Voters,,,,303,,,,
Santa Barbara,12-0419,Ballots Cast,,,,268,,,,
Santa Barbara,12-0619,Registered Voters,,,,110,,,,
Santa Barbara,12-0619,Ballots Cast,,,,103,,,,
Santa Barbara,12-0910,Registered Voters,,,,668,,,,
Santa Barbara,12-0910,Ballots Cast,,,,527,,,,
Santa Barbara,12-0920,Registered Voters,,,,1143,,,,
Santa Barbara,12-0920,Ballots Cast,,,,1061,,,,
Santa Barbara,12-0930,Registered Voters,,,,1309,,,,
Santa Barbara,12-0930,Ballots Cast,,,,1179,,,,
Santa Barbara,12-0940,Registered Voters,,,,3939,,,,
Santa Barbara,12-0940,Ballots Cast,,,,3611,,,,
Santa Barbara,12-0950,Registered Voters,,,,990,,,,
Santa Barbara,12-0950,Ballots Cast,,,,923,,,,
Santa Barbara,12-0960,Registered Voters,,,,3039,,,,
Santa Barbara,12-0960,Ballots Cast,,,,2838,,,,
Santa Barbara,12-1910,Registered Voters,,,,4151,,,,
Santa Barbara,12-1910,Ballots Cast,,,,3456,,,,
Santa Barbara,12-1920,Registered Voters,,,,662,,,,
Santa Barbara,12-1920,Ballots Cast,,,,549,,,,
Santa Barbara,12-1930,Registered Voters,,,,1529,,,,
Santa Barbara,12-1930,Ballots Cast,,,,1251,,,,
Santa Barbara,12-2010,Registered Voters,,,,3287,,,,
Santa Barbara,12-2010,Ballots Cast,,,,2718,,,,
Santa Barbara,12-2020,Registered Voters,,,,2207,,,,
Santa Barbara,12-2020,Ballots Cast,,,,1906,,,,
Santa Barbara,12-2030,Registered Voters,,,,862,,,,
Santa Barbara,12-2030,Ballots Cast,,,,784,,,,
Santa Barbara,12-2110,Registered Voters,,,,196,,,,
Santa Barbara,12-2110,Ballots Cast,,,,181,,,,
Santa Barbara,12-2120,Registered Voters,,,,1272,,,,
Santa Barbara,12-2120,Ballots Cast,,,,1131,,,,
Santa Barbara,12-2130,Registered Voters,,,,2291,,,,
Santa Barbara,12-2130,Ballots Cast,,,,2110,,,,
Santa Barbara,12-2140,Registered Voters,,,,2047,,,,
Santa Barbara,12-2140,Ballots Cast,,,,1880,,,,
Santa Barbara,12-2150,Registered Voters,,,,21,,,,
Santa Barbara,12-2150,Ballots Cast,,,,20,,,,
Santa Barbara,12-2160,Registered Voters,,,,893,,,,
Santa Barbara,12-2160,Ballots Cast,,,,841,,,,
Santa Barbara,20-1110,Registered Voters,,,,238,,,,
Santa Barbara,20-1110,Ballots Cast,,,,226,,,,
Santa Barbara,20-1210,Registered Voters,,,,1727,,,,
Santa Barbara,20-1210,Ballots Cast,,,,1576,,,,
Santa Barbara,20-2010,Registered Voters,,,,7,,,,
Santa Barbara,20-2010,Ballots Cast,,,,7,,,,
Santa Barbara,20-2011,Registered Voters,,,,8,,,,
Santa Barbara,20-2011,Ballots Cast,,,,7,,,,
Santa Barbara,20-2013,Registered Voters,,,,166,,,,
Santa Barbara,20-2013,Ballots Cast,,,,131,,,,
Santa Barbara,20-2022,Registered Voters,,,,415,,,,
Santa Barbara,20-2022,Ballots Cast,,,,389,,,,
Santa Barbara,20-2023,Registered Voters,,,,212,,,,
Santa Barbara,20-2023,Ballots Cast,,,,189,,,,
Santa Barbara,20-2025,Registered Voters,,,,95,,,,
Santa Barbara,20-2025,Ballots Cast,,,,84,,,,
Santa Barbara,20-2027,Registered Voters,,,,0,,,,
Santa Barbara,20-2027,Ballots Cast,,,,0,,,,
Santa Barbara,20-2029,Registered Voters,,,,3,,,,
Santa Barbara,20-2029,Ballots Cast,,,,2,,,,
Santa Barbara,20-2031,Registered Voters,,,,62,,,,
Santa Barbara,20-2031,Ballots Cast,,,,54,,,,
Santa Barbara,20-2032,Registered Voters,,,,50,,,,
Santa Barbara,20-2032,Ballots Cast,,,,44,,,,
Santa Barbara,20-2033,Registered Voters,,,,66,,,,
Santa Barbara,20-2033,Ballots Cast,,,,58,,,,
Santa Barbara,20-2037,Registered Voters,,,,327,,,,
Santa Barbara,20-2037,Ballots Cast,,,,298,,,,
Santa Barbara,20-2038,Registered Voters,,,,23,,,,
Santa Barbara,20-2038,Ballots Cast,,,,20,,,,
Santa Barbara,20-2039,Registered Voters,,,,24,,,,
Santa Barbara,20-2039,Ballots Cast,,,,22,,,,
Santa Barbara,20-2040,Registered Voters,,,,0,,,,
Santa Barbara,20-2040,Ballots Cast,,,,0,,,,
Santa Barbara,20-2041,Registered Voters,,,,415,,,,
Santa Barbara,20-2041,Ballots Cast,,,,383,,,,
Santa Barbara,20-2042,Registered Voters,,,,231,,,,
Santa Barbara,20-2042,Ballots Cast,,,,210,,,,
Santa Barbara,20-2043,Registered Voters,,,,0,,,,
Santa Barbara,20-2043,Ballots Cast,,,,0,,,,
Santa Barbara,20-2044,Registered Voters,,,,3,,,,
Santa Barbara,20-2044,Ballots Cast,,,,2,,,,
Santa Barbara,20-2210,Registered Voters,,,,1389,,,,
Santa Barbara,20-2210,Ballots Cast,,,,1283,,,,
Santa Barbara,20-2410,Registered Voters,,,,556,,,,
Santa Barbara,20-2410,Ballots Cast,,,,530,,,,
Santa Barbara,20-2610,Registered Voters,,,,122,,,,
Santa Barbara,20-2610,Ballots Cast,,,,111,,,,
Santa Barbara,20-2620,Registered Voters,,,,182,,,,
Santa Barbara,20-2620,Ballots Cast,,,,162,,,,
Santa Barbara,20-2810,Registered Voters,,,,1471,,,,
Santa Barbara,20-2810,Ballots Cast,,,,1371,,,,
Santa Barbara,20-3010,Registered Voters,,,,4070,,,,
Santa Barbara,20-3010,Ballots Cast,,,,3684,,,,
Santa Barbara,20-3020,Registered Voters,,,,2129,,,,
Santa Barbara,20-3020,Ballots Cast,,,,1911,,,,
Santa Barbara,20-3030,Registered Voters,,,,1897,,,,
Santa Barbara,20-3030,Ballots Cast,,,,1756,,,,
Santa Barbara,20-3210,Registered Voters,,,,1654,,,,
Santa Barbara,20-3210,Ballots Cast,,,,1520,,,,
Santa Barbara,20-3410,Registered Voters,,,,49,,,,
Santa Barbara,20-3410,Ballots Cast,,,,35,,,,
Santa Barbara,20-3510,Registered Voters,,,,1125,,,,
Santa Barbara,20-3510,Ballots Cast,,,,1025,,,,
Santa Barbara,20-3610,Registered Voters,,,,1193,,,,
Santa Barbara,20-3610,Ballots Cast,,,,1106,,,,
Santa Barbara,20-3620,Registered Voters,,,,1596,,,,
Santa Barbara,20-3620,Ballots Cast,,,,1489,,,,
Santa Barbara,20-3710,Registered Voters,,,,333,,,,
Santa Barbara,20-3710,Ballots Cast,,,,305,,,,
Santa Barbara,20-3720,Registered Voters,,,,84,,,,
Santa Barbara,20-3720,Ballots Cast,,,,82,,,,
Santa Barbara,22-0320,Registered Voters,,,,134,,,,
Santa Barbara,22-0320,Ballots Cast,,,,123,,,,
Santa Barbara,22-0321,Registered Voters,,,,850,,,,
Santa Barbara,22-0321,Ballots Cast,,,,733,,,,
Santa Barbara,22-0421,Registered Voters,,,,141,,,,
Santa Barbara,22-0421,Ballots Cast,,,,128,,,,
Santa Barbara,22-0521,Registered Voters,,,,299,,,,
Santa Barbara,22-0521,Ballots Cast,,,,268,,,,
Santa Barbara,22-0532,Registered Voters,,,,0,,,,
Santa Barbara,22-0532,Ballots Cast,,,,0,,,,
Santa Barbara,22-0533,Registered Voters,,,,0,,,,
Santa Barbara,22-0533,Ballots Cast,,,,1,,,,
Santa Barbara,22-0910,Registered Voters,,,,663,,,,
Santa Barbara,22-0910,Ballots Cast,,,,576,,,,
Santa Barbara,22-0920,Registered Voters,,,,266,,,,
Santa Barbara,22-0920,Ballots Cast,,,,257,,,,
Santa Barbara,22-2010,Registered Voters,,,,67,,,,
Santa Barbara,22-2010,Ballots Cast,,,,69,,,,
Santa Barbara,22-2110,Registered Voters,,,,4881,,,,
Santa Barbara,22-2110,Ballots Cast,,,,4407,,,,
Santa Barbara,22-2120,Registered Voters,,,,5244,,,,
Santa Barbara,22-2120,Ballots Cast,,,,4871,,,,
Santa Barbara,22-2130,Registered Voters,,,,1814,,,,
Santa Barbara,22-2130,Ballots Cast,,,,1670,,,,
Santa Barbara,22-2140,Registered Voters,,,,2141,,,,
Santa Barbara,22-2140,Ballots Cast,,,,1947,,,,
Santa Barbara,22-2150,Registered Voters,,,,2358,,,,
Santa Barbara,22-2150,Ballots Cast,,,,2156,,,,
Santa Barbara,22-2160,Registered Voters,,,,472,,,,
Santa Barbara,22-2160,Ballots Cast,,,,438,,,,
Santa Barbara,22-4510,Registered Voters,,,,1782,,,,
Santa Barbara,22-4510,Ballots Cast,,,,1648,,,,
Santa Barbara,22-4610,Registered Voters,,,,2264,,,,
Santa Barbara,22-4610,Ballots Cast,,,,2024,,,,
Santa Barbara,22-4710,Registered Voters,,,,360,,,,
Santa Barbara,22-4710,Ballots Cast,,,,310,,,,
Santa Barbara,23-2348,Registered Voters,,,,0,,,,
Santa Barbara,23-2348,Ballots Cast,,,,0,,,,
Santa Barbara,23-2349,Registered Voters,,,,11,,,,
Santa Barbara,23-2349,Ballots Cast,,,,12,,,,
Santa Barbara,23-2351,Registered Voters,,,,62,,,,
Santa Barbara,23-2351,Ballots Cast,,,,59,,,,
Santa Barbara,23-4810,Registered Voters,,,,17,,,,
Santa Barbara,23-4810,Ballots Cast,,,,21,,,,
Santa Barbara,23-4910,Registered Voters,,,,2787,,,,
Santa Barbara,23-4910,Ballots Cast,,,,2435,,,,
Santa Barbara,23-4920,Registered Voters,,,,1559,,,,
Santa Barbara,23-4920,Ballots Cast,,,,1429,,,,
Santa Barbara,23-5010,Registered Voters,,,,4109,,,,
Santa Barbara,23-5010,Ballots Cast,,,,3789,,,,
Santa Barbara,23-5210,Registered Voters,,,,503,,,,
Santa Barbara,23-5210,Ballots Cast,,,,476,,,,
Santa Barbara,23-5220,Registered Voters,,,,3264,,,,
Santa Barbara,23-5220,Ballots Cast,,,,2977,,,,
Santa Barbara,23-5310,Registered Voters,,,,669,,,,
Santa Barbara,23-5310,Ballots Cast,,,,607,,,,
Santa Barbara,30-1310,Registered Voters,,,,3110,,,,
Santa Barbara,30-1310,Ballots Cast,,,,2853,,,,
Santa Barbara,30-3013,Registered Voters,,,,638,,,,
Santa Barbara,30-3013,Ballots Cast,,,,578,,,,
Santa Barbara,30-3031,Registered Voters,,,,0,,,,
Santa Barbara,30-3031,Ballots Cast,,,,0,,,,
Santa Barbara,30-3033,Registered Voters,,,,142,,,,
Santa Barbara,30-3033,Ballots Cast,,,,139,,,,
Santa Barbara,30-3037,Registered Voters,,,,479,,,,
Santa Barbara,30-3037,Ballots Cast,,,,436,,,,
Santa Barbara,30-3039,Registered Voters,,,,14,,,,
Santa Barbara,30-3039,Ballots Cast,,,,13,,,,
Santa Barbara,30-3040,Registered Voters,,,,2,,,,
Santa Barbara,30-3040,Ballots Cast,,,,2,,,,
Santa Barbara,30-3041,Registered Voters,,,,118,,,,
Santa Barbara,30-3041,Ballots Cast,,,,97,,,,
Santa Barbara,30-3043,Registered Voters,,,,160,,,,
Santa Barbara,30-3043,Ballots Cast,,,,138,,,,
Santa Barbara,30-3054,Registered Voters,,,,8,,,,
Santa Barbara,30-3054,Ballots Cast,,,,6,,,,
Santa Barbara,30-3057,Registered Voters,,,,360,,,,
Santa Barbara,30-3057,Ballots Cast,,,,314,,,,
Santa Barbara,30-3058,Registered Voters,,,,35,,,,
Santa Barbara,30-3058,Ballots Cast,,,,33,,,,
Santa Barbara,30-3059,Registered Voters,,,,121,,,,
Santa Barbara,30-3059,Ballots Cast,,,,108,,,,
Santa Barbara,30-3060,Registered Voters,,,,440,,,,
Santa Barbara,30-3060,Ballots Cast,,,,401,,,,
Santa Barbara,30-3061,Registered Voters,,,,614,,,,
Santa Barbara,30-3061,Ballots Cast,,,,554,,,,
Santa Barbara,30-3062,Registered Voters,,,,8,,,,
Santa Barbara,30-3062,Ballots Cast,,,,7,,,,
Santa Barbara,30-3063,Registered Voters,,,,161,,,,
Santa Barbara,30-3063,Ballots Cast,,,,138,,,,
Santa Barbara,30-3064,Registered Voters,,,,81,,,,
Santa Barbara,30-3064,Ballots Cast,,,,67,,,,
Santa Barbara,30-3065,Registered Voters,,,,17,,,,
Santa Barbara,30-3065,Ballots Cast,,,,14,,,,
Santa Barbara,30-3066,Registered Voters,,,,9,,,,
Santa Barbara,30-3066,Ballots Cast,,,,8,,,,
Santa Barbara,30-3071,Registered Voters,,,,466,,,,
Santa Barbara,30-3071,Ballots Cast,,,,354,,,,
Santa Barbara,30-3073,Registered Voters,,,,48,,,,
Santa Barbara,30-3073,Ballots Cast,,,,38,,,,
Santa Barbara,30-3074,Registered Voters,,,,9,,,,
Santa Barbara,30-3074,Ballots Cast,,,,9,,,,
Santa Barbara,30-3075,Registered Voters,,,,109,,,,
Santa Barbara,30-3075,Ballots Cast,,,,93,,,,
Santa Barbara,30-3076,Registered Voters,,,,17,,,,
Santa Barbara,30-3076,Ballots Cast,,,,15,,,,
Santa Barbara,30-3310,Registered Voters,,,,74,,,,
Santa Barbara,30-3310,Ballots Cast,,,,36,,,,
Santa Barbara,30-4310,Registered Voters,,,,323,,,,
Santa Barbara,30-4310,Ballots Cast,,,,270,,,,
Santa Barbara,30-5410,Registered Voters,,,,1165,,,,
Santa Barbara,30-5410,Ballots Cast,,,,991,,,,
Santa Barbara,30-5510,Registered Voters,,,,5435,,,,
Santa Barbara,30-5510,Ballots Cast,,,,4095,,,,
Santa Barbara,30-5520,Registered Voters,,,,2392,,,,
Santa Barbara,30-5520,Ballots Cast,,,,1715,,,,
Santa Barbara,30-5610,Registered Voters,,,,59,,,,
Santa Barbara,30-5610,Ballots Cast,,,,59,,,,
Santa Barbara,30-6110,Registered Voters,,,,1804,,,,
Santa Barbara,30-6110,Ballots Cast,,,,1685,,,,
Santa Barbara,30-6710,Registered Voters,,,,4927,,,,
Santa Barbara,30-6710,Ballots Cast,,,,4400,,,,
Santa Barbara,30-6810,Registered Voters,,,,30,,,,
Santa Barbara,30-6810,Ballots Cast,,,,30,,,,
Santa Barbara,30-6910,Registered Voters,,,,2268,,,,
Santa Barbara,30-6910,Ballots Cast,,,,1933,,,,
Santa Barbara,30-7010,Registered Voters,,,,26,,,,
Santa Barbara,30-7010,Ballots Cast,,,,21,,,,
Santa Barbara,30-7210,Registered Voters,,,,923,,,,
Santa Barbara,30-7210,Ballots Cast,,,,822,,,,
Santa Barbara,30-7310,Registered Voters,,,,131,,,,
Santa Barbara,30-7310,Ballots Cast,,,,103,,,,
Santa Barbara,30-7410,Registered Voters,,,,784,,,,
Santa Barbara,30-7410,Ballots Cast,,,,555,,,,
Santa Barbara,33-3348,Registered Voters,,,,0,,,,
Santa Barbara,33-3348,Ballots Cast,,,,0,,,,
Santa Barbara,33-3353,Registered Voters,,,,1,,,,
Santa Barbara,33-3353,Ballots Cast,,,,1,,,,
Santa Barbara,33-5210,Registered Voters,,,,1386,,,,
Santa Barbara,33-5210,Ballots Cast,,,,1219,,,,
Santa Barbara,33-5310,Registered Voters,,,,5471,,,,
Santa Barbara,33-5310,Ballots Cast,,,,4896,,,,
Santa Barbara,34-3477,Registered Voters,,,,148,,,,
Santa Barbara,34-3477,Ballots Cast,,,,133,,,,
Santa Barbara,34-3478,Registered Voters,,,,216,,,,
Santa Barbara,34-3478,Ballots Cast,,,,202,,,,
Santa Barbara,34-7710,Registered Voters,,,,3601,,,,
Santa Barbara,34-7710,Ballots Cast,,,,3332,,,,
Santa Barbara,35-3580,Registered Voters,,,,3,,,,
Santa Barbara,35-3580,Ballots Cast,,,,4,,,,
Santa Barbara,35-7910,Registered Voters,,,,3312,,,,
Santa Barbara,35-7910,Ballots Cast,,,,3035,,,,
Santa Barbara,36-0181,Registered Voters,,,,293,,,,
Santa Barbara,36-0181,Ballots Cast,,,,264,,,,
Santa Barbara,36-0182,Registered Voters,,,,1,,,,
Santa Barbara,36-0182,Ballots Cast,,,,0,,,,
Santa Barbara,36-0183,Registered Voters,,,,2,,,,
Santa Barbara,36-0183,Ballots Cast,,,,2,,,,
Santa Barbara,36-0184,Registered Voters,,,,63,,,,
Santa Barbara,36-0184,Ballots Cast,,,,53,,,,
Santa Barbara,36-0185,Registered Voters,,,,2,,,,
Santa Barbara,36-0185,Ballots Cast,,,,2,,,,
Santa Barbara,38-8610,Registered Voters,,,,3064,,,,
Santa Barbara,38-8610,Ballots Cast,,,,2301,,,,
Santa Barbara,40-4063,Registered Voters,,,,46,,,,
Santa Barbara,40-4063,Ballots Cast,,,,43,,,,
Santa Barbara,40-4064,Registered Voters,,,,152,,,,
Santa Barbara,40-4064,Ballots Cast,,,,132,,,,
Santa Barbara,40-4066,Registered Voters,,,,188,,,,
Santa Barbara,40-4066,Ballots Cast,,,,178,,,,
Santa Barbara,40-4068,Registered Voters,,,,0,,,,
Santa Barbara,40-4068,Ballots Cast,,,,0,,,,
Santa Barbara,40-4070,Registered Voters,,,,32,,,,
Santa Barbara,40-4070,Ballots Cast,,,,20,,,,
Santa Barbara,40-4071,Registered Voters,,,,109,,,,
Santa Barbara,40-4071,Ballots Cast,,,,103,,,,
Santa Barbara,40-4072,Registered Voters,,,,33,,,,
Santa Barbara,40-4072,Ballots Cast,,,,31,,,,
Santa Barbara,40-4073,Registered Voters,,,,3,,,,
Santa Barbara,40-4073,Ballots Cast,,,,0,,,,
Santa Barbara,40-4074,Registered Voters,,,,0,,,,
Santa Barbara,40-4074,Ballots Cast,,,,0,,,,
Santa Barbara,40-4075,Registered Voters,,,,16,,,,
Santa Barbara,40-4075,Ballots Cast,,,,15,,,,
Santa Barbara,40-4076,Registered Voters,,,,44,,,,
Santa Barbara,40-4076,Ballots Cast,,,,44,,,,
Santa Barbara,40-4087,Registered Voters,,,,40,,,,
Santa Barbara,40-4087,Ballots Cast,,,,36,,,,
Santa Barbara,40-4088,Registered Voters,,,,86,,,,
Santa Barbara,40-4088,Ballots Cast,,,,72,,,,
Santa Barbara,40-4089,Registered Voters,,,,0,,,,
Santa Barbara,40-4089,Ballots Cast,,,,0,,,,
Santa Barbara,40-4090,Registered Voters,,,,407,,,,
Santa Barbara,40-4090,Ballots Cast,,,,374,,,,
Santa Barbara,40-4091,Registered Voters,,,,290,,,,
Santa Barbara,40-4091,Ballots Cast,,,,240,,,,
Santa Barbara,40-4092,Registered Voters,,,,16,,,,
Santa Barbara,40-4092,Ballots Cast,,,,9,,,,
Santa Barbara,40-7410,Registered Voters,,,,4126,,,,
Santa Barbara,40-7410,Ballots Cast,,,,3789,,,,
Santa Barbara,40-9010,Registered Voters,,,,3024,,,,
Santa Barbara,40-9010,Ballots Cast,,,,2657,,,,
Santa Barbara,40-9030,Registered Voters,,,,739,,,,
Santa Barbara,40-9030,Ballots Cast,,,,672,,,,
Santa Barbara,40-9110,Registered Voters,,,,6727,,,,
Santa Barbara,40-9110,Ballots Cast,,,,5982,,,,
Santa Barbara,40-9120,Registered Voters,,,,923,,,,
Santa Barbara,40-9120,Ballots Cast,,,,837,,,,
Santa Barbara,40-9130,Registered Voters,,,,4801,,,,
Santa Barbara,40-9130,Ballots Cast,,,,4141,,,,
Santa Barbara,46-0181,Registered Voters,,,,3,,,,
Santa Barbara,46-0181,Ballots Cast,,,,0,,,,
Santa Barbara,46-0183,Registered Voters,,,,0,,,,
Santa Barbara,46-0183,Ballots Cast,,,,0,,,,
Santa Barbara,46-8110,Registered Voters,,,,5293,,,,
Santa Barbara,46-8110,Ballots Cast,,,,4472,,,,
Santa Barbara,46-9310,Registered Voters,,,,4921,,,,
Santa Barbara,46-9310,Ballots Cast,,,,3953,,,,
Santa Barbara,46-9320,Registered Voters,,,,3733,,,,
Santa Barbara,46-9320,Ballots Cast,,,,2730,,,,
Santa Barbara,46-9410,Registered Voters,,,,4836,,,,
Santa Barbara,46-9410,Ballots Cast,,,,3897,,,,
Santa Barbara,47-0198,Registered Voters,,,,143,,,,
Santa Barbara,47-0198,Ballots Cast,,,,96,,,,
Santa Barbara,47-0199,Registered Voters,,,,147,,,,
Santa Barbara,47-0199,Ballots Cast,,,,86,,,,
Santa Barbara,47-0395,Registered Voters,,,,439,,,,
Santa Barbara,47-0395,Ballots Cast,,,,371,,,,
Santa Barbara,47-0396,Registered Voters,,,,81,,,,
Santa Barbara,47-0396,Ballots Cast,,,,72,,,,
Santa Barbara,47-0397,Registered Voters,,,,1,,,,
Santa Barbara,47-0397,Ballots Cast,,,,0,,,,
Santa Barbara,47-0495,Registered Voters,,,,230,,,,
Santa Barbara,47-0495,Ballots Cast,,,,192,,,,
Santa Barbara,47-9510,Registered Voters,,,,3159,,,,
Santa Barbara,47-9510,Ballots Cast,,,,2769,,,,
Santa Barbara,47-9610,Registered Voters,,,,125,,,,
Santa Barbara,47-9610,Ballots Cast,,,,95,,,,
Santa Barbara,47-9710,Registered Voters,,,,1878,,,,
Santa Barbara,47-9710,Ballots Cast,,,,1354,,,,
Santa Barbara,50-5014,Registered Voters,,,,1,,,,
Santa Barbara,50-5014,Ballots Cast,,,,1,,,,
Santa Barbara,50-5016,Registered Voters,,,,38,,,,
Santa Barbara,50-5016,Ballots Cast,,,,32,,,,
Santa Barbara,50-5075,Registered Voters,,,,168,,,,
Santa Barbara,50-5075,Ballots Cast,,,,139,,,,
Santa Barbara,50-5088,Registered Voters,,,,405,,,,
Santa Barbara,50-5088,Ballots Cast,,,,358,,,,
Santa Barbara,50-5090,Registered Voters,,,,280,,,,
Santa Barbara,50-5090,Ballots Cast,,,,250,,,,
Santa Barbara,50-5100,Registered Voters,,,,1,,,,
Santa Barbara,50-5100,Ballots Cast,,,,0,,,,
Santa Barbara,50-5101,Registered Voters,,,,0,,,,
Santa Barbara,50-5101,Ballots Cast,,,,0,,,,
Santa Barbara,57-0198,Registered Voters,,,,37,,,,
Santa Barbara,57-0198,Ballots Cast,,,,17,,,,
Santa Barbara,57-0199,Registered Voters,,,,294,,,,
Santa Barbara,57-0199,Ballots Cast,,,,219,,,,
Santa Barbara,57-0396,Registered Voters,,,,339,,,,
Santa Barbara,57-0396,Ballots Cast,,,,293,,,,
Santa Barbara,57-0397,Registered Voters,,,,31,,,,
Santa Barbara,57-0397,Ballots Cast,,,,24,,,,
Santa Barbara,57-0496,Registered Voters,,,,0,,,,
Santa Barbara,57-0496,Ballots Cast,,,,0,,,,
Santa Barbara,57-1021,Registered Voters,,,,3098,,,,
Santa Barbara,57-1021,Ballots Cast,,,,2448,,,,
Santa Barbara,57-1022,Registered Voters,,,,4354,,,,
Santa Barbara,57-1022,Ballots Cast,,,,3131,,,,
Santa Barbara,57-1023,Registered Voters,,,,1630,,,,
Santa Barbara,57-1023,Ballots Cast,,,,1115,,,,
Santa Barbara,57-9510,Registered Voters,,,,1133,,,,
Santa Barbara,57-9510,Ballots Cast,,,,997,,,,
Santa Barbara,57-9520,Registered Voters,,,,2426,,,,
Santa Barbara,57-9520,Ballots Cast,,,,1987,,,,
Santa Barbara,57-9530,Registered Voters,,,,3214,,,,
Santa Barbara,57-9530,Ballots Cast,,,,2735,,,,
Santa Barbara,57-9610,Registered Voters,,,,2368,,,,
Santa Barbara,57-9610,Ballots Cast,,,,1646,,,,
Santa Barbara,57-9620,Registered Voters,,,,4296,,,,
Santa Barbara,57-9620,Ballots Cast,,,,3480,,,,
Santa Barbara,57-9710,Registered Voters,,,,2293,,,,
Santa Barbara,57-9710,Ballots Cast,,,,1860,,,,
Santa Barbara,57-9810,Registered Voters,,,,117,,,,
Santa Barbara,57-9810,Ballots Cast,,,,77,,,,
Santa Barbara,57-9910,Registered Voters,,,,1657,,,,
Santa Barbara,57-9910,Ballots Cast,,,,1136,,,,
Santa Barbara,57-9920,Registered Voters,,,,5131,,,,
Santa Barbara,57-9920,Ballots Cast,,,,3907,,,,
Santa Barbara,10-0110,President,,DEM,Joseph R. Biden,1228,,,,
Santa Barbara,10-0110,President,,REP,Donald J. Trump,559,,,,
Santa Barbara,10-0110,President,,REP,Gloria la Riva,2,,,,
Santa Barbara,10-0110,President,,AI,Roque de la Fuente,2,,,,
Santa Barbara,10-0110,President,,GRN,Howie Hawkins,6,,,,
Santa Barbara,10-0110,President,,LIB,Jo Jorgensen,8,,,,
Santa Barbara,10-0110,President,,WRI,Write-in: Mark Charles,33,,,,
Santa Barbara,10-0110,President,,WRI,Write-in: Brian Carroll,15,,,,
Santa Barbara,10-0110,President,,WRI,Write-in: Joseph Kishore,1,,,,
Santa Barbara,10-0110,President,,WRI,Write-in: Brock Pierce,0,,,,
Santa Barbara,10-0110,President,,WRI,Write-in: Jesse Ventura,0,,,,
Santa Barbara,10-0120,President,,DEM,Joseph R. Biden,809,,,,
