county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail
Yuba,8101,President,,DEMOCRAT,JULIAN CASTRO,1,0,0,1
Yuba,8102,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,8103,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,8201,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,8202,President,,DEMOCRAT,JULIAN CASTRO,2,0,1,1
Yuba,8203,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,8204,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,8301,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,8302,President,,DEMOCRAT,JULIAN CASTRO,1,0,0,1
Yuba,8303,President,,DEMOCRAT,JULIAN CASTRO,3,0,3,0
Yuba,8401,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,8402,President,,DEMOCRAT,JULIAN CASTRO,3,0,1,2
Yuba,8403,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,8404,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,8501,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,8502,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,8503,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,8504,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,8505,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,8506,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,8507,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,8508,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,9104,President,,DEMOCRAT,JULIAN CASTRO,1,0,0,1
Yuba,9304,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,9305,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,9306,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,9307,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,9405,President,,DEMOCRAT,JULIAN CASTRO,1,0,0,1
Yuba,9406,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,9509,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,9510,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,9511,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,9512,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,9513,President,,DEMOCRAT,JULIAN CASTRO,0,0,0,0
Yuba,8101,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Yuba,8102,President,,DEMOCRAT,MICHAEL A. ELLINGER,1,0,0,1
Yuba,8103,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Yuba,8201,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Yuba,8202,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Yuba,8203,President,,DEMOCRAT,MICHAEL A. ELLINGER,1,0,0,1
Yuba,8204,President,,DEMOCRAT,MICHAEL A. ELLINGER,0,0,0,0
Yuba,8301,President,,DEMOCRAT,MICHAEL A. ELLINGER,2,0,1,1
