county,precinct,office,district,party,candidate,votes
Merced,0001-1,Attorney General,,DEM,Kamala D. Harris,134
Merced,0001-1,Attorney General,,REP,Ronald Gold,62
Merced,0001-1,Board of Equalization,1,DEM,Chris Parker,128
Merced,0001-1,Board of Equalization,1,REP,George Runner,66
Merced,0001-1,Controller,,REP,Ashley Swearengin,66
Merced,0001-1,Controller,,DEM,Betty T. Yee,120
Merced,0001-1,Governor,,DEM,Edmund G. Brown,143
Merced,0001-1,Governor,,REP,Neel Kashkari,57
Merced,0001-1,Insurance Commissioner,,DEM,Dave Jones,138
Merced,0001-1,Insurance Commissioner,,REP,Ted Gaines,56
Merced,0001-1,Lieutenant Governor,,DEM,Gavin Newsom,140
Merced,0001-1,Lieutenant Governor,,REP,Ron Nehring,58
Merced,0001-1,Secretary of State,,DEM,Alex Padilla,137
Merced,0001-1,Secretary of State,,REP,Pete Peterson,58
Merced,0001-1,State Assembly,21,DEM,Adam Gray,154
Merced,0001-1,State Assembly,21,REP,Jack Mobley,44
Merced,0001-1,State Senate,12,REP,Anthony Cannella,107
Merced,0001-1,State Senate,12,DEM,Shawn K. Bagley,93
Merced,0001-1,Superintendent of Public Instruction,,NOP,Marshall Tuck,74
Merced,0001-1,Superintendent of Public Instruction,,NOP,Tom Torlakson,106
Merced,0001-1,Treasurer,,REP,Greg Conlon,50
Merced,0001-1,Treasurer,,DEM,John Chiang,141
Merced,0001-1,U.S. House,16,DEM,Jim Costa,143
Merced,0001-1,U.S. House,16,REP,Johnny Tacherra,57
Merced,0002-1,Attorney General,,DEM,Kamala D. Harris,151
Merced,0002-1,Attorney General,,REP,Ronald Gold,76
Merced,0002-1,Board of Equalization,1,DEM,Chris Parker,137
Merced,0002-1,Board of Equalization,1,REP,George Runner,81
Merced,0002-1,Controller,,REP,Ashley Swearengin,89
Merced,0002-1,Controller,,DEM,Betty T. Yee,126
Merced,0002-1,Governor,,DEM,Edmund G. Brown,155
Merced,0002-1,Governor,,REP,Neel Kashkari,76
Merced,0002-1,Insurance Commissioner,,DEM,Dave Jones,158
Merced,0002-1,Insurance Commissioner,,REP,Ted Gaines,68
Merced,0002-1,Lieutenant Governor,,DEM,Gavin Newsom,152
Merced,0002-1,Lieutenant Governor,,REP,Ron Nehring,75
Merced,0002-1,Secretary of State,,DEM,Alex Padilla,152
Merced,0002-1,Secretary of State,,REP,Pete Peterson,69
Merced,0002-1,State Assembly,21,DEM,Adam Gray,154
Merced,0002-1,State Assembly,21,REP,Jack Mobley,75
Merced,0002-1,State Senate,12,REP,Anthony Cannella,126
Merced,0002-1,State Senate,12,DEM,Shawn K. Bagley,98
Merced,0002-1,Superintendent of Public Instruction,,NOP,Marshall Tuck,89
Merced,0002-1,Superintendent of Public Instruction,,NOP,Tom Torlakson,120
Merced,0002-1,Treasurer,,REP,Greg Conlon,64
Merced,0002-1,Treasurer,,DEM,John Chiang,155
Merced,0002-1,U.S. House,16,DEM,Jim Costa,150
Merced,0002-1,U.S. House,16,REP,Johnny Tacherra,81
Merced,0003-1,Attorney General,,DEM,Kamala D. Harris,45
Merced,0003-1,Attorney General,,REP,Ronald Gold,93
Merced,0003-1,Board of Equalization,1,DEM,Chris Parker,34
Merced,0003-1,Board of Equalization,1,REP,George Runner,102
Merced,0003-1,Controller,,REP,Ashley Swearengin,99
Merced,0003-1,Controller,,DEM,Betty T. Yee,32
Merced,0003-1,Governor,,DEM,Edmund G. Brown,46
Merced,0003-1,Governor,,REP,Neel Kashkari,94
Merced,0003-1,Insurance Commissioner,,DEM,Dave Jones,46
Merced,0003-1,Insurance Commissioner,,REP,Ted Gaines,89
Merced,0003-1,Lieutenant Governor,,DEM,Gavin Newsom,45
Merced,0003-1,Lieutenant Governor,,REP,Ron Nehring,91
Merced,0003-1,Secretary of State,,DEM,Alex Padilla,45
Merced,0003-1,Secretary of State,,REP,Pete Peterson,90
Merced,0003-1,State Assembly,21,DEM,Adam Gray,58
Merced,0003-1,State Assembly,21,REP,Jack Mobley,84
Merced,0003-1,State Senate,12,REP,Anthony Cannella,118
Merced,0003-1,State Senate,12,DEM,Shawn K. Bagley,22
Merced,0003-1,Superintendent of Public Instruction,,NOP,Marshall Tuck,54
Merced,0003-1,Superintendent of Public Instruction,,NOP,Tom Torlakson,64
Merced,0003-1,Treasurer,,REP,Greg Conlon,93
Merced,0003-1,Treasurer,,DEM,John Chiang,45
Merced,0003-1,U.S. House,16,DEM,Jim Costa,43
Merced,0003-1,U.S. House,16,REP,Johnny Tacherra,97
Merced,0004-2,Attorney General,,DEM,Kamala D. Harris,93
