county,office,district,party,candidate,votes
Alameda,Superintendent of Public Instruction,,NP,Lydia A. Gutiérrez,36217
Alameda,Superintendent of Public Instruction,,NP,Marshall Tuck,28342
Alameda,Superintendent of Public Instruction,,NP,Tom Torlakson,114719
Alpine,Superintendent of Public Instruction,,NP,Lydia A. Gutiérrez,109
Alpine,Superintendent of Public Instruction,,NP,Marshall Tuck,75
Alpine,Superintendent of Public Instruction,,NP,Tom Torlakson,205
Amador,Superintendent of Public Instruction,,NP,Lydia A. Gutiérrez,1962
Amador,Superintendent of Public Instruction,,NP,Marshall Tuck,2479
Amador,Superintendent of Public Instruction,,NP,Tom Torlakson,3635
Butte,Superintendent of Public Instruction,,NP,Lydia A. Gutiérrez,8873
Butte,Superintendent of Public Instruction,,NP,Marshall Tuck,11034
Butte,Superintendent of Public Instruction,,NP,Tom Torlakson,15160
Calaveras,Superintendent of Public Instruction,,NP,Lydia A. Gutiérrez,2646
Calaveras,Superintendent of Public Instruction,,NP,Marshall Tuck,2819
Calaveras,Superintendent of Public Instruction,,NP,Tom Torlakson,4880
Colusa,Superintendent of Public Instruction,,NP,Lydia A. Gutiérrez,719
Colusa,Superintendent of Public Instruction,,NP,Marshall Tuck,950
Colusa,Superintendent of Public Instruction,,NP,Tom Torlakson,1378
Contra Costa,Superintendent of Public Instruction,,NP,Lydia A. Gutiérrez,19403
Contra Costa,Superintendent of Public Instruction,,NP,Marshall Tuck,27168
Contra Costa,Superintendent of Public Instruction,,NP,Tom Torlakson,91742
Del Norte,Superintendent of Public Instruction,,NP,Lydia A. Gutiérrez,1699
Del Norte,Superintendent of Public Instruction,,NP,Marshall Tuck,1282
Del Norte,Superintendent of Public Instruction,,NP,Tom Torlakson,1986
El Dorado,Superintendent of Public Instruction,,NP,Lydia A. Gutiérrez,8351
El Dorado,Superintendent of Public Instruction,,NP,Marshall Tuck,12579
El Dorado,Superintendent of Public Instruction,,NP,Tom Torlakson,14463
Fresno,Superintendent of Public Instruction,,NP,Lydia A. Gutiérrez,25197
Fresno,Superintendent of Public Instruction,,NP,Marshall Tuck,27767
Fresno,Superintendent of Public Instruction,,NP,Tom Torlakson,39720
Glenn,Superintendent of Public Instruction,,NP,Lydia A. Gutiérrez,1156
Glenn,Superintendent of Public Instruction,,NP,Marshall Tuck,1728
Glenn,Superintendent of Public Instruction,,NP,Tom Torlakson,1803
Humboldt,Superintendent of Public Instruction,,NP,Lydia A. Gutiérrez,6075
Humboldt,Superintendent of Public Instruction,,NP,Marshall Tuck,5691
Humboldt,Superintendent of Public Instruction,,NP,Tom Torlakson,11499
Imperial,Superintendent of Public Instruction,,NP,Lydia A. Gutiérrez,7120
Imperial,Superintendent of Public Instruction,,NP,Marshall Tuck,3027
Imperial,Superintendent of Public Instruction,,NP,Tom Torlakson,5272
Inyo,Superintendent of Public Instruction,,NP,Lydia A. Gutiérrez,715
Inyo,Superintendent of Public Instruction,,NP,Marshall Tuck,1054
Inyo,Superintendent of Public Instruction,,NP,Tom Torlakson,1516
Kern,Superintendent of Public Instruction,,NP,Lydia A. Gutiérrez,17665
Kern,Superintendent of Public Instruction,,NP,Marshall Tuck,21929
Kern,Superintendent of Public Instruction,,NP,Tom Torlakson,25440
Kings,Superintendent of Public Instruction,,NP,Lydia A. Gutiérrez,3343
Kings,Superintendent of Public Instruction,,NP,Marshall Tuck,4516
Kings,Superintendent of Public Instruction,,NP,Tom Torlakson,5610
Lake,Superintendent of Public Instruction,,NP,Lydia A. Gutiérrez,3602
