county,office,district,party,candidate,votes
Butte,State Assembly,1,DEM,Brigham Sawyer Smith,1591
Butte,State Assembly,1,REP,Brian Dahle,2768
Lassen,State Assembly,1,DEM,Brigham Sawyer Smith,919
Lassen,State Assembly,1,REP,Brian Dahle,4759
Modoc,State Assembly,1,DEM,Brigham Sawyer Smith,476
Modoc,State Assembly,1,REP,Brian Dahle,2232
Nevada,State Assembly,1,DEM,Brigham Sawyer Smith,9917
Nevada,State Assembly,1,REP,Brian Dahle,14645
Placer,State Assembly,1,DEM,Brigham Sawyer Smith,3753
Placer,State Assembly,1,REP,Brian Dahle,7529
Plumas,State Assembly,1,DEM,Brigham Sawyer Smith,1346
Plumas,State Assembly,1,REP,Brian Dahle,3548
Shasta,State Assembly,1,DEM,Brigham Sawyer Smith,7020
Shasta,State Assembly,1,REP,Brian Dahle,21766
Sierra,State Assembly,1,DEM,Brigham Sawyer Smith,358
Sierra,State Assembly,1,REP,Brian Dahle,872
Siskiyou,State Assembly,1,DEM,Brigham Sawyer Smith,3308
Siskiyou,State Assembly,1,REP,Brian Dahle,7347
Del Norte,State Assembly,2,DEM,Jim Wood,1571
Del Norte,State Assembly,2,DEM,John Lowry,562
Del Norte,State Assembly,2,REP,Matt Heath,2870
Del Norte,State Assembly,2,GRN,Pamela Elizondo,348
Humboldt,State Assembly,2,DEM,Jim Wood,9291
Humboldt,State Assembly,2,DEM,John Lowry,3921
Humboldt,State Assembly,2,REP,Matt Heath,9211
Humboldt,State Assembly,2,GRN,Pamela Elizondo,2733
Mendocino,State Assembly,2,DEM,Jim Wood,6720
Mendocino,State Assembly,2,DEM,John Lowry,2189
Mendocino,State Assembly,2,REP,Matt Heath,4147
Mendocino,State Assembly,2,GRN,Pamela Elizondo,1602
Sonoma,State Assembly,2,DEM,Jim Wood,18629
Sonoma,State Assembly,2,DEM,John Lowry,9350
Sonoma,State Assembly,2,REP,Matt Heath,10974
Sonoma,State Assembly,2,GRN,Pamela Elizondo,2824
Trinity,State Assembly,2,DEM,Jim Wood,1033
Trinity,State Assembly,2,DEM,John Lowry,442
Trinity,State Assembly,2,REP,Matt Heath,1664
Trinity,State Assembly,2,GRN,Pamela Elizondo,346
Butte,State Assembly,3,DEM,Jim Reed,14361
Butte,State Assembly,3,REP,James Gallagher,13660
Butte,State Assembly,3,REP,Ryan Schohr,7067
Colusa,State Assembly,3,DEM,Jim Reed,491
Colusa,State Assembly,3,REP,James Gallagher,1017
Colusa,State Assembly,3,REP,Ryan Schohr,641
Glenn,State Assembly,3,DEM,Jim Reed,1323
Glenn,State Assembly,3,REP,James Gallagher,1914
Glenn,State Assembly,3,REP,Ryan Schohr,2111
