county,office,district,party,candidate,votes
Del Norte,State Senate,2,DEM,Mike McGuire,1836
Del Norte,State Senate,2,DEM,Derek Knell,420
Del Norte,State Senate,2,REP,Lawrence R. Wiesner,2780
Del Norte,State Senate,2,NPP,Harry V. Lehmann,327
Humboldt,State Senate,2,DEM,Mike McGuire,13195
Humboldt,State Senate,2,DEM,Derek Knell,2195
Humboldt,State Senate,2,REP,Lawrence R. Wiesner,9021
Humboldt,State Senate,2,NPP,Harry V. Lehmann,911
Lake,State Senate,2,DEM,Mike McGuire,5990
Lake,State Senate,2,DEM,Derek Knell,1521
Lake,State Senate,2,REP,Lawrence R. Wiesner,5276
Lake,State Senate,2,NPP,Harry V. Lehmann,1016
Marin,State Senate,2,DEM,Mike McGuire,28915
Marin,State Senate,2,DEM,Derek Knell,9470
Marin,State Senate,2,REP,Lawrence R. Wiesner,11052
Marin,State Senate,2,NPP,Harry V. Lehmann,2780
Mendocino,State Senate,2,DEM,Mike McGuire,9044
Mendocino,State Senate,2,DEM,Derek Knell,1048
Mendocino,State Senate,2,REP,Lawrence R. Wiesner,4062
Mendocino,State Senate,2,NPP,Harry V. Lehmann,547
Sonoma,State Senate,2,DEM,Mike McGuire,44375
Sonoma,State Senate,2,DEM,Derek Knell,4809
Sonoma,State Senate,2,REP,Lawrence R. Wiesner,14595
Sonoma,State Senate,2,NPP,Harry V. Lehmann,2221
Trinity,State Senate,2,DEM,Mike McGuire,1315
Trinity,State Senate,2,DEM,Derek Knell,270
Trinity,State Senate,2,REP,Lawrence R. Wiesner,1615
Trinity,State Senate,2,NPP,Harry V. Lehmann,258
Butte,State Senate,4,DEM,CJ Jawahar,15690
Butte,State Senate,4,REP,Jim Nielsen,23639
Colusa,State Senate,4,DEM,CJ Jawahar,748
Colusa,State Senate,4,REP,Jim Nielsen,2590
Glenn,State Senate,4,DEM,CJ Jawahar,1237
Glenn,State Senate,4,REP,Jim Nielsen,4051
Placer,State Senate,4,DEM,CJ Jawahar,7652
Placer,State Senate,4,REP,Jim Nielsen,13525
Sacramento,State Senate,4,DEM,CJ Jawahar,16552
Sacramento,State Senate,4,REP,Jim Nielsen,23083
Sutter,State Senate,4,DEM,CJ Jawahar,3962
Sutter,State Senate,4,REP,Jim Nielsen,10603
Tehama,State Senate,4,DEM,CJ Jawahar,3566
Tehama,State Senate,4,REP,Jim Nielsen,8880
Yuba,State Senate,4,DEM,CJ Jawahar,2374
Yuba,State Senate,4,REP,Jim Nielsen,5820
Sacramento,State Senate,6,DEM,Roger Dickinson,46340
Sacramento,State Senate,6,DEM,Richard Pan,36112
Sacramento,State Senate,6,REP,James Axelgard,18402
Sacramento,State Senate,6,REP,Jonathan Zachariou,14403
Yolo,State Senate,6,DEM,Roger Dickinson,2328
Yolo,State Senate,6,DEM,Richard Pan,1440
Yolo,State Senate,6,REP,James Axelgard,856
Yolo,State Senate,6,REP,Jonathan Zachariou,952
Amador,State Senate,8,DEM,Paulina Miranda,3300
Amador,State Senate,8,REP,Tom Berryhill,5827
Calaveras,State Senate,8,DEM,Paulina Miranda,4206
Calaveras,State Senate,8,REP,Tom Berryhill,7573
Fresno,State Senate,8,DEM,Paulina Miranda,24499
Fresno,State Senate,8,REP,Tom Berryhill,47810
Inyo,State Senate,8,DEM,Paulina Miranda,1429
Inyo,State Senate,8,REP,Tom Berryhill,2176
Madera,State Senate,8,DEM,Paulina Miranda,2082
Madera,State Senate,8,REP,Tom Berryhill,5361
Mariposa,State Senate,8,DEM,Paulina Miranda,1612
Mariposa,State Senate,8,REP,Tom Berryhill,3052
Mono,State Senate,8,DEM,Paulina Miranda,1307
Mono,State Senate,8,REP,Tom Berryhill,1540
Sacramento,State Senate,8,DEM,Paulina Miranda,2366
Sacramento,State Senate,8,REP,Tom Berryhill,4247
Stanislaus,State Senate,8,DEM,Paulina Miranda,5866
Stanislaus,State Senate,8,REP,Tom Berryhill,11597
Tulare,State Senate,8,DEM,Paulina Miranda,341
Tulare,State Senate,8,REP,Tom Berryhill,697
Tuolumne,State Senate,8,DEM,Paulina Miranda,4407
Tuolumne,State Senate,8,REP,Tom Berryhill,7176
Alameda,State Senate,10,DEM,Bob Wieckowski,24902
Alameda,State Senate,10,DEM,Mary Hayashi,14087
