county,office,district,party,candidate,votes
Alameda,Secretary of State,,DEM,Alex Padilla,256280
Alameda,Secretary of State,,REP,Pete Peterson,87786
Alpine,Secretary of State,,DEM,Alex Padilla,262
Alpine,Secretary of State,,REP,Pete Peterson,191
Amador,Secretary of State,,DEM,Alex Padilla,4708
Amador,Secretary of State,,REP,Pete Peterson,7768
Butte,Secretary of State,,DEM,Alex Padilla,25238
Butte,Secretary of State,,REP,Pete Peterson,34803
Calaveras,Secretary of State,,DEM,Alex Padilla,5664
Calaveras,Secretary of State,,REP,Pete Peterson,9500
Colusa,Secretary of State,,DEM,Alex Padilla,1339
Colusa,Secretary of State,,REP,Pete Peterson,2733
Contra Costa,Secretary of State,,DEM,Alex Padilla,144610
Contra Costa,Secretary of State,,REP,Pete Peterson,101006
Del Norte,Secretary of State,,DEM,Alex Padilla,2911
Del Norte,Secretary of State,,REP,Pete Peterson,3804
El Dorado,Secretary of State,,DEM,Alex Padilla,21760
El Dorado,Secretary of State,,REP,Pete Peterson,37759
Fresno,Secretary of State,,DEM,Alex Padilla,66156
Fresno,Secretary of State,,REP,Pete Peterson,90535
Glenn,Secretary of State,,DEM,Alex Padilla,1597
Glenn,Secretary of State,,REP,Pete Peterson,4241
Humboldt,Secretary of State,,DEM,Alex Padilla,21882
Humboldt,Secretary of State,,REP,Pete Peterson,14183
Imperial,Secretary of State,,DEM,Alex Padilla,12653
Imperial,Secretary of State,,REP,Pete Peterson,8111
Inyo,Secretary of State,,DEM,Alex Padilla,2106
Inyo,Secretary of State,,REP,Pete Peterson,3215
Kern,Secretary of State,,DEM,Alex Padilla,47008
Kern,Secretary of State,,REP,Pete Peterson,85225
Kings,Secretary of State,,DEM,Alex Padilla,7784
Kings,Secretary of State,,REP,Pete Peterson,14212
Lake,Secretary of State,,DEM,Alex Padilla,9358
Lake,Secretary of State,,REP,Pete Peterson,7686
Lassen,Secretary of State,,DEM,Alex Padilla,1757
Lassen,Secretary of State,,REP,Pete Peterson,4999
Los Angeles,Secretary of State,,DEM,Alex Padilla,880939
Los Angeles,Secretary of State,,REP,Pete Peterson,528630
Madera,Secretary of State,,DEM,Alex Padilla,9033
Madera,Secretary of State,,REP,Pete Peterson,17328
Marin,Secretary of State,,DEM,Alex Padilla,58358
Marin,Secretary of State,,REP,Pete Peterson,24685
Mariposa,Secretary of State,,DEM,Alex Padilla,2319
Mariposa,Secretary of State,,REP,Pete Peterson,4095
Mendocino,Secretary of State,,DEM,Alex Padilla,15404
Mendocino,Secretary of State,,REP,Pete Peterson,8095
Merced,Secretary of State,,DEM,Alex Padilla,16475
Merced,Secretary of State,,REP,Pete Peterson,19408
Modoc,Secretary of State,,DEM,Alex Padilla,723
Modoc,Secretary of State,,REP,Pete Peterson,2082
Mono,Secretary of State,,DEM,Alex Padilla,1394
Mono,Secretary of State,,REP,Pete Peterson,1627
Monterey,Secretary of State,,DEM,Alex Padilla,42793
Monterey,Secretary of State,,REP,Pete Peterson,29014
Napa,Secretary of State,,DEM,Alex Padilla,21336
Napa,Secretary of State,,REP,Pete Peterson,15074
Nevada,Secretary of State,,DEM,Alex Padilla,17538
Nevada,Secretary of State,,REP,Pete Peterson,19639
Orange,Secretary of State,,DEM,Alex Padilla,234604
Orange,Secretary of State,,REP,Pete Peterson,371653
Placer,Secretary of State,,DEM,Alex Padilla,39647
Placer,Secretary of State,,REP,Pete Peterson,70436
Plumas,Secretary of State,,DEM,Alex Padilla,2501
Plumas,Secretary of State,,REP,Pete Peterson,4436
Riverside,Secretary of State,,DEM,Alex Padilla,153341
Riverside,Secretary of State,,REP,Pete Peterson,191721
Sacramento,Secretary of State,,DEM,Alex Padilla,170627
Sacramento,Secretary of State,,REP,Pete Peterson,144388
San Benito,Secretary of State,,DEM,Alex Padilla,7327
San Benito,Secretary of State,,REP,Pete Peterson,5892
San Bernardino,Secretary of State,,DEM,Alex Padilla,127575
San Bernardino,Secretary of State,,REP,Pete Peterson,154425
San Diego,Secretary of State,,DEM,Alex Padilla,301060
San Diego,Secretary of State,,REP,Pete Peterson,353503
San Francisco,Secretary of State,,DEM,Alex Padilla,162575
San Francisco,Secretary of State,,REP,Pete Peterson,44537
San Joaquin,Secretary of State,,DEM,Alex Padilla,54118
San Joaquin,Secretary of State,,REP,Pete Peterson,59868
San Luis Obispo,Secretary of State,,DEM,Alex Padilla,38802
San Luis Obispo,Secretary of State,,REP,Pete Peterson,44403
San Mateo,Secretary of State,,DEM,Alex Padilla,101379
San Mateo,Secretary of State,,REP,Pete Peterson,52798
Santa Barbara,Secretary of State,,DEM,Alex Padilla,56458
Santa Barbara,Secretary of State,,REP,Pete Peterson,50612
Santa Clara,Secretary of State,,DEM,Alex Padilla,230452
Santa Clara,Secretary of State,,REP,Pete Peterson,146920
Santa Cruz,Secretary of State,,DEM,Alex Padilla,49337
Santa Cruz,Secretary of State,,REP,Pete Peterson,20712
Shasta,Secretary of State,,DEM,Alex Padilla,17536
Shasta,Secretary of State,,REP,Pete Peterson,37900
Sierra,Secretary of State,,DEM,Alex Padilla,527
