county,office,district,party,candidate,votes
Alameda,Treasurer,,DEM,John Chiang,131829
Alameda,Treasurer,,REP,Greg Conlon,34978
Alameda,Treasurer,,GRN,Ellen H. Brown,18000
Alpine,Treasurer,,DEM,John Chiang,268
Alpine,Treasurer,,REP,Greg Conlon,146
Alpine,Treasurer,,GRN,Ellen H. Brown,43
Amador,Treasurer,,DEM,John Chiang,4096
Amador,Treasurer,,REP,Greg Conlon,4398
Amador,Treasurer,,GRN,Ellen H. Brown,599
Butte,Treasurer,,DEM,John Chiang,17356
Butte,Treasurer,,REP,Greg Conlon,18659
Butte,Treasurer,,GRN,Ellen H. Brown,3217
Calaveras,Treasurer,,DEM,John Chiang,5026
Calaveras,Treasurer,,REP,Greg Conlon,5797
Calaveras,Treasurer,,GRN,Ellen H. Brown,827
Colusa,Treasurer,,DEM,John Chiang,1217
Colusa,Treasurer,,REP,Greg Conlon,1757
Colusa,Treasurer,,GRN,Ellen H. Brown,165
Contra Costa,Treasurer,,DEM,John Chiang,87657
Contra Costa,Treasurer,,REP,Greg Conlon,44230
Contra Costa,Treasurer,,GRN,Ellen H. Brown,10176
Del Norte,Treasurer,,DEM,John Chiang,2555
Del Norte,Treasurer,,REP,Greg Conlon,2461
Del Norte,Treasurer,,GRN,Ellen H. Brown,430
El Dorado,Treasurer,,DEM,John Chiang,17670
El Dorado,Treasurer,,REP,Greg Conlon,19869
El Dorado,Treasurer,,GRN,Ellen H. Brown,2333
Fresno,Treasurer,,DEM,John Chiang,49453
Fresno,Treasurer,,REP,Greg Conlon,48636
Fresno,Treasurer,,GRN,Ellen H. Brown,4424
Glenn,Treasurer,,DEM,John Chiang,1763
Glenn,Treasurer,,REP,Greg Conlon,3015
Glenn,Treasurer,,GRN,Ellen H. Brown,353
Humboldt,Treasurer,,DEM,John Chiang,13471
Humboldt,Treasurer,,REP,Greg Conlon,8740
Humboldt,Treasurer,,GRN,Ellen H. Brown,3396
Imperial,Treasurer,,DEM,John Chiang,9458
Imperial,Treasurer,,REP,Greg Conlon,5282
Imperial,Treasurer,,GRN,Ellen H. Brown,1336
