county,precinct,office,district,party,candidate,election_day,mail,votes
Los Angeles,9000788A,State Assembly,51,DEM,Luis Lopez,39,48,87
Los Angeles,9000789C,State Assembly,51,DEM,Luis Lopez,11,12,23
Los Angeles,9000795A,State Assembly,51,DEM,Luis Lopez,48,44,92
Los Angeles,9000800A,State Assembly,51,DEM,Luis Lopez,37,56,93
Los Angeles,9000816A,State Assembly,51,DEM,Luis Lopez,21,14,35
Los Angeles,9000818A,State Assembly,51,DEM,Luis Lopez,45,43,88
Los Angeles,9000821A,State Assembly,51,DEM,Luis Lopez,26,48,74
Los Angeles,9000830A,State Assembly,51,DEM,Luis Lopez,20,39,59
Los Angeles,9000833D,State Assembly,51,DEM,Luis Lopez,25,24,49
Los Angeles,9000835A,State Assembly,51,DEM,Luis Lopez,53,77,130
Los Angeles,9000843A,State Assembly,51,DEM,Luis Lopez,39,102,141
Los Angeles,9000856A,State Assembly,51,DEM,Luis Lopez,33,34,67
Los Angeles,9000878A,State Assembly,51,DEM,Luis Lopez,50,62,112
Los Angeles,9000882A,State Assembly,51,DEM,Luis Lopez,38,58,96
Los Angeles,9000885A,State Assembly,51,DEM,Luis Lopez,47,49,96
Los Angeles,9000887B,State Assembly,51,DEM,Luis Lopez,45,53,98
Los Angeles,9000900A,State Assembly,51,DEM,Luis Lopez,13,26,39
Los Angeles,9000902B,State Assembly,51,DEM,Luis Lopez,21,37,58
Los Angeles,9000903B,State Assembly,51,DEM,Luis Lopez,11,41,52
Los Angeles,9000904A,State Assembly,51,DEM,Luis Lopez,19,20,39
Los Angeles,9000907A,State Assembly,51,DEM,Luis Lopez,24,45,69
Los Angeles,9000913D,State Assembly,51,DEM,Luis Lopez,18,26,44
Los Angeles,9000916A,State Assembly,51,DEM,Luis Lopez,23,31,54
Los Angeles,9000919A,State Assembly,51,DEM,Luis Lopez,46,40,86
Los Angeles,9000922B,State Assembly,51,DEM,Luis Lopez,23,36,59
Los Angeles,9000927A,State Assembly,51,DEM,Luis Lopez,19,36,55
Los Angeles,9000929A,State Assembly,51,DEM,Luis Lopez,33,25,58
Los Angeles,9000940A,State Assembly,51,DEM,Luis Lopez,65,88,153
Los Angeles,9000941A,State Assembly,51,DEM,Luis Lopez,66,64,130
Los Angeles,9000947A,State Assembly,51,DEM,Luis Lopez,36,68,104
Los Angeles,9000961A,State Assembly,51,DEM,Luis Lopez,8,7,15
Los Angeles,9000965A,State Assembly,51,DEM,Luis Lopez,16,51,67
Los Angeles,9000966A,State Assembly,51,DEM,Luis Lopez,31,59,90
Los Angeles,9000968A,State Assembly,51,DEM,Luis Lopez,7,60,67
Los Angeles,9000970A,State Assembly,51,DEM,Luis Lopez,25,36,61
Los Angeles,9001014A,State Assembly,51,DEM,Luis Lopez,14,28,42
Los Angeles,9001023A,State Assembly,51,DEM,Luis Lopez,13,31,44
Los Angeles,9001104A,State Assembly,51,DEM,Luis Lopez,17,39,56
Los Angeles,9001210A,State Assembly,51,DEM,Luis Lopez,30,25,55
Los Angeles,9001344B,State Assembly,51,DEM,Luis Lopez,17,40,57
Los Angeles,9001353A,State Assembly,51,DEM,Luis Lopez,29,29,58
Los Angeles,9001387A,State Assembly,51,DEM,Luis Lopez,20,53,73
Los Angeles,9001488A,State Assembly,51,DEM,Luis Lopez,19,45,64
Los Angeles,9001500E,State Assembly,51,DEM,Luis Lopez,14,18,32
Los Angeles,9001509C,State Assembly,51,DEM,Luis Lopez,21,34,55
Los Angeles,9001526A,State Assembly,51,DEM,Luis Lopez,25,25,50
Los Angeles,9001577A,State Assembly,51,DEM,Luis Lopez,27,22,49
Los Angeles,9001686A,State Assembly,51,DEM,Luis Lopez,24,55,79
Los Angeles,9001735A,State Assembly,51,DEM,Luis Lopez,86,104,190
Los Angeles,9001820A,State Assembly,51,DEM,Luis Lopez,14,34,48
Los Angeles,9001839A,State Assembly,51,DEM,Luis Lopez,5,42,47
Los Angeles,9001841A,State Assembly,51,DEM,Luis Lopez,21,18,39
Los Angeles,9002053A,State Assembly,51,DEM,Luis Lopez,23,33,56
Los Angeles,9002098A,State Assembly,51,DEM,Luis Lopez,24,35,59
Los Angeles,9002142A,State Assembly,51,DEM,Luis Lopez,10,15,25
Los Angeles,9002169A,State Assembly,51,DEM,Luis Lopez,16,13,29
Los Angeles,9002192A,State Assembly,51,DEM,Luis Lopez,50,75,125
Los Angeles,9002248A,State Assembly,51,DEM,Luis Lopez,51,70,121
Los Angeles,9002352A,State Assembly,51,DEM,Luis Lopez,20,19,39
Los Angeles,9002353B,State Assembly,51,DEM,Luis Lopez,17,29,46
Los Angeles,9002691A,State Assembly,51,DEM,Luis Lopez,40,41,81
Los Angeles,9002714A,State Assembly,51,DEM,Luis Lopez,8,25,33
Los Angeles,9002809A,State Assembly,51,DEM,Luis Lopez,50,64,114
Los Angeles,9003168A,State Assembly,51,DEM,Luis Lopez,28,37,65
Los Angeles,9003937B,State Assembly,51,DEM,Luis Lopez,88,88,176
Los Angeles,9003988A,State Assembly,51,DEM,Luis Lopez,60,57,117
Los Angeles,9005537A,State Assembly,51,DEM,Luis Lopez,26,52,78
Los Angeles,9005538B,State Assembly,51,DEM,Luis Lopez,58,33,91
Los Angeles,9005543B,State Assembly,51,DEM,Luis Lopez,7,16,23
Los Angeles,9006302A,State Assembly,51,DEM,Luis Lopez,88,115,203
Los Angeles,9006313A,State Assembly,51,DEM,Luis Lopez,53,82,135
Los Angeles,9006315A,State Assembly,51,DEM,Luis Lopez,80,100,180
Los Angeles,9006319A,State Assembly,51,DEM,Luis Lopez,25,50,75
Los Angeles,9006320C,State Assembly,51,DEM,Luis Lopez,29,53,82
Los Angeles,9006321A,State Assembly,51,DEM,Luis Lopez,32,29,61
Los Angeles,9006324A,State Assembly,51,DEM,Luis Lopez,24,48,72
Los Angeles,9006335B,State Assembly,51,DEM,Luis Lopez,77,88,165
Los Angeles,9006337A,State Assembly,51,DEM,Luis Lopez,102,84,186
Los Angeles,0850001A,State Assembly,51,DEM,Wendy Carrillo,67,94,161
Los Angeles,0850006A,State Assembly,51,DEM,Wendy Carrillo,23,37,60
Los Angeles,0850011A,State Assembly,51,DEM,Wendy Carrillo,20,49,69
Los Angeles,0850012A,State Assembly,51,DEM,Wendy Carrillo,37,42,79
Los Angeles,0850037A,State Assembly,51,DEM,Wendy Carrillo,17,41,58
Los Angeles,0850051A,State Assembly,51,DEM,Wendy Carrillo,36,76,112
Los Angeles,0850056A,State Assembly,51,DEM,Wendy Carrillo,34,51,85
Los Angeles,0850061A,State Assembly,51,DEM,Wendy Carrillo,38,64,102
Los Angeles,2000001A,State Assembly,51,DEM,Wendy Carrillo,21,44,65
Los Angeles,2000005A,State Assembly,51,DEM,Wendy Carrillo,28,20,48
Los Angeles,2000009A,State Assembly,51,DEM,Wendy Carrillo,16,65,81
Los Angeles,2000018C,State Assembly,51,DEM,Wendy Carrillo,10,45,55
Los Angeles,2000022C,State Assembly,51,DEM,Wendy Carrillo,22,30,52
Los Angeles,2000028A,State Assembly,51,DEM,Wendy Carrillo,25,37,62
Los Angeles,2000030A,State Assembly,51,DEM,Wendy Carrillo,16,45,61
Los Angeles,2000033A,State Assembly,51,DEM,Wendy Carrillo,22,26,48
Los Angeles,2000045A,State Assembly,51,DEM,Wendy Carrillo,33,45,78
Los Angeles,2000053A,State Assembly,51,DEM,Wendy Carrillo,59,75,134
Los Angeles,2000062A,State Assembly,51,DEM,Wendy Carrillo,20,54,74
Los Angeles,2000081A,State Assembly,51,DEM,Wendy Carrillo,26,56,82
Los Angeles,2000082A,State Assembly,51,DEM,Wendy Carrillo,19,38,57
Los Angeles,2000085A,State Assembly,51,DEM,Wendy Carrillo,44,35,79
Los Angeles,9000010C,State Assembly,51,DEM,Wendy Carrillo,30,48,78
Los Angeles,9000014A,State Assembly,51,DEM,Wendy Carrillo,17,51,68
Los Angeles,9000055A,State Assembly,51,DEM,Wendy Carrillo,43,82,125
Los Angeles,9000077A,State Assembly,51,DEM,Wendy Carrillo,67,90,157
Los Angeles,9000243A,State Assembly,51,DEM,Wendy Carrillo,22,41,63
Los Angeles,9000244A,State Assembly,51,DEM,Wendy Carrillo,26,27,53
Los Angeles,9000249A,State Assembly,51,DEM,Wendy Carrillo,22,23,45
Los Angeles,9000319C,State Assembly,51,DEM,Wendy Carrillo,11,37,48
Los Angeles,9000323A,State Assembly,51,DEM,Wendy Carrillo,41,83,124
Los Angeles,9000336B,State Assembly,51,DEM,Wendy Carrillo,20,21,41
Los Angeles,9000368C,State Assembly,51,DEM,Wendy Carrillo,48,63,111
Los Angeles,9000371A,State Assembly,51,DEM,Wendy Carrillo,48,70,118
Los Angeles,9000380A,State Assembly,51,DEM,Wendy Carrillo,47,53,100
Los Angeles,9000437A,State Assembly,51,DEM,Wendy Carrillo,39,50,89
Los Angeles,9000464B,State Assembly,51,DEM,Wendy Carrillo,26,74,100
Los Angeles,9000513A,State Assembly,51,DEM,Wendy Carrillo,46,57,103
Los Angeles,9000515A,State Assembly,51,DEM,Wendy Carrillo,64,63,127
Los Angeles,9000536B,State Assembly,51,DEM,Wendy Carrillo,38,64,102
Los Angeles,9000560A,State Assembly,51,DEM,Wendy Carrillo,31,69,100
Los Angeles,9000589A,State Assembly,51,DEM,Wendy Carrillo,33,52,85
Los Angeles,9000593A,State Assembly,51,DEM,Wendy Carrillo,27,68,95
Los Angeles,9000595A,State Assembly,51,DEM,Wendy Carrillo,39,64,103
Los Angeles,9000598A,State Assembly,51,DEM,Wendy Carrillo,29,32,61
Los Angeles,9000605B,State Assembly,51,DEM,Wendy Carrillo,11,27,38
Los Angeles,9000679A,State Assembly,51,DEM,Wendy Carrillo,43,81,124
Los Angeles,9000760A,State Assembly,51,DEM,Wendy Carrillo,32,50,82
Los Angeles,9000766A,State Assembly,51,DEM,Wendy Carrillo,12,43,55
Los Angeles,9000774B,State Assembly,51,DEM,Wendy Carrillo,32,53,85
Los Angeles,9000779A,State Assembly,51,DEM,Wendy Carrillo,31,52,83
Los Angeles,9000788A,State Assembly,51,DEM,Wendy Carrillo,35,70,105
Los Angeles,9000789C,State Assembly,51,DEM,Wendy Carrillo,24,21,45
Los Angeles,9000795A,State Assembly,51,DEM,Wendy Carrillo,63,69,132
Los Angeles,9000800A,State Assembly,51,DEM,Wendy Carrillo,42,60,102
Los Angeles,9000816A,State Assembly,51,DEM,Wendy Carrillo,25,30,55
Los Angeles,9000818A,State Assembly,51,DEM,Wendy Carrillo,41,53,94
Los Angeles,9000821A,State Assembly,51,DEM,Wendy Carrillo,36,52,88
Los Angeles,9000830A,State Assembly,51,DEM,Wendy Carrillo,32,28,60
Los Angeles,9000833D,State Assembly,51,DEM,Wendy Carrillo,28,45,73
Los Angeles,9000835A,State Assembly,51,DEM,Wendy Carrillo,23,106,129
Los Angeles,9000843A,State Assembly,51,DEM,Wendy Carrillo,39,64,103
Los Angeles,9000856A,State Assembly,51,DEM,Wendy Carrillo,30,72,102
Los Angeles,9000878A,State Assembly,51,DEM,Wendy Carrillo,40,68,108
Los Angeles,9000882A,State Assembly,51,DEM,Wendy Carrillo,43,61,104
Los Angeles,9000885A,State Assembly,51,DEM,Wendy Carrillo,64,79,143
Los Angeles,9000887B,State Assembly,51,DEM,Wendy Carrillo,28,33,61
Los Angeles,9000900A,State Assembly,51,DEM,Wendy Carrillo,24,54,78
Los Angeles,9000902B,State Assembly,51,DEM,Wendy Carrillo,26,55,81
Los Angeles,9000903B,State Assembly,51,DEM,Wendy Carrillo,18,46,64
Los Angeles,9000904A,State Assembly,51,DEM,Wendy Carrillo,33,38,71
Los Angeles,9000907A,State Assembly,51,DEM,Wendy Carrillo,28,71,99
Los Angeles,9000913D,State Assembly,51,DEM,Wendy Carrillo,10,54,64
Los Angeles,9000916A,State Assembly,51,DEM,Wendy Carrillo,39,56,95
Los Angeles,9000919A,State Assembly,51,DEM,Wendy Carrillo,40,47,87
Los Angeles,9000922B,State Assembly,51,DEM,Wendy Carrillo,18,70,88
Los Angeles,9000927A,State Assembly,51,DEM,Wendy Carrillo,29,43,72
Los Angeles,9000929A,State Assembly,51,DEM,Wendy Carrillo,35,54,89
Los Angeles,9000940A,State Assembly,51,DEM,Wendy Carrillo,64,107,171
Los Angeles,9000941A,State Assembly,51,DEM,Wendy Carrillo,46,93,139
Los Angeles,9000947A,State Assembly,51,DEM,Wendy Carrillo,33,85,118
Los Angeles,9000961A,State Assembly,51,DEM,Wendy Carrillo,4,14,18
Los Angeles,9000965A,State Assembly,51,DEM,Wendy Carrillo,38,68,106
Los Angeles,9000966A,State Assembly,51,DEM,Wendy Carrillo,34,82,116
Los Angeles,9000968A,State Assembly,51,DEM,Wendy Carrillo,24,68,92
Los Angeles,9000970A,State Assembly,51,DEM,Wendy Carrillo,17,52,69
Los Angeles,9001014A,State Assembly,51,DEM,Wendy Carrillo,18,32,50
Los Angeles,9001023A,State Assembly,51,DEM,Wendy Carrillo,16,65,81
Los Angeles,9001104A,State Assembly,51,DEM,Wendy Carrillo,33,61,94
Los Angeles,9001210A,State Assembly,51,DEM,Wendy Carrillo,28,26,54
Los Angeles,9001344B,State Assembly,51,DEM,Wendy Carrillo,28,50,78
Los Angeles,9001353A,State Assembly,51,DEM,Wendy Carrillo,37,47,84
Los Angeles,9001387A,State Assembly,51,DEM,Wendy Carrillo,51,79,130
Los Angeles,9001488A,State Assembly,51,DEM,Wendy Carrillo,19,57,76
Los Angeles,9001500E,State Assembly,51,DEM,Wendy Carrillo,19,44,63
Los Angeles,9001509C,State Assembly,51,DEM,Wendy Carrillo,24,38,62
Los Angeles,9001526A,State Assembly,51,DEM,Wendy Carrillo,18,30,48
Los Angeles,9001577A,State Assembly,51,DEM,Wendy Carrillo,18,53,71
Los Angeles,9001686A,State Assembly,51,DEM,Wendy Carrillo,40,52,92
Los Angeles,9001735A,State Assembly,51,DEM,Wendy Carrillo,44,117,161
Los Angeles,9001820A,State Assembly,51,DEM,Wendy Carrillo,21,57,78
Los Angeles,9001839A,State Assembly,51,DEM,Wendy Carrillo,21,53,74
Los Angeles,9001841A,State Assembly,51,DEM,Wendy Carrillo,18,47,65
Los Angeles,9002053A,State Assembly,51,DEM,Wendy Carrillo,15,50,65
Los Angeles,9002098A,State Assembly,51,DEM,Wendy Carrillo,36,61,97
Los Angeles,9002142A,State Assembly,51,DEM,Wendy Carrillo,13,31,44
Los Angeles,9002169A,State Assembly,51,DEM,Wendy Carrillo,23,21,44
Los Angeles,9002192A,State Assembly,51,DEM,Wendy Carrillo,32,80,112
Los Angeles,9002248A,State Assembly,51,DEM,Wendy Carrillo,37,71,108
Los Angeles,9002352A,State Assembly,51,DEM,Wendy Carrillo,16,34,50
Los Angeles,9002353B,State Assembly,51,DEM,Wendy Carrillo,11,48,59
Los Angeles,9002691A,State Assembly,51,DEM,Wendy Carrillo,37,56,93
Los Angeles,9002714A,State Assembly,51,DEM,Wendy Carrillo,9,41,50
Los Angeles,9002809A,State Assembly,51,DEM,Wendy Carrillo,56,83,139
Los Angeles,9003168A,State Assembly,51,DEM,Wendy Carrillo,16,24,40
Los Angeles,9003937B,State Assembly,51,DEM,Wendy Carrillo,49,85,134
Los Angeles,9003988A,State Assembly,51,DEM,Wendy Carrillo,48,95,143
Los Angeles,9005537A,State Assembly,51,DEM,Wendy Carrillo,43,49,92
Los Angeles,9005538B,State Assembly,51,DEM,Wendy Carrillo,42,71,113
Los Angeles,9005543B,State Assembly,51,DEM,Wendy Carrillo,13,45,58
Los Angeles,9006302A,State Assembly,51,DEM,Wendy Carrillo,65,97,162
Los Angeles,9006313A,State Assembly,51,DEM,Wendy Carrillo,29,63,92
Los Angeles,9006315A,State Assembly,51,DEM,Wendy Carrillo,56,91,147
Los Angeles,9006319A,State Assembly,51,DEM,Wendy Carrillo,18,56,74
Los Angeles,9006320C,State Assembly,51,DEM,Wendy Carrillo,13,21,34
Los Angeles,9006321A,State Assembly,51,DEM,Wendy Carrillo,19,59,78
Los Angeles,9006324A,State Assembly,51,DEM,Wendy Carrillo,22,51,73
Los Angeles,9006335B,State Assembly,51,DEM,Wendy Carrillo,35,43,78
Los Angeles,9006337A,State Assembly,51,DEM,Wendy Carrillo,27,47,74
Los Angeles,0850001A,Ballots Cast,,,,110,140,250
Los Angeles,0850006A,Ballots Cast,,,,46,50,96
Los Angeles,0850011A,Ballots Cast,,,,45,75,120
Los Angeles,0850012A,Ballots Cast,,,,70,66,136
Los Angeles,0850037A,Ballots Cast,,,,39,70,109
Los Angeles,0850051A,Ballots Cast,,,,65,114,179
Los Angeles,0850056A,Ballots Cast,,,,44,77,121
Los Angeles,0850061A,Ballots Cast,,,,82,118,200
Los Angeles,2000001A,Ballots Cast,,,,37,58,95
Los Angeles,2000005A,Ballots Cast,,,,65,39,104
Los Angeles,2000009A,Ballots Cast,,,,36,84,120
Los Angeles,2000018C,Ballots Cast,,,,31,62,93
Los Angeles,2000022C,Ballots Cast,,,,29,50,79
Los Angeles,2000028A,Ballots Cast,,,,53,71,124
Los Angeles,2000030A,Ballots Cast,,,,36,93,129
Los Angeles,2000033A,Ballots Cast,,,,68,40,108
Los Angeles,2000045A,Ballots Cast,,,,64,59,123
Los Angeles,2000053A,Ballots Cast,,,,100,103,203
Los Angeles,2000062A,Ballots Cast,,,,46,89,135
Los Angeles,2000081A,Ballots Cast,,,,48,92,140
Los Angeles,2000082A,Ballots Cast,,,,45,69,114
Los Angeles,2000085A,Ballots Cast,,,,65,53,118
Los Angeles,9000010C,Ballots Cast,,,,73,115,188
Los Angeles,9000014A,Ballots Cast,,,,50,150,200
Los Angeles,9000055A,Ballots Cast,,,,111,159,270
Los Angeles,9000077A,Ballots Cast,,,,121,159,280
Los Angeles,9000243A,Ballots Cast,,,,53,73,126
Los Angeles,9000244A,Ballots Cast,,,,46,43,89
Los Angeles,9000249A,Ballots Cast,,,,39,47,86
Los Angeles,9000319C,Ballots Cast,,,,38,80,118
Los Angeles,9000323A,Ballots Cast,,,,58,144,202
Los Angeles,9000336B,Ballots Cast,,,,28,42,70
Los Angeles,9000368C,Ballots Cast,,,,77,104,181
Los Angeles,9000371A,Ballots Cast,,,,70,107,177
Los Angeles,9000380A,Ballots Cast,,,,100,133,233
Los Angeles,9000437A,Ballots Cast,,,,82,86,168
Los Angeles,9000464B,Ballots Cast,,,,38,165,203
Los Angeles,9000513A,Ballots Cast,,,,80,120,200
Los Angeles,9000515A,Ballots Cast,,,,97,108,205
Los Angeles,9000536B,Ballots Cast,,,,52,95,147
Los Angeles,9000560A,Ballots Cast,,,,58,119,177
Los Angeles,9000589A,Ballots Cast,,,,75,129,204
Los Angeles,9000593A,Ballots Cast,,,,56,112,168
Los Angeles,9000595A,Ballots Cast,,,,66,101,167
Los Angeles,9000598A,Ballots Cast,,,,50,54,104
Los Angeles,9000605B,Ballots Cast,,,,19,47,66
Los Angeles,9000679A,Ballots Cast,,,,85,135,220
Los Angeles,9000760A,Ballots Cast,,,,107,138,245
Los Angeles,9000766A,Ballots Cast,,,,31,86,117
Los Angeles,9000774B,Ballots Cast,,,,63,114,177
Los Angeles,9000779A,Ballots Cast,,,,58,94,152
Los Angeles,9000788A,Ballots Cast,,,,74,120,194
Los Angeles,9000789C,Ballots Cast,,,,35,33,68
Los Angeles,9000795A,Ballots Cast,,,,111,113,224
Los Angeles,9000800A,Ballots Cast,,,,79,116,195
Los Angeles,9000816A,Ballots Cast,,,,46,44,90
Los Angeles,9000818A,Ballots Cast,,,,88,96,184
Los Angeles,9000821A,Ballots Cast,,,,62,101,163
Los Angeles,9000830A,Ballots Cast,,,,53,67,120
Los Angeles,9000833D,Ballots Cast,,,,53,69,122
Los Angeles,9000835A,Ballots Cast,,,,77,185,262
Los Angeles,9000843A,Ballots Cast,,,,78,168,246
Los Angeles,9000856A,Ballots Cast,,,,63,106,169
Los Angeles,9000878A,Ballots Cast,,,,90,130,220
Los Angeles,9000882A,Ballots Cast,,,,81,119,200
Los Angeles,9000885A,Ballots Cast,,,,111,130,241
Los Angeles,9000887B,Ballots Cast,,,,73,87,160
Los Angeles,9000900A,Ballots Cast,,,,37,80,117
Los Angeles,9000902B,Ballots Cast,,,,47,93,140
Los Angeles,9000903B,Ballots Cast,,,,29,90,119
Los Angeles,9000904A,Ballots Cast,,,,55,58,113
Los Angeles,9000907A,Ballots Cast,,,,52,116,168
Los Angeles,9000913D,Ballots Cast,,,,28,82,110
Los Angeles,9000916A,Ballots Cast,,,,62,88,150
Los Angeles,9000919A,Ballots Cast,,,,87,88,175
Los Angeles,9000922B,Ballots Cast,,,,41,108,149
Los Angeles,9000927A,Ballots Cast,,,,48,80,128
Los Angeles,9000929A,Ballots Cast,,,,68,80,148
Los Angeles,9000940A,Ballots Cast,,,,130,195,325
Los Angeles,9000941A,Ballots Cast,,,,113,158,271
Los Angeles,9000947A,Ballots Cast,,,,70,153,223
Los Angeles,9000961A,Ballots Cast,,,,12,21,33
Los Angeles,9000965A,Ballots Cast,,,,54,123,177
Los Angeles,9000966A,Ballots Cast,,,,65,142,207
Los Angeles,9000968A,Ballots Cast,,,,32,129,161
Los Angeles,9000970A,Ballots Cast,,,,42,88,130
Los Angeles,9001014A,Ballots Cast,,,,32,62,94
Los Angeles,9001023A,Ballots Cast,,,,29,98,127
Los Angeles,9001104A,Ballots Cast,,,,50,102,152
Los Angeles,9001210A,Ballots Cast,,,,59,51,110
Los Angeles,9001344B,Ballots Cast,,,,47,90,137
Los Angeles,9001353A,Ballots Cast,,,,66,77,143
Los Angeles,9001387A,Ballots Cast,,,,72,134,206
Los Angeles,9001488A,Ballots Cast,,,,38,102,140
Los Angeles,9001500E,Ballots Cast,,,,33,62,95
Los Angeles,9001509C,Ballots Cast,,,,45,73,118
Los Angeles,9001526A,Ballots Cast,,,,43,57,100
Los Angeles,9001577A,Ballots Cast,,,,45,76,121
Los Angeles,9001686A,Ballots Cast,,,,64,107,171
Los Angeles,9001735A,Ballots Cast,,,,130,223,353
Los Angeles,9001820A,Ballots Cast,,,,35,91,126
Los Angeles,9001839A,Ballots Cast,,,,28,98,126
Los Angeles,9001841A,Ballots Cast,,,,39,66,105
Los Angeles,9002053A,Ballots Cast,,,,38,89,127
Los Angeles,9002098A,Ballots Cast,,,,60,96,156
Los Angeles,9002142A,Ballots Cast,,,,23,46,69
Los Angeles,9002169A,Ballots Cast,,,,39,34,73
Los Angeles,9002192A,Ballots Cast,,,,82,161,243
Los Angeles,9002248A,Ballots Cast,,,,88,142,230
Los Angeles,9002352A,Ballots Cast,,,,36,53,89
Los Angeles,9002353B,Ballots Cast,,,,29,77,106
Los Angeles,9002691A,Ballots Cast,,,,77,97,174
Los Angeles,9002714A,Ballots Cast,,,,17,67,84
Los Angeles,9002809A,Ballots Cast,,,,106,149,255
Los Angeles,9003168A,Ballots Cast,,,,45,62,107
Los Angeles,9003937B,Ballots Cast,,,,137,175,312
Los Angeles,9003988A,Ballots Cast,,,,108,152,260
Los Angeles,9005537A,Ballots Cast,,,,69,101,170
Los Angeles,9005538B,Ballots Cast,,,,101,105,206
Los Angeles,9005543B,Ballots Cast,,,,20,61,81
Los Angeles,9006302A,Ballots Cast,,,,153,214,367
Los Angeles,9006313A,Ballots Cast,,,,83,146,229
Los Angeles,9006315A,Ballots Cast,,,,136,193,329
Los Angeles,9006319A,Ballots Cast,,,,44,106,150
Los Angeles,9006320C,Ballots Cast,,,,42,77,119
Los Angeles,9006321A,Ballots Cast,,,,51,90,141
Los Angeles,9006324A,Ballots Cast,,,,46,102,148
Los Angeles,9006335B,Ballots Cast,,,,114,131,245
Los Angeles,9006337A,Ballots Cast,,,,129,131,260
